DATE,OPPONENT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title,WorL,WIN,LOSE,PTS,PTSO
17/4,San Antonio ,Randolph,Randolph,Conley,H,Memphis Grizzlies 2010-11 Postseason NBA Schedule,W,,,101,98
20/4,San Antonio ,Young,Gasol,Conley,H,Memphis Grizzlies 2010-11 Postseason NBA Schedule,L,,,93,87
23/4, San Antonio ,Randolph,Gasol,Conley,A,Memphis Grizzlies 2010-11 Postseason NBA Schedule,W,,,91,88
25/4, San Antonio ,Conley,Randolph,Conley,A,Memphis Grizzlies 2010-11 Postseason NBA Schedule,W,,,104,86
27/4,San Antonio ,Randolph,Gasol,Randolph,H,Memphis Grizzlies 2010-11 Postseason NBA Schedule,L,,,110,103
29/4, San Antonio ,Randolph,Gasol,Conley,A,Memphis Grizzlies 2010-11 Postseason NBA Schedule,W,,,99,91
1/5,Oklahoma City ,Randolph,Gasol,Conley,H,Memphis Grizzlies 2010-11 Postseason NBA Schedule,W,,,114,101
3/5,Oklahoma City ,Conley,Gasol,Conley,H,Memphis Grizzlies 2010-11 Postseason NBA Schedule,L,,,111,102
7/5, Oklahoma City ,Randolph,Randolph,Mayo,A,Memphis Grizzlies 2010-11 Postseason NBA Schedule,W,,,101,93
9/5, Oklahoma City ,Randolph,Gasol,Mayo,A,Memphis Grizzlies 2010-11 Postseason NBA Schedule,L,,,133,123
11/5,Oklahoma City ,Gasol,Randolph,Conley,H,Memphis Grizzlies 2010-11 Postseason NBA Schedule,L,,,99,72
13/5, Oklahoma City ,Randolph,Randolph,Conley,A,Memphis Grizzlies 2010-11 Postseason NBA Schedule,W,,,95,83
15/5,Oklahoma City ,Conley,Randolph,Conley,H,Memphis Grizzlies 2010-11 Postseason NBA Schedule,L,,,105,90
