DATE,OPPONENT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title,WorL,WIN,LOSE,PTS,PTSO
2/11, Charlotte ,Duhon,Chandler,Duhon,A,Chicago Bulls 2005-06 Regular Season NBA Schedule,W,1,0,109,105
5/11,New Jersey ,Hinrich,Deng,Duhon,H,Chicago Bulls 2005-06 Regular Season NBA Schedule,L,1,1,100,99
7/11, San Antonio ,Deng,Sweetney,Hinrich,A,Chicago Bulls 2005-06 Regular Season NBA Schedule,L,1,2,104,95
9/11, Golden State ,Hinrich,Sweetney,Hinrich,A,Chicago Bulls 2005-06 Regular Season NBA Schedule,W,2,2,85,84
12/11, Utah ,Deng,Chandler,Hinrich,A,Chicago Bulls 2005-06 Regular Season NBA Schedule,W,3,2,103,98
14/11,Golden State ,Nocioni,Chandler,Pargo,H,Chicago Bulls 2005-06 Regular Season NBA Schedule,L,3,3,100,82
16/11,Portland ,Sweetney,Sweetney,Hinrich,H,Chicago Bulls 2005-06 Regular Season NBA Schedule,L,3,4,96,93
18/11,Seattle ,Deng,Sweetney,Hinrich,H,Chicago Bulls 2005-06 Regular Season NBA Schedule,L,3,5,98,84
20/11,Los Angeles ,Duhon,Chandler,Duhon,H,Chicago Bulls 2005-06 Regular Season NBA Schedule,W,4,5,96,93
25/11,San Antonio ,Gordon,Chandler,Hinrich,H,Chicago Bulls 2005-06 Regular Season NBA Schedule,W,5,5,106,99
26/11,Houston ,Gordon,Nocioni,Hinrich,H,Chicago Bulls 2005-06 Regular Season NBA Schedule,W,6,5,94,89
29/11, Orlando ,Deng,Nocioni,Hinrich,A,Chicago Bulls 2005-06 Regular Season NBA Schedule,W,7,5,85,76
30/11,New York ,Gordon,Songaila,Duhon,H,Chicago Bulls 2005-06 Regular Season NBA Schedule,L,7,6,109,101
2/12,Boston ,Deng,Chandler,Hinrich,H,Chicago Bulls 2005-06 Regular Season NBA Schedule,W,8,6,106,102
3/12, Detroit ,Deng,Deng,Duhon,A,Chicago Bulls 2005-06 Regular Season NBA Schedule,L,8,7,92,79
5/12, Dallas ,Gordon,Sweetney,Duhon,A,Chicago Bulls 2005-06 Regular Season NBA Schedule,L,8,8,102,94
7/12,Orlando ,Pargo,Deng,Pargo,H,Chicago Bulls 2005-06 Regular Season NBA Schedule,W,9,8,102,93
9/12, Los Angeles ,Hinrich,Sweetney,Hinrich,A,Chicago Bulls 2005-06 Regular Season NBA Schedule,L,9,9,93,80
10/12,Washington ,Duhon,Deng,Hinrich,H,Chicago Bulls 2005-06 Regular Season NBA Schedule,W,10,9,118,111
13/12, Miami ,Hinrich,Chandler,Hinrich,A,Chicago Bulls 2005-06 Regular Season NBA Schedule,L,10,10,100,97
14/12,Toronto ,Songaila,Deng,Hinrich,H,Chicago Bulls 2005-06 Regular Season NBA Schedule,W,11,10,105,94
16/12,Detroit ,Duhon,Chandler,Pargo,H,Chicago Bulls 2005-06 Regular Season NBA Schedule,L,11,11,110,82
17/12, Boston ,Sweetney,Sweetney,Duhon,A,Chicago Bulls 2005-06 Regular Season NBA Schedule,W,12,11,118,86
20/12, Charlotte ,Harrington,Chandler,Duhon,A,Chicago Bulls 2005-06 Regular Season NBA Schedule,L,12,12,105,92
22/12, Cleveland ,Gordon,Nocioni,Duhon,A,Chicago Bulls 2005-06 Regular Season NBA Schedule,L,12,13,108,100
23/12,Memphis ,Nocioni,Chandler,Pargo,H,Chicago Bulls 2005-06 Regular Season NBA Schedule,L,12,14,95,77
26/12,Cleveland ,Nocioni,Nocioni,Duhon,H,Chicago Bulls 2005-06 Regular Season NBA Schedule,L,12,15,102,91
28/12,Charlotte ,Deng,Chandler,Hinrich,H,Chicago Bulls 2005-06 Regular Season NBA Schedule,L,12,16,93,80
31/12, Phoenix ,Hinrich,Deng,Gordon,A,Chicago Bulls 2005-06 Regular Season NBA Schedule,L,12,17,107,98
2/1, Milwaukee ,Gordon,Deng,Duhon,A,Chicago Bulls 2005-06 Regular Season NBA Schedule,L,12,18,93,92
4/1, Seattle ,Gordon,Duhon,Duhon,A,Chicago Bulls 2005-06 Regular Season NBA Schedule,L,12,19,101,97
6/1,Milwaukee ,Hinrich,Harrington,Hinrich,H,Chicago Bulls 2005-06 Regular Season NBA Schedule,W,13,19,105,91
7/1, Memphis ,Hinrich,Nocioni,Deng,A,Chicago Bulls 2005-06 Regular Season NBA Schedule,W,14,19,111,82
9/1, Toronto ,Hinrich,Nocioni,Hinrich,A,Chicago Bulls 2005-06 Regular Season NBA Schedule,W,15,19,113,104
11/1,Minnesota ,Nocioni,Nocioni,Hinrich,H,Chicago Bulls 2005-06 Regular Season NBA Schedule,L,15,20,99,93
14/1, Indiana ,Nocioni,Sweetney,Hinrich,A,Chicago Bulls 2005-06 Regular Season NBA Schedule,L,15,21,91,89
16/1, Denver ,Hinrich,Deng,Duhon,A,Chicago Bulls 2005-06 Regular Season NBA Schedule,L,15,22,97,94
18/1, New York ,Gordon,Sweetney,Hinrich,A,Chicago Bulls 2005-06 Regular Season NBA Schedule,W,16,22,106,104
20/1, Houston ,Deng,Songaila,Hinrich,A,Chicago Bulls 2005-06 Regular Season NBA Schedule,L,16,23,109,108
21/1,Indiana ,Nocioni,Chandler,Hinrich,H,Chicago Bulls 2005-06 Regular Season NBA Schedule,W,17,23,101,89
25/1,Toronto ,Duhon,Chandler,Duhon,H,Chicago Bulls 2005-06 Regular Season NBA Schedule,W,18,23,104,88
27/1, Washington ,Gordon,Chandler,Hinrich,A,Chicago Bulls 2005-06 Regular Season NBA Schedule,W,19,23,90,79
28/1, Atlanta ,Gordon,Chandler,Hinrich,A,Chicago Bulls 2005-06 Regular Season NBA Schedule,W,20,23,111,99
31/1,Dallas ,Hinrich,Chandler,Hinrich,H,Chicago Bulls 2005-06 Regular Season NBA Schedule,L,20,24,98,94
1/2,"NO/Oklahoma City
 ",Hinrich,Chandler,Hinrich,H,Chicago Bulls 2005-06 Regular Season NBA Schedule,L,20,25,100,95
4/2,Phoenix ,Gordon,Chandler,Gordon,H,Chicago Bulls 2005-06 Regular Season NBA Schedule,L,20,26,118,101
6/2,Utah ,Gordon,Chandler,Hinrich,H,Chicago Bulls 2005-06 Regular Season NBA Schedule,L,20,27,109,107
8/2,Denver ,Gordon,Chandler,Hinrich,H,Chicago Bulls 2005-06 Regular Season NBA Schedule,W,21,27,110,107
9/2,Sacramento ,Songaila,Chandler,Duhon,H,Chicago Bulls 2005-06 Regular Season NBA Schedule,L,21,28,98,80
12/2,LA ,Hinrich,Chandler,Hinrich,H,Chicago Bulls 2005-06 Regular Season NBA Schedule,W,22,28,97,91
14/2, Sacramento ,Gordon,Chandler,Hinrich,A,Chicago Bulls 2005-06 Regular Season NBA Schedule,L,22,29,105,101
16/2, Philadelphia ,Gordon,Sweetney,Duhon,A,Chicago Bulls 2005-06 Regular Season NBA Schedule,W,23,29,117,84
22/2, Milwaukee ,Hinrich,Chandler,Hinrich,A,Chicago Bulls 2005-06 Regular Season NBA Schedule,W,24,29,97,91
24/2, Detroit ,Gordon,Chandler,Hinrich,A,Chicago Bulls 2005-06 Regular Season NBA Schedule,L,24,30,95,87
