DATE,OPPONENT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title,WorL,WIN,LOSE,PTS,PTSO
15/4, Indiana ,James,Thompson,James,A,Cleveland Cavaliers 2016-17 Postseason NBA Schedule,W,,,109,108
17/4, Indiana ,Irving,Love,James,A,Cleveland Cavaliers 2016-17 Postseason NBA Schedule,W,,,117,111
20/4,Indiana ,James,James,James,H,Cleveland Cavaliers 2016-17 Postseason NBA Schedule,W,,,119,114
23/4,Indiana ,James,Love,James,H,Cleveland Cavaliers 2016-17 Postseason NBA Schedule,W,,,106,102
1/5, Toronto ,James,Thompson,Irving,A,Cleveland Cavaliers 2016-17 Postseason NBA Schedule,W,,,116,105
3/5, Toronto ,James,Thompson,Irving,A,Cleveland Cavaliers 2016-17 Postseason NBA Schedule,W,,,125,103
5/5,Toronto ,James,Love,James,H,Cleveland Cavaliers 2016-17 Postseason NBA Schedule,W,,,115,94
7/5,Toronto ,James,James,Irving,H,Cleveland Cavaliers 2016-17 Postseason NBA Schedule,W,,,109,102
17/5,Boston ,James,Love,James,H,Cleveland Cavaliers 2016-17 Postseason NBA Schedule,W,,,117,104
19/5,Boston ,James,Love,James,H,Cleveland Cavaliers 2016-17 Postseason NBA Schedule,W,,,130,86
21/5, Boston ,Irving,Thompson,Irving,A,Cleveland Cavaliers 2016-17 Postseason NBA Schedule,L,,,111,108
23/5, Boston ,Irving,Love,James,A,Cleveland Cavaliers 2016-17 Postseason NBA Schedule,W,,,112,99
25/5,Boston ,James,Love,James,H,Cleveland Cavaliers 2016-17 Postseason NBA Schedule,W,,,135,102
1/6,Golden State ,James,Love,James,H,Cleveland Cavaliers 2016-17 Postseason NBA Schedule,L,,,113,91
4/6,Golden State ,James,James,James,H,Cleveland Cavaliers 2016-17 Postseason NBA Schedule,L,,,132,113
7/6, Golden State ,James,Love,James,A,Cleveland Cavaliers 2016-17 Postseason NBA Schedule,L,,,118,113
9/6, Golden State ,Irving,James,James,A,Cleveland Cavaliers 2016-17 Postseason NBA Schedule,W,,,137,116
12/6,Golden State ,James,James,James,H,Cleveland Cavaliers 2016-17 Postseason NBA Schedule,L,,,129,120
