DATE,OPPONENT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title,WorL,WIN,LOSE,PTS,PTSO
20/4,Brooklyn ,Boozer,Boozer,Boozer,H,Chicago Bulls 2012-13 Postseason NBA Schedule,L,,,106,89
22/4,Brooklyn ,Deng,Boozer,Hinrich,H,Chicago Bulls 2012-13 Postseason NBA Schedule,W,,,90,82
25/4, Brooklyn ,Boozer,Boozer,Boozer,A,Chicago Bulls 2012-13 Postseason NBA Schedule,W,,,79,76
27/4, Brooklyn ,Robinson,Noah,Hinrich,A,Chicago Bulls 2012-13 Postseason NBA Schedule,W,,,142,134
29/4,Brooklyn ,Robinson,Boozer,Robinson,H,Chicago Bulls 2012-13 Postseason NBA Schedule,L,,,110,91
2/5, Brooklyn ,Belinelli,Noah,Belinelli,A,Chicago Bulls 2012-13 Postseason NBA Schedule,L,,,95,92
4/5,Brooklyn ,Noah,Noah,Robinson,H,Chicago Bulls 2012-13 Postseason NBA Schedule,W,,,99,93
6/5,Miami ,Robinson,Butler,Robinson,H,Chicago Bulls 2012-13 Postseason NBA Schedule,W,,,93,86
8/5,Miami ,Belinelli,Noah,Belinelli,H,Chicago Bulls 2012-13 Postseason NBA Schedule,L,,,115,78
10/5, Miami ,Boozer,Noah,Robinson,A,Chicago Bulls 2012-13 Postseason NBA Schedule,L,,,104,94
13/5, Miami ,Boozer,Boozer,Hamilton,A,Chicago Bulls 2012-13 Postseason NBA Schedule,L,,,88,65
15/5,Miami ,Boozer,Boozer,Robinson,H,Chicago Bulls 2012-13 Postseason NBA Schedule,L,,,94,91
