DATE,OPPONENT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title,WorL,WIN,LOSE,PTS,PTSO
14/4, Washington ,Ibaka,Ibaka,Lowry,A,Toronto Raptors 2017-18 Postseason NBA Schedule,W,,,114,106
17/4, Washington ,DeRozan,Valanciunas,Lowry,A,Toronto Raptors 2017-18 Postseason NBA Schedule,W,,,130,119
20/4,Washington ,DeRozan,Ibaka,Lowry,H,Toronto Raptors 2017-18 Postseason NBA Schedule,L,,,122,103
22/4,Washington ,DeRozan,Ibaka,DeRozan,H,Toronto Raptors 2017-18 Postseason NBA Schedule,L,,,106,98
25/4, Washington ,DeRozan,Valanciunas,Lowry,A,Toronto Raptors 2017-18 Postseason NBA Schedule,W,,,108,98
27/4,Washington ,Lowry,Valanciunas,Lowry,H,Toronto Raptors 2017-18 Postseason NBA Schedule,W,,,102,92
1/5, Cleveland ,DeRozan,Valanciunas,Lowry,A,Toronto Raptors 2017-18 Postseason NBA Schedule,L,,,113,112
3/5, Cleveland ,DeRozan,Valanciunas,Lowry,A,Toronto Raptors 2017-18 Postseason NBA Schedule,L,,,128,110
5/5,Cleveland ,Lowry,Valanciunas,Lowry,H,Toronto Raptors 2017-18 Postseason NBA Schedule,L,,,105,103
7/5,Cleveland ,Valanciunas,Valanciunas,Lowry,H,Toronto Raptors 2017-18 Postseason NBA Schedule,L,,,128,93
