DATE,OPPONENT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title,WorL,WIN,LOSE,PTS,PTSO
17/4, Memphis ,Duncan,Duncan,Parker,A,San Antonio Spurs 2003-04 Postseason NBA Schedule,W,,,98,74
19/4, Memphis ,Parker,Duncan,Parker,A,San Antonio Spurs 2003-04 Postseason NBA Schedule,W,,,87,70
22/4,Memphis ,Duncan,Duncan,Parker,H,San Antonio Spurs 2003-04 Postseason NBA Schedule,W,,,95,93
25/4,Memphis ,Parker,Duncan,Parker,H,San Antonio Spurs 2003-04 Postseason NBA Schedule,W,,,110,97
2/5, Los Angeles ,Duncan,Duncan,Parker,A,San Antonio Spurs 2003-04 Postseason NBA Schedule,W,,,88,78
5/5, Los Angeles ,Parker,Duncan,Ginobili,A,San Antonio Spurs 2003-04 Postseason NBA Schedule,W,,,95,85
9/5,Los Angeles ,Ginobili,Duncan,Parker,H,San Antonio Spurs 2003-04 Postseason NBA Schedule,L,,,105,81
11/5,Los Angeles ,Ginobili,Duncan,Duncan,H,San Antonio Spurs 2003-04 Postseason NBA Schedule,L,,,98,90
13/5, Los Angeles ,Duncan,Duncan,Parker,A,San Antonio Spurs 2003-04 Postseason NBA Schedule,L,,,74,73
15/5,Los Angeles ,Duncan,Duncan,Ginobili,H,San Antonio Spurs 2003-04 Postseason NBA Schedule,L,,,88,76
