DATE,OPPONENT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title,WorL,WIN,LOSE,PTS,PTSO
21/4, Houston ,Durant,Westbrook,Westbrook,A,Oklahoma City Thunder 2012-13 Postseason NBA Schedule,W,,,120,91
24/4, Houston ,Westbrook,Ibaka,Durant,A,Oklahoma City Thunder 2012-13 Postseason NBA Schedule,W,,,105,102
27/4,Houston ,Durant,Durant,Durant,H,Oklahoma City Thunder 2012-13 Postseason NBA Schedule,W,,,104,101
29/4,Houston ,Durant,Durant,Durant,H,Oklahoma City Thunder 2012-13 Postseason NBA Schedule,L,,,105,103
1/5, Houston ,Durant,Ibaka,Durant,A,Oklahoma City Thunder 2012-13 Postseason NBA Schedule,L,,,107,100
3/5,Houston ,Durant,Collison,Jackson,H,Oklahoma City Thunder 2012-13 Postseason NBA Schedule,W,,,103,94
5/5, Memphis ,Durant,Durant,Durant,A,Oklahoma City Thunder 2012-13 Postseason NBA Schedule,W,,,93,91
7/5, Memphis ,Durant,Durant,Durant,A,Oklahoma City Thunder 2012-13 Postseason NBA Schedule,L,,,99,93
11/5,Memphis ,Durant,Durant,Durant,H,Oklahoma City Thunder 2012-13 Postseason NBA Schedule,L,,,87,81
13/5,Memphis ,Durant,Ibaka,Jackson,H,Oklahoma City Thunder 2012-13 Postseason NBA Schedule,L,,,103,97
15/5, Memphis ,Durant,Jackson,Durant,A,Oklahoma City Thunder 2012-13 Postseason NBA Schedule,L,,,88,84
