DATE,OPPONENT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title,WorL,WIN,LOSE,PTS,PTSO
15/12, Boston ,Milton,Harris,Simmons,A,Philadelphia 76ers 2020-21 Preseason NBA Schedule,W,1,0,108,99
18/12,Indiana ,Milton,Bradley,Simmons,H,Philadelphia 76ers 2020-21 Preseason NBA Schedule,W,2,0,113,107
