DATE,OPPONENT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title,WorL,WIN,LOSE,PTS,PTSO
29/10,Washington ,Carter,Lopez,Carter,H,Brooklyn Nets 2008-09 Regular Season NBA Schedule,W,1,0,95,85
1/11, Golden State ,Carter,Boone,Dooling,A,Brooklyn Nets 2008-09 Regular Season NBA Schedule,L,1,1,105,97
4/11, Phoenix ,Carter,Jianlian,Harris,A,Brooklyn Nets 2008-09 Regular Season NBA Schedule,L,1,2,114,86
7/11, Detroit ,Harris,Boone,Carter,A,Brooklyn Nets 2008-09 Regular Season NBA Schedule,W,2,2,103,96
8/11,Indiana ,Carter,Jianlian,Dooling,H,Brooklyn Nets 2008-09 Regular Season NBA Schedule,L,2,3,98,80
10/11,Miami ,Jianlian,Jianlian,Jianlian,H,Brooklyn Nets 2008-09 Regular Season NBA Schedule,L,2,4,99,94
12/11, Indiana ,Carter,Jianlian,Carter,A,Brooklyn Nets 2008-09 Regular Season NBA Schedule,L,2,5,98,87
14/11, Atlanta ,Harris,Lopez,Harris,A,Brooklyn Nets 2008-09 Regular Season NBA Schedule,W,3,5,115,108
15/11,Atlanta ,Harris,Lopez,Harris,H,Brooklyn Nets 2008-09 Regular Season NBA Schedule,W,4,5,119,107
18/11, Cleveland ,Harris,Lopez,Carter,A,Brooklyn Nets 2008-09 Regular Season NBA Schedule,L,4,6,106,82
21/11,Toronto ,Carter,Carter,Carter,H,Brooklyn Nets 2008-09 Regular Season NBA Schedule,W,5,6,129,127
22/11, LA ,Jianlian,Lopez,Harris,A,Brooklyn Nets 2008-09 Regular Season NBA Schedule,W,6,6,112,95
25/11,Los Angeles ,Harris,Lopez,Harris,H,Brooklyn Nets 2008-09 Regular Season NBA Schedule,L,6,7,120,93
26/11,Sacramento ,Carter,Lopez,Harris,H,Brooklyn Nets 2008-09 Regular Season NBA Schedule,W,7,7,116,114
29/11,Utah ,Harris,Lopez,Harris,H,Brooklyn Nets 2008-09 Regular Season NBA Schedule,W,8,7,105,88
30/11,Phoenix ,Harris,Harris,Harris,H,Brooklyn Nets 2008-09 Regular Season NBA Schedule,W,9,7,117,109
2/12, Washington ,Harris,Lopez,Harris,A,Brooklyn Nets 2008-09 Regular Season NBA Schedule,L,9,8,108,88
5/12, Minnesota ,Carter,Lopez,Harris,A,Brooklyn Nets 2008-09 Regular Season NBA Schedule,W,10,8,113,84
6/12,Philadelphia ,Harris,Carter,Harris,H,Brooklyn Nets 2008-09 Regular Season NBA Schedule,W,11,8,95,84
10/12, New York ,Harris,Carter,Harris,A,Brooklyn Nets 2008-09 Regular Season NBA Schedule,L,11,9,121,109
12/12, Toronto ,Jianlian,Lopez,Harris,A,Brooklyn Nets 2008-09 Regular Season NBA Schedule,L,11,10,101,79
13/12,Chicago ,Carter,Simmons,Harris,H,Brooklyn Nets 2008-09 Regular Season NBA Schedule,L,11,11,113,104
15/12,Toronto ,Anderson,Carter,Carter,H,Brooklyn Nets 2008-09 Regular Season NBA Schedule,W,12,11,94,87
17/12, Utah ,Carter,Lopez,Harris,A,Brooklyn Nets 2008-09 Regular Season NBA Schedule,L,12,12,103,92
19/12, Dallas ,Harris,Carter,Harris,A,Brooklyn Nets 2008-09 Regular Season NBA Schedule,W,13,12,121,97
20/12, Miami ,Lopez,Lopez,Harris,A,Brooklyn Nets 2008-09 Regular Season NBA Schedule,L,13,13,106,103
22/12, Houston ,Dooling,Lopez,Dooling,A,Brooklyn Nets 2008-09 Regular Season NBA Schedule,L,13,14,114,91
23/12,Indiana ,Carter,Carter,Harris,H,Brooklyn Nets 2008-09 Regular Season NBA Schedule,W,14,14,108,107
26/12, Charlotte ,Carter,Lopez,Dooling,A,Brooklyn Nets 2008-09 Regular Season NBA Schedule,L,14,15,95,87
27/12,Charlotte ,Carter,Lopez,Carter,H,Brooklyn Nets 2008-09 Regular Season NBA Schedule,W,15,15,114,103
29/12, Chicago ,Carter,Simmons,Harris,A,Brooklyn Nets 2008-09 Regular Season NBA Schedule,L,15,16,100,87
31/12,Detroit ,Lopez,Lopez,Harris,H,Brooklyn Nets 2008-09 Regular Season NBA Schedule,L,15,17,83,75
2/1, Atlanta ,Harris,Lopez,Harris,A,Brooklyn Nets 2008-09 Regular Season NBA Schedule,W,16,17,93,91
3/1,Miami ,Dooling,Carter,Dooling,H,Brooklyn Nets 2008-09 Regular Season NBA Schedule,L,16,18,101,96
5/1, Sacramento ,Carter,Jianlian,Carter,A,Brooklyn Nets 2008-09 Regular Season NBA Schedule,W,17,18,98,90
7/1, Memphis ,Carter,Lopez,Carter,A,Brooklyn Nets 2008-09 Regular Season NBA Schedule,W,18,18,100,89
9/1,Milwaukee ,Carter,Carter,Carter,H,Brooklyn Nets 2008-09 Regular Season NBA Schedule,L,18,19,104,102
12/1, Oklahoma City ,Lopez,Lopez,Harris,A,Brooklyn Nets 2008-09 Regular Season NBA Schedule,W,19,19,103,99
