DATE,OPPONENT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title,WorL,WIN,LOSE,PTS,PTSO
2/11, Washington ,Pierce,Garnett,Garnett,A,Boston Celtics 2007-08 Regular Season NBA Schedule,W,1,0,103,83
4/11,Toronto ,Allen,Garnett,Garnett,H,Boston Celtics 2007-08 Regular Season NBA Schedule,W,2,0,98,95
7/11, Denver ,Pierce,Garnett,Garnett,A,Boston Celtics 2007-08 Regular Season NBA Schedule,W,3,0,119,93
9/11, Atlanta ,Garnett,Garnett,Rondo,A,Boston Celtics 2007-08 Regular Season NBA Schedule,W,4,0,106,83
10/11,New Jersey ,Pierce,Garnett,Garnett,H,Boston Celtics 2007-08 Regular Season NBA Schedule,W,5,0,112,101
13/11,Indiana ,Pierce,Pierce,Pierce,H,Boston Celtics 2007-08 Regular Season NBA Schedule,W,6,0,101,86
14/11, New Jersey ,Garnett,Garnett,Allen,A,Boston Celtics 2007-08 Regular Season NBA Schedule,W,7,0,91,69
16/11, Miami ,Garnett,Garnett,Rondo,A,Boston Celtics 2007-08 Regular Season NBA Schedule,W,8,0,92,91
18/11,Orlando ,Pierce,Garnett,Pierce,H,Boston Celtics 2007-08 Regular Season NBA Schedule,L,8,1,104,102
21/11, Golden State ,Allen,Garnett,Rondo,A,Boston Celtics 2007-08 Regular Season NBA Schedule,W,9,1,105,82
23/11, Los Angeles ,Garnett,Garnett,Rondo,A,Boston Celtics 2007-08 Regular Season NBA Schedule,W,10,1,107,94
24/11,Charlotte ,Garnett,Garnett,Pierce,H,Boston Celtics 2007-08 Regular Season NBA Schedule,W,11,1,96,95
27/11,Cleveland ,Allen,Allen,Rondo,H,Boston Celtics 2007-08 Regular Season NBA Schedule,L,11,2,109,104
29/11, New York ,Pierce,Garnett,Rondo,A,Boston Celtics 2007-08 Regular Season NBA Schedule,W,12,2,104,59
30/11,Miami ,Pierce,Garnett,Rondo,H,Boston Celtics 2007-08 Regular Season NBA Schedule,W,13,2,95,85
2/12, Cleveland ,Allen,Garnett,Allen,A,Boston Celtics 2007-08 Regular Season NBA Schedule,W,14,2,80,70
5/12,Philadelphia ,Garnett,Garnett,Pierce,H,Boston Celtics 2007-08 Regular Season NBA Schedule,W,15,2,113,103
7/12, Toronto ,Garnett,Posey,Rondo,A,Boston Celtics 2007-08 Regular Season NBA Schedule,W,16,2,112,84
8/12,Chicago ,Allen,Davis,Pierce,H,Boston Celtics 2007-08 Regular Season NBA Schedule,W,17,2,92,81
12/12, Sacramento ,Pierce,Davis,Rondo,A,Boston Celtics 2007-08 Regular Season NBA Schedule,W,18,2,90,78
14/12, Milwaukee ,Pierce,Garnett,Rondo,A,Boston Celtics 2007-08 Regular Season NBA Schedule,W,19,2,104,82
16/12,Toronto ,Pierce,Garnett,Garnett,H,Boston Celtics 2007-08 Regular Season NBA Schedule,W,20,2,90,77
19/12, Detroit ,Garnett,Garnett,Rondo,A,Boston Celtics 2007-08 Regular Season NBA Schedule,L,20,3,87,85
21/12, Chicago ,Pierce,Pierce,Garnett,A,Boston Celtics 2007-08 Regular Season NBA Schedule,W,21,3,107,82
23/12, Orlando ,Pierce,Garnett,Pierce,A,Boston Celtics 2007-08 Regular Season NBA Schedule,W,22,3,103,91
26/12,Sacramento ,Allen,Garnett,Pierce,H,Boston Celtics 2007-08 Regular Season NBA Schedule,W,23,3,89,69
27/12,Seattle ,Pierce,Garnett,Rondo,H,Boston Celtics 2007-08 Regular Season NBA Schedule,W,24,3,104,96
29/12,Utah ,Pierce,Garnett,Rondo,H,Boston Celtics 2007-08 Regular Season NBA Schedule,W,25,3,104,98
30/12,Los Angeles ,Pierce,Garnett,Garnett,H,Boston Celtics 2007-08 Regular Season NBA Schedule,W,26,3,110,91
2/1, Houston ,Garnett,Garnett,Rondo,A,Boston Celtics 2007-08 Regular Season NBA Schedule,W,27,3,97,93
4/1, Memphis ,Pierce,Pierce,Pierce,A,Boston Celtics 2007-08 Regular Season NBA Schedule,W,28,3,100,96
5/1,Detroit ,Davis,Pierce,Pierce,H,Boston Celtics 2007-08 Regular Season NBA Schedule,W,29,3,92,85
9/1, Charlotte ,Garnett,Perkins,Garnett,A,Boston Celtics 2007-08 Regular Season NBA Schedule,L,29,4,95,83
11/1,New Jersey ,Garnett,Garnett,Pierce,H,Boston Celtics 2007-08 Regular Season NBA Schedule,W,30,4,86,77
12/1,Washington ,Garnett,Perkins,Pierce,H,Boston Celtics 2007-08 Regular Season NBA Schedule,L,30,5,85,78
14/1, Washington ,Garnett,Garnett,Garnett,A,Boston Celtics 2007-08 Regular Season NBA Schedule,L,30,6,88,83
16/1, Portland ,Allen,Pierce,Pierce,A,Boston Celtics 2007-08 Regular Season NBA Schedule,W,31,6,100,90
18/1, Philadelphia ,Allen,Perkins,Garnett,A,Boston Celtics 2007-08 Regular Season NBA Schedule,W,32,6,116,89
21/1,New York ,Perkins,Garnett,Garnett,H,Boston Celtics 2007-08 Regular Season NBA Schedule,W,33,6,109,93
23/1, Toronto ,Garnett,Garnett,Pierce,A,Boston Celtics 2007-08 Regular Season NBA Schedule,L,33,7,114,112
25/1, Minnesota ,Perkins,Garnett,Pierce,A,Boston Celtics 2007-08 Regular Season NBA Schedule,W,34,7,87,86
27/1,Orlando ,Pierce,Pierce,Rondo,H,Boston Celtics 2007-08 Regular Season NBA Schedule,L,34,8,96,93
29/1,Miami ,Powe,Powe,Allen,H,Boston Celtics 2007-08 Regular Season NBA Schedule,W,35,8,117,87
31/1, Dallas ,Pierce,Rondo,Rondo,A,Boston Celtics 2007-08 Regular Season NBA Schedule,W,36,8,96,90
5/2,Cleveland ,Allen,Rondo,Allen,H,Boston Celtics 2007-08 Regular Season NBA Schedule,L,36,9,114,113
6/2, LA ,Rondo,Powe,Rondo,A,Boston Celtics 2007-08 Regular Season NBA Schedule,W,37,9,111,100
8/2,Minnesota ,Pierce,Powe,Pierce,H,Boston Celtics 2007-08 Regular Season NBA Schedule,W,38,9,88,86
10/2, San Antonio ,Pierce,Rondo,Rondo,A,Boston Celtics 2007-08 Regular Season NBA Schedule,W,39,9,98,90
12/2,Indiana ,Pierce,Pierce,Rondo,H,Boston Celtics 2007-08 Regular Season NBA Schedule,W,40,9,104,97
13/2, New York ,Pierce,Posey,Pierce,A,Boston Celtics 2007-08 Regular Season NBA Schedule,W,41,9,111,103
19/2,Denver ,Pierce,Powe,Pierce,H,Boston Celtics 2007-08 Regular Season NBA Schedule,L,41,10,124,118
20/2,Golden State ,Allen,Garnett,Allen,H,Boston Celtics 2007-08 Regular Season NBA Schedule,L,41,11,119,117
22/2,Phoenix ,Garnett,Pierce,Garnett,H,Boston Celtics 2007-08 Regular Season NBA Schedule,L,41,12,85,77
24/2,Portland ,Pierce,Pierce,Rondo,H,Boston Celtics 2007-08 Regular Season NBA Schedule,W,42,12,112,102
25/2,LA ,Posey,Perkins,Allen,H,Boston Celtics 2007-08 Regular Season NBA Schedule,W,43,12,104,76
27/2, Cleveland ,Allen,Garnett,Rondo,A,Boston Celtics 2007-08 Regular Season NBA Schedule,W,44,12,92,87
29/02, Charlotte ,Allen,Perkins,Rondo,A,Boston Celtics 2007-08 Regular Season NBA Schedule,W,45,12,108,100
2/3, Atlanta ,Pierce,Garnett,Rondo,A,Boston Celtics 2007-08 Regular Season NBA Schedule,W,46,12,98,88
