DATE,OPPONENT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title,WorL,WIN,LOSE,PTS,PTSO
31/10, Philadelphia ,Bargnani,Parker,Ford,A,Toronto Raptors 2007-08 Regular Season NBA Schedule,W,1,0,106,97
2/11,New Jersey ,Bargnani,Bargnani,Calderon,H,Toronto Raptors 2007-08 Regular Season NBA Schedule,W,2,0,106,69
4/11, Boston ,Ford,Bosh,Ford,A,Toronto Raptors 2007-08 Regular Season NBA Schedule,L,2,1,98,95
6/11,Milwaukee ,Dixon,Humphries,Calderon,H,Toronto Raptors 2007-08 Regular Season NBA Schedule,L,2,2,112,85
7/11, Orlando ,Bosh,Bosh,Ford,A,Toronto Raptors 2007-08 Regular Season NBA Schedule,L,2,3,105,96
9/11,Philadelphia ,Bosh,Bosh,Calderon,H,Toronto Raptors 2007-08 Regular Season NBA Schedule,W,3,3,105,103
10/11,Chicago ,Delfino,Nesterovic,Ford,H,Toronto Raptors 2007-08 Regular Season NBA Schedule,W,4,3,101,71
14/11, Utah ,Parker,Humphries,Ford,A,Toronto Raptors 2007-08 Regular Season NBA Schedule,L,4,4,92,88
16/11, Indiana ,Bosh,Moon,Calderon,A,Toronto Raptors 2007-08 Regular Season NBA Schedule,W,5,4,110,101
18/11, Golden State ,Ford,Bosh,Ford,A,Toronto Raptors 2007-08 Regular Season NBA Schedule,L,5,5,106,100
20/11,Dallas ,Bosh,Bosh,Calderon,H,Toronto Raptors 2007-08 Regular Season NBA Schedule,L,5,6,105,99
21/11,Memphis ,Bosh,Bosh,Calderon,H,Toronto Raptors 2007-08 Regular Season NBA Schedule,W,6,6,95,89
24/11,Cleveland ,Bosh,Parker,Calderon,H,Toronto Raptors 2007-08 Regular Season NBA Schedule,L,6,7,111,108
25/11, Chicago ,Calderon,Bosh,Calderon,A,Toronto Raptors 2007-08 Regular Season NBA Schedule,W,7,7,93,78
