DATE,OPPONENT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title,WorL,WIN,LOSE,PTS,PTSO
27/10,New Orleans ,Delfino,Bogut,Jennings,H,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,L,0,1,95,91
29/10,Minnesota ,Maggette,Bogut,Jennings,H,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,L,0,2,96,85
30/10, Charlotte ,Delfino,Jennings,Jennings,A,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,W,1,2,98,88
2/11, Portland ,Maggette,Bogut,Jennings,A,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,L,1,3,90,76
3/11,Boston ,Bogut,Bogut,Delfino,H,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,L,1,4,105,102
5/11,Indiana ,Salmons,Mbah,Salmons,H,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,W,2,4,94,90
6/11, New Orleans ,Bogut,Bogut,Jennings,A,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,L,2,5,87,81
9/11, New York ,Jennings,Ilyasova,Jennings,A,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,W,3,5,107,80
10/11,Atlanta ,Maggette,Ilyasova,Boykins,H,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,W,4,5,108,91
13/11, Golden State ,Salmons,Bogut,Jennings,A,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,W,5,5,79,72
16/11, Los Angeles ,Jennings,Bogut,Jennings,A,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,L,5,6,118,107
19/11,Philadelphia ,Maggette,Gooden,Jennings,H,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,L,5,7,90,79
20/11, Oklahoma City ,Jennings,Gooden,Jennings,A,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,L,5,8,82,81
24/11,Cleveland ,Dooling,Mbah,Dooling,H,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,L,5,9,83,81
26/11,Detroit ,Jennings,Ilyasova,Jennings,H,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,L,5,10,103,89
27/11, Charlotte ,Jennings,Mbah,Jennings,A,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,W,6,10,104,101
29/11,Utah ,Jennings,Ilyasova,Jennings,H,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,L,6,11,109,88
1/12,Denver ,Salmons,Sanders,Maggette,H,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,L,6,12,105,94
4/12, Orlando ,Bogut,Bogut,Jennings,A,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,W,7,12,96,85
6/12, Miami ,Maggette,Bogut,Salmons,A,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,L,7,13,88,78
8/12, Indiana ,Jennings,Bogut,Jennings,A,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,W,8,13,97,95
10/12, Houston ,Bogut,Bogut,Salmons,A,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,W,9,13,97,91
13/12,Dallas ,Jennings,Bogut,Jennings,H,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,W,10,13,103,99
15/12,San Antonio ,Douglas-Roberts,Gooden,Jennings,H,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,L,10,14,92,90
18/12, Utah ,Bogut,Bogut,Dooling,A,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,L,10,15,95,86
20/12,Portland ,Salmons,Mbah,Dooling,H,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,L,10,16,106,80
21/12,Los Angeles ,Boykins,Ilyasova,Salmons,H,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,W,11,16,98,79
23/12,Sacramento ,Boykins,Bogut,Salmons,H,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,W,12,16,84,79
27/12, Atlanta ,Salmons,Bogut,Dooling,A,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,L,12,17,95,80
28/12,Chicago ,Salmons,Bogut,Dooling,H,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,L,12,18,90,77
1/1, Dallas ,Boykins,Ilyasova,Boykins,A,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,W,13,18,99,87
4/1,Miami ,Salmons,Bogut,Salmons,H,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,L,13,19,101,89
5/1,Orlando ,Maggette,Sanders,Boykins,H,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,L,13,20,97,87
7/1, Miami ,Douglas-Roberts,Bogut,Dooling,A,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,L,13,21,101,95
8/1,New Jersey ,Douglas-Roberts,Ilyasova,Dooling,H,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,W,14,21,115,92
12/1, San Antonio ,Salmons,Bogut,Dooling,A,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,L,14,22,91,84
14/1,Philadelphia ,Maggette,Bogut,Boykins,H,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,L,14,23,95,94
17/1,Houston ,Maggette,Gooden,Boykins,H,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,L,14,24,93,84
19/1, Washington ,Dooling,Ilyasova,Maggette,A,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,W,15,24,100,87
21/1,Cleveland ,Bogut,Mbah,Dooling,H,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,W,16,24,102,88
22/1, Memphis ,Boykins,Bogut,Maggette,A,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,L,16,25,94,81
24/1,Chicago ,Douglas-Roberts,Bogut,Dooling,H,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,L,16,26,92,83
26/1, Atlanta ,Maggette,Bogut,Dooling,A,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,W,17,26,98,90
28/1,Toronto ,Maggette,Maggette,Delfino,H,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,W,18,26,116,110
29/1, New Jersey ,Delfino,Bogut,Dooling,A,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,W,19,26,91,81
31/1,LA ,Maggette,Bogut,Dooling,H,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,L,19,27,105,98
2/2,Phoenix ,Ilyasova,Ilyasova,Jennings,H,Milwaukee Bucks 2010-11 Regular Season NBA Schedule,L,19,28,92,77
