DATE,OPPONENT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title,WorL,WIN,LOSE,PTS,PTSO
25/10,San Antonio ,Doncic,Doncic,Doncic,H,Dallas Mavericks 2023-24 Regular Season NBA Schedule,W,1,0,126,119
27/10, Brooklyn ,Doncic,Doncic,Doncic,A,Dallas Mavericks 2023-24 Regular Season NBA Schedule,W,2,0,125,120
30/10,Memphis ,Doncic,Doncic,Doncic,H,Dallas Mavericks 2023-24 Regular Season NBA Schedule,W,3,0,125,110
1/11, Chicago ,Williams,Lively,Doncic,A,Dallas Mavericks 2023-24 Regular Season NBA Schedule,W,4,0,114,105
3/11,Denver ,Doncic,Doncic,Doncic,H,Dallas Mavericks 2023-24 Regular Season NBA Schedule,L,4,1,125,114
5/11, Charlotte ,Doncic,Lively,Irving,A,Dallas Mavericks 2023-24 Regular Season NBA Schedule,W,5,1,124,118
6/11,Orlando ,Doncic,Irving,Irving,H,Dallas Mavericks 2023-24 Regular Season NBA Schedule,W,6,1,117,102
8/11, Toronto ,Doncic,Doncic,Doncic,A,Dallas Mavericks 2023-24 Regular Season NBA Schedule,L,6,2,127,116
10/11, LA ,Doncic,Jones,Doncic,A,Dallas Mavericks 2023-24 Regular Season NBA Schedule,W,7,2,144,126
12/11,New Orleans ,Irving,Powell,Doncic,H,Dallas Mavericks 2023-24 Regular Season NBA Schedule,W,8,2,136,124
14/11,New Orleans ,Irving,Lively,Irving,H,Dallas Mavericks 2023-24 Regular Season NBA Schedule,L,8,3,131,110
15/11,Washington ,Hardaway,Lively,Doncic,H,Dallas Mavericks 2023-24 Regular Season NBA Schedule,W,9,3,130,117
18/11,Milwaukee ,Irving,Lively,Doncic,H,Dallas Mavericks 2023-24 Regular Season NBA Schedule,L,9,4,132,125
19/11, Sacramento ,Doncic,Doncic,Doncic,A,Dallas Mavericks 2023-24 Regular Season NBA Schedule,L,9,5,129,113
22/11,Los Angeles ,Doncic,Doncic,Doncic,H,Dallas Mavericks 2023-24 Regular Season NBA Schedule,W,10,5,104,101
25/11,LA ,Doncic,Exum,Doncic,H,Dallas Mavericks 2023-24 Regular Season NBA Schedule,L,10,6,107,88
28/11, Houston ,Doncic,Doncic,Doncic,A,Dallas Mavericks 2023-24 Regular Season NBA Schedule,W,11,6,121,115
1/12, Memphis ,Williams,Williams,Irving,A,Dallas Mavericks 2023-24 Regular Season NBA Schedule,L,11,7,108,94
2/12, Oklahoma City ,Doncic,Lively,Doncic,A,Dallas Mavericks 2023-24 Regular Season NBA Schedule,L,11,8,126,120
6/12, Utah ,Doncic,Doncic,Doncic,A,Dallas Mavericks 2023-24 Regular Season NBA Schedule,W,12,8,147,97
8/12,Portland ,Doncic,Lively,Doncic,H,Dallas Mavericks 2023-24 Regular Season NBA Schedule,W,13,8,125,112
11/12,Memphis ,Doncic,Lively,Doncic,H,Dallas Mavericks 2023-24 Regular Season NBA Schedule,W,14,8,120,113
12/12, Los Angeles ,Doncic,Lively,Doncic,A,Dallas Mavericks 2023-24 Regular Season NBA Schedule,W,15,8,127,125
14/12, Minnesota ,Doncic,Doncic,Doncic,A,Dallas Mavericks 2023-24 Regular Season NBA Schedule,L,15,9,119,101
16/12,Portland ,Doncic,Doncic,Doncic,H,Dallas Mavericks 2023-24 Regular Season NBA Schedule,W,16,9,131,120
18/12,Denver ,Doncic,Doncic,Doncic,H,Dallas Mavericks 2023-24 Regular Season NBA Schedule,L,16,10,130,104
20/12, LA ,Doncic,Doncic,Doncic,A,Dallas Mavericks 2023-24 Regular Season NBA Schedule,L,16,11,120,111
22/12,Houston ,Prosper,Holmes,Dennis,H,Dallas Mavericks 2023-24 Regular Season NBA Schedule,L,16,12,122,96
