DATE,OPPONENT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title,WorL,WIN,LOSE,PTS,PTSO
29/10, New Jersey ,Jamison,Butler,Butler,A,Washington Wizards 2008-09 Regular Season NBA Schedule,L,0,1,95,85
1/11,Detroit ,Jamison,Jamison,Butler,H,Washington Wizards 2008-09 Regular Season NBA Schedule,L,0,2,117,109
5/11,Milwaukee ,Butler,Jamison,Dixon,H,Washington Wizards 2008-09 Regular Season NBA Schedule,L,0,3,112,104
7/11, New York ,Butler,Jamison,Dixon,A,Washington Wizards 2008-09 Regular Season NBA Schedule,L,0,4,114,108
8/11,Orlando ,Young,McGee,Brown,H,Washington Wizards 2008-09 Regular Season NBA Schedule,L,0,5,106,81
12/11, Utah ,Butler,McGee,Butler,A,Washington Wizards 2008-09 Regular Season NBA Schedule,W,1,5,95,87
14/11,Miami ,Jamison,Jamison,Dixon,H,Washington Wizards 2008-09 Regular Season NBA Schedule,L,1,6,97,77
18/11, Miami ,Jamison,Jamison,Dixon,A,Washington Wizards 2008-09 Regular Season NBA Schedule,L,1,7,94,87
19/11,Atlanta ,Butler,Jamison,Stevenson,H,Washington Wizards 2008-09 Regular Season NBA Schedule,L,1,8,91,87
21/11, Houston ,Jamison,Jamison,Stevenson,A,Washington Wizards 2008-09 Regular Season NBA Schedule,L,1,9,103,91
22/11,New York ,Jamison,Jamison,Stevenson,H,Washington Wizards 2008-09 Regular Season NBA Schedule,L,1,10,122,117
25/11, Golden State ,Butler,Blatche,Stevenson,A,Washington Wizards 2008-09 Regular Season NBA Schedule,W,2,10,124,100
27/11, Orlando ,Butler,Jamison,Butler,A,Washington Wizards 2008-09 Regular Season NBA Schedule,L,2,11,105,90
29/11, Atlanta ,Jamison,Jamison,Jamison,A,Washington Wizards 2008-09 Regular Season NBA Schedule,L,2,12,102,98
2/12,New Jersey ,Jamison,Jamison,Butler,H,Washington Wizards 2008-09 Regular Season NBA Schedule,W,3,12,108,88
3/12, Portland ,Jamison,McGee,Jamison,A,Washington Wizards 2008-09 Regular Season NBA Schedule,L,3,13,98,92
5/12, Los Angeles ,Butler,Blatche,Stevenson,A,Washington Wizards 2008-09 Regular Season NBA Schedule,L,3,14,106,104
6/12,Chicago ,Butler,Jamison,Butler,H,Washington Wizards 2008-09 Regular Season NBA Schedule,L,3,15,117,110
9/12, Detroit ,Butler,Jamison,Dixon,A,Washington Wizards 2008-09 Regular Season NBA Schedule,W,4,15,107,94
11/12, Boston ,Butler,McGee,Dixon,A,Washington Wizards 2008-09 Regular Season NBA Schedule,L,4,16,122,88
13/12,Philadelphia ,Jamison,Jamison,Dixon,H,Washington Wizards 2008-09 Regular Season NBA Schedule,L,4,17,104,89
15/12, Indiana ,Jamison,Jamison,James,A,Washington Wizards 2008-09 Regular Season NBA Schedule,L,4,18,118,98
17/12,Detroit ,James,Jamison,Blatche,H,Washington Wizards 2008-09 Regular Season NBA Schedule,L,4,19,88,74
19/12, Philadelphia ,Jamison,Jamison,Jamison,A,Washington Wizards 2008-09 Regular Season NBA Schedule,L,4,20,109,103
21/12, Dallas ,Jamison,Jamison,James,A,Washington Wizards 2008-09 Regular Season NBA Schedule,L,4,21,97,86
23/12,Charlotte ,Butler,McGuire,Butler,H,Washington Wizards 2008-09 Regular Season NBA Schedule,L,4,22,80,72
25/12,Cleveland ,Jamison,McGuire,Butler,H,Washington Wizards 2008-09 Regular Season NBA Schedule,L,4,23,93,89
27/12, Oklahoma City ,Jamison,Blatche,James,A,Washington Wizards 2008-09 Regular Season NBA Schedule,W,5,23,104,95
29/12,Houston ,Jamison,Jamison,McGuire,H,Washington Wizards 2008-09 Regular Season NBA Schedule,W,6,23,89,87
30/12,New Orleans ,Jamison,Jamison,James,H,Washington Wizards 2008-09 Regular Season NBA Schedule,L,6,24,97,85
2/1,Boston ,Young,Jamison,Butler,H,Washington Wizards 2008-09 Regular Season NBA Schedule,L,6,25,108,83
4/1, Cleveland ,Jamison,Jamison,Blatche,A,Washington Wizards 2008-09 Regular Season NBA Schedule,W,7,25,80,77
6/1,Orlando ,Butler,Jamison,Butler,H,Washington Wizards 2008-09 Regular Season NBA Schedule,L,7,26,89,80
7/1, Toronto ,Jamison,Jamison,Butler,A,Washington Wizards 2008-09 Regular Season NBA Schedule,L,7,27,99,93
9/1,Chicago ,Young,Jamison,Butler,H,Washington Wizards 2008-09 Regular Season NBA Schedule,L,7,28,98,86
10/1, Charlotte ,Butler,Blatche,Blatche,A,Washington Wizards 2008-09 Regular Season NBA Schedule,L,7,29,92,89
12/1, Milwaukee ,Young,McGuire,McGuire,A,Washington Wizards 2008-09 Regular Season NBA Schedule,L,7,30,97,91
14/1,New York ,Young,Jamison,James,H,Washington Wizards 2008-09 Regular Season NBA Schedule,L,7,31,128,122
16/1, New York ,Jamison,Blatche,Butler,A,Washington Wizards 2008-09 Regular Season NBA Schedule,W,8,31,96,89
19/1,Golden State ,Blatche,McGuire,McGuire,H,Washington Wizards 2008-09 Regular Season NBA Schedule,L,8,32,119,98
21/1,Sacramento ,Jamison,McGuire,Butler,H,Washington Wizards 2008-09 Regular Season NBA Schedule,W,9,32,110,107
