DATE,OPPONENT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title,WorL,WIN,LOSE,PTS,PTSO
10/10,Phoenix ,Strawther,Gordon,Murray,H,Denver Nuggets 2023-24 Preseason NBA Schedule,W,1,0,115,107
12/10,Chicago ,Jokic,Jokic,Murray,H,Denver Nuggets 2023-24 Preseason NBA Schedule,L,1,1,133,124
15/10, Chicago ,Strawther,Jokic,Murray,A,Denver Nuggets 2023-24 Preseason NBA Schedule,W,2,1,116,102
17/10,LA ,Tyson,Key,Jordan,H,Denver Nuggets 2023-24 Preseason NBA Schedule,L,2,2,116,103
19/10,LA ,Jokic,Jokic,Jokic,H,Denver Nuggets 2023-24 Preseason NBA Schedule,W,3,2,103,90
