DATE,OPPONENT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title,WorL,WIN,LOSE,PTS,PTSO
31/10, Houston ,Knight,Monroe,Stuckey,A,Detroit Pistons 2012-13 Regular Season NBA Schedule,L,0,1,105,96
2/11,Phoenix ,Prince,Drummond,Knight,H,Detroit Pistons 2012-13 Regular Season NBA Schedule,L,0,2,92,89
4/11,Los Angeles ,Jerebko,Monroe,Knight,H,Detroit Pistons 2012-13 Regular Season NBA Schedule,L,0,3,108,79
6/11,Denver ,Monroe,Monroe,Knight,H,Detroit Pistons 2012-13 Regular Season NBA Schedule,L,0,4,109,97
7/11,Sacramento ,Monroe,Monroe,Monroe,H,Detroit Pistons 2012-13 Regular Season NBA Schedule,L,0,5,105,103
9/11,Oklahoma City ,Drummond,Monroe,Stuckey,H,Detroit Pistons 2012-13 Regular Season NBA Schedule,L,0,6,105,94
10/11,Houston ,Knight,Monroe,Knight,H,Detroit Pistons 2012-13 Regular Season NBA Schedule,L,0,7,96,82
12/11, Oklahoma City ,Stuckey,Maxiell,Knight,A,Detroit Pistons 2012-13 Regular Season NBA Schedule,L,0,8,92,90
14/11,Philadelphia ,Monroe,Monroe,Knight,H,Detroit Pistons 2012-13 Regular Season NBA Schedule,W,1,8,94,76
16/11, Orlando ,Monroe,Monroe,Knight,A,Detroit Pistons 2012-13 Regular Season NBA Schedule,L,1,9,110,106
18/11, Boston ,Monroe,Monroe,Stuckey,A,Detroit Pistons 2012-13 Regular Season NBA Schedule,W,2,9,103,83
21/11,Orlando ,Monroe,Monroe,Knight,H,Detroit Pistons 2012-13 Regular Season NBA Schedule,L,2,10,90,74
23/11, Toronto ,Monroe,Drummond,Monroe,A,Detroit Pistons 2012-13 Regular Season NBA Schedule,W,3,10,91,90
25/11,New York ,Knight,Drummond,Monroe,H,Detroit Pistons 2012-13 Regular Season NBA Schedule,L,3,11,121,100
26/11, Portland ,Knight,Monroe,Singler,A,Detroit Pistons 2012-13 Regular Season NBA Schedule,W,4,11,108,101
28/11, Phoenix ,Villanueva,Drummond,Knight,A,Detroit Pistons 2012-13 Regular Season NBA Schedule,W,5,11,117,77
30/11,Memphis ,Monroe,Monroe,Prince,H,Detroit Pistons 2012-13 Regular Season NBA Schedule,L,5,12,90,78
1/12,Dallas ,Knight,Monroe,Stuckey,H,Detroit Pistons 2012-13 Regular Season NBA Schedule,L,5,13,92,77
3/12, Cleveland ,Knight,Monroe,Stuckey,A,Detroit Pistons 2012-13 Regular Season NBA Schedule,W,6,13,89,79
5/12, Golden State ,Prince,Drummond,Stuckey,A,Detroit Pistons 2012-13 Regular Season NBA Schedule,L,6,14,104,97
7/12, Chicago ,Stuckey,Maxiell,Stuckey,A,Detroit Pistons 2012-13 Regular Season NBA Schedule,L,6,15,108,104
8/12,Cleveland ,Knight,Prince,Stuckey,H,Detroit Pistons 2012-13 Regular Season NBA Schedule,W,7,15,104,97
