DATE,OPPONENT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title,WorL,WIN,LOSE,PTS,PTSO
19/10, Dallas ,Booker,Bridges,Booker,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,1,0,107,105
21/10,Portland ,Booker,Bridges,Paul,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,1,1,113,111
23/10,LA ,Booker,Landale,Paul,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,2,1,112,95
25/10, Golden State ,Booker,Ayton,Paul,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,3,1,134,105
28/10, New Orleans ,Bridges,Biyombo,Paul,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,4,1,124,111
30/10, Houston ,Booker,Johnson,Paul,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,5,1,124,109
1/11, Minnesota ,Johnson,Paul,Paul,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,6,1,116,107
4/11, Portland ,Booker,Ayton,Paul,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,6,2,108,106
5/11, Portland ,Booker,Saric,Paul,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,7,2,102,82
7/11,Philadelphia ,Booker,Booker,Booker,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,7,3,100,88
9/11,Minnesota ,Booker,Bridges,Booker,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,8,3,129,117
11/11,Orlando ,Payne,Booker,Booker,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,8,4,114,97
14/11,Miami ,Booker,Ayton,Booker,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,8,5,113,112
16/11, Golden State ,Payne,Craig,Booker,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,9,5,130,119
18/11,Utah ,Booker,Ayton,Booker,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,9,6,134,133
20/11, New York ,Payne,Ayton,Payne,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,10,6,116,95
22/11, Los Angeles ,Bridges,Ayton,Payne,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,11,6,115,105
25/11, Detroit ,Ayton,Ayton,Payne,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,12,6,108,102
26/11, Utah ,Ayton,Ayton,Booker,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,13,6,113,112
28/11,Sacramento ,Booker,Ayton,Bridges,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,14,6,122,117
30/11, Chicago ,Booker,Ayton,Booker,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,15,6,132,113
2/12, Houston ,Booker,Bridges,Payne,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,15,7,122,121
4/12,San Antonio ,Ayton,Okogie,Booker,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,16,7,133,95
5/12,Dallas ,Ayton,Ayton,Payne,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,16,8,130,111
7/12, Boston ,Okogie,Okogie,Paul,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,16,9,125,98
9/12,New Orleans ,Ayton,Ayton,Paul,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,16,10,128,117
11/12,New Orleans ,Ayton,Ayton,Paul,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,16,11,129,124
13/12,Houston ,Bridges,Craig,Paul,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,16,12,111,97
15/12,LA ,Bridges,Okogie,Paul,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,17,12,111,95
17/12, New Orleans ,Booker,Booker,Paul,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,18,12,118,114
19/12, Los Angeles ,Paul,Ayton,Paul,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,19,12,130,104
20/12, Washington ,Shamet,Ayton,Paul,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,19,13,113,110
23/12, Memphis ,Ayton,Ayton,Washington,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,19,14,125,100
25/12,Denver ,Shamet,Ayton,Paul,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,19,15,128,125
27/12,Memphis ,Washington,Ayton,Washington,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,20,15,125,108
28/12,Washington ,Ayton,Ayton,Paul,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,20,16,127,102
30/12,Toronto ,Bridges,Landale,Paul,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,20,17,113,104
2/1,New York ,Ayton,Craig,Payne,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,20,18,102,83
4/1,Cleveland ,Paul,Ayton,Paul,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,20,19,90,88
6/1, Miami ,Ayton,Ayton,Bridges,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,20,20,104,96
8/1, Cleveland ,Washington,Ayton,Ayton,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,20,21,112,98
10/1,Golden State ,Bridges,Craig,Saric,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,21,21,125,113
11/1,Denver ,Craig,Okogie,Okogie,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,21,22,126,97
13/1,Minnesota ,Lee,Ayton,Bridges,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,21,23,121,116
16/1,Memphis ,Bridges,Saric,Lee,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,21,24,136,106
19/1, Brooklyn ,Bridges,Ayton,Bridges,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,22,24,117,112
21/1, Indiana ,Okogie,Biyombo,Okogie,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,23,24,112,107
22/1, Memphis ,Bridges,Saric,Paul,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,24,24,112,110
24/1, Charlotte ,Johnson,Biyombo,Paul,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,25,24,128,97
26/1, Dallas ,Johnson,Ayton,Paul,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,25,25,99,95
28/1,San Antonio ,Paul,Saric,Paul,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,26,25,128,118
30/1, Toronto ,Bridges,Ayton,Paul,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,27,25,114,106
1/2, Atlanta ,Bridges,Ayton,Bridges,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,27,26,132,100
3/2,Boston ,Bridges,Saric,Paul,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,28,26,106,94
4/2,Detroit ,Ayton,Ayton,Paul,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,29,26,116,100
7/2,Brooklyn ,Ayton,Ayton,Paul,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,30,26,116,112
9/2,Atlanta ,Okogie,Paul,Paul,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,30,27,116,107
10/2,Indiana ,Ayton,Craig,Paul,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,31,27,117,104
14/2, Sacramento ,Booker,Ayton,Paul,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,32,27,120,109
16/2, LA ,Okogie,Ayton,Paul,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,32,28,116,107
24/2, Oklahoma City ,Booker,Ayton,Booker,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,33,28,124,115
26/2,Milwaukee ,Booker,Ayton,Booker,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,33,29,104,101
1/3,Charlotte ,Booker,Ayton,Paul,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,34,29,105,91
3/3,Chicago ,Booker,Durant,Paul,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,35,29,125,104
5/3,Dallas ,Durant,Ayton,Booker,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,36,29,130,126
8/3, Oklahoma City ,Booker,Ayton,Paul,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,37,29,132,101
11/3, Sacramento ,Booker,Ayton,Paul,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,37,30,128,119
13/3,Golden State ,Booker,Ayton,Paul,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,37,31,123,112
14/3, Milwaukee ,Booker,Ayton,Paul,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,37,32,116,104
16/3, Orlando ,Booker,Ayton,Paul,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,38,32,116,113
19/3,Oklahoma City ,Booker,Craig,Paul,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,38,33,124,120
22/3,Los Angeles ,Booker,Biyombo,Booker,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,38,34,122,111
24/3,Sacramento ,Booker,Booker,Paul,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,38,35,135,127
25/3, Philadelphia ,Booker,Biyombo,Payne,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,39,35,125,105
27/3,Utah ,Booker,Ayton,Paul,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,40,35,117,103
29/3, Minnesota ,Booker,Okogie,Paul,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,41,35,107,100
31/3, Denver ,Durant,Ayton,Paul,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,42,35,100,93
2/4,Oklahoma City ,Durant,Ayton,Booker,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,43,35,128,118
4/4, San Antonio ,Booker,Ayton,Booker,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,44,35,115,94
6/4, Denver ,Durant,Durant,Booker,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,W,45,35,119,115
7/4,Los Angeles ,Craig,Landale,Ross,H,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,45,36,121,107
9/4, LA ,Lee,Bazley,Lee,A,Phoenix Suns 2022-23 Regular Season NBA Schedule,L,45,37,119,114
