DATE,OPPONENT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title,WorL,WIN,LOSE,PTS,PTSO
17/4,Cleveland ,Caldwell-Pope,Drummond,Jackson,H,Detroit Pistons 2015-16 Postseason NBA Schedule,L,,,106,101
20/4,Cleveland ,Drummond,Harris,Jackson,H,Detroit Pistons 2015-16 Postseason NBA Schedule,L,,,107,90
22/4, Cleveland ,Caldwell-Pope,Drummond,Jackson,A,Detroit Pistons 2015-16 Postseason NBA Schedule,L,,,101,91
24/4, Cleveland ,Morris,Harris,Jackson,A,Detroit Pistons 2015-16 Postseason NBA Schedule,L,,,100,98
