DATE,OPPONENT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title,WorL,WIN,LOSE,PTS,PTSO
11/12,Detroit ,Barrett,Randle,Payton,H,New York Knicks 2020-21 Preseason NBA Schedule,W,1,0,90,84
13/12,Detroit ,Barrett,Noel,Randle,H,New York Knicks 2020-21 Preseason NBA Schedule,L,1,1,99,91
16/12, Cleveland ,Randle,Robinson,Quickley,A,New York Knicks 2020-21 Preseason NBA Schedule,W,2,1,100,93
18/12, Cleveland ,Quickley,Robinson,Randle,A,New York Knicks 2020-21 Preseason NBA Schedule,W,3,1,119,83
