DATE,OPPONENT,Hi Points,Hi Rebounds,Hi Assists,Home_Away,Title,WorL,WIN,LOSE,PTS,PTSO
25/10,Charlotte ,Young,Capela,Young,H,Atlanta Hawks 2023-24 Regular Season NBA Schedule,L,0,1,116,110
27/10, New York ,Hunter,Capela,Young,A,Atlanta Hawks 2023-24 Regular Season NBA Schedule,L,0,2,126,120
29/10,Milwaukee ,Young,Capela,Young,H,Atlanta Hawks 2023-24 Regular Season NBA Schedule,W,1,2,127,110
30/10, Minnesota ,Murray,Murray,Young,A,Atlanta Hawks 2023-24 Regular Season NBA Schedule,W,2,2,127,113
1/11, Washington ,Murray,Okongwu,Young,A,Atlanta Hawks 2023-24 Regular Season NBA Schedule,W,3,2,130,121
4/11,New Orleans ,Young,Johnson,Young,H,Atlanta Hawks 2023-24 Regular Season NBA Schedule,W,4,2,123,105
6/11,Oklahoma City ,Murray,Okongwu,Young,H,Atlanta Hawks 2023-24 Regular Season NBA Schedule,L,4,3,126,117
9/11, Orlando,Young,Capela,Young,N,Atlanta Hawks 2023-24 Regular Season NBA Schedule,W,5,3,120,119
11/11, Miami ,Young,Capela,Young,A,Atlanta Hawks 2023-24 Regular Season NBA Schedule,L,5,4,117,109
14/11,Detroit ,Murray,Okongwu,Murray,H,Atlanta Hawks 2023-24 Regular Season NBA Schedule,W,6,4,126,120
15/11, New York ,Bogdanovic,Okongwu,Young,A,Atlanta Hawks 2023-24 Regular Season NBA Schedule,L,6,5,116,114
17/11, Philadelphia ,Young,Capela,Young,A,Atlanta Hawks 2023-24 Regular Season NBA Schedule,L,6,6,126,116
21/11, Indiana ,Young,Bey,Young,A,Atlanta Hawks 2023-24 Regular Season NBA Schedule,L,6,7,157,152
22/11, Brooklyn ,Young,Capela,Young,A,Atlanta Hawks 2023-24 Regular Season NBA Schedule,W,7,7,147,145
25/11,Washington ,Young,Capela,Young,H,Atlanta Hawks 2023-24 Regular Season NBA Schedule,W,8,7,136,108
26/11,Boston ,Young,Bey,Young,H,Atlanta Hawks 2023-24 Regular Season NBA Schedule,L,8,8,113,103
28/11,Cleveland ,Bogdanovic,Capela,Young,H,Atlanta Hawks 2023-24 Regular Season NBA Schedule,L,8,9,128,105
30/11,San Antonio ,Young,Capela,Young,H,Atlanta Hawks 2023-24 Regular Season NBA Schedule,W,9,9,137,135
2/12,Milwaukee ,Young,Capela,Young,H,Atlanta Hawks 2023-24 Regular Season NBA Schedule,L,9,10,132,121
6/12, Brooklyn ,Young,Capela,Young,A,Atlanta Hawks 2023-24 Regular Season NBA Schedule,L,9,11,114,113
8/12,Philadelphia ,Hunter,Capela,Murray,H,Atlanta Hawks 2023-24 Regular Season NBA Schedule,L,9,12,125,114
11/12, Denver ,Bogdanovic,Capela,Young,A,Atlanta Hawks 2023-24 Regular Season NBA Schedule,L,9,13,129,122
13/12,Toronto ,Young,Capela,Young,H,Atlanta Hawks 2023-24 Regular Season NBA Schedule,L,9,14,135,128
15/12,Toronto ,Young,Capela,Young,H,Atlanta Hawks 2023-24 Regular Season NBA Schedule,W,10,14,125,104
