Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Paul Zipser,CHI,6,136.0,44,15,33,.455,6,16,.375,8,8,1.000,3,18,21,3,1,1,7,12,NBA 2016-2017 Playoffs Players Statistic
Tyler Zeller,BOS,11,78.2,32,13,25,.520,0,0,.000,6,8,.750,8,11,19,8,0,2,4,7,NBA 2016-2017 Playoffs Players Statistic
Thaddeus Young,IND,4,140.0,48,21,39,.538,1,4,.250,5,10,.500,22,14,36,10,8,1,6,11,NBA 2016-2017 Playoffs Players Statistic
James Young,BOS,10,38.9,15,5,15,.333,5,14,.357,0,0,.000,1,6,7,3,0,0,1,2,NBA 2016-2017 Playoffs Players Statistic
Delon Wright,TOR,9,91.7,25,9,17,.529,2,6,.333,5,7,.714,4,9,13,13,4,1,5,4,NBA 2016-2017 Playoffs Players Statistic
Brandan Wright,MEM,2,12.4,4,2,5,.400,0,0,.000,0,0,.000,1,1,2,0,0,2,1,0,NBA 2016-2017 Playoffs Players Statistic
Jeff Withey,UTA,3,20.7,5,2,4,.500,0,0,.000,1,2,.500,3,1,4,1,1,1,0,5,NBA 2016-2017 Playoffs Players Statistic
Kyle Wiltjer,HOU,1,5.4,3,1,1,1.000,1,1,1.000,0,0,.000,0,0,0,0,0,0,0,0,NBA 2016-2017 Playoffs Players Statistic
Troy Williams,HOU,5,18.6,1,0,9,.000,0,5,.000,1,2,.500,2,5,7,1,0,0,2,0,NBA 2016-2017 Playoffs Players Statistic
Lou Williams,HOU,11,271.6,138,50,118,.424,12,39,.308,26,29,.897,7,23,30,14,7,1,14,17,NBA 2016-2017 Playoffs Players Statistic
Derrick Williams,CLE,8,37.7,21,8,15,.533,3,5,.600,2,2,1.000,1,2,3,4,0,1,3,0,NBA 2016-2017 Playoffs Players Statistic
Deron Williams,CLE,18,262.3,78,28,64,.438,12,31,.387,10,11,.909,3,20,23,38,10,1,17,29,NBA 2016-2017 Playoffs Players Statistic
Russell Westbrook,OKC,5,194.5,187,59,152,.388,13,49,.265,56,70,.800,9,49,58,54,12,2,30,16,NBA 2016-2017 Playoffs Players Statistic
David West,GSW,17,221.3,76,34,59,.576,1,2,.500,7,9,.778,7,39,46,36,7,13,10,26,NBA 2016-2017 Playoffs Players Statistic
John Wall,WAS,13,506.5,353,127,281,.452,21,61,.344,78,93,.839,7,41,48,134,21,15,55,26,NBA 2016-2017 Playoffs Players Statistic
Dwyane Wade,CHI,6,190.1,90,32,86,.372,6,17,.353,20,21,.952,6,24,30,24,5,8,10,8,NBA 2016-2017 Playoffs Players Statistic
Noah Vonleh,POR,4,100.2,18,8,18,.444,0,0,.000,2,5,.400,9,20,29,8,1,4,6,11,NBA 2016-2017 Playoffs Players Statistic
Rashad Vaughn,MIL,3,10.5,6,2,4,.500,2,2,1.000,0,0,.000,0,0,0,0,0,0,0,0,NBA 2016-2017 Playoffs Players Statistic
Fred VanVleet,TOR,7,29.3,14,6,9,.667,2,5,.400,0,0,.000,0,1,1,4,1,0,1,3,NBA 2016-2017 Playoffs Players Statistic
Denzel Valentine,CHI,4,22.1,5,2,6,.333,1,4,.250,0,0,.000,0,8,8,2,0,1,2,1,NBA 2016-2017 Playoffs Players Statistic
Jonas Valanciunas,TOR,10,225.9,112,44,81,.543,0,1,.000,24,33,.727,9,58,67,2,2,6,13,22,NBA 2016-2017 Playoffs Players Statistic
Myles Turner,IND,4,133.1,43,19,44,.432,0,6,.000,5,8,.625,6,21,27,3,7,5,6,15,NBA 2016-2017 Playoffs Players Statistic
Evan Turner,POR,4,124.1,41,12,33,.364,5,15,.333,12,16,.750,3,20,23,15,7,2,7,7,NBA 2016-2017 Playoffs Players Statistic
P.J. Tucker,TOR,10,251.3,50,18,49,.367,9,28,.321,5,8,.625,15,42,57,11,6,3,8,27,NBA 2016-2017 Playoffs Players Statistic
Tristan Thompson,CLE,18,561.5,148,54,92,.587,0,0,.000,40,60,.667,69,81,150,26,9,13,21,36,NBA 2016-2017 Playoffs Players Statistic
Klay Thompson,GSW,17,595.6,255,94,237,.397,41,106,.387,26,33,.788,11,55,66,35,14,5,25,44,NBA 2016-2017 Playoffs Players Statistic
Isaiah Thomas,BOS,15,520.7,349,111,261,.425,36,108,.333,91,111,.820,5,42,47,100,13,2,50,35,NBA 2016-2017 Playoffs Players Statistic
Jason Terry,MIL,6,67.9,15,6,18,.333,2,10,.200,1,1,1.000,2,6,8,5,3,1,2,7,NBA 2016-2017 Playoffs Players Statistic
Mirza Teletovic,MIL,3,27.4,3,1,6,.167,1,4,.250,0,0,.000,0,3,3,0,1,0,1,3,NBA 2016-2017 Playoffs Players Statistic
Jeff Teague,IND,4,142.4,68,22,45,.489,9,17,.529,15,18,.833,0,13,13,25,4,3,8,12,NBA 2016-2017 Playoffs Players Statistic
Isaiah Taylor,HOU,3,9.6,0,0,2,.000,0,1,.000,0,0,.000,1,1,2,1,0,0,0,1,NBA 2016-2017 Playoffs Players Statistic
Lance Stephenson,IND,4,107.2,64,27,53,.509,7,18,.389,3,4,.750,1,20,21,11,2,0,4,11,NBA 2016-2017 Playoffs Players Statistic
Marreese Speights,LAC,7,97.9,46,16,37,.432,7,20,.350,7,10,.700,4,16,20,3,2,3,3,13,NBA 2016-2017 Playoffs Players Statistic
Tony Snell,MIL,6,184.6,60,22,44,.500,16,31,.516,0,0,.000,2,12,14,9,1,1,2,17,NBA 2016-2017 Playoffs Players Statistic
Jason Smith,WAS,13,156.9,51,19,39,.487,3,10,.300,10,14,.714,10,20,30,4,2,8,10,30,NBA 2016-2017 Playoffs Players Statistic
J.R. Smith,CLE,18,486.6,145,50,99,.505,40,80,.500,5,11,.455,5,37,42,13,13,6,12,41,NBA 2016-2017 Playoffs Players Statistic
Marcus Smart,BOS,18,537.8,155,47,134,.351,29,73,.397,32,50,.640,23,62,85,85,27,16,38,51,NBA 2016-2017 Playoffs Players Statistic
Kyle Singler,OKC,1,10.4,0,0,1,.000,0,0,.000,0,0,.000,0,1,1,0,0,0,0,2,NBA 2016-2017 Playoffs Players Statistic
Jonathon Simmons,SAS,15,305.7,158,62,136,.456,13,37,.351,21,31,.677,9,19,28,29,9,2,11,30,NBA 2016-2017 Playoffs Players Statistic
Pascal Siakam,TOR,2,10.1,0,0,2,.000,0,0,.000,0,0,.000,2,1,3,1,1,0,0,1,NBA 2016-2017 Playoffs Players Statistic
Iman Shumpert,CLE,17,274.9,74,25,60,.417,10,26,.385,14,17,.824,6,41,47,16,10,3,6,32,NBA 2016-2017 Playoffs Players Statistic
Kevin Seraphin,IND,4,58.9,29,12,26,.462,0,0,.000,5,7,.714,8,6,14,4,0,2,4,10,NBA 2016-2017 Playoffs Players Statistic
Wayne Selden,MEM,6,106.1,23,9,26,.346,2,11,.182,3,4,.750,3,6,9,7,1,1,2,8,NBA 2016-2017 Playoffs Players Statistic
Thabo Sefolosha,ATL,4,8.9,1,0,1,.000,0,0,.000,1,4,.250,0,0,0,0,0,0,0,1,NBA 2016-2017 Playoffs Players Statistic
Dennis Schroder,ATL,6,211.5,148,50,110,.455,17,40,.425,31,37,.838,4,10,14,46,6,0,10,19,NBA 2016-2017 Playoffs Players Statistic
Tomas Satoransky,WAS,10,35.9,8,3,6,.500,0,0,.000,2,5,.400,1,4,5,6,1,0,2,4,NBA 2016-2017 Playoffs Players Statistic
Domantas Sabonis,OKC,2,6.0,4,0,3,.000,0,1,.000,4,4,1.000,0,2,2,0,1,1,0,4,NBA 2016-2017 Playoffs Players Statistic
Terry Rozier,BOS,17,277.3,96,33,82,.402,14,38,.368,16,20,.800,12,32,44,32,11,4,10,20,NBA 2016-2017 Playoffs Players Statistic
Rajon Rondo,CHI,2,67.4,23,11,26,.423,0,6,.000,1,2,.500,7,10,17,20,7,1,4,6,NBA 2016-2017 Playoffs Players Statistic
Glenn Robinson,IND,3,31.1,15,6,6,1.000,2,2,1.000,1,2,.500,0,3,3,1,0,0,0,2,NBA 2016-2017 Playoffs Players Statistic
Andre Roberson,OKC,5,185.5,58,24,46,.522,7,17,.412,3,21,.143,18,13,31,9,12,17,7,15,NBA 2016-2017 Playoffs Players Statistic
Austin Rivers,LAC,3,90.2,24,9,26,.346,4,13,.308,2,2,1.000,1,7,8,2,1,1,5,6,NBA 2016-2017 Playoffs Players Statistic
J.J. Redick,LAC,7,205.7,64,19,50,.380,9,26,.346,17,20,.850,0,12,12,6,2,0,13,17,NBA 2016-2017 Playoffs Players Statistic
Zach Randolph,MEM,6,191.4,79,35,83,.422,1,7,.143,8,11,.727,9,40,49,4,5,2,7,14,NBA 2016-2017 Playoffs Players Statistic
Tim Quarterman,POR,2,7.1,3,1,2,.500,1,2,.500,0,0,.000,0,0,0,1,0,0,0,1,NBA 2016-2017 Playoffs Players Statistic
Taurean Prince,ATL,6,187.1,67,29,52,.558,4,14,.286,5,5,1.000,7,25,32,8,2,1,7,9,NBA 2016-2017 Playoffs Players Statistic
Norman Powell,TOR,9,227.2,105,35,82,.427,15,34,.441,20,24,.833,5,23,28,14,10,3,15,25,NBA 2016-2017 Playoffs Players Statistic
Bobby Portis,CHI,6,120.8,40,17,33,.515,6,13,.462,0,0,.000,5,31,36,7,3,3,6,10,NBA 2016-2017 Playoffs Players Statistic
