Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Derrick Zimmerman,SEA,6,80.0,18,7,20,.350,0,2,.000,4,6,.667,0,11,11,8,4,3,11,8,NBA 2004-2005 Summer_League Players Statistic
Tony Younger,POR,7,112.0,9,4,19,.211,0,2,.000,1,2,.500,1,5,6,16,6,0,11,13,NBA 2004-2005 Summer_League Players Statistic
David Young,SEA,4,38.0,20,5,16,.313,2,7,.286,8,9,.889,3,2,5,0,0,0,3,4,NBA 2004-2005 Summer_League Players Statistic
Vincent Yarbrough,SAS,5,93.0,42,14,27,.519,3,9,.333,11,18,.611,3,14,17,3,4,1,3,13,NBA 2004-2005 Summer_League Players Statistic
Rashad Wright,IND,6,94.0,29,13,34,.382,2,6,.333,1,2,.500,1,8,9,7,3,0,13,12,NBA 2004-2005 Summer_League Players Statistic
Michael Wright,PHX,3,55.0,23,6,8,.750,0,0,.000,11,18,.611,4,7,11,3,1,1,3,12,NBA 2004-2005 Summer_League Players Statistic
Dorell Wright,MIA,1,33.0,30,12,22,.545,0,1,.000,6,7,.857,1,4,5,0,2,0,6,1,NBA 2004-2005 Summer_League Players Statistic
Pierre Wooten,CHA,3,15.0,2,0,4,.000,0,0,.000,2,4,.500,0,2,2,1,0,0,3,4,NBA 2004-2005 Summer_League Players Statistic
Qyntel Woods,POR,7,211.0,127,43,103,.417,5,12,.417,36,46,.783,8,21,29,16,8,2,20,27,NBA 2004-2005 Summer_League Players Statistic
Loren Woods,CHA,3,95.0,42,13,23,.565,0,0,.000,16,18,.889,12,23,35,6,9,5,13,11,NBA 2004-2005 Summer_League Players Statistic
Mo Williams,UTA,3,63.0,30,12,28,.429,1,4,.250,5,9,.556,0,6,6,14,3,2,9,14,NBA 2004-2005 Summer_League Players Statistic
Ajani Williams,DAL,5,89.0,32,12,24,.500,0,0,.000,8,13,.615,4,11,15,2,5,6,5,15,NBA 2004-2005 Summer_League Players Statistic
Damien Wilkins,SEA,6,176.0,92,34,74,.459,0,6,.000,24,34,.706,11,16,27,10,12,2,13,18,NBA 2004-2005 Summer_League Players Statistic
Chad Wilkerson,DAL,3,24.0,9,4,8,.500,1,3,.333,0,0,.000,0,1,1,0,2,0,2,5,NBA 2004-2005 Summer_League Players Statistic
Ray Weathers,NJN,4,57.0,11,2,11,.182,1,3,.333,6,6,1.000,2,2,4,8,3,0,5,6,NBA 2004-2005 Summer_League Players Statistic
Zhizhi Wang,MIA,5,119.0,65,25,54,.463,4,11,.364,11,15,.733,4,18,22,3,4,4,4,14,NBA 2004-2005 Summer_League Players Statistic
John Wallace,NJN,5,104.0,51,21,47,.447,0,2,.000,9,13,.692,4,10,14,4,10,2,9,13,NBA 2004-2005 Summer_League Players Statistic
Keith Waleskowski,UTA,6,85.0,31,10,23,.435,1,1,1.000,10,10,1.000,8,14,22,4,2,1,5,11,NBA 2004-2005 Summer_League Players Statistic
Cory Violette,ATL,6,127.0,44,19,34,.559,1,2,.500,5,6,.833,10,18,28,4,2,5,9,19,NBA 2004-2005 Summer_League Players Statistic
Kristaps Valters,NJN,5,51.0,30,7,12,.583,4,7,.571,12,14,.857,0,1,1,1,1,0,1,15,NBA 2004-2005 Summer_League Players Statistic
Beno Udrih,SAS,3,74.0,31,13,24,.542,0,2,.000,5,8,.625,4,10,14,15,4,0,13,7,NBA 2004-2005 Summer_League Players Statistic
Jeff Trepagnier,NJN,5,119.0,39,16,34,.471,3,7,.429,4,5,.800,3,6,9,7,6,1,9,11,NBA 2004-2005 Summer_League Players Statistic
James Thomas,POR,7,187.0,71,18,38,.474,0,0,.000,35,45,.778,22,31,53,3,6,4,6,29,NBA 2004-2005 Summer_League Players Statistic
Jamel Thomas,POR,7,122.0,34,12,34,.353,8,16,.500,2,4,.500,2,8,10,7,2,1,8,15,NBA 2004-2005 Summer_League Players Statistic
Sebastian Telfair,POR,5,121.0,65,24,57,.421,0,3,.000,17,26,.654,3,1,4,25,6,0,19,17,NBA 2004-2005 Summer_League Players Statistic
Robert Swift,SEA,6,130.0,26,10,24,.417,0,0,.000,6,9,.667,5,16,21,3,3,3,6,18,NBA 2004-2005 Summer_League Players Statistic
Jon Stefansson,DAL,5,131.0,44,16,38,.421,1,2,.500,11,14,.786,3,13,16,12,3,1,12,20,NBA 2004-2005 Summer_League Players Statistic
Kirk Snyder,UTA,6,174.0,74,21,66,.318,3,7,.429,29,41,.707,12,18,30,7,2,7,11,16,NBA 2004-2005 Summer_League Players Statistic
Tommy Smith,CHI,7,156.0,63,27,59,.458,1,4,.250,8,14,.571,15,18,33,7,4,15,11,34,NBA 2004-2005 Summer_League Players Statistic
Leon Smith,SEA,6,101.0,28,10,22,.455,0,0,.000,8,12,.667,14,25,39,2,4,8,13,15,NBA 2004-2005 Summer_League Players Statistic
Josh Smith,ATL,6,154.0,88,32,69,.464,7,18,.389,17,29,.586,8,17,25,14,5,15,15,22,NBA 2004-2005 Summer_League Players Statistic
Jamar Smith,ORL,2,7.0,4,2,2,1.000,0,0,.000,0,0,.000,0,1,1,0,0,0,0,3,NBA 2004-2005 Summer_League Players Statistic
Donta Smith,ATL,6,80.0,34,15,31,.484,1,3,.333,3,6,.500,2,8,10,6,5,0,5,11,NBA 2004-2005 Summer_League Players Statistic
