Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Luka Zoric,FEN,1,19.0,11,4,6,.667,0,0,.000,3,4,.750,1,6,7,0,1,0,2,4,NBA 2014-2015 Preseason Players Statistic
Iftah Ziv,MAC,1,0.8,0,0,0,.000,0,0,.000,0,0,.000,0,0,0,0,0,0,0,0,NBA 2014-2015 Preseason Players Statistic
Tyler Zeller,BOS,8,150.3,63,21,39,.538,0,0,.000,21,23,.913,11,26,37,6,2,5,11,18,NBA 2014-2015 Preseason Players Statistic
Cody Zeller,CHA,8,171.8,55,21,44,.477,0,0,.000,13,15,.867,8,28,36,17,2,3,8,28,NBA 2014-2015 Preseason Players Statistic
Talib Zanna,OKC,7,121.8,31,8,20,.400,0,0,.000,15,22,.682,17,18,35,2,3,3,7,25,NBA 2014-2015 Preseason Players Statistic
Thaddeus Young,MIN,7,153.9,70,30,68,.441,6,13,.462,4,8,.500,4,18,22,12,13,2,10,15,NBA 2014-2015 Preseason Players Statistic
Patric Young,NOP,6,66.5,10,3,9,.333,0,0,.000,4,6,.667,9,12,21,0,1,1,5,12,NBA 2014-2015 Preseason Players Statistic
James Young,BOS,2,45.4,15,5,16,.313,2,9,.222,3,5,.600,0,4,4,2,2,0,1,4,NBA 2014-2015 Preseason Players Statistic
Dagan Yavzuri,MAC,2,39.9,25,9,17,.529,7,11,.636,0,0,.000,0,3,3,1,1,0,4,1,NBA 2014-2015 Preseason Players Statistic
Tony Wroten,PHI,7,177.6,97,30,67,.448,6,21,.286,31,46,.674,2,26,28,32,12,2,25,19,NBA 2014-2015 Preseason Players Statistic
Dorell Wright,POR,7,90.5,27,7,19,.368,1,8,.125,12,14,.857,1,6,7,6,10,2,3,4,NBA 2014-2015 Preseason Players Statistic
Brandan Wright,DAL,7,89.6,49,18,26,.692,0,0,.000,13,17,.765,3,16,19,2,2,4,7,9,NBA 2014-2015 Preseason Players Statistic
Nate Wolters,MIL,4,72.2,33,14,22,.636,1,6,.167,4,4,1.000,0,4,4,9,0,0,2,4,NBA 2014-2015 Preseason Players Statistic
Jonas Wohlfarth-Bottermann,ALB,1,13.2,4,1,3,.333,0,0,.000,2,2,1.000,0,1,1,0,0,0,3,0,NBA 2014-2015 Preseason Players Statistic
Jeff Withey,NOP,6,56.2,17,8,16,.500,0,0,.000,1,3,.333,4,11,15,4,2,5,6,12,NBA 2014-2015 Preseason Players Statistic
Jamil Wilson,PHX,2,8.9,0,0,1,.000,0,0,.000,0,0,.000,0,1,1,1,1,0,0,0,NBA 2014-2015 Preseason Players Statistic
Shawne Williams,MIA,8,202.1,72,27,60,.450,10,23,.435,8,9,.889,7,31,38,9,4,7,10,20,NBA 2014-2015 Preseason Players Statistic
Mo Williams,MIN,5,110.2,64,21,37,.568,8,12,.667,14,15,.933,1,12,13,26,6,0,11,12,NBA 2014-2015 Preseason Players Statistic
Marvin Williams,CHA,7,186.7,39,15,44,.341,7,26,.269,2,6,.333,10,31,41,15,12,2,7,20,NBA 2014-2015 Preseason Players Statistic
Marcus E. Williams,DEN,6,53.9,20,8,20,.400,2,5,.400,2,4,.500,3,9,12,5,2,1,5,6,NBA 2014-2015 Preseason Players Statistic
Lou Williams,TOR,7,151.5,90,30,70,.429,3,15,.200,27,35,.771,1,10,11,15,7,0,8,9,NBA 2014-2015 Preseason Players Statistic
Elliot Williams,PHI,6,136.2,66,24,48,.500,8,18,.444,10,14,.714,3,13,16,16,7,0,11,8,NBA 2014-2015 Preseason Players Statistic
Derrick Williams,SAC,6,126.2,51,16,35,.457,3,9,.333,16,21,.762,2,7,9,5,2,0,5,9,NBA 2014-2015 Preseason Players Statistic
Deron Williams,BRK,5,133.4,71,26,53,.491,7,15,.467,12,16,.750,0,15,15,29,8,0,10,8,NBA 2014-2015 Preseason Players Statistic
C.J. Wilcox,LAC,6,42.4,12,3,12,.250,2,8,.250,4,5,.800,3,2,5,2,1,0,3,1,NBA 2014-2015 Preseason Players Statistic
Andrew Wiggins,MIN,4,112.1,47,16,39,.410,3,5,.600,12,19,.632,8,7,15,6,6,3,2,7,NBA 2014-2015 Preseason Players Statistic
Shayne Whittington,IND,2,35.4,17,7,9,.778,0,0,.000,3,3,1.000,1,1,2,2,0,0,6,3,NBA 2014-2015 Preseason Players Statistic
Hassan Whiteside,MEM,5,39.5,17,6,12,.500,0,0,.000,5,9,.556,6,9,15,1,2,5,5,4,NBA 2014-2015 Preseason Players Statistic
Russell Westbrook,OKC,6,133.7,72,24,65,.369,1,10,.100,23,25,.920,4,16,20,37,11,0,25,11,NBA 2014-2015 Preseason Players Statistic
David West,IND,4,81.8,39,16,40,.400,0,1,.000,7,8,.875,5,11,16,7,4,1,7,7,NBA 2014-2015 Preseason Players Statistic
Travis Wear,NYK,5,55.3,19,9,20,.450,0,1,.000,1,2,.500,3,10,13,3,3,0,4,11,NBA 2014-2015 Preseason Players Statistic
David Wear,SAC,1,3.2,0,0,1,.000,0,0,.000,0,0,.000,0,1,1,0,0,0,0,0,NBA 2014-2015 Preseason Players Statistic
Mitchell Watt,GSW,2,18.9,7,3,8,.375,0,2,.000,1,2,.500,2,2,4,3,1,3,0,2,NBA 2014-2015 Preseason Players Statistic
C.J. Watson,IND,2,47.8,23,7,15,.467,5,12,.417,4,4,1.000,1,6,7,10,3,0,4,4,NBA 2014-2015 Preseason Players Statistic
Christian Watford,BOS,3,6.6,0,0,3,.000,0,0,.000,0,0,.000,0,0,0,0,0,0,0,1,NBA 2014-2015 Preseason Players Statistic
T.J. Warren,PHX,5,60.8,25,11,22,.500,3,6,.500,0,0,.000,5,7,12,3,2,1,2,3,NBA 2014-2015 Preseason Players Statistic
Casper Ware,PHI,7,137.3,52,15,44,.341,5,21,.238,17,21,.810,0,14,14,31,3,0,12,11,NBA 2014-2015 Preseason Players Statistic
