Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Tim Young,GSW,25,137.0,54,13,39,.333,0,0,.000,28,36,.778,13,22,35,5,2,1,9,18,NBA 1999-2000 Regular_Season Players Statistic
Lorenzen Wright,ATL,75,"1,205.0",448,180,361,.499,1,3,.333,87,135,.644,117,188,305,21,29,40,66,203,NBA 1999-2000 Regular_Season Players Statistic
Metta World Peace,CHI,72,"2,238.0",866,309,759,.407,60,191,.314,188,279,.674,62,246,308,202,119,39,166,159,NBA 1999-2000 Regular_Season Players Statistic
Haywoode Workman,TOR,36,350.0,86,31,90,.344,14,43,.326,10,15,.667,1,25,26,61,20,0,18,37,NBA 1999-2000 Regular_Season Players Statistic
David Wingate,NYK,7,32.0,2,1,9,.111,0,0,.000,0,0,.000,1,1,2,3,1,2,2,7,NBA 1999-2000 Regular_Season Players Statistic
Dedric Willoughby,CHI,25,508.0,190,61,179,.341,29,98,.296,39,51,.765,11,40,51,66,23,2,37,32,NBA 1999-2000 Regular_Season Players Statistic
Kevin Willis,TOR,79,"1,679.0",604,236,569,.415,1,3,.333,131,164,.799,201,281,482,49,36,48,98,256,NBA 1999-2000 Regular_Season Players Statistic
Corliss Williamson,SAC,76,"1,707.0",785,311,622,.500,0,0,.000,163,212,.769,122,168,290,82,38,19,110,192,NBA 1999-2000 Regular_Season Players Statistic
Walt Williams,HOU,76,"1,859.0",827,312,681,.458,102,261,.391,101,123,.821,69,237,306,157,49,44,113,190,NBA 1999-2000 Regular_Season Players Statistic
Shammond Williams,SEA,43,517.0,225,84,225,.373,24,81,.296,33,51,.647,12,40,52,78,18,0,40,39,NBA 1999-2000 Regular_Season Players Statistic
Scott Williams,MIL,68,"1,488.0",520,213,426,.500,0,0,.000,94,129,.729,177,271,448,28,40,66,65,230,NBA 1999-2000 Regular_Season Players Statistic
Monty Williams,ORL,75,"1,501.0",651,263,538,.489,2,5,.400,123,166,.741,96,154,250,106,46,17,109,187,NBA 1999-2000 Regular_Season Players Statistic
Lorenzo Williams,WAS,8,76.0,14,7,9,.778,0,0,.000,0,0,.000,12,13,25,1,3,6,3,13,NBA 1999-2000 Regular_Season Players Statistic
Jerome Williams,DET,82,"2,102.0",689,257,456,.564,0,3,.000,175,284,.616,277,512,789,68,95,21,105,196,NBA 1999-2000 Regular_Season Players Statistic
Jason Williams,SAC,81,"2,759.0",999,363,973,.373,145,505,.287,128,170,.753,22,208,230,589,117,8,296,140,NBA 1999-2000 Regular_Season Players Statistic
Eric Williams,BOS,68,"1,378.0",489,165,386,.427,25,72,.347,134,169,.793,55,101,156,93,44,16,66,165,NBA 1999-2000 Regular_Season Players Statistic
Alvin Williams,TOR,55,779.0,292,114,287,.397,16,55,.291,48,65,.738,27,58,85,126,34,11,47,78,NBA 1999-2000 Regular_Season Players Statistic
Aaron Williams,WAS,81,"1,545.0",616,235,450,.522,0,3,.000,146,201,.726,159,250,409,58,41,92,80,234,NBA 1999-2000 Regular_Season Players Statistic
Chris Whitney,WAS,82,"1,627.0",642,217,521,.417,96,255,.376,112,132,.848,20,114,134,313,55,5,107,166,NBA 1999-2000 Regular_Season Players Statistic
Jahidi White,WAS,80,"1,537.0",569,228,450,.507,0,0,.000,113,211,.536,202,351,553,15,31,83,94,234,NBA 1999-2000 Regular_Season Players Statistic
Mark West,PHX,22,127.0,15,5,12,.417,0,0,.000,5,8,.625,6,25,31,2,2,4,6,23,NBA 1999-2000 Regular_Season Players Statistic
Doug West,VAN,38,581.0,152,59,145,.407,0,3,.000,34,40,.850,18,53,71,43,12,8,19,80,NBA 1999-2000 Regular_Season Players Statistic
David Wesley,CHA,82,"2,760.0","1,116",407,955,.426,88,248,.355,214,275,.778,39,186,225,463,109,11,159,186,NBA 1999-2000 Regular_Season Players Statistic
Bill Wennington,SAC,7,57.0,14,6,19,.316,0,0,.000,2,2,1.000,5,14,19,1,2,2,1,13,NBA 1999-2000 Regular_Season Players Statistic
Bonzi Wells,POR,66,"1,172.0",580,236,480,.492,20,53,.377,88,129,.682,78,104,182,97,69,12,97,153,NBA 1999-2000 Regular_Season Players Statistic
Chris Webber,SAC,75,"2,880.0","1,834",748,"1,548",.483,27,95,.284,311,414,.751,189,598,787,345,120,128,218,264,NBA 1999-2000 Regular_Season Players Statistic
Clarence Weatherspoon,MIA,78,"1,615.0",565,215,419,.513,0,0,.000,135,183,.738,128,321,449,93,51,49,100,165,NBA 1999-2000 Regular_Season Players Statistic
Charlie Ward,NYK,72,"1,985.0",528,189,447,.423,102,264,.386,48,58,.828,22,206,228,300,95,16,102,176,NBA 1999-2000 Regular_Season Players Statistic
Rex Walters,MIA,33,389.0,93,38,91,.418,5,20,.250,12,16,.750,8,28,36,65,6,0,29,44,NBA 1999-2000 Regular_Season Players Statistic
Rasheed Wallace,POR,81,"2,836.0","1,325",542,"1,045",.519,8,50,.160,233,331,.704,129,437,566,142,87,107,157,216,NBA 1999-2000 Regular_Season Players Statistic
John Wallace,NYK,60,799.0,392,155,332,.467,0,3,.000,82,102,.804,42,93,135,22,10,14,63,103,NBA 1999-2000 Regular_Season Players Statistic
