Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Ivica Zubac,LAC,5,78.9,38,15,22,.682,0,0,.000,8,10,.800,5,21,26,4,1,4,10,13,NBA 2019-2020 Preseason Players Statistic
Ying Zhu,SHA,1,3.4,0,0,0,.000,0,0,.000,0,0,.000,0,0,0,0,0,0,0,0,NBA 2019-2020 Preseason Players Statistic
Zhun Zheng,GLL,2,15.4,6,2,5,.400,2,4,.500,0,0,.000,0,6,6,0,0,0,1,0,NBA 2019-2020 Preseason Players Statistic
Yongpeng Zhang,GLL,2,36.0,2,0,3,.000,0,1,.000,2,2,1.000,1,9,10,0,0,0,0,9,NBA 2019-2020 Preseason Players Statistic
Max Zhang,SHA,2,19.6,3,0,0,.000,0,0,.000,3,4,.750,1,3,4,1,0,1,0,6,NBA 2019-2020 Preseason Players Statistic
Chunjun Zhang,SHA,2,23.2,0,0,1,.000,0,0,.000,0,0,.000,2,2,4,2,0,0,0,0,NBA 2019-2020 Preseason Players Statistic
Tyler Zeller,DEN,2,14.3,4,2,6,.333,0,0,.000,0,1,.000,3,2,5,0,0,0,3,5,NBA 2019-2020 Preseason Players Statistic
Cody Zeller,CHA,5,97.5,38,15,40,.375,2,11,.182,6,7,.857,4,28,32,11,3,1,7,15,NBA 2019-2020 Preseason Players Statistic
Tian Yuheng,GLL,1,9.3,0,0,1,.000,0,0,.000,0,0,.000,0,0,0,1,0,0,3,2,NBA 2019-2020 Preseason Players Statistic
Trae Young,ATL,5,130.3,84,28,66,.424,6,24,.250,22,26,.846,6,19,25,33,5,1,24,9,NBA 2019-2020 Preseason Players Statistic
Thaddeus Young,CHI,4,79.8,21,10,27,.370,1,8,.125,0,0,.000,6,14,20,9,2,1,7,6,NBA 2019-2020 Preseason Players Statistic
James Young,MAC,3,69.7,60,18,39,.462,7,12,.583,17,21,.810,2,7,9,2,1,0,5,4,NBA 2019-2020 Preseason Players Statistic
Heng Yifeng,GLL,2,35.9,10,3,7,.429,2,4,.500,2,3,.667,1,2,3,1,0,0,1,3,NBA 2019-2020 Preseason Players Statistic
Tianyi Yao,GLL,2,13.3,6,2,4,.500,2,4,.500,0,0,.000,0,1,1,1,0,0,1,0,NBA 2019-2020 Preseason Players Statistic
Huang Xu,SHA,1,4.4,0,0,0,.000,0,0,.000,0,0,.000,0,1,1,0,0,0,0,0,NBA 2019-2020 Preseason Players Statistic
Yung Cheng Wu,SHA,1,8.8,0,0,2,.000,0,2,.000,0,0,.000,0,1,1,1,0,0,0,2,NBA 2019-2020 Preseason Players Statistic
