Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Danny Young,POR,3,66.0,28,12,26,.462,3,8,.375,1,2,.500,2,6,8,12,1,0,2,2,NBA 1988-1989 Playoffs Players Statistic
James Worthy,LAL,15,600.0,372,153,270,.567,3,8,.375,63,80,.788,37,64,101,42,18,16,33,36,NBA 1988-1989 Playoffs Players Statistic
Orlando Woolridge,LAL,15,276.0,122,39,75,.520,0,0,.000,44,62,.710,20,50,70,17,2,15,22,35,NBA 1988-1989 Playoffs Players Statistic
Mike Woodson,HOU,4,137.0,47,17,49,.347,3,9,.333,10,12,.833,4,5,9,18,4,2,9,7,NBA 1988-1989 Playoffs Players Statistic
Micheal Williams,DET,4,6.0,2,0,0,.000,0,0,.000,2,2,1.000,1,1,2,2,1,0,0,1,NBA 1988-1989 Playoffs Players Statistic
Hot Rod Williams,CLE,5,161.0,55,21,45,.467,0,0,.000,13,18,.722,7,27,34,10,2,7,11,12,NBA 1988-1989 Playoffs Players Statistic
Gerald Wilkins,NYK,9,290.0,145,63,131,.481,1,10,.100,18,23,.783,9,24,33,42,12,3,22,27,NBA 1988-1989 Playoffs Players Statistic
Eddie Lee Wilkins,NYK,7,26.0,15,5,11,.455,0,0,.000,5,10,.500,5,6,11,0,0,0,4,3,NBA 1988-1989 Playoffs Players Statistic
Dominique Wilkins,ATL,5,212.0,136,52,116,.448,5,17,.294,27,38,.711,10,17,27,17,4,8,12,5,NBA 1988-1989 Playoffs Players Statistic
Mark West,PHX,12,227.0,74,32,50,.640,0,0,.000,10,14,.714,21,32,53,6,7,19,13,36,NBA 1988-1989 Playoffs Players Statistic
Chris Welp,PHI,3,22.0,2,1,3,.333,0,0,.000,0,2,.000,0,7,7,0,0,0,1,7,NBA 1988-1989 Playoffs Players Statistic
Spud Webb,ATL,5,55.0,8,3,11,.273,0,0,.000,2,2,1.000,0,4,4,15,4,0,0,6,NBA 1988-1989 Playoffs Players Statistic
Kenny Walker,NYK,9,90.0,20,3,13,.231,0,0,.000,14,19,.737,5,11,16,2,1,3,4,22,NBA 1988-1989 Playoffs Players Statistic
Sam Vincent,CHI,16,113.0,29,10,33,.303,0,2,.000,9,12,.750,4,4,8,19,3,1,6,9,NBA 1988-1989 Playoffs Players Statistic
Kiki Vandeweghe,NYK,9,159.0,73,25,49,.510,3,8,.375,20,21,.952,2,9,11,7,3,2,5,10,NBA 1988-1989 Playoffs Players Statistic
Darnell Valentine,CLE,5,80.0,21,7,20,.350,0,0,.000,7,8,.875,3,4,7,16,5,0,5,7,NBA 1988-1989 Playoffs Players Statistic
Kelvin Upshaw,BOS,3,24.0,10,5,12,.417,0,0,.000,0,0,.000,0,2,2,5,1,0,1,4,NBA 1988-1989 Playoffs Players Statistic
Elston Turner,DEN,3,74.0,14,6,13,.462,0,1,.000,2,6,.333,2,9,11,3,1,0,0,9,NBA 1988-1989 Playoffs Players Statistic
Trent Tucker,NYK,9,159.0,71,27,58,.466,15,32,.469,2,4,.500,9,10,19,14,10,2,6,20,NBA 1988-1989 Playoffs Players Statistic
Sedale Threatt,SEA,8,201.0,96,39,82,.476,1,4,.250,17,20,.850,3,10,13,49,17,0,11,22,NBA 1988-1989 Playoffs Players Statistic
Otis Thorpe,HOU,4,152.0,64,24,37,.649,0,0,.000,16,21,.762,6,14,20,12,5,1,15,17,NBA 1988-1989 Playoffs Players Statistic
Mychal Thompson,LAL,15,377.0,171,65,128,.508,0,0,.000,41,60,.683,39,38,77,11,6,12,14,52,NBA 1988-1989 Playoffs Players Statistic
Isiah Thomas,DET,17,633.0,309,115,279,.412,8,30,.267,71,96,.740,24,49,73,141,27,4,43,39,NBA 1988-1989 Playoffs Players Statistic
Reggie Theus,ATL,5,127.0,37,14,38,.368,0,2,.000,9,12,.750,3,4,7,24,1,0,10,18,NBA 1988-1989 Playoffs Players Statistic
Terry Teagle,GSW,8,240.0,158,70,141,.496,0,2,.000,18,22,.818,15,22,37,10,8,3,13,27,NBA 1988-1989 Playoffs Players Statistic
Rod Strickland,NYK,9,111.0,54,22,49,.449,1,1,1.000,9,17,.529,6,7,13,25,4,1,13,21,NBA 1988-1989 Playoffs Players Statistic
John Stockton,UTA,3,139.0,82,30,59,.508,3,4,.750,19,21,.905,2,8,10,41,11,5,11,15,NBA 1988-1989 Playoffs Players Statistic
Otis Smith,GSW,4,49.0,19,9,24,.375,0,0,.000,1,2,.500,6,7,13,6,2,1,2,5,NBA 1988-1989 Playoffs Players Statistic
Larry Smith,GSW,8,148.0,8,4,16,.250,0,0,.000,0,0,.000,17,23,40,16,6,11,6,24,NBA 1988-1989 Playoffs Players Statistic
Derek Smith,PHI,3,48.0,19,9,14,.643,0,0,.000,1,2,.500,2,5,7,3,1,0,6,9,NBA 1988-1989 Playoffs Players Statistic
Jack Sikma,MIL,9,301.0,105,37,94,.394,8,28,.286,23,28,.821,9,41,50,30,8,4,21,41,NBA 1988-1989 Playoffs Players Statistic
Jerry Sichting,POR,1,11.0,0,0,3,.000,0,0,.000,0,0,.000,0,1,1,1,0,0,0,1,NBA 1988-1989 Playoffs Players Statistic
Purvis Short,HOU,4,37.0,19,8,21,.381,0,2,.000,3,5,.600,6,3,9,1,0,0,1,7,NBA 1988-1989 Playoffs Players Statistic
Brian Shaw,BOS,3,124.0,51,22,43,.512,0,1,.000,7,9,.778,2,15,17,19,3,0,6,11,NBA 1988-1989 Playoffs Players Statistic
Brad Sellers,CHI,13,177.0,54,22,58,.379,0,0,.000,10,12,.833,15,16,31,15,3,4,6,21,NBA 1988-1989 Playoffs Players Statistic
Byron Scott,LAL,11,402.0,219,79,160,.494,15,39,.385,46,55,.836,10,35,45,25,18,2,20,31,NBA 1988-1989 Playoffs Players Statistic
Russ Schoene,SEA,3,43.0,13,4,17,.235,0,7,.000,5,6,.833,3,2,5,2,2,0,0,7,NBA 1988-1989 Playoffs Players Statistic
Danny Schayes,DEN,2,36.0,8,1,7,.143,0,0,.000,6,8,.750,2,9,11,1,1,1,1,4,NBA 1988-1989 Playoffs Players Statistic
Mike Sanders,CLE,5,87.0,33,15,30,.500,0,0,.000,3,5,.600,6,10,16,4,2,1,10,11,NBA 1988-1989 Playoffs Players Statistic
Ralph Sampson,GSW,3,43.0,20,9,22,.409,0,4,.000,2,4,.500,6,8,14,1,1,2,4,8,NBA 1988-1989 Playoffs Players Statistic
John Salley,DET,17,392.0,152,58,99,.586,0,0,.000,36,54,.667,34,45,79,9,9,25,12,58,NBA 1988-1989 Playoffs Players Statistic
Tree Rollins,CLE,5,74.0,15,6,8,.750,0,0,.000,3,5,.600,5,11,16,1,3,7,1,10,NBA 1988-1989 Playoffs Players Statistic
Dennis Rodman,DET,17,409.0,98,37,70,.529,0,4,.000,24,35,.686,56,114,170,16,6,12,24,58,NBA 1988-1989 Playoffs Players Statistic
Fred Roberts,MIL,9,345.0,132,49,100,.490,0,3,.000,34,40,.850,11,28,39,20,5,4,13,29,NBA 1988-1989 Playoffs Players Statistic
Doc Rivers,ATL,5,191.0,67,22,57,.386,6,19,.316,17,24,.708,4,20,24,34,7,2,12,22,NBA 1988-1989 Playoffs Players Statistic
David Rivers,LAL,6,33.0,15,4,12,.333,0,2,.000,7,8,.875,1,3,4,6,0,0,4,6,NBA 1988-1989 Playoffs Players Statistic
Mitch Richmond,GSW,8,314.0,161,62,135,.459,3,16,.188,34,38,.895,10,48,58,35,14,1,24,25,NBA 1988-1989 Playoffs Players Statistic
