Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Ivica Zubac,LAC,4,65.7,26,12,21,.571,0,0,.000,2,5,.400,6,16,22,2,0,5,2,5,NBA 2023-2024 Preseason Players Statistic
Omer Yurtseven,UTA,5,63.5,19,8,15,.533,1,4,.250,2,5,.400,8,16,24,1,2,1,2,8,NBA 2023-2024 Preseason Players Statistic
Trae Young,ATL,4,79.3,66,21,51,.412,9,26,.346,15,17,.882,0,6,6,23,6,0,15,3,NBA 2023-2024 Preseason Players Statistic
Thaddeus Young,TOR,3,41.2,17,6,10,.600,0,0,.000,5,5,1.000,2,9,11,4,2,0,3,4,NBA 2023-2024 Preseason Players Statistic
Guerschon Yabusele,REA,1,33.4,18,7,12,.583,3,6,.500,1,2,.500,3,6,9,1,3,0,2,0,NBA 2023-2024 Preseason Players Statistic
Delon Wright,WAS,4,70.8,20,8,14,.571,2,3,.667,2,3,.667,2,7,9,13,5,1,7,2,NBA 2023-2024 Preseason Players Statistic
Christian Wood,LAL,6,112.7,46,18,43,.419,2,9,.222,8,14,.571,6,25,31,4,4,2,8,4,NBA 2023-2024 Preseason Players Statistic
Isaiah Wong,IND,3,22.5,4,1,5,.200,0,2,.000,2,2,1.000,0,2,2,4,0,0,2,4,NBA 2023-2024 Preseason Players Statistic
James Wiseman,DET,4,60.1,30,11,15,.733,1,1,1.000,7,9,.778,6,15,21,2,2,3,7,4,NBA 2023-2024 Preseason Players Statistic
Dylan Windler,NYK,1,6.4,0,0,2,.000,0,2,.000,0,0,.000,0,0,0,0,0,0,0,2,NBA 2023-2024 Preseason Players Statistic
Jalen Wilson,BRK,4,38.6,12,3,7,.429,1,3,.333,5,8,.625,0,2,2,2,0,0,1,4,NBA 2023-2024 Preseason Players Statistic
D.J. Wilson,ORL,2,12.0,0,0,3,.000,0,1,.000,0,0,.000,0,3,3,2,0,0,1,2,NBA 2023-2024 Preseason Players Statistic
Zion Williamson,NOP,4,77.5,48,17,30,.567,0,1,.000,14,19,.737,2,12,14,15,5,2,9,5,NBA 2023-2024 Preseason Players Statistic
Ziaire Williams,MEM,5,103.0,62,21,40,.525,9,20,.450,11,13,.846,3,15,18,8,3,3,6,7,NBA 2023-2024 Preseason Players Statistic
Patrick Williams,CHI,5,119.0,55,20,52,.385,8,23,.348,7,8,.875,1,14,15,6,1,2,12,9,NBA 2023-2024 Preseason Players Statistic
Mark Williams,CHA,4,91.2,37,15,23,.652,0,0,.000,7,13,.538,9,22,31,6,4,4,4,8,NBA 2023-2024 Preseason Players Statistic
Kenrich Williams,OKC,2,26.8,5,2,8,.250,1,3,.333,0,0,.000,0,6,6,8,1,2,1,4,NBA 2023-2024 Preseason Players Statistic
"Vincent Williams, Jr.",MEM,2,37.7,18,5,14,.357,2,11,.182,6,7,.857,2,10,12,3,1,3,3,4,NBA 2023-2024 Preseason Players Statistic
"Nate Williams, Jr.",HOU,5,51.1,43,19,30,.633,1,3,.333,4,4,1.000,4,10,14,3,2,1,1,4,NBA 2023-2024 Preseason Players Statistic
Jaylin Williams,OKC,2,39.7,23,8,12,.667,3,5,.600,4,5,.800,7,9,16,5,0,1,1,1,NBA 2023-2024 Preseason Players Statistic
Jalen Williams,OKC,4,91.2,67,23,48,.479,5,14,.357,16,23,.696,4,7,11,12,7,1,7,7,NBA 2023-2024 Preseason Players Statistic
Grant Williams,DAL,4,86.6,25,9,26,.346,7,22,.318,0,0,.000,1,19,20,10,2,4,6,9,NBA 2023-2024 Preseason Players Statistic
Donovan Williams,GSW,2,12.9,7,3,4,.750,1,1,1.000,0,0,.000,2,2,4,0,1,0,3,2,NBA 2023-2024 Preseason Players Statistic
Bryson Williams,LAC,2,12.1,7,3,7,.429,0,1,.000,1,2,.500,1,0,1,0,0,1,0,1,NBA 2023-2024 Preseason Players Statistic
Brandon Williams,ORL,3,35.3,19,6,12,.500,4,8,.500,3,5,.600,0,4,4,2,4,0,3,0,NBA 2023-2024 Preseason Players Statistic
Alondes Williams,MIA,1,18.2,9,4,8,.500,1,4,.250,0,0,.000,0,4,4,2,2,0,1,4,NBA 2023-2024 Preseason Players Statistic
Lindell Wigginton,MIL,3,51.5,5,1,10,.100,0,6,.000,3,5,.600,0,7,7,8,4,2,7,3,NBA 2023-2024 Preseason Players Statistic
Andrew Wiggins,GSW,5,104.6,56,21,46,.457,7,20,.350,7,13,.538,4,8,12,6,2,2,4,12,NBA 2023-2024 Preseason Players Statistic
Aaron Wiggins,OKC,4,66.7,26,10,24,.417,2,7,.286,4,6,.667,5,9,14,2,1,0,0,8,NBA 2023-2024 Preseason Players Statistic
Joe Wieskamp,DAL,3,11.5,5,2,2,1.000,1,1,1.000,0,0,.000,1,0,1,0,1,0,0,0,NBA 2023-2024 Preseason Players Statistic
Cam Whitmore,HOU,5,89.1,57,18,48,.375,6,22,.273,15,19,.789,1,15,16,3,7,1,4,8,NBA 2023-2024 Preseason Players Statistic
Jack White,OKC,4,47.3,16,6,12,.500,1,3,.333,3,5,.600,3,8,11,2,1,2,2,3,NBA 2023-2024 Preseason Players Statistic
Derrick White,BOS,4,89.2,42,15,31,.484,6,17,.353,6,7,.857,2,14,16,9,5,7,9,6,NBA 2023-2024 Preseason Players Statistic
Coby White,CHI,5,121.1,66,25,46,.543,7,22,.318,9,11,.818,2,14,16,20,4,0,13,12,NBA 2023-2024 Preseason Players Statistic
Russell Westbrook,LAC,2,32.8,7,3,5,.600,1,3,.333,0,0,.000,3,7,10,10,2,0,4,2,NBA 2023-2024 Preseason Players Statistic
Blake Wesley,SAS,5,69.2,23,8,26,.308,2,4,.500,5,11,.455,2,7,9,16,3,4,9,10,NBA 2023-2024 Preseason Players Statistic
Victor Wembanyama,SAS,4,83.4,77,29,57,.509,7,22,.318,12,14,.857,3,16,19,6,4,11,11,6,NBA 2023-2024 Preseason Players Statistic
Quinndary Weatherspoon,MAC,2,41.5,31,12,23,.522,2,5,.400,5,8,.625,0,1,1,9,4,0,7,2,NBA 2023-2024 Preseason Players Statistic
Peyton Watson,DEN,5,115.2,35,14,39,.359,3,11,.273,4,6,.667,5,9,14,7,5,3,9,11,NBA 2023-2024 Preseason Players Statistic
Trendon Watford,BRK,3,49.6,35,10,21,.476,2,4,.500,13,15,.867,2,12,14,4,0,2,7,5,NBA 2023-2024 Preseason Players Statistic
Lindy Waters III,OKC,4,47.7,31,12,25,.480,5,16,.313,2,4,.500,3,8,11,3,2,0,1,5,NBA 2023-2024 Preseason Players Statistic
Yuta Watanabe,PHX,4,83.5,41,15,30,.500,7,18,.389,4,8,.500,3,8,11,3,2,0,5,9,NBA 2023-2024 Preseason Players Statistic
P.J. Washington,CHA,4,101.6,54,22,49,.449,6,21,.286,4,6,.667,4,18,22,5,3,4,10,7,NBA 2023-2024 Preseason Players Statistic
"TyTy Washington, Jr.",MIL,4,55.1,25,9,20,.450,3,9,.333,4,4,1.000,3,6,9,13,4,0,3,2,NBA 2023-2024 Preseason Players Statistic
Jordan Walsh,BOS,3,40.5,7,3,12,.250,0,5,.000,1,2,.500,2,8,10,1,3,0,2,5,NBA 2023-2024 Preseason Players Statistic
Cason Wallace,OKC,4,78.8,29,11,22,.500,3,7,.429,4,6,.667,6,5,11,8,6,0,5,6,NBA 2023-2024 Preseason Players Statistic
Lonnie Walker,BRK,4,76.0,61,21,43,.488,7,18,.389,12,14,.857,2,6,8,4,6,1,4,3,NBA 2023-2024 Preseason Players Statistic
Jordan Walker,DAL,3,24.3,17,6,15,.400,4,11,.364,1,2,.500,1,0,1,5,1,0,3,5,NBA 2023-2024 Preseason Players Statistic
Jarace Walker,IND,4,77.3,35,13,36,.361,5,17,.294,4,6,.667,2,18,20,8,3,3,6,4,NBA 2023-2024 Preseason Players Statistic
Jabari Walker,POR,4,64.1,39,14,29,.483,2,8,.250,9,9,1.000,9,19,28,3,5,0,3,8,NBA 2023-2024 Preseason Players Statistic
Moe Wagner,ORL,3,45.8,36,13,19,.684,2,6,.333,8,9,.889,1,6,7,2,3,0,3,5,NBA 2023-2024 Preseason Players Statistic
Franz Wagner,ORL,3,52.9,46,18,24,.750,7,11,.636,3,3,1.000,2,7,9,8,2,2,0,3,NBA 2023-2024 Preseason Players Statistic
Dean Wade,CLE,4,77.6,35,12,20,.600,9,16,.563,2,2,1.000,2,17,19,4,2,0,4,4,NBA 2023-2024 Preseason Players Statistic
Sam Waardenburg,CAI,1,27.7,15,6,11,.545,1,3,.333,2,4,.500,2,2,4,1,0,2,1,1,NBA 2023-2024 Preseason Players Statistic
Nikola Vucevic,CHI,4,99.7,55,22,39,.564,3,8,.375,8,10,.800,7,21,28,8,3,2,9,7,NBA 2023-2024 Preseason Players Statistic
Gabe Vincent,LAL,3,65.5,31,11,26,.423,8,19,.421,1,2,.500,0,2,2,8,1,0,3,4,NBA 2023-2024 Preseason Players Statistic
Sasha Vezenkov,SAC,5,83.0,34,13,34,.382,6,22,.273,2,2,1.000,5,16,21,3,1,1,3,5,NBA 2023-2024 Preseason Players Statistic
Devin Vassell,SAS,4,90.5,65,20,40,.500,15,26,.577,10,15,.667,2,7,9,8,5,1,3,5,NBA 2023-2024 Preseason Players Statistic
Fred VanVleet,HOU,4,93.6,48,17,38,.447,7,19,.368,7,7,1.000,0,7,7,15,10,3,5,6,NBA 2023-2024 Preseason Players Statistic
