Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Michael Young,PHI,2,2.0,0,0,2,.000,0,0,.000,0,0,.000,0,0,0,0,0,0,0,0,NBA 1985-1986 Regular_Season Players Statistic
Danny Young,SEA,82,"1,879.0",568,227,449,.506,24,74,.324,90,106,.849,29,91,120,303,110,9,92,113,NBA 1985-1986 Regular_Season Players Statistic
James Worthy,LAL,75,"2,454.0","1,500",629,"1,086",.579,0,13,.000,242,314,.771,136,251,387,201,82,77,150,195,NBA 1985-1986 Regular_Season Players Statistic
Orlando Woolridge,CHI,70,"2,248.0","1,448",540,"1,090",.495,4,23,.174,364,462,.788,150,200,350,213,49,47,171,186,NBA 1985-1986 Regular_Season Players Statistic
Mike Woodson,SAC,81,"2,404.0","1,264",510,"1,073",.475,2,13,.154,242,288,.840,94,132,226,197,90,37,145,215,NBA 1985-1986 Regular_Season Players Statistic
Leon Wood,WAS,68,"1,210.0",532,184,466,.395,41,112,.366,123,155,.794,25,65,90,182,34,0,86,70,NBA 1985-1986 Regular_Season Players Statistic
Al Wood,SEA,78,"1,757.0",902,355,817,.435,5,37,.135,187,239,.782,80,164,244,114,58,19,106,171,NBA 1985-1986 Regular_Season Players Statistic
Randy Wittman,ATL,81,"2,760.0","1,043",467,881,.530,5,16,.313,104,135,.770,51,119,170,306,83,14,111,118,NBA 1985-1986 Regular_Season Players Statistic
Voise Winters,PHI,4,17.0,6,3,13,.231,0,1,.000,0,0,.000,1,2,3,0,1,0,2,1,NBA 1985-1986 Regular_Season Players Statistic
Kevin Willis,ATL,82,"2,300.0","1,010",419,811,.517,0,6,.000,172,263,.654,243,461,704,45,65,44,177,294,NBA 1985-1986 Regular_Season Players Statistic
Sly Williams,BOS,6,54.0,17,5,21,.238,0,4,.000,7,12,.583,7,8,15,2,1,1,7,15,NBA 1985-1986 Regular_Season Players Statistic
Ray Williams,NJN,47,827.0,355,117,306,.382,6,18,.333,115,126,.913,35,51,86,187,61,4,101,124,NBA 1985-1986 Regular_Season Players Statistic
Pete Williams,DEN,53,573.0,151,67,111,.604,0,0,.000,17,40,.425,46,99,145,14,19,23,18,69,NBA 1985-1986 Regular_Season Players Statistic
Herb Williams,IND,78,"2,770.0","1,549",627,"1,275",.492,1,12,.083,294,403,.730,172,538,710,174,50,184,209,244,NBA 1985-1986 Regular_Season Players Statistic
Guy Williams,GSW,5,25.0,7,2,5,.400,0,0,.000,3,6,.500,0,6,6,0,1,2,0,7,NBA 1985-1986 Regular_Season Players Statistic
Gus Williams,WAS,77,"2,282.0","1,036",434,"1,013",.428,30,116,.259,138,188,.734,52,114,166,453,96,15,160,113,NBA 1985-1986 Regular_Season Players Statistic
Freeman Williams,WAS,9,110.0,69,25,68,.368,7,14,.500,12,17,.706,4,8,12,7,7,1,13,10,NBA 1985-1986 Regular_Season Players Statistic
Buck Williams,NJN,82,"3,070.0","1,301",500,956,.523,0,3,.000,301,445,.676,329,657,986,131,73,96,244,294,NBA 1985-1986 Regular_Season Players Statistic
Jeff Wilkins,SAS,75,"1,126.0",352,147,374,.393,0,0,.000,58,93,.624,75,198,273,45,11,21,52,155,NBA 1985-1986 Regular_Season Players Statistic
Gerald Wilkins,NYK,81,"2,025.0","1,013",437,934,.468,7,25,.280,132,237,.557,92,116,208,161,67,9,157,155,NBA 1985-1986 Regular_Season Players Statistic
Dominique Wilkins,ATL,78,"3,049.0","2,366",888,"1,897",.468,13,70,.186,577,705,.818,256,362,618,206,138,50,252,170,NBA 1985-1986 Regular_Season Players Statistic
Jamaal Wilkes,LAC,13,195.0,75,26,65,.400,1,3,.333,22,27,.815,13,16,29,15,7,2,16,19,NBA 1985-1986 Regular_Season Players Statistic
Mitchell Wiggins,HOU,78,"1,198.0",531,222,489,.454,1,11,.091,86,118,.729,87,72,159,101,58,6,62,155,NBA 1985-1986 Regular_Season Players Statistic
Jerome Whitehead,GSW,81,"1,079.0",312,126,294,.429,0,0,.000,60,97,.619,94,234,328,19,18,19,64,171,NBA 1985-1986 Regular_Season Players Statistic
Willie White,DEN,43,343.0,173,74,168,.440,6,21,.286,19,23,.826,17,28,45,53,18,2,25,24,NBA 1985-1986 Regular_Season Players Statistic
Rory White,LAC,75,"1,761.0",875,355,684,.519,1,9,.111,164,222,.739,82,99,181,74,74,8,95,161,NBA 1985-1986 Regular_Season Players Statistic
Ennis Whatley,SAS,14,107.0,35,15,35,.429,0,0,.000,5,10,.500,4,10,14,23,5,1,10,10,NBA 1985-1986 Regular_Season Players Statistic
Mark West,CLE,67,"1,172.0",280,113,209,.541,0,0,.000,54,103,.524,97,225,322,20,27,62,90,235,NBA 1985-1986 Regular_Season Players Statistic
Bill Wennington,DAL,56,562.0,189,72,153,.471,0,4,.000,45,62,.726,32,99,131,21,11,22,21,83,NBA 1985-1986 Regular_Season Players Statistic
Scott Wedman,BOS,79,"1,401.0",634,286,605,.473,17,48,.354,45,68,.662,66,126,192,83,38,23,56,127,NBA 1985-1986 Regular_Season Players Statistic
Spud Webb,ATL,79,"1,229.0",616,199,410,.485,2,11,.182,216,275,.785,27,96,123,337,81,5,157,164,NBA 1985-1986 Regular_Season Players Statistic
Bryan Warrick,IND,36,685.0,227,85,182,.467,3,12,.250,54,68,.794,10,59,69,115,27,2,53,79,NBA 1985-1986 Regular_Season Players Statistic
Bill Walton,BOS,80,"1,546.0",606,231,411,.562,0,0,.000,144,202,.713,139,405,544,165,38,105,151,210,NBA 1985-1986 Regular_Season Players Statistic
Darrell Walker,NYK,81,"2,023.0",838,324,754,.430,0,10,.000,190,277,.686,100,120,220,337,146,36,193,216,NBA 1985-1986 Regular_Season Players Statistic
Granville Waiters,HOU,43,156.0,27,13,39,.333,0,0,.000,1,6,.167,15,14,29,8,4,10,8,30,NBA 1985-1986 Regular_Season Players Statistic
Danny Vranes,SEA,80,"1,567.0",301,131,284,.461,0,4,.000,39,75,.520,115,166,281,68,62,31,60,218,NBA 1985-1986 Regular_Season Players Statistic
Sam Vincent,BOS,57,436.0,184,59,162,.364,1,4,.250,65,70,.929,11,37,48,69,16,4,49,59,NBA 1985-1986 Regular_Season Players Statistic
Jay Vincent,DAL,80,"1,994.0","1,106",442,919,.481,0,3,.000,222,274,.810,107,261,368,180,66,21,146,194,NBA 1985-1986 Regular_Season Players Statistic
Pete Verhoeven,GSW,61,761.0,206,90,167,.539,1,2,.500,25,43,.581,65,95,160,29,27,17,29,141,NBA 1985-1986 Regular_Season Players Statistic
Nick Vanos,PHX,11,202.0,54,23,72,.319,0,0,.000,8,23,.348,21,39,60,16,2,5,20,34,NBA 1985-1986 Regular_Season Players Statistic
Kiki Vandeweghe,POR,79,"2,791.0","1,962",719,"1,332",.540,1,8,.125,523,602,.869,92,124,216,187,53,17,176,161,NBA 1985-1986 Regular_Season Players Statistic
Darnell Valentine,LAC,62,"1,217.0",456,161,388,.415,4,14,.286,130,175,.743,32,93,125,246,72,2,113,123,NBA 1985-1986 Regular_Season Players Statistic
Terry Tyler,SAC,71,"1,651.0",674,295,649,.455,0,3,.000,84,112,.750,109,204,313,94,64,108,94,159,NBA 1985-1986 Regular_Season Players Statistic
Mel Turpin,CLE,80,"2,292.0","1,097",456,838,.544,0,4,.000,185,228,.811,182,374,556,55,65,106,134,260,NBA 1985-1986 Regular_Season Players Statistic
Jeff Turner,NJN,53,650.0,226,84,171,.491,0,1,.000,58,78,.744,45,92,137,14,22,3,48,125,NBA 1985-1986 Regular_Season Players Statistic
Elston Turner,DEN,73,"1,324.0",369,165,379,.435,0,9,.000,39,53,.736,64,136,200,165,69,6,80,150,NBA 1985-1986 Regular_Season Players Statistic
Trent Tucker,NYK,77,"1,788.0",818,349,739,.472,41,91,.451,79,100,.790,70,99,169,192,64,8,73,167,NBA 1985-1986 Regular_Season Players Statistic
Kelly Tripucka,DET,81,"2,626.0","1,622",615,"1,236",.498,12,25,.480,380,444,.856,115,233,348,265,92,10,182,167,NBA 1985-1986 Regular_Season Players Statistic
Sedric Toney,PHX,13,230.0,80,28,66,.424,3,10,.300,21,31,.677,3,22,25,26,6,0,22,24,NBA 1985-1986 Regular_Season Players Statistic
Andrew Toney,PHI,6,84.0,25,11,36,.306,0,2,.000,3,8,.375,2,3,5,12,2,0,7,8,NBA 1985-1986 Regular_Season Players Statistic
Wayman Tisdale,IND,81,"2,277.0","1,192",516,"1,002",.515,0,2,.000,160,234,.684,191,393,584,79,34,44,188,290,NBA 1985-1986 Regular_Season Players Statistic
Sedale Threatt,PHI,70,"1,754.0",697,310,684,.453,1,24,.042,76,92,.826,21,100,121,193,94,5,100,157,NBA 1985-1986 Regular_Season Players Statistic
Otis Thorpe,SAC,75,"1,675.0",744,290,492,.589,0,0,.000,164,248,.661,138,282,420,84,36,34,121,233,NBA 1985-1986 Regular_Season Players Statistic
Bob Thornton,NYK,71,"1,323.0",334,124,273,.454,0,0,.000,86,162,.531,112,177,289,43,30,7,83,209,NBA 1985-1986 Regular_Season Players Statistic
Paul Thompson,PHI,23,432.0,179,70,194,.361,2,13,.154,37,43,.860,27,36,63,24,15,17,30,49,NBA 1985-1986 Regular_Season Players Statistic
Mychal Thompson,POR,82,"2,569.0","1,204",503,"1,011",.498,0,0,.000,198,309,.641,181,427,608,176,77,35,196,267,NBA 1985-1986 Regular_Season Players Statistic
LaSalle Thompson,SAC,80,"2,377.0","1,024",411,794,.518,0,1,.000,202,277,.729,252,518,770,168,73,109,185,295,NBA 1985-1986 Regular_Season Players Statistic
Bernard Thompson,PHX,61,"1,281.0",517,195,399,.489,0,2,.000,127,157,.809,58,83,141,130,51,10,91,148,NBA 1985-1986 Regular_Season Players Statistic
Jim Thomas,LAC,6,69.0,13,6,15,.400,0,0,.000,1,2,.500,3,5,8,12,5,1,9,12,NBA 1985-1986 Regular_Season Players Statistic
Isiah Thomas,DET,77,"2,790.0","1,609",609,"1,248",.488,26,84,.310,365,462,.790,84,193,277,830,171,20,289,245,NBA 1985-1986 Regular_Season Players Statistic
David Thirdkill,BOS,49,385.0,163,54,110,.491,0,1,.000,55,88,.625,27,43,70,15,9,3,19,55,NBA 1985-1986 Regular_Season Players Statistic
Peter Thibeaux,GSW,42,531.0,231,100,233,.429,2,5,.400,29,48,.604,28,47,75,28,23,14,39,82,NBA 1985-1986 Regular_Season Players Statistic
Reggie Theus,SAC,82,"2,919.0","1,503",546,"1,137",.480,6,34,.176,405,490,.827,73,231,304,788,112,20,327,231,NBA 1985-1986 Regular_Season Players Statistic
Terry Teagle,GSW,82,"2,167.0","1,165",475,958,.496,4,25,.160,211,265,.796,96,139,235,115,73,35,136,241,NBA 1985-1986 Regular_Season Players Statistic
Jon Sundvold,SAS,70,"1,150.0",500,220,476,.462,21,60,.350,39,49,.796,22,58,80,261,34,0,84,110,NBA 1985-1986 Regular_Season Players Statistic
