Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Ivica Zubac,LAC,3,49.8,25,11,15,.733,0,0,.000,3,5,.600,4,9,13,5,0,4,5,8,NBA 2022-2023 Preseason Players Statistic
Cody Zeller,UTA,3,20.8,8,4,7,.571,0,0,.000,0,0,.000,5,8,13,2,1,1,2,6,NBA 2022-2023 Preseason Players Statistic
Omer Yurtseven,MIA,1,27.0,11,5,12,.417,1,3,.333,0,0,.000,4,5,9,1,0,0,2,6,NBA 2022-2023 Preseason Players Statistic
Trae Young,ATL,4,102.9,84,26,59,.441,11,24,.458,21,24,.875,0,6,6,22,3,1,14,8,NBA 2022-2023 Preseason Players Statistic
Thaddeus Young,TOR,5,49.4,11,5,14,.357,1,2,.500,0,2,.000,5,9,14,8,6,0,5,3,NBA 2022-2023 Preseason Players Statistic
Delon Wright,WAS,4,82.5,29,10,25,.400,7,16,.438,2,2,1.000,3,10,13,12,5,6,5,2,NBA 2022-2023 Preseason Players Statistic
McKinley Wright IV,DAL,3,41.4,10,4,10,.400,0,2,.000,2,2,1.000,2,8,10,15,1,0,0,2,NBA 2022-2023 Preseason Players Statistic
Willy Workman,MAC,3,84.2,23,9,28,.321,0,5,.000,5,6,.833,9,12,21,7,5,1,4,9,NBA 2022-2023 Preseason Players Statistic
Robert Woodard II,OKC,2,18.7,4,2,7,.286,0,2,.000,0,0,.000,2,3,5,1,0,0,0,0,NBA 2022-2023 Preseason Players Statistic
Christian Wood,DAL,3,67.5,51,17,32,.531,7,17,.412,10,12,.833,2,23,25,3,1,2,5,8,NBA 2022-2023 Preseason Players Statistic
James Wiseman,GSW,5,95.5,74,28,42,.667,1,2,.500,17,28,.607,8,23,31,7,0,4,12,17,NBA 2022-2023 Preseason Players Statistic
Justise Winslow,POR,2,34.8,14,7,9,.778,0,0,.000,0,0,.000,4,2,6,5,4,4,1,5,NBA 2022-2023 Preseason Players Statistic
D.J. Wilson,TOR,4,40.9,24,6,14,.429,2,5,.400,10,12,.833,6,11,17,5,1,1,4,4,NBA 2022-2023 Preseason Players Statistic
Zion Williamson,NOP,4,70.7,45,15,30,.500,1,1,1.000,14,25,.560,3,13,16,11,2,1,7,7,NBA 2022-2023 Preseason Players Statistic
Lucas Williamson,LAC,2,29.4,5,1,8,.125,1,6,.167,2,2,1.000,0,3,3,1,1,0,2,4,NBA 2022-2023 Preseason Players Statistic
Ziaire Williams,MEM,3,68.7,32,9,21,.429,5,12,.417,9,10,.900,0,11,11,7,2,1,2,6,NBA 2022-2023 Preseason Players Statistic
Trevion Williams,GSW,2,11.3,5,2,4,.500,0,2,.000,1,3,.333,4,3,7,2,0,0,1,2,NBA 2022-2023 Preseason Players Statistic
Patrick Williams,CHI,4,89.2,44,16,38,.421,4,12,.333,8,10,.800,6,9,15,6,1,1,5,7,NBA 2022-2023 Preseason Players Statistic
Mark Williams,CHA,5,60.1,24,10,20,.500,0,0,.000,4,6,.667,12,5,17,3,0,1,2,2,NBA 2022-2023 Preseason Players Statistic
Kenrich Williams,OKC,2,36.9,14,5,11,.455,0,6,.000,4,6,.667,4,5,9,3,1,1,1,4,NBA 2022-2023 Preseason Players Statistic
"Vincent Williams, Jr.",MEM,3,27.2,6,2,5,.400,2,5,.400,0,0,.000,0,0,0,1,1,0,1,1,NBA 2022-2023 Preseason Players Statistic
Jaylin Williams,OKC,6,112.9,24,8,15,.533,1,4,.250,7,13,.538,5,40,45,15,3,2,8,15,NBA 2022-2023 Preseason Players Statistic
Jalen Williams,OKC,5,131.7,72,25,41,.610,2,9,.222,20,26,.769,2,13,15,26,9,0,13,14,NBA 2022-2023 Preseason Players Statistic
Grant Williams,BOS,4,93.9,36,13,30,.433,6,13,.462,4,5,.800,4,16,20,5,1,4,11,16,NBA 2022-2023 Preseason Players Statistic
Brandon Williams,POR,3,47.5,24,7,17,.412,4,9,.444,6,7,.857,0,3,3,7,3,0,2,6,NBA 2022-2023 Preseason Players Statistic
Alondes Williams,BRK,2,11.3,3,1,4,.250,0,1,.000,1,2,.500,0,0,0,0,0,0,1,0,NBA 2022-2023 Preseason Players Statistic
Lindell Wigginton,MIL,5,59.6,30,10,24,.417,4,9,.444,6,10,.600,4,4,8,9,5,0,6,8,NBA 2022-2023 Preseason Players Statistic
Andrew Wiggins,GSW,4,79.1,37,13,35,.371,6,17,.353,5,9,.556,2,9,11,6,5,0,1,14,NBA 2022-2023 Preseason Players Statistic
Aaron Wiggins,OKC,6,107.2,55,17,36,.472,10,18,.556,11,11,1.000,5,16,21,5,5,1,8,5,NBA 2022-2023 Preseason Players Statistic
Joe Wieskamp,SAS,3,29.0,6,2,14,.143,2,10,.200,0,0,.000,1,2,3,2,1,0,0,0,NBA 2022-2023 Preseason Players Statistic
Jack White,DEN,3,27.1,11,5,6,.833,1,2,.500,0,2,.000,1,5,6,1,2,0,2,1,NBA 2022-2023 Preseason Players Statistic
Derrick White,BOS,4,91.7,58,18,29,.621,10,18,.556,12,14,.857,1,13,14,12,2,3,4,12,NBA 2022-2023 Preseason Players Statistic
Coby White,CHI,4,79.9,37,13,31,.419,7,18,.389,4,5,.800,1,8,9,11,2,1,9,3,NBA 2022-2023 Preseason Players Statistic
Isaiah Whaley,CHA,1,4.2,0,0,0,.000,0,0,.000,0,0,.000,0,1,1,0,0,0,0,0,NBA 2022-2023 Preseason Players Statistic
Russell Westbrook,LAL,4,65.7,22,7,20,.350,2,8,.250,6,12,.500,1,11,12,12,0,1,10,6,NBA 2022-2023 Preseason Players Statistic
Blake Wesley,SAS,5,67.5,19,5,24,.208,0,4,.000,9,16,.563,1,9,10,9,1,1,5,7,NBA 2022-2023 Preseason Players Statistic
Briante Weber,MAC,2,37.0,21,6,18,.333,3,3,1.000,6,7,.857,2,2,4,4,5,0,2,3,NBA 2022-2023 Preseason Players Statistic
Quinndary Weatherspoon,GSW,4,44.7,18,8,15,.533,1,2,.500,1,2,.500,2,4,6,4,1,0,2,6,NBA 2022-2023 Preseason Players Statistic
Peyton Watson,DEN,5,47.7,18,8,21,.381,2,7,.286,0,0,.000,0,7,7,5,5,4,3,5,NBA 2022-2023 Preseason Players Statistic
Trendon Watford,POR,3,40.2,16,7,9,.778,0,1,.000,2,3,.667,0,4,4,4,1,0,5,8,NBA 2022-2023 Preseason Players Statistic
Lindy Waters III,OKC,6,101.9,51,14,35,.400,12,28,.429,11,12,.917,3,15,18,8,5,1,2,8,NBA 2022-2023 Preseason Players Statistic
Yuta Watanabe,BRK,4,59.7,23,7,15,.467,5,10,.500,4,8,.500,0,12,12,2,1,2,3,4,NBA 2022-2023 Preseason Players Statistic
P.J. Washington,CHA,3,72.9,29,11,30,.367,4,17,.235,3,5,.600,2,6,8,4,6,1,2,7,NBA 2022-2023 Preseason Players Statistic
"TyTy Washington, Jr.",HOU,4,59.5,25,9,23,.391,3,12,.250,4,5,.800,2,3,5,5,2,0,5,8,NBA 2022-2023 Preseason Players Statistic
"Duane Washington, Jr.",PHX,3,65.3,43,13,34,.382,3,11,.273,14,15,.933,1,3,4,12,3,0,12,10,NBA 2022-2023 Preseason Players Statistic
John Wall,LAC,3,43.4,33,9,19,.474,2,5,.400,13,13,1.000,0,5,5,10,0,0,7,4,NBA 2022-2023 Preseason Players Statistic
Lonnie Walker,LAL,3,63.7,36,14,36,.389,5,16,.313,3,4,.750,1,7,8,8,1,2,3,5,NBA 2022-2023 Preseason Players Statistic
Jabari Walker,POR,5,59.2,26,9,16,.563,2,3,.667,6,8,.750,4,8,12,0,0,2,4,4,NBA 2022-2023 Preseason Players Statistic
Ish Wainright,PHX,4,69.7,14,5,16,.313,2,12,.167,2,2,1.000,3,6,9,3,5,4,4,7,NBA 2022-2023 Preseason Players Statistic
Moe Wagner,ORL,5,57.1,34,12,26,.462,7,16,.438,3,5,.600,1,9,10,2,3,1,4,7,NBA 2022-2023 Preseason Players Statistic
Franz Wagner,ORL,3,73.4,39,13,30,.433,4,16,.250,9,9,1.000,3,13,16,14,4,0,6,8,NBA 2022-2023 Preseason Players Statistic
Dean Wade,CLE,2,45.9,19,6,14,.429,4,8,.500,3,3,1.000,1,11,12,1,1,0,1,3,NBA 2022-2023 Preseason Players Statistic
Nikola Vucevic,CHI,4,97.0,59,25,37,.676,7,14,.500,2,4,.500,8,30,38,13,5,4,8,10,NBA 2022-2023 Preseason Players Statistic
Noah Vonleh,BOS,4,56.4,29,12,14,.857,1,1,1.000,4,4,1.000,6,23,29,2,1,0,6,10,NBA 2022-2023 Preseason Players Statistic
Gabe Vincent,MIA,3,61.7,24,7,21,.333,7,17,.412,3,3,1.000,0,5,5,12,3,0,5,8,NBA 2022-2023 Preseason Players Statistic
Luca Vildoza,MIL,3,30.0,8,2,7,.286,2,5,.400,2,2,1.000,1,2,3,4,2,2,2,1,NBA 2022-2023 Preseason Players Statistic
Devin Vassell,SAS,4,95.2,66,24,55,.436,6,24,.250,12,13,.923,2,9,11,8,2,0,4,10,NBA 2022-2023 Preseason Players Statistic
Fred VanVleet,TOR,4,82.9,36,12,37,.324,5,23,.217,7,8,.875,2,9,11,12,9,0,8,5,NBA 2022-2023 Preseason Players Statistic
Jarred Vanderbilt,UTA,4,93.8,20,10,25,.400,0,1,.000,0,6,.000,13,13,26,8,7,1,6,10,NBA 2022-2023 Preseason Players Statistic
Jonas Valanciunas,NOP,4,74.6,48,16,32,.500,2,7,.286,14,16,.875,7,17,24,14,0,2,5,7,NBA 2022-2023 Preseason Players Statistic
Stanley Umude,DET,3,22.1,10,3,8,.375,2,7,.286,2,2,1.000,1,3,4,1,0,0,0,2,NBA 2022-2023 Preseason Players Statistic
Myles Turner,IND,4,79.8,40,11,26,.423,1,8,.125,17,18,.944,7,14,21,10,0,8,6,11,NBA 2022-2023 Preseason Players Statistic
P.J. Tucker,PHI,3,57.4,6,2,7,.286,2,4,.500,0,0,.000,2,7,9,2,1,0,0,4,NBA 2022-2023 Preseason Players Statistic
"Gary Trent, Jr.",TOR,4,98.0,45,16,31,.516,4,13,.308,9,10,.900,1,9,10,6,6,0,3,4,NBA 2022-2023 Preseason Players Statistic
Karl-Anthony Towns,MIN,2,59.3,34,9,23,.391,4,12,.333,12,13,.923,1,14,15,10,0,0,3,5,NBA 2022-2023 Preseason Players Statistic
Juan Toscano-Anderson,LAL,5,91.7,25,9,20,.450,4,13,.308,3,6,.500,2,13,15,3,4,1,4,13,NBA 2022-2023 Preseason Players Statistic
Obi Toppin,NYK,4,82.7,46,21,39,.538,4,17,.235,0,0,.000,3,12,15,5,3,3,1,4,NBA 2022-2023 Preseason Players Statistic
Isaiah Todd,WAS,3,27.4,8,3,8,.375,1,4,.250,1,1,1.000,2,1,3,0,0,1,0,6,NBA 2022-2023 Preseason Players Statistic
"Xavier Tillman, Sr.",MEM,3,42.1,13,5,8,.625,0,0,.000,3,6,.500,2,5,7,0,5,0,3,9,NBA 2022-2023 Preseason Players Statistic
Matisse Thybulle,PHI,4,51.0,20,7,16,.438,4,11,.364,2,2,1.000,0,7,7,0,6,0,2,5,NBA 2022-2023 Preseason Players Statistic
