Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Lorenzen Wright,LAC,3,92.0,31,13,32,.406,0,0,.000,5,5,1.000,7,15,22,2,3,2,1,6,NBA 1996-1997 Playoffs Players Statistic
Dontonio Wingfield,POR,3,16.0,8,2,2,1.000,0,0,.000,4,4,1.000,0,2,2,1,1,0,2,3,NBA 1996-1997 Playoffs Players Statistic
David Wingate,SEA,12,192.0,77,28,66,.424,12,31,.387,9,13,.692,13,24,37,14,5,3,9,22,NBA 1996-1997 Playoffs Players Statistic
Kevin Willis,HOU,16,295.0,102,38,95,.400,0,1,.000,26,38,.684,22,53,75,11,9,4,22,47,NBA 1996-1997 Playoffs Players Statistic
Lorenzo Williams,WAS,2,5.0,0,0,0,.000,0,0,.000,0,0,.000,0,0,0,0,0,0,0,1,NBA 1996-1997 Playoffs Players Statistic
Jerome Williams,DET,1,5.0,4,2,2,1.000,0,0,.000,0,0,.000,0,3,3,0,1,0,1,0,NBA 1996-1997 Playoffs Players Statistic
Hot Rod Williams,PHX,5,105.0,20,8,15,.533,0,0,.000,4,10,.400,10,13,23,3,2,8,5,12,NBA 1996-1997 Playoffs Players Statistic
Herb Williams,NYK,3,23.0,4,2,5,.400,0,0,.000,0,0,.000,0,1,1,0,0,0,0,4,NBA 1996-1997 Playoffs Players Statistic
Buck Williams,NYK,10,193.0,43,17,35,.486,0,0,.000,9,17,.529,13,27,40,6,3,4,4,34,NBA 1996-1997 Playoffs Players Statistic
Gerald Wilkins,ORL,5,144.0,47,16,45,.356,3,9,.333,12,14,.857,3,6,9,4,0,2,3,7,NBA 1996-1997 Playoffs Players Statistic
Chris Whitney,WAS,3,20.0,7,2,5,.400,2,4,.500,1,1,1.000,0,2,2,2,0,0,5,1,NBA 1996-1997 Playoffs Players Statistic
Doug West,MIN,3,87.0,33,12,22,.545,0,2,.000,9,9,1.000,0,4,4,6,2,1,1,11,NBA 1996-1997 Playoffs Players Statistic
Chris Webber,WAS,3,106.0,47,19,30,.633,5,11,.455,4,8,.500,7,17,24,10,2,7,16,18,NBA 1996-1997 Playoffs Players Statistic
Charlie Ward,NYK,9,182.0,20,8,27,.296,1,9,.111,3,4,.750,3,22,25,39,13,0,15,18,NBA 1996-1997 Playoffs Players Statistic
Rasheed Wallace,POR,4,148.0,79,33,56,.589,2,5,.400,11,20,.550,8,16,24,6,2,2,6,17,NBA 1996-1997 Playoffs Players Statistic
John Wallace,NYK,4,40.0,10,4,15,.267,0,1,.000,2,2,1.000,2,5,7,5,1,2,2,6,NBA 1996-1997 Playoffs Players Statistic
Stojko Vrankovic,MIN,1,6.0,0,0,2,.000,0,0,.000,0,0,.000,1,0,1,0,0,0,0,0,NBA 1996-1997 Playoffs Players Statistic
Loy Vaught,LAC,3,90.0,45,19,31,.613,1,3,.333,6,9,.667,5,22,27,2,3,2,6,12,NBA 1996-1997 Playoffs Players Statistic
Nick Van Exel,LAL,9,353.0,130,45,119,.378,12,44,.273,28,34,.824,6,25,31,58,10,0,18,19,NBA 1996-1997 Playoffs Players Statistic
Gary Trent,POR,4,61.0,32,13,29,.448,0,1,.000,6,11,.545,5,7,12,4,0,1,6,11,NBA 1996-1997 Playoffs Players Statistic
Wayman Tisdale,PHX,4,36.0,12,6,15,.400,0,0,.000,0,0,.000,2,5,7,0,0,0,1,5,NBA 1996-1997 Playoffs Players Statistic
Sedale Threatt,HOU,16,266.0,59,22,56,.393,9,30,.300,6,8,.750,2,15,17,48,6,4,12,35,NBA 1996-1997 Playoffs Players Statistic
Otis Thorpe,DET,5,152.0,49,21,41,.512,0,0,.000,7,9,.778,12,20,32,4,2,0,9,21,NBA 1996-1997 Playoffs Players Statistic
Derek Strong,ORL,5,195.0,61,21,40,.525,0,1,.000,19,25,.760,20,30,50,4,2,2,14,20,NBA 1996-1997 Playoffs Players Statistic
Rod Strickland,WAS,3,124.0,59,22,52,.423,1,2,.500,14,19,.737,5,13,18,25,3,0,11,8,NBA 1996-1997 Playoffs Players Statistic
Mark Strickland,MIA,4,16.0,8,4,8,.500,0,0,.000,0,2,.000,0,3,3,1,1,0,2,0,NBA 1996-1997 Playoffs Players Statistic
John Stockton,UTA,20,739.0,322,113,217,.521,19,50,.380,77,90,.856,18,60,78,191,33,5,62,52,NBA 1996-1997 Playoffs Players Statistic
Larry Stewart,SEA,4,16.0,13,5,6,.833,1,2,.500,2,2,1.000,0,1,1,2,2,1,2,4,NBA 1996-1997 Playoffs Players Statistic
John Starks,NYK,9,253.0,126,44,99,.444,13,41,.317,25,31,.806,7,24,31,25,10,0,20,25,NBA 1996-1997 Playoffs Players Statistic
Eric Snow,SEA,8,48.0,13,5,11,.455,2,4,.500,1,2,.500,0,2,2,12,4,0,0,7,NBA 1996-1997 Playoffs Players Statistic
Tony Smith,CHA,2,9.0,1,0,1,.000,0,1,.000,1,2,.500,0,1,1,2,1,0,3,1,NBA 1996-1997 Playoffs Players Statistic
Steve Smith,ATL,10,421.0,189,55,139,.396,18,55,.327,61,74,.824,12,27,39,17,4,1,28,38,NBA 1996-1997 Playoffs Players Statistic
Brian Shaw,ORL,5,82.0,10,3,19,.158,2,6,.333,2,4,.500,1,8,9,8,1,1,8,5,NBA 1996-1997 Playoffs Players Statistic
Rony Seikaly,ORL,3,86.0,19,7,22,.318,0,0,.000,5,7,.714,5,11,16,0,1,3,4,10,NBA 1996-1997 Playoffs Players Statistic
Malik Sealy,LAC,3,79.0,36,12,25,.480,1,5,.200,11,15,.733,1,2,3,5,0,0,5,10,NBA 1996-1997 Playoffs Players Statistic
Dennis Scott,ORL,5,94.0,15,6,23,.261,3,11,.273,0,0,.000,2,7,9,5,2,0,2,8,NBA 1996-1997 Playoffs Players Statistic
Byron Scott,LAL,8,134.0,51,15,33,.455,4,11,.364,17,19,.895,0,12,12,11,1,0,8,15,NBA 1996-1997 Playoffs Players Statistic
Detlef Schrempf,SEA,12,459.0,203,67,142,.472,16,29,.552,53,65,.815,20,49,69,41,13,1,18,40,NBA 1996-1997 Playoffs Players Statistic
Danny Schayes,ORL,5,92.0,22,9,23,.391,0,0,.000,4,4,1.000,4,8,12,5,2,0,4,16,NBA 1996-1997 Playoffs Players Statistic
Arvydas Sabonis,POR,4,108.0,45,18,42,.429,2,8,.250,7,8,.875,8,18,26,9,3,3,9,19,NBA 1996-1997 Playoffs Players Statistic
Bryon Russell,UTA,20,758.0,245,89,193,.461,36,101,.356,31,43,.721,18,74,92,27,21,6,20,59,NBA 1996-1997 Playoffs Players Statistic
Donald Royal,CHA,1,4.0,0,0,1,.000,0,0,.000,0,0,.000,0,2,2,0,0,0,0,1,NBA 1996-1997 Playoffs Players Statistic
Malik Rose,CHA,2,12.0,4,2,4,.500,0,0,.000,0,0,.000,4,1,5,1,0,0,2,2,NBA 1996-1997 Playoffs Players Statistic
Sean Rooks,LAL,8,54.0,14,4,9,.444,0,0,.000,6,8,.750,5,7,12,1,3,3,3,10,NBA 1996-1997 Playoffs Players Statistic
Rodney Rogers,LAC,3,85.0,32,12,29,.414,2,10,.200,6,8,.750,3,4,7,6,4,3,7,13,NBA 1996-1997 Playoffs Players Statistic
Dennis Rodman,CHI,19,535.0,79,30,81,.370,4,16,.250,15,26,.577,59,101,160,27,10,4,28,74,NBA 1996-1997 Playoffs Players Statistic
Rumeal Robinson,POR,4,24.0,5,2,6,.333,0,2,.000,1,1,1.000,0,1,1,5,1,0,1,6,NBA 1996-1997 Playoffs Players Statistic
James Robinson,MIN,2,31.0,14,5,12,.417,4,10,.400,0,0,.000,1,2,3,3,2,0,1,4,NBA 1996-1997 Playoffs Players Statistic
Cliff Robinson,POR,4,161.0,48,17,47,.362,3,16,.188,11,16,.688,12,15,27,12,2,4,10,13,NBA 1996-1997 Playoffs Players Statistic
J.R. Rider,POR,4,161.0,53,16,43,.372,6,16,.375,15,17,.882,1,7,8,17,3,0,12,11,NBA 1996-1997 Playoffs Players Statistic
Pooh Richardson,LAC,2,18.0,4,2,4,.500,0,1,.000,0,1,.000,0,0,0,3,1,0,1,4,NBA 1996-1997 Playoffs Players Statistic
Glen Rice,CHA,3,137.0,83,28,57,.491,6,16,.375,21,23,.913,1,10,11,11,4,1,4,11,NBA 1996-1997 Playoffs Players Statistic
Don Reid,DET,1,3.0,4,0,0,.000,0,0,.000,4,4,1.000,0,1,1,0,0,0,0,0,NBA 1996-1997 Playoffs Players Statistic
Eldridge Recasner,ATL,10,121.0,31,11,26,.423,4,11,.364,5,8,.625,3,8,11,9,2,0,7,9,NBA 1996-1997 Playoffs Players Statistic
Theo Ratliff,DET,3,18.0,8,3,4,.750,0,0,.000,2,4,.500,2,2,4,1,1,4,3,5,NBA 1996-1997 Playoffs Players Statistic
Terry Porter,MIN,3,46.0,16,5,13,.385,3,9,.333,3,4,.750,1,2,3,9,2,2,2,2,NBA 1996-1997 Playoffs Players Statistic
Scottie Pippen,CHI,19,753.0,365,129,309,.417,39,113,.345,68,86,.791,36,93,129,72,28,18,55,49,NBA 1996-1997 Playoffs Players Statistic
Ed Pinckney,MIA,2,6.0,4,2,3,.667,0,0,.000,0,0,.000,0,0,0,1,0,0,0,0,NBA 1996-1997 Playoffs Players Statistic
Ricky Pierce,CHA,3,87.0,23,11,24,.458,1,7,.143,0,0,.000,1,7,8,4,2,0,3,8,NBA 1996-1997 Playoffs Players Statistic
Eric Piatkowski,LAC,3,38.0,16,4,11,.364,2,5,.400,6,7,.857,1,1,2,0,1,0,0,5,NBA 1996-1997 Playoffs Players Statistic
Wesley Person,PHX,5,163.0,78,25,53,.472,14,33,.424,14,18,.778,5,28,33,6,4,3,4,5,NBA 1996-1997 Playoffs Players Statistic
Sam Perkins,SEA,12,340.0,101,31,92,.337,14,45,.311,25,29,.862,15,38,53,15,12,12,13,34,NBA 1996-1997 Playoffs Players Statistic
Gary Payton,SEA,12,546.0,285,105,255,.412,25,75,.333,50,61,.820,20,45,65,104,26,4,35,26,NBA 1996-1997 Playoffs Players Statistic
Cherokee Parks,MIN,1,11.0,4,2,3,.667,0,0,.000,0,0,.000,0,5,5,0,1,0,0,5,NBA 1996-1997 Playoffs Players Statistic
Robert Parish,CHI,2,18.0,2,1,7,.143,0,0,.000,0,0,.000,2,2,4,0,0,3,0,2,NBA 1996-1997 Playoffs Players Statistic
Bo Outlaw,LAC,3,66.0,15,6,11,.545,0,1,.000,3,10,.300,6,8,14,4,1,2,3,5,NBA 1996-1997 Playoffs Players Statistic
Greg Ostertag,UTA,20,459.0,94,34,83,.410,0,0,.000,26,35,.743,52,85,137,6,10,47,18,76,NBA 1996-1997 Playoffs Players Statistic
Hakeem Olajuwon,HOU,16,629.0,370,147,249,.590,0,3,.000,76,104,.731,46,128,174,54,33,41,46,61,NBA 1996-1997 Playoffs Players Statistic
Charles Oakley,NYK,10,358.0,98,38,86,.442,0,1,.000,22,29,.759,23,65,88,16,22,3,18,37,NBA 1996-1997 Playoffs Players Statistic
Shaquille O'Neal,LAL,9,326.0,242,89,173,.514,0,0,.000,64,105,.610,38,57,95,29,5,17,22,37,NBA 1996-1997 Playoffs Players Statistic
Jermaine O'Neal,POR,2,4.0,0,0,2,.000,0,1,.000,0,2,.000,0,1,1,0,0,1,0,0,NBA 1996-1997 Playoffs Players Statistic
Ivano Newbill,ATL,3,5.0,0,0,0,.000,0,0,.000,0,0,.000,0,1,1,0,0,0,1,2,NBA 1996-1997 Playoffs Players Statistic
Steve Nash,PHX,4,15.0,5,2,9,.222,1,4,.250,0,0,.000,1,0,1,1,1,1,2,5,NBA 1996-1997 Playoffs Players Statistic
Dikembe Mutombo,ATL,10,415.0,154,54,86,.628,0,0,.000,46,64,.719,37,86,123,13,1,26,20,30,NBA 1996-1997 Playoffs Players Statistic
