Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Larry Wright,WAS,2,33.0,22,9,17,.529,0,1,.000,4,5,.800,1,1,2,6,3,0,3,6,NBA 1979-1980 Playoffs Players Statistic
Brian Winters,MIL,7,268.0,111,46,100,.460,9,21,.429,10,10,1.000,4,17,21,37,11,0,16,25,NBA 1979-1980 Playoffs Players Statistic
John Williamson,WAS,2,31.0,27,11,19,.579,2,6,.333,3,3,1.000,1,1,2,1,0,0,4,7,NBA 1979-1980 Playoffs Players Statistic
Gus Williams,SEA,15,564.0,355,146,284,.514,1,5,.200,62,86,.721,30,30,60,84,34,7,47,38,NBA 1979-1980 Playoffs Players Statistic
Jamaal Wilkes,LAL,16,652.0,324,140,294,.476,0,1,.000,44,54,.815,53,75,128,48,24,5,35,51,NBA 1979-1980 Playoffs Players Statistic
Paul Westphal,PHX,8,253.0,167,69,142,.486,1,12,.083,28,32,.875,2,8,10,31,11,3,13,20,NBA 1979-1980 Playoffs Players Statistic
Scott Wedman,KCK,3,116.0,68,29,64,.453,2,3,.667,8,11,.727,6,15,21,9,1,3,2,9,NBA 1979-1980 Playoffs Players Statistic
Richard Washington,MIL,7,112.0,51,25,47,.532,0,0,.000,1,4,.250,7,13,20,3,4,8,8,22,NBA 1979-1980 Playoffs Players Statistic
Kermit Washington,POR,3,121.0,31,13,26,.500,0,1,.000,5,8,.625,12,19,31,6,1,4,4,9,NBA 1979-1980 Playoffs Players Statistic
Lloyd Walton,MIL,1,4.0,0,0,1,.000,0,0,.000,0,0,.000,0,1,1,1,0,1,1,0,NBA 1979-1980 Playoffs Players Statistic
Wally Walker,SEA,13,157.0,54,18,35,.514,0,0,.000,18,24,.750,15,14,29,7,1,3,5,20,NBA 1979-1980 Playoffs Players Statistic
Wes Unseld,WAS,2,87.0,18,7,14,.500,0,1,.000,4,6,.667,7,21,28,7,0,3,3,5,NBA 1979-1980 Playoffs Players Statistic
Dave Twardzik,POR,2,20.0,2,1,4,.250,0,0,.000,0,0,.000,1,3,4,2,2,0,3,2,NBA 1979-1980 Playoffs Players Statistic
Bernard Toone,PHI,4,6.0,0,0,4,.000,0,1,.000,0,0,.000,0,1,1,1,0,0,0,1,NBA 1979-1980 Playoffs Players Statistic
Rudy Tomjanovich,HOU,7,185.0,58,24,64,.375,1,7,.143,9,13,.692,12,28,40,10,2,0,14,21,NBA 1979-1980 Playoffs Players Statistic
Jim Spanarkel,PHI,5,8.0,2,0,2,.000,0,0,.000,2,2,1.000,0,1,1,1,0,0,0,1,NBA 1979-1980 Playoffs Players Statistic
Paul Silas,SEA,15,257.0,37,13,43,.302,0,0,.000,11,13,.846,33,42,75,15,9,2,9,29,NBA 1979-1980 Playoffs Players Statistic
James Silas,SAS,3,90.0,43,16,36,.444,0,0,.000,11,11,1.000,1,6,7,9,6,1,5,8,NBA 1979-1980 Playoffs Players Statistic
Jack Sikma,SEA,15,534.0,176,65,163,.399,0,2,.000,46,54,.852,30,96,126,55,17,5,35,55,NBA 1979-1980 Playoffs Players Statistic
John Shumate,SAS,3,78.0,21,9,20,.450,0,0,.000,3,3,1.000,7,6,13,5,4,4,5,9,NBA 1979-1980 Playoffs Players Statistic
Lonnie Shelton,SEA,15,469.0,180,74,146,.507,0,1,.000,32,51,.627,35,90,125,25,23,12,37,54,NBA 1979-1980 Playoffs Players Statistic
Alvin Scott,PHX,8,140.0,38,17,33,.515,0,2,.000,4,8,.500,8,14,22,10,4,5,7,8,NBA 1979-1980 Playoffs Players Statistic
Dan Roundfield,ATL,5,174.0,86,32,69,.464,0,1,.000,22,35,.629,25,33,58,11,4,8,11,22,NBA 1979-1980 Playoffs Players Statistic
Tree Rollins,ATL,5,134.0,42,18,31,.581,0,0,.000,6,10,.600,18,20,38,3,2,14,6,25,NBA 1979-1980 Playoffs Players Statistic
Bill Robinzine,KCK,3,69.0,33,13,24,.542,0,0,.000,7,10,.700,7,11,18,0,3,0,6,6,NBA 1979-1980 Playoffs Players Statistic
Truck Robinson,PHX,3,64.0,17,6,16,.375,0,0,.000,5,7,.714,5,15,20,4,3,2,8,6,NBA 1979-1980 Playoffs Players Statistic
Rick Robey,BOS,9,151.0,55,24,53,.453,0,1,.000,7,14,.500,13,19,32,10,7,3,8,27,NBA 1979-1980 Playoffs Players Statistic
Clint Richardson,PHI,3,3.0,2,1,3,.333,0,2,.000,0,0,.000,0,0,0,0,1,0,1,0,NBA 1979-1980 Playoffs Players Statistic
Kevin Restani,SAS,3,74.0,38,17,28,.607,0,1,.000,4,9,.444,8,8,16,3,0,1,2,8,NBA 1979-1980 Playoffs Players Statistic
Robert Reid,HOU,7,266.0,126,52,102,.510,0,1,.000,22,26,.846,14,41,55,26,6,7,19,28,NBA 1979-1980 Playoffs Players Statistic
Kevin Porter,WAS,2,49.0,16,7,16,.438,0,1,.000,2,5,.400,2,0,2,9,3,0,4,7,NBA 1979-1980 Playoffs Players Statistic
Sam Pellom,ATL,4,18.0,1,0,3,.000,0,0,.000,1,3,.333,0,0,0,1,0,1,0,3,NBA 1979-1980 Playoffs Players Statistic
Wiley Peck,SAS,2,9.0,0,0,3,.000,0,0,.000,0,0,.000,0,3,3,0,0,1,0,1,NBA 1979-1980 Playoffs Players Statistic
Jim Paxson,POR,3,44.0,16,5,16,.313,0,0,.000,6,6,1.000,0,4,4,3,2,1,2,2,NBA 1979-1980 Playoffs Players Statistic
Billy Paultz,HOU,7,128.0,30,13,40,.325,0,0,.000,4,7,.571,12,21,33,8,1,3,11,13,NBA 1979-1980 Playoffs Players Statistic
Tom Owens,POR,3,83.0,33,14,26,.538,0,0,.000,5,8,.625,13,8,21,2,1,2,5,14,NBA 1979-1980 Playoffs Players Statistic
Mark Olberding,SAS,3,97.0,29,13,23,.565,0,0,.000,3,4,.750,5,17,22,11,2,1,3,14,NBA 1979-1980 Playoffs Players Statistic
Norm Nixon,LAL,16,648.0,270,114,239,.477,1,5,.200,41,51,.804,13,43,56,125,32,3,49,59,NBA 1979-1980 Playoffs Players Statistic
Calvin Natt,POR,3,125.0,48,21,48,.438,0,2,.000,6,10,.600,9,15,24,2,2,1,10,7,NBA 1979-1980 Playoffs Players Statistic
Calvin Murphy,HOU,7,265.0,131,58,108,.537,2,4,.500,13,13,1.000,4,6,10,26,11,0,16,29,NBA 1979-1980 Playoffs Players Statistic
Sidney Moncrief,MIL,7,182.0,87,30,51,.588,0,0,.000,27,31,.871,17,14,31,11,5,1,14,14,NBA 1979-1980 Playoffs Players Statistic
Steve Mix,PHI,17,200.0,113,44,96,.458,0,0,.000,25,28,.893,10,21,31,13,8,5,15,22,NBA 1979-1980 Playoffs Players Statistic
Dave Meyers,MIL,7,195.0,66,26,62,.419,0,3,.000,14,30,.467,16,19,35,14,9,6,15,25,NBA 1979-1980 Playoffs Players Statistic
