Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Tyler Zeller,CLE,7,159.4,59,22,40,.550,0,0,.000,15,24,.625,11,22,33,8,4,3,12,21,NBA 2012-2013 Preseason Players Statistic
Luke Zeller,PHX,4,69.6,18,7,24,.292,2,5,.400,2,2,1.000,3,5,8,3,0,0,2,8,NBA 2012-2013 Preseason Players Statistic
Thaddeus Young,PHI,6,171.0,89,41,70,.586,0,1,.000,7,14,.500,16,24,40,8,6,3,8,15,NBA 2012-2013 Preseason Players Statistic
Sam Young,IND,5,94.5,18,8,17,.471,0,2,.000,2,2,1.000,4,10,14,7,6,1,5,8,NBA 2012-2013 Preseason Players Statistic
Nick Young,PHI,7,186.9,105,34,71,.479,11,25,.440,26,30,.867,2,20,22,10,7,3,14,11,NBA 2012-2013 Preseason Players Statistic
Tony Wroten,MEM,3,40.1,18,6,14,.429,0,1,.000,6,10,.600,4,4,8,9,4,0,7,3,NBA 2012-2013 Preseason Players Statistic
Dorell Wright,PHI,5,134.6,72,25,46,.543,12,25,.480,10,17,.588,4,23,27,11,7,3,6,4,NBA 2012-2013 Preseason Players Statistic
Chris Wright,NOP,2,11.7,0,0,4,.000,0,0,.000,0,0,.000,0,2,2,5,1,0,2,1,NBA 2012-2013 Preseason Players Statistic
Brandan Wright,DAL,6,106.3,44,14,35,.400,0,0,.000,16,20,.800,7,19,26,4,2,11,3,7,NBA 2012-2013 Preseason Players Statistic
Metta World Peace,LAL,8,213.1,80,28,73,.384,13,38,.342,11,18,.611,4,28,32,15,14,3,14,17,NBA 2012-2013 Preseason Players Statistic
DaShaun Wood,ALB,1,30.3,9,4,16,.250,1,5,.200,0,2,.000,1,2,3,4,3,0,0,2,NBA 2012-2013 Preseason Players Statistic
Wesley Witherspoon,SAS,3,46.7,25,9,14,.643,4,7,.571,3,6,.500,1,5,6,0,2,1,4,6,NBA 2012-2013 Preseason Players Statistic
Terrence Williams,DET,2,50.0,5,2,11,.182,0,1,.000,1,2,.500,1,7,8,7,1,5,6,4,NBA 2012-2013 Preseason Players Statistic
Reggie Williams,CHA,6,63.0,18,6,22,.273,4,15,.267,2,2,1.000,2,8,10,3,4,0,0,6,NBA 2012-2013 Preseason Players Statistic
Mo Williams,UTA,5,122.3,58,17,44,.386,7,12,.583,17,19,.895,1,8,9,30,5,0,15,12,NBA 2012-2013 Preseason Players Statistic
Marvin Williams,UTA,8,190.8,88,30,56,.536,11,19,.579,17,21,.810,4,24,28,9,12,3,9,15,NBA 2012-2013 Preseason Players Statistic
Lou Williams,ATL,7,181.7,96,28,69,.406,6,17,.353,34,42,.810,1,11,12,30,4,2,11,16,NBA 2012-2013 Preseason Players Statistic
Derrick Williams,MIN,7,155.5,73,25,66,.379,4,15,.267,19,28,.679,7,24,31,5,5,3,16,18,NBA 2012-2013 Preseason Players Statistic
Deron Williams,BRK,5,152.1,79,25,67,.373,10,25,.400,19,22,.864,2,12,14,27,6,1,15,6,NBA 2012-2013 Preseason Players Statistic
Damien Wilkins,PHI,5,116.7,26,9,19,.474,0,3,.000,8,11,.727,4,13,17,10,5,2,7,10,NBA 2012-2013 Preseason Players Statistic
Tyler Wilkerson,SAS,2,7.6,4,2,3,.667,0,0,.000,0,0,.000,1,2,3,0,1,0,0,2,NBA 2012-2013 Preseason Players Statistic
Royce White,HOU,4,48.9,9,3,11,.273,0,0,.000,3,5,.600,0,6,6,4,0,2,6,10,NBA 2012-2013 Preseason Players Statistic
James White,NYK,5,112.9,31,12,31,.387,1,10,.100,6,8,.750,5,7,12,4,6,2,8,8,NBA 2012-2013 Preseason Players Statistic
Russell Westbrook,OKC,5,127.1,67,25,54,.463,9,16,.563,8,10,.800,2,10,12,34,4,3,15,8,NBA 2012-2013 Preseason Players Statistic
Delonte West,DAL,7,122.5,35,13,29,.448,2,9,.222,7,13,.538,1,8,9,14,5,2,17,14,NBA 2012-2013 Preseason Players Statistic
David West,IND,5,114.7,64,22,48,.458,0,1,.000,20,22,.909,7,18,25,7,3,1,6,10,NBA 2012-2013 Preseason Players Statistic
Martell Webster,WAS,8,173.3,96,28,61,.459,9,25,.360,31,34,.912,4,29,33,11,5,5,2,10,NBA 2012-2013 Preseason Players Statistic
Kyle Weaver,MEM,3,16.8,7,2,6,.333,1,2,.500,2,2,1.000,0,1,1,0,2,0,1,2,NBA 2012-2013 Preseason Players Statistic
Maalik Wayns,PHI,7,133.6,72,23,50,.460,8,19,.421,18,20,.900,1,11,12,28,1,0,12,14,NBA 2012-2013 Preseason Players Statistic
C.J. Watson,BRK,5,120.0,46,18,36,.500,6,12,.500,4,7,.571,1,8,9,8,5,1,8,11,NBA 2012-2013 Preseason Players Statistic
Hakim Warrick,NOP,2,24.2,10,4,9,.444,0,0,.000,2,6,.333,5,4,9,0,0,0,1,2,NBA 2012-2013 Preseason Players Statistic
Luke Walton,CLE,2,16.3,8,4,6,.667,0,1,.000,0,0,.000,0,2,2,2,0,0,1,0,NBA 2012-2013 Preseason Players Statistic
Gerald Wallace,BRK,5,141.1,48,15,36,.417,3,15,.200,15,22,.682,10,20,30,8,7,4,8,11,NBA 2012-2013 Preseason Players Statistic
C.J. Wallace,FCB,1,22.4,8,2,10,.200,1,6,.167,3,5,.600,3,10,13,5,0,0,0,3,NBA 2012-2013 Preseason Players Statistic
Kemba Walker,CHA,7,197.5,90,32,88,.364,6,19,.316,20,27,.741,5,16,21,25,9,1,11,5,NBA 2012-2013 Preseason Players Statistic
Dion Waiters,CLE,7,155.8,60,22,64,.344,7,20,.350,9,12,.750,2,12,14,15,4,0,12,12,NBA 2012-2013 Preseason Players Statistic
Dwyane Wade,MIA,6,146.0,84,33,75,.440,1,4,.250,17,23,.739,3,16,19,19,7,4,17,17,NBA 2012-2013 Preseason Players Statistic
Nikola Vucevic,ORL,7,143.7,56,25,53,.472,0,0,.000,6,10,.600,16,45,61,4,1,3,10,23,NBA 2012-2013 Preseason Players Statistic
Charlie Villanueva,DET,6,74.5,24,9,41,.220,1,17,.059,5,9,.556,3,13,16,4,3,3,4,8,NBA 2012-2013 Preseason Players Statistic
Jan Vesely,WAS,8,191.1,51,21,41,.512,0,0,.000,9,12,.750,23,19,42,9,3,4,10,34,NBA 2012-2013 Preseason Players Statistic
Greivis Vasquez,NOP,8,210.3,59,21,57,.368,3,14,.214,14,16,.875,4,32,36,59,8,0,34,17,NBA 2012-2013 Preseason Players Statistic
Anderson Varejao,CLE,7,165.2,43,19,35,.543,0,0,.000,5,13,.385,19,33,52,11,4,3,6,18,NBA 2012-2013 Preseason Players Statistic
Jonas Valanciunas,TOR,6,139.6,50,16,33,.485,0,0,.000,18,23,.783,12,29,41,3,4,11,16,20,NBA 2012-2013 Preseason Players Statistic
Ben Uzoh,DEN,1,20.1,2,1,2,.500,0,0,.000,0,0,.000,0,1,1,3,0,1,1,4,NBA 2012-2013 Preseason Players Statistic
Beno Udrih,MIL,8,140.0,56,21,50,.420,7,16,.438,7,9,.778,6,12,18,29,1,0,4,7,NBA 2012-2013 Preseason Players Statistic
Ekpe Udoh,MIL,6,122.2,21,8,21,.381,0,1,.000,5,6,.833,7,14,21,6,4,6,5,12,NBA 2012-2013 Preseason Players Statistic
Alexey Tzubrevitch,MAC,2,19.8,5,2,4,.500,0,0,.000,1,2,.500,1,1,2,1,2,1,3,8,NBA 2012-2013 Preseason Players Statistic
Jeremy Tyler,GSW,7,71.9,31,12,23,.522,0,0,.000,7,9,.778,7,11,18,0,3,2,6,18,NBA 2012-2013 Preseason Players Statistic
Evan Turner,PHI,5,138.4,46,19,55,.345,0,2,.000,8,8,1.000,4,25,29,15,4,0,13,10,NBA 2012-2013 Preseason Players Statistic
Hedo Turkoglu,ORL,6,138.1,50,17,40,.425,6,17,.353,10,13,.769,4,17,21,18,3,3,11,10,NBA 2012-2013 Preseason Players Statistic
Ronny Turiaf,LAC,7,141.5,23,10,20,.500,0,0,.000,3,9,.333,10,24,34,6,2,5,5,12,NBA 2012-2013 Preseason Players Statistic
P.J. Tucker,PHX,6,87.4,26,11,25,.440,0,0,.000,4,6,.667,5,17,22,5,7,0,5,8,NBA 2012-2013 Preseason Players Statistic
Alando Tucker,MIL,4,12.7,5,2,3,.667,0,1,.000,1,2,.500,1,1,2,0,0,0,0,1,NBA 2012-2013 Preseason Players Statistic
Giorgos Tsiaras,EA7,1,0.4,0,0,0,.000,0,0,.000,0,0,.000,0,0,0,0,0,0,0,0,NBA 2012-2013 Preseason Players Statistic
Ante Tomic,FCB,1,30.9,12,4,9,.444,0,0,.000,4,4,1.000,4,6,10,2,1,2,2,4,NBA 2012-2013 Preseason Players Statistic
Anthony Tolliver,ATL,7,131.5,57,19,44,.432,9,19,.474,10,12,.833,8,16,24,7,4,1,4,11,NBA 2012-2013 Preseason Players Statistic
Marko Todorovic,FCB,1,15.8,2,1,3,.333,0,1,.000,0,0,.000,2,3,5,0,2,0,1,2,NBA 2012-2013 Preseason Players Statistic
Jamaal Tinsley,UTA,6,118.2,21,9,26,.346,3,11,.273,0,0,.000,3,9,12,29,8,1,10,9,NBA 2012-2013 Preseason Players Statistic
Marcus Thornton,SAC,7,180.9,97,33,73,.452,10,30,.333,21,24,.875,5,17,22,8,12,2,6,11,NBA 2012-2013 Preseason Players Statistic
Hank Thorns,LAC,5,16.8,6,3,7,.429,0,1,.000,0,0,.000,1,1,2,1,0,0,4,1,NBA 2012-2013 Preseason Players Statistic
Tristan Thompson,CLE,7,145.6,57,23,46,.500,0,0,.000,11,22,.500,17,26,43,1,4,10,10,15,NBA 2012-2013 Preseason Players Statistic
Mychel Thompson,NYK,6,97.3,28,11,36,.306,3,15,.200,3,3,1.000,3,16,19,5,4,1,2,5,NBA 2012-2013 Preseason Players Statistic
Klay Thompson,GSW,8,222.4,112,41,94,.436,20,41,.488,10,15,.667,3,25,28,19,9,6,18,19,NBA 2012-2013 Preseason Players Statistic
Jason Thompson,SAC,7,168.3,64,24,52,.462,0,0,.000,16,20,.800,13,24,37,8,4,6,7,24,NBA 2012-2013 Preseason Players Statistic
Hollis Thompson,OKC,3,28.8,8,4,10,.400,0,2,.000,0,0,.000,3,3,6,0,0,0,3,5,NBA 2012-2013 Preseason Players Statistic
Deon Thompson,ALB,1,34.7,20,10,19,.526,0,0,.000,0,2,.000,2,3,5,0,4,1,1,1,NBA 2012-2013 Preseason Players Statistic
Tyrus Thomas,CHA,6,118.4,41,16,35,.457,0,0,.000,9,16,.563,6,20,26,4,4,4,9,19,NBA 2012-2013 Preseason Players Statistic
