Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Haywoode Workman,MIL,3,53.0,13,4,11,.364,0,3,.000,5,6,.833,1,2,3,7,3,0,7,7,NBA 1998-1999 Playoffs Players Statistic
Corliss Williamson,SAC,5,130.0,53,23,40,.575,0,0,.000,7,10,.700,7,9,16,6,2,1,6,13,NBA 1998-1999 Playoffs Players Statistic
Walt Williams,POR,13,185.0,63,21,58,.362,13,32,.406,8,14,.571,5,11,16,11,7,3,11,27,NBA 1998-1999 Playoffs Players Statistic
Jerome Williams,DET,5,123.0,31,12,27,.444,0,0,.000,7,9,.778,12,20,32,4,4,0,4,7,NBA 1998-1999 Playoffs Players Statistic
Jason Williams,SAC,5,163.0,50,16,45,.356,9,29,.310,9,9,1.000,2,16,18,20,8,1,13,15,NBA 1998-1999 Playoffs Players Statistic
Herb Williams,NYK,8,16.0,2,1,5,.200,0,0,.000,0,0,.000,0,3,3,0,0,0,0,3,NBA 1998-1999 Playoffs Players Statistic
Dominique Wilkins,ORL,1,3.0,2,1,2,.500,0,0,.000,0,0,.000,0,0,0,0,0,0,0,0,NBA 1998-1999 Playoffs Players Statistic
Mark West,ATL,9,68.0,8,3,10,.300,0,0,.000,2,4,.500,3,6,9,2,2,1,6,14,NBA 1998-1999 Playoffs Players Statistic
Chris Webber,SAC,5,192.0,74,31,80,.388,2,7,.286,10,25,.400,13,34,47,20,9,5,20,20,NBA 1998-1999 Playoffs Players Statistic
Clarence Weatherspoon,MIA,5,112.0,29,9,26,.346,0,0,.000,11,17,.647,4,17,21,2,7,1,3,8,NBA 1998-1999 Playoffs Players Statistic
Charlie Ward,NYK,20,494.0,92,34,93,.366,18,56,.321,6,8,.750,12,34,46,75,35,3,24,45,NBA 1998-1999 Playoffs Players Statistic
Rex Walters,MIA,3,13.0,0,0,3,.000,0,2,.000,0,0,.000,0,0,0,4,0,0,0,0,NBA 1998-1999 Playoffs Players Statistic
Rasheed Wallace,POR,13,468.0,193,75,146,.514,1,9,.111,42,58,.724,17,46,63,20,20,11,16,50,NBA 1998-1999 Playoffs Players Statistic
Loy Vaught,DET,2,15.0,4,2,4,.500,0,0,.000,0,0,.000,0,1,1,0,1,0,0,1,NBA 1998-1999 Playoffs Players Statistic
Jacque Vaughn,UTA,2,6.0,3,1,2,.500,1,1,1.000,0,0,.000,0,0,0,2,0,0,0,2,NBA 1998-1999 Playoffs Players Statistic
Robert Traylor,MIL,3,45.0,16,7,9,.778,0,0,.000,2,4,.500,6,6,12,2,2,4,4,15,NBA 1998-1999 Playoffs Players Statistic
Tim Thomas,MIL,3,60.0,23,8,18,.444,0,2,.000,7,12,.583,4,8,12,1,1,1,5,11,NBA 1998-1999 Playoffs Players Statistic
Kurt Thomas,NYK,20,419.0,106,45,118,.381,0,0,.000,16,23,.696,38,72,110,7,15,12,19,76,NBA 1998-1999 Playoffs Players Statistic
Derek Strong,ORL,1,16.0,4,1,2,.500,0,0,.000,2,2,1.000,0,0,0,0,1,0,1,2,NBA 1998-1999 Playoffs Players Statistic
Mark Strickland,MIA,2,8.0,4,1,2,.500,0,0,.000,2,2,1.000,1,2,3,0,1,0,1,0,NBA 1998-1999 Playoffs Players Statistic
Damon Stoudamire,POR,13,403.0,132,49,129,.380,10,22,.455,24,34,.706,7,34,41,73,8,1,38,31,NBA 1998-1999 Playoffs Players Statistic
Peja Stojakovic,SAC,5,108.0,24,9,26,.346,3,14,.214,3,3,1.000,12,7,19,2,3,0,6,7,NBA 1998-1999 Playoffs Players Statistic
John Stockton,UTA,11,352.0,122,42,105,.400,4,12,.333,34,46,.739,11,25,36,92,18,1,31,32,NBA 1998-1999 Playoffs Players Statistic
Jerry Stackhouse,DET,5,124.0,50,18,46,.391,2,8,.250,12,14,.857,3,5,8,6,2,1,10,11,NBA 1998-1999 Playoffs Players Statistic
Latrell Sprewell,NYK,20,743.0,407,145,346,.419,4,25,.160,113,133,.850,24,72,96,43,19,6,58,40,NBA 1998-1999 Playoffs Players Statistic
Eric Snow,PHI,8,306.0,99,37,88,.420,3,13,.231,22,27,.815,3,30,33,57,8,1,25,26,NBA 1998-1999 Playoffs Players Statistic
Rik Smits,IND,13,293.0,153,67,147,.456,0,0,.000,19,20,.950,16,49,65,9,6,15,25,51,NBA 1998-1999 Playoffs Players Statistic
Steve Smith,ATL,9,356.0,156,54,153,.353,9,33,.273,39,43,.907,14,17,31,30,14,2,21,32,NBA 1998-1999 Playoffs Players Statistic
Joe Smith,MIN,4,120.0,30,11,37,.297,0,0,.000,8,11,.727,10,16,26,5,2,8,5,15,NBA 1998-1999 Playoffs Players Statistic
Jeff Sheppard,ATL,4,12.0,0,0,3,.000,0,0,.000,0,0,.000,2,0,2,2,1,0,0,0,NBA 1998-1999 Playoffs Players Statistic
Malik Sealy,MIN,4,70.0,20,8,23,.348,0,0,.000,4,5,.800,2,4,6,3,1,1,2,4,NBA 1998-1999 Playoffs Players Statistic
Danny Schayes,ORL,1,8.0,0,0,1,.000,0,0,.000,0,0,.000,0,0,0,0,0,0,0,0,NBA 1998-1999 Playoffs Players Statistic
Arvydas Sabonis,POR,13,392.0,130,45,113,.398,1,5,.200,39,43,.907,12,102,114,29,15,15,19,35,NBA 1998-1999 Playoffs Players Statistic
Bryon Russell,UTA,11,387.0,133,49,115,.426,9,36,.250,26,36,.722,17,50,67,13,20,2,11,37,NBA 1998-1999 Playoffs Players Statistic
Malik Rose,SAS,17,194.0,46,14,38,.368,0,0,.000,18,26,.692,17,22,39,3,7,4,10,52,NBA 1998-1999 Playoffs Players Statistic
Jalen Rose,IND,13,355.0,158,61,138,.442,8,23,.348,28,34,.824,11,20,31,32,13,5,25,39,NBA 1998-1999 Playoffs Players Statistic
Sean Rooks,LAL,7,48.0,9,2,6,.333,0,0,.000,5,6,.833,1,1,2,3,0,1,1,13,NBA 1998-1999 Playoffs Players Statistic
James Robinson,MIN,4,10.0,3,1,4,.250,1,3,.333,0,0,.000,0,1,1,0,0,0,3,3,NBA 1998-1999 Playoffs Players Statistic
Glenn Robinson,MIL,3,118.0,62,21,51,.412,4,8,.500,16,18,.889,4,21,25,5,3,2,10,5,NBA 1998-1999 Playoffs Players Statistic
David Robinson,SAS,17,600.0,265,87,180,.483,0,0,.000,91,126,.722,36,132,168,43,28,40,40,61,NBA 1998-1999 Playoffs Players Statistic
Cliff Robinson,PHX,3,117.0,47,19,40,.475,2,9,.222,7,11,.636,7,9,16,8,6,1,7,12,NBA 1998-1999 Playoffs Players Statistic
Stanley Roberts,HOU,3,20.0,1,0,6,.000,0,0,.000,1,2,.500,0,3,3,0,0,4,0,5,NBA 1998-1999 Playoffs Players Statistic
J.R. Rider,POR,13,426.0,214,70,163,.429,11,26,.423,63,71,.887,17,33,50,31,11,0,33,30,NBA 1998-1999 Playoffs Players Statistic
Glen Rice,LAL,7,307.0,128,45,101,.446,10,28,.357,28,29,.966,4,23,27,11,5,1,9,15,NBA 1998-1999 Playoffs Players Statistic
J.R. Reid,LAL,8,178.0,26,10,28,.357,0,0,.000,6,8,.750,9,33,42,3,4,5,2,33,NBA 1998-1999 Playoffs Players Statistic
Don Reid,DET,4,21.0,4,2,3,.667,0,0,.000,0,0,.000,2,2,4,1,0,0,0,2,NBA 1998-1999 Playoffs Players Statistic
Theo Ratliff,PHI,7,204.0,51,20,43,.465,0,0,.000,11,19,.579,23,28,51,6,5,18,7,19,NBA 1998-1999 Playoffs Players Statistic
Brent Price,HOU,4,98.0,33,11,24,.458,5,14,.357,6,6,1.000,3,5,8,14,4,1,6,5,NBA 1998-1999 Playoffs Players Statistic
Terry Porter,MIA,5,139.0,45,15,32,.469,3,12,.250,12,15,.800,3,16,19,15,3,0,8,8,NBA 1998-1999 Playoffs Players Statistic
