Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Ivica Zubac,LAL,38,608.5,284,126,238,.529,0,3,.000,32,49,.653,41,118,159,30,14,33,30,66,NBA 2016-2017 Regular_Season Players Statistic
Paul Zipser,CHI,44,843.4,240,88,221,.398,33,99,.333,31,40,.775,15,110,125,36,15,16,40,78,NBA 2016-2017 Regular_Season Players Statistic
Stephen Zimmerman,ORL,19,107.8,23,10,31,.323,0,0,.000,3,5,.600,11,24,35,4,2,5,3,17,NBA 2016-2017 Regular_Season Players Statistic
Tyler Zeller,BOS,51,524.7,178,78,158,.494,0,1,.000,22,39,.564,43,81,124,42,7,21,20,61,NBA 2016-2017 Regular_Season Players Statistic
Cody Zeller,CHA,62,"1,725.5",639,253,443,.571,0,1,.000,133,196,.679,135,270,405,99,62,58,65,189,NBA 2016-2017 Regular_Season Players Statistic
Thaddeus Young,IND,74,"2,236.7",814,362,687,.527,45,118,.381,45,86,.523,131,317,448,122,113,29,96,135,NBA 2016-2017 Regular_Season Players Statistic
Nick Young,LAL,60,"1,556.3",791,272,633,.430,170,421,.404,77,90,.856,25,113,138,58,37,14,36,137,NBA 2016-2017 Regular_Season Players Statistic
Joe Young,IND,33,135.2,68,26,72,.361,5,23,.217,11,15,.733,1,16,17,15,4,0,5,5,NBA 2016-2017 Regular_Season Players Statistic
James Young,BOS,29,220.1,68,25,58,.431,12,35,.343,6,9,.667,6,20,26,4,10,2,4,15,NBA 2016-2017 Regular_Season Players Statistic
Delon Wright,TOR,27,446.5,150,49,116,.422,10,30,.333,42,55,.764,16,32,48,57,27,11,25,31,NBA 2016-2017 Regular_Season Players Statistic
Brandan Wright,MEM,28,446.9,189,83,135,.615,0,1,.000,23,35,.657,31,47,78,15,11,20,10,42,NBA 2016-2017 Regular_Season Players Statistic
Metta World Peace,LAL,25,160.3,57,19,68,.279,9,38,.237,10,16,.625,5,15,20,11,10,2,7,18,NBA 2016-2017 Regular_Season Players Statistic
Christian Wood,CHA,13,107.0,35,12,23,.522,0,5,.000,11,15,.733,14,15,29,2,3,6,7,11,NBA 2016-2017 Regular_Season Players Statistic
Jeff Withey,UTA,51,432.4,146,55,103,.534,0,1,.000,36,48,.750,52,69,121,7,16,32,14,52,NBA 2016-2017 Regular_Season Players Statistic
Justise Winslow,MIA,18,625.3,196,80,225,.356,7,35,.200,29,47,.617,23,71,94,66,27,6,33,52,NBA 2016-2017 Regular_Season Players Statistic
Kyle Wiltjer,HOU,14,43.9,13,4,14,.286,4,13,.308,1,2,.500,4,6,10,2,3,1,5,4,NBA 2016-2017 Regular_Season Players Statistic
Troy Williams,HOU,30,556.6,185,73,167,.437,18,62,.290,21,32,.656,15,54,69,25,27,10,32,60,NBA 2016-2017 Regular_Season Players Statistic
Reggie Williams,NOP,6,79.5,27,8,23,.348,5,11,.455,6,7,.857,2,4,6,4,3,0,0,2,NBA 2016-2017 Regular_Season Players Statistic
Marvin Williams,CHA,76,"2,295.6",849,297,704,.422,124,354,.350,131,150,.873,89,411,500,106,58,53,60,134,NBA 2016-2017 Regular_Season Players Statistic
Lou Williams,HOU,81,"1,993.4","1,421",428,998,.429,163,446,.365,402,457,.880,26,176,202,239,80,20,160,92,NBA 2016-2017 Regular_Season Players Statistic
Derrick Williams,CLE,50,804.5,304,108,244,.443,30,97,.309,58,89,.652,19,111,130,28,14,7,28,60,NBA 2016-2017 Regular_Season Players Statistic
Deron Williams,CLE,64,"1,657.3",701,263,600,.438,85,234,.363,90,109,.826,14,133,147,360,31,8,138,138,NBA 2016-2017 Regular_Season Players Statistic
Alan Williams,PHX,47,707.7,346,138,267,.517,0,1,.000,70,112,.625,94,198,292,23,27,32,37,125,NBA 2016-2017 Regular_Season Players Statistic
C.J. Wilcox,ORL,22,107.7,21,8,31,.258,3,15,.200,2,2,1.000,4,8,12,12,2,1,6,8,NBA 2016-2017 Regular_Season Players Statistic
Andrew Wiggins,MIN,82,"3,048.4","1,933",709,"1,570",.452,103,289,.356,412,542,.760,102,226,328,189,82,30,187,183,NBA 2016-2017 Regular_Season Players Statistic
Hassan Whiteside,MIA,77,"2,513.4","1,309",542,973,.557,0,0,.000,225,358,.628,293,795,"1,088",57,56,161,154,226,NBA 2016-2017 Regular_Season Players Statistic
Isaiah Whitehead,BRK,73,"1,643.5",543,204,508,.402,44,149,.295,91,113,.805,32,152,184,192,42,36,142,175,NBA 2016-2017 Regular_Season Players Statistic
Okaro White,MIA,35,471.2,98,33,87,.379,12,34,.353,20,22,.909,25,57,82,21,10,10,18,52,NBA 2016-2017 Regular_Season Players Statistic
Russell Westbrook,OKC,81,"2,801.7","2,558",824,"1,941",.425,200,583,.343,710,840,.845,137,727,864,840,132,31,438,190,NBA 2016-2017 Regular_Season Players Statistic
David West,GSW,68,854.1,316,135,252,.536,3,8,.375,43,56,.768,47,156,203,151,42,48,78,105,NBA 2016-2017 Regular_Season Players Statistic
Briante Weber,CHA,20,205.0,62,25,60,.417,1,10,.100,11,16,.688,8,18,26,21,12,1,8,16,NBA 2016-2017 Regular_Season Players Statistic
C.J. Watson,ORL,62,"1,012.3",281,96,248,.387,32,105,.305,57,66,.864,16,73,89,114,43,2,47,84,NBA 2016-2017 Regular_Season Players Statistic
T.J. Warren,PHX,66,"2,048.0",951,403,814,.495,26,98,.265,119,154,.773,125,214,339,75,76,39,57,175,NBA 2016-2017 Regular_Season Players Statistic
John Wall,WAS,78,"2,835.5","1,805",647,"1,435",.451,89,272,.327,422,527,.801,59,267,326,831,157,49,322,151,NBA 2016-2017 Regular_Season Players Statistic
