Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Tom Workman,WAS,20,95.0,56,19,40,.475,-,-,-,18,23,.783,-,-,25,3,-,-,-,17,NBA 1967-1968 Regular_Season Players Statistic
Jiff Wilson,SEA,77,"1,236.0",467,179,498,.359,-,-,-,109,155,.703,-,-,470,56,-,-,-,218,NBA 1967-1968 Regular_Season Players Statistic
Art Williams,SDR,79,"1,739.0",643,265,718,.369,-,-,-,113,165,.685,-,-,286,391,-,-,-,204,NBA 1967-1968 Regular_Season Players Statistic
Lenny Wilkens,STH,82,"3,169.0","1,638",546,"1,246",.438,-,-,-,546,711,.768,-,-,438,679,-,-,-,255,NBA 1967-1968 Regular_Season Players Statistic
Ken Wilburn,CHI,3,26.0,11,5,9,.556,-,-,-,1,4,.250,-,-,10,2,-,-,-,4,NBA 1967-1968 Regular_Season Players Statistic
John Wetzel,LAL,38,434.0,139,52,119,.437,-,-,-,35,46,.761,-,-,84,51,-,-,-,55,NBA 1967-1968 Regular_Season Players Statistic
Roland West,WAS,4,14.0,4,2,5,.400,-,-,-,0,0,.000,-,-,5,0,-,-,-,3,NBA 1967-1968 Regular_Season Players Statistic
Jerry West,LAL,51,"1,919.0","1,343",476,926,.514,-,-,-,391,482,.811,-,-,294,310,-,-,-,152,NBA 1967-1968 Regular_Season Players Statistic
Walt Wesley,CIN,66,918.0,452,188,404,.465,-,-,-,76,152,.500,-,-,281,34,-,-,-,168,NBA 1967-1968 Regular_Season Players Statistic
Rick Weitzman,BOS,25,75.0,33,12,46,.261,-,-,-,9,13,.692,-,-,10,8,-,-,-,8,NBA 1967-1968 Regular_Season Players Statistic
Bob Weiss,SEA,82,"1,614.0",803,295,686,.430,-,-,-,213,254,.839,-,-,150,342,-,-,-,137,NBA 1967-1968 Regular_Season Players Statistic
Jim Washington,CHI,82,"2,525.0","1,023",418,915,.457,-,-,-,187,274,.682,-,-,825,113,-,-,-,233,NBA 1967-1968 Regular_Season Players Statistic
Bob Warlick,GSW,69,"1,320.0",611,257,610,.421,-,-,-,97,171,.567,-,-,264,159,-,-,-,164,NBA 1967-1968 Regular_Season Players Statistic
Jim Ware,SDR,30,228.0,73,25,97,.258,-,-,-,23,34,.676,-,-,77,7,-,-,-,28,NBA 1967-1968 Regular_Season Players Statistic
Jimmy Walker,DET,81,"1,585.0",712,289,733,.394,-,-,-,134,175,.766,-,-,135,226,-,-,-,204,NBA 1967-1968 Regular_Season Players Statistic
Chet Walker,PHI,82,"2,623.0","1,465",539,"1,172",.460,-,-,-,387,533,.726,-,-,607,157,-,-,-,252,NBA 1967-1968 Regular_Season Players Statistic
