Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Brian Winters,MIL,9,240.0,89,36,84,.429,3,11,.273,14,17,.824,7,15,22,32,6,4,17,22,NBA 1982-1983 Playoffs Players Statistic
Sly Williams,NYK,5,82.0,36,16,41,.390,1,1,1.000,3,3,1.000,10,11,21,6,3,1,12,4,NBA 1982-1983 Playoffs Players Statistic
Rob Williams,DEN,7,134.0,57,24,54,.444,2,3,.667,7,7,1.000,2,11,13,37,8,1,19,27,NBA 1982-1983 Playoffs Players Statistic
Gus Williams,SEA,2,81.0,65,26,47,.553,0,2,.000,13,15,.867,4,3,7,8,5,0,6,5,NBA 1982-1983 Playoffs Players Statistic
Buck Williams,NJN,2,85.0,38,11,22,.500,0,0,.000,16,20,.800,9,14,23,4,2,2,5,12,NBA 1982-1983 Playoffs Players Statistic
Dominique Wilkins,ATL,3,109.0,47,17,42,.405,1,1,1.000,12,14,.857,8,7,15,1,2,1,10,9,NBA 1982-1983 Playoffs Players Statistic
Jamaal Wilkes,LAL,15,589.0,299,136,273,.498,0,2,.000,27,44,.614,42,48,90,51,20,11,33,51,NBA 1982-1983 Playoffs Players Statistic
Rory White,PHX,3,40.0,16,7,14,.500,0,1,.000,2,4,.500,1,9,10,0,0,0,1,4,NBA 1982-1983 Playoffs Players Statistic
Paul Westphal,NYK,6,156.0,57,22,50,.440,3,8,.375,10,13,.769,0,8,8,34,2,2,9,13,NBA 1982-1983 Playoffs Players Statistic
Scott Wedman,BOS,6,66.0,29,14,24,.583,0,2,.000,1,2,.500,3,11,14,0,1,0,4,11,NBA 1982-1983 Playoffs Players Statistic
Marvin Webster,NYK,6,115.0,28,7,18,.389,0,0,.000,14,22,.636,13,15,28,3,0,7,4,18,NBA 1982-1983 Playoffs Players Statistic
Foots Walker,NJN,2,36.0,7,2,6,.333,0,0,.000,3,3,1.000,0,0,0,11,0,0,2,1,NBA 1982-1983 Playoffs Players Statistic
Danny Vranes,SEA,2,56.0,12,6,17,.353,0,0,.000,0,0,.000,9,10,19,1,0,1,1,7,NBA 1982-1983 Playoffs Players Statistic
Kiki Vandeweghe,DEN,8,317.0,214,87,160,.544,0,4,.000,40,50,.800,6,46,52,32,4,7,12,16,NBA 1982-1983 Playoffs Players Statistic
Darnell Valentine,POR,7,205.0,85,34,80,.425,1,2,.500,16,21,.762,5,10,15,61,10,3,19,21,NBA 1982-1983 Playoffs Players Statistic
Trent Tucker,NYK,6,85.0,26,9,15,.600,1,2,.500,7,10,.700,2,7,9,5,2,0,2,7,NBA 1982-1983 Playoffs Players Statistic
