Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
John Windsor,GSW,11,68.0,27,10,27,.370,-,-,-,7,8,.875,-,-,26,2,-,-,-,13,NBA 1963-1964 Regular_Season Players Statistic
Lenny Wilkens,STH,78,"2,526.0",938,334,808,.413,-,-,-,270,365,.740,-,-,335,359,-,-,-,287,NBA 1963-1964 Regular_Season Players Statistic
Gene Wiley,LAL,78,"1,510.0",337,146,273,.535,-,-,-,45,75,.600,-,-,510,44,-,-,-,225,NBA 1963-1964 Regular_Season Players Statistic
Hubie White,PHI,23,196.0,79,31,105,.295,-,-,-,17,28,.607,-,-,42,12,-,-,-,28,NBA 1963-1964 Regular_Season Players Statistic
Jerry West,LAL,72,"2,906.0","2,064",740,"1,529",.484,-,-,-,584,702,.832,-,-,433,403,-,-,-,200,NBA 1963-1964 Regular_Season Players Statistic
Ben Warley,PHI,79,"1,740.0",650,215,494,.435,-,-,-,220,305,.721,-,-,619,71,-,-,-,274,NBA 1963-1964 Regular_Season Players Statistic
Gerry Ward,STH,24,139.0,43,16,53,.302,-,-,-,11,17,.647,-,-,21,21,-,-,-,26,NBA 1963-1964 Regular_Season Players Statistic
Chet Walker,PHI,76,"2,775.0","1,314",492,"1,118",.440,-,-,-,330,464,.711,-,-,784,124,-,-,-,232,NBA 1963-1964 Regular_Season Players Statistic
Chico Vaughn,STH,68,"1,340.0",583,238,538,.442,-,-,-,107,148,.723,-,-,126,129,-,-,-,166,NBA 1963-1964 Regular_Season Players Statistic
Jack Twyman,CIN,68,"1,996.0","1,083",447,993,.450,-,-,-,189,228,.829,-,-,364,137,-,-,-,267,NBA 1963-1964 Regular_Season Players Statistic
Gene Tormohlen,STH,51,640.0,210,94,250,.376,-,-,-,22,46,.478,-,-,216,50,-,-,-,128,NBA 1963-1964 Regular_Season Players Statistic
Nate Thurmond,GSW,76,"1,966.0",533,219,554,.395,-,-,-,95,173,.549,-,-,790,86,-,-,-,184,NBA 1963-1964 Regular_Season Players Statistic
Rod Thorn,WAS,75,"2,594.0","1,080",411,"1,015",.405,-,-,-,258,353,.731,-,-,360,281,-,-,-,187,NBA 1963-1964 Regular_Season Players Statistic
Tom Thacker,CIN,48,457.0,132,53,181,.293,-,-,-,26,53,.491,-,-,115,51,-,-,-,51,NBA 1963-1964 Regular_Season Players Statistic
Roger Strickland,WAS,1,4.0,2,1,3,.333,-,-,-,0,0,.000,-,-,0,0,-,-,-,1,NBA 1963-1964 Regular_Season Players Statistic
Larry Staverman,CIN,60,674.0,265,98,212,.462,-,-,-,69,90,.767,-,-,176,32,-,-,-,118,NBA 1963-1964 Regular_Season Players Statistic
Adrian Smith,CIN,66,"1,524.0",622,234,576,.406,-,-,-,154,197,.782,-,-,147,145,-,-,-,164,NBA 1963-1964 Regular_Season Players Statistic
Larry Siegfried,BOS,31,261.0,101,35,110,.318,-,-,-,31,39,.795,-,-,51,40,-,-,-,33,NBA 1963-1964 Regular_Season Players Statistic
Gene Shue,WAS,47,963.0,198,81,276,.293,-,-,-,36,61,.590,-,-,94,150,-,-,-,98,NBA 1963-1964 Regular_Season Players Statistic
Lee Shaffer,PHI,41,"1,013.0",536,217,587,.370,-,-,-,102,133,.767,-,-,205,36,-,-,-,116,NBA 1963-1964 Regular_Season Players Statistic
Frank Selvy,LAL,73,"1,286.0",398,160,423,.378,-,-,-,78,122,.639,-,-,139,149,-,-,-,115,NBA 1963-1964 Regular_Season Players Statistic
Kenny Sears,GSW,51,519.0,170,53,120,.442,-,-,-,64,79,.810,-,-,94,42,-,-,-,71,NBA 1963-1964 Regular_Season Players Statistic
Ray Scott,DET,80,"2,964.0","1,406",539,"1,307",.412,-,-,-,328,456,.719,-,-,"1,078",244,-,-,-,296,NBA 1963-1964 Regular_Season Players Statistic
Dolph Schayes,PHI,24,350.0,134,44,143,.308,-,-,-,46,57,.807,-,-,110,48,-,-,-,76,NBA 1963-1964 Regular_Season Players Statistic
Satch Sanders,BOS,80,"2,370.0",911,349,836,.417,-,-,-,213,280,.761,-,-,667,102,-,-,-,277,NBA 1963-1964 Regular_Season Players Statistic
Bill Russell,BOS,78,"3,482.0","1,168",466,"1,077",.433,-,-,-,236,429,.550,-,-,"1,930",370,-,-,-,190,NBA 1963-1964 Regular_Season Players Statistic
John Rudometkin,NYK,52,696.0,395,154,326,.472,-,-,-,87,116,.750,-,-,164,26,-,-,-,86,NBA 1963-1964 Regular_Season Players Statistic
Ken Rohloff,STH,2,7.0,0,0,1,.000,-,-,-,0,0,.000,-,-,0,1,-,-,-,4,NBA 1963-1964 Regular_Season Players Statistic
Guy Rodgers,GSW,79,"2,695.0",872,337,923,.365,-,-,-,198,280,.707,-,-,328,556,-,-,-,245,NBA 1963-1964 Regular_Season Players Statistic
Oscar Robertson,CIN,79,"3,559.0","2,480",840,"1,740",.483,-,-,-,800,938,.853,-,-,783,868,-,-,-,280,NBA 1963-1964 Regular_Season Players Statistic
Hub Reed,LAL,46,386.0,76,33,91,.363,-,-,-,10,15,.667,-,-,107,23,-,-,-,73,NBA 1963-1964 Regular_Season Players Statistic
Frank Ramsey,BOS,75,"1,227.0",648,226,604,.374,-,-,-,196,233,.841,-,-,223,81,-,-,-,245,NBA 1963-1964 Regular_Season Players Statistic
Gary Phillips,GSW,66,"2,010.0",658,256,691,.370,-,-,-,146,218,.670,-,-,248,203,-,-,-,245,NBA 1963-1964 Regular_Season Players Statistic
Bob Pettit,STH,80,"3,296.0","2,190",791,"1,708",.463,-,-,-,608,771,.789,-,-,"1,224",259,-,-,-,300,NBA 1963-1964 Regular_Season Players Statistic
Mel Peterson,WAS,2,3.0,2,1,1,1.000,-,-,-,0,0,.000,-,-,1,0,-,-,-,2,NBA 1963-1964 Regular_Season Players Statistic
Bud Olsen,CIN,49,513.0,202,85,210,.405,-,-,-,32,57,.561,-,-,149,29,-,-,-,78,NBA 1963-1964 Regular_Season Players Statistic
Don Ohl,DET,71,"2,366.0","1,225",500,"1,224",.408,-,-,-,225,331,.680,-,-,180,225,-,-,-,219,NBA 1963-1964 Regular_Season Players Statistic
Bevo Nordmann,STH,19,259.0,63,27,66,.409,-,-,-,9,19,.474,-,-,65,5,-,-,-,51,NBA 1963-1964 Regular_Season Players Statistic
Paul Neumann,PHI,74,"1,973.0",858,324,732,.443,-,-,-,210,266,.789,-,-,246,291,-,-,-,211,NBA 1963-1964 Regular_Season Players Statistic
Don Nelson,LAL,80,"1,406.0",419,135,323,.418,-,-,-,149,201,.741,-,-,323,76,-,-,-,181,NBA 1963-1964 Regular_Season Players Statistic
Willie Naulls,BOS,78,"1,409.0",767,321,769,.417,-,-,-,125,157,.796,-,-,356,64,-,-,-,208,NBA 1963-1964 Regular_Season Players Statistic
Jackie Moreland,DET,78,"1,780.0",708,272,639,.426,-,-,-,164,210,.781,-,-,405,121,-,-,-,268,NBA 1963-1964 Regular_Season Players Statistic
Eddie Miles,DET,60,811.0,324,131,371,.353,-,-,-,62,87,.713,-,-,95,58,-,-,-,92,NBA 1963-1964 Regular_Season Players Statistic
Tom Meschery,GSW,80,"2,422.0","1,079",436,951,.458,-,-,-,207,295,.702,-,-,612,149,-,-,-,288,NBA 1963-1964 Regular_Season Players Statistic
Bill McGill,NYK,74,"1,784.0","1,116",456,937,.487,-,-,-,204,282,.723,-,-,414,121,-,-,-,217,NBA 1963-1964 Regular_Season Players Statistic
Johnny McCarthy,BOS,28,206.0,37,16,48,.333,-,-,-,5,13,.385,-,-,35,24,-,-,-,42,NBA 1963-1964 Regular_Season Players Statistic
Jerry Lucas,CIN,79,"3,273.0","1,400",545,"1,035",.527,-,-,-,310,398,.779,-,-,"1,375",204,-,-,-,300,NBA 1963-1964 Regular_Season Players Statistic
Clyde Lovellette,BOS,45,437.0,301,128,305,.420,-,-,-,45,57,.789,-,-,126,24,-,-,-,100,NBA 1963-1964 Regular_Season Players Statistic
