Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Ivica Zubac,LAL,8,167.3,87,32,68,.471,0,2,.000,23,32,.719,9,34,43,6,2,9,13,24,NBA 2017-2018 Summer_League Players Statistic
Paul Zipser,CHI,1,29.7,10,3,11,.273,1,6,.167,3,4,.750,0,5,5,2,0,0,2,5,NBA 2017-2018 Summer_League Players Statistic
Rade Zagorac,MEM,6,124.9,32,11,28,.393,4,14,.286,6,8,.750,9,20,29,2,4,0,11,10,NBA 2017-2018 Summer_League Players Statistic
Mike Young,WAS,5,109.7,47,16,48,.333,1,7,.143,14,17,.824,5,14,19,3,4,3,5,12,NBA 2017-2018 Summer_League Players Statistic
Joe Young,IND,4,107.3,52,17,34,.500,5,10,.500,13,16,.813,1,7,8,23,1,0,14,6,NBA 2017-2018 Summer_League Players Statistic
James Young,NOP,6,115.4,51,17,43,.395,7,25,.280,10,16,.625,2,13,15,6,4,0,7,11,NBA 2017-2018 Summer_League Players Statistic
Kyle Wiltjer,LAC,4,42.5,23,9,24,.375,2,10,.200,3,3,1.000,3,6,9,1,1,3,2,2,NBA 2017-2018 Summer_League Players Statistic
Jamil Wilson,LAC,5,81.8,54,22,28,.786,10,16,.625,0,0,.000,5,17,22,8,4,2,7,12,NBA 2017-2018 Summer_League Players Statistic
D.J. Wilson,MIL,5,126.3,59,23,60,.383,6,22,.273,7,8,.875,7,20,27,7,4,7,4,12,NBA 2017-2018 Summer_League Players Statistic
Derek Willis,DET,4,44.4,14,5,14,.357,2,8,.250,2,2,1.000,1,7,8,5,4,0,4,6,NBA 2017-2018 Summer_League Players Statistic
Troy Williams,HOU,5,134.5,110,34,75,.453,12,36,.333,30,38,.789,1,15,16,8,11,3,13,22,NBA 2017-2018 Summer_League Players Statistic
T.J. Williams,CLE,5,123.7,61,19,55,.345,2,8,.250,21,25,.840,2,10,12,11,8,0,13,4,NBA 2017-2018 Summer_League Players Statistic
Jacorey Williams,GSW,4,32.5,10,4,12,.333,0,0,.000,2,4,.500,2,8,10,2,2,1,2,5,NBA 2017-2018 Summer_League Players Statistic
Darrell Williams,GSW,3,16.4,10,3,10,.300,0,0,.000,4,9,.444,5,1,6,0,2,1,2,2,NBA 2017-2018 Summer_League Players Statistic
C.J. Williams,MIN,5,128.4,54,18,47,.383,4,20,.200,14,17,.824,2,12,14,6,4,2,4,10,NBA 2017-2018 Summer_League Players Statistic
Amir Williams,MEM,5,34.1,10,3,7,.429,0,0,.000,4,4,1.000,2,4,6,0,2,3,2,6,NBA 2017-2018 Summer_League Players Statistic
Jake Wiley,BRK,4,62.4,10,2,10,.200,0,5,.000,6,7,.857,5,13,18,3,1,2,5,5,NBA 2017-2018 Summer_League Players Statistic
Isaiah Whitehead,BRK,5,116.8,66,25,57,.439,5,17,.294,11,18,.611,4,19,23,15,4,0,7,9,NBA 2017-2018 Summer_League Players Statistic
Andrew White,CLE,5,63.1,35,12,33,.364,7,14,.500,4,5,.800,2,10,12,2,2,0,6,10,NBA 2017-2018 Summer_League Players Statistic
Dez Wells,DET,4,51.1,13,5,13,.385,2,4,.500,1,2,.500,2,5,7,5,3,0,1,4,NBA 2017-2018 Summer_League Players Statistic
Tai Webster,GSW,5,57.3,12,6,14,.429,0,3,.000,0,0,.000,2,2,4,6,2,1,4,8,NBA 2017-2018 Summer_League Players Statistic
Corey Webster,DAL,6,117.4,37,14,35,.400,7,21,.333,2,2,1.000,2,12,14,9,8,0,4,5,NBA 2017-2018 Summer_League Players Statistic
Briante Weber,CHA,5,136.4,58,22,52,.423,1,8,.125,13,16,.813,4,16,20,14,14,1,11,15,NBA 2017-2018 Summer_League Players Statistic
Travis Wear,LAL,8,135.2,63,24,60,.400,12,30,.400,3,7,.429,5,26,31,8,3,5,5,21,NBA 2017-2018 Summer_League Players Statistic
