Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
George Zidek,DEN,52,376.0,143,49,118,.415,0,2,.000,45,57,.789,35,51,86,14,5,3,27,61,NBA 1996-1997 Regular_Season Players Statistic
Sharone Wright,TOR,60,"1,009.0",390,161,403,.400,0,1,.000,68,133,.511,79,107,186,28,15,50,93,146,NBA 1996-1997 Regular_Season Players Statistic
Lorenzen Wright,LAC,77,"1,936.0",561,236,491,.481,1,4,.250,88,150,.587,206,265,471,49,48,60,79,211,NBA 1996-1997 Regular_Season Players Statistic
Haywoode Workman,IND,4,81.0,22,11,20,.550,0,3,.000,0,1,.000,4,3,7,11,3,0,5,10,NBA 1996-1997 Regular_Season Players Statistic
David Wood,MIL,46,240.0,57,20,38,.526,5,15,.333,12,18,.667,5,22,27,13,7,6,6,36,NBA 1996-1997 Regular_Season Players Statistic
Joe Wolf,MIL,56,525.0,95,40,89,.449,1,7,.143,14,19,.737,32,80,112,20,14,11,14,105,NBA 1996-1997 Regular_Season Players Statistic
Dontonio Wingfield,POR,47,569.0,211,79,193,.409,26,77,.338,27,40,.675,63,74,137,45,15,6,49,101,NBA 1996-1997 Regular_Season Players Statistic
David Wingate,SEA,65,929.0,236,89,214,.416,25,71,.352,33,40,.825,23,51,74,80,44,5,37,108,NBA 1996-1997 Regular_Season Players Statistic
Kevin Willis,HOU,75,"1,964.0",842,350,728,.481,2,14,.143,140,202,.693,146,415,561,71,42,30,119,216,NBA 1996-1997 Regular_Season Players Statistic
Corliss Williamson,SAC,79,"1,992.0",915,371,745,.498,0,3,.000,173,251,.689,139,187,326,124,60,49,157,263,NBA 1996-1997 Regular_Season Players Statistic
Walt Williams,TOR,73,"2,649.0","1,199",419,982,.427,175,437,.400,186,243,.765,103,264,367,197,97,62,174,282,NBA 1996-1997 Regular_Season Players Statistic
Scott Williams,PHI,62,"1,317.0",362,162,318,.509,0,2,.000,38,55,.691,155,242,397,41,44,41,50,206,NBA 1996-1997 Regular_Season Players Statistic
Reggie Williams,NJN,13,200.0,76,29,76,.382,9,34,.265,9,12,.750,5,26,31,10,8,4,12,33,NBA 1996-1997 Regular_Season Players Statistic
Monty Williams,SAS,65,"1,345.0",588,234,460,.509,0,1,.000,120,186,.645,98,108,206,91,55,52,116,161,NBA 1996-1997 Regular_Season Players Statistic
Lorenzo Williams,WAS,19,264.0,45,20,31,.645,0,0,.000,5,7,.714,28,41,69,4,6,8,18,49,NBA 1996-1997 Regular_Season Players Statistic
Jerome Williams,DET,33,177.0,49,20,51,.392,0,0,.000,9,17,.529,22,28,50,7,13,1,13,18,NBA 1996-1997 Regular_Season Players Statistic
Jayson Williams,NJN,41,"1,432.0",550,221,540,.409,0,4,.000,108,183,.590,242,311,553,51,24,36,82,158,NBA 1996-1997 Regular_Season Players Statistic
Hot Rod Williams,PHX,68,"2,137.0",541,204,416,.490,0,2,.000,133,198,.672,178,384,562,100,67,88,66,176,NBA 1996-1997 Regular_Season Players Statistic
Herb Williams,NYK,21,183.0,39,18,46,.391,0,1,.000,3,4,.750,9,22,31,5,4,5,5,18,NBA 1996-1997 Regular_Season Players Statistic
Eric Williams,BOS,72,"2,435.0","1,078",374,820,.456,2,8,.250,328,436,.752,126,203,329,129,72,13,139,213,NBA 1996-1997 Regular_Season Players Statistic
Buck Williams,NYK,74,"1,496.0",465,175,326,.537,0,1,.000,115,179,.642,166,231,397,53,40,38,79,204,NBA 1996-1997 Regular_Season Players Statistic
Aaron Williams,VAN,33,563.0,203,85,148,.574,0,1,.000,33,49,.673,62,81,143,15,16,29,32,72,NBA 1996-1997 Regular_Season Players Statistic
