Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Will Yoakum,CHI,2,17.5,0,0,4,.000,0,4,.000,0,0,.000,0,2,2,2,0,0,1,1,NBA 2023-2024 Summer_League Players Statistic
Kok Yat,MIN,3,7.9,0,0,3,.000,0,1,.000,0,0,.000,0,2,2,0,0,0,0,1,NBA 2023-2024 Summer_League Players Statistic
Moses Wright,TOR,3,30.9,11,5,10,.500,0,2,.000,1,2,.500,2,4,6,0,3,2,4,9,NBA 2023-2024 Summer_League Players Statistic
McKinley Wright IV,DAL,2,34.4,17,7,13,.538,1,3,.333,2,3,.667,0,2,2,4,1,0,7,4,NBA 2023-2024 Summer_League Players Statistic
Robert Woodard II,IND,3,66.3,15,6,23,.261,1,9,.111,2,4,.500,4,18,22,7,0,1,3,6,NBA 2023-2024 Summer_League Players Statistic
Isaiah Wong,IND,5,87.4,59,19,42,.452,8,20,.400,13,19,.684,3,4,7,13,1,2,11,18,NBA 2023-2024 Summer_League Players Statistic
James Wiseman,DET,2,52.3,33,13,27,.481,1,4,.250,6,11,.545,10,11,21,2,0,2,4,6,NBA 2023-2024 Summer_League Players Statistic
Jalen Wilson,BRK,5,150.0,88,24,55,.436,11,24,.458,29,37,.784,15,24,39,13,5,3,6,14,NBA 2023-2024 Summer_League Players Statistic
D.J. Wilson,ORL,4,90.4,32,12,30,.400,1,9,.111,7,13,.538,7,14,21,8,4,12,6,11,NBA 2023-2024 Summer_League Players Statistic
Trevion Williams,MIN,5,64.0,16,6,19,.316,0,4,.000,4,4,1.000,5,10,15,8,1,2,8,8,NBA 2023-2024 Summer_League Players Statistic
"Nate Williams, Jr.",POR,4,36.7,12,5,8,.625,0,0,.000,2,2,1.000,4,7,11,1,0,1,6,2,NBA 2023-2024 Summer_League Players Statistic
Jalen Williams,OKC,1,21.6,21,8,14,.571,3,5,.600,2,3,.667,1,3,4,2,0,1,2,0,NBA 2023-2024 Summer_League Players Statistic
Donovan Williams,WAS,4,70.7,29,10,25,.400,1,8,.125,8,12,.667,4,8,12,6,1,0,3,12,NBA 2023-2024 Summer_League Players Statistic
Bryson Williams,LAC,5,78.1,33,14,32,.438,0,5,.000,5,7,.714,3,11,14,6,2,2,7,9,NBA 2023-2024 Summer_League Players Statistic
Brandon Williams,MIN,4,96.5,69,24,46,.522,5,16,.313,16,22,.727,1,6,7,14,6,0,6,7,NBA 2023-2024 Summer_League Players Statistic
Lindell Wigginton,MIL,2,37.9,26,8,15,.533,5,7,.714,5,5,1.000,1,4,5,3,3,0,7,8,NBA 2023-2024 Summer_League Players Statistic
Joe Wieskamp,TOR,4,95.5,54,15,35,.429,6,22,.273,18,21,.857,0,6,6,1,1,4,4,11,NBA 2023-2024 Summer_League Players Statistic
Cam Whitmore,HOU,6,185.8,116,46,103,.447,14,49,.286,10,16,.625,6,25,31,12,15,3,14,8,NBA 2023-2024 Summer_League Players Statistic
Fabian White,CLE,6,66.0,25,11,23,.478,2,8,.250,1,3,.333,1,13,14,3,2,4,2,11,NBA 2023-2024 Summer_League Players Statistic
Phillip Wheeler,MIN,4,37.6,14,3,8,.375,0,3,.000,8,13,.615,2,6,8,1,1,1,3,1,NBA 2023-2024 Summer_League Players Statistic
Victor Wembanyama,SAS,2,54.4,36,11,27,.407,3,10,.300,11,16,.688,4,16,20,3,1,8,6,5,NBA 2023-2024 Summer_League Players Statistic
Quinndary Weatherspoon,ORL,5,101.8,44,17,44,.386,4,10,.400,6,8,.750,4,17,21,14,13,1,19,11,NBA 2023-2024 Summer_League Players Statistic
Peyton Watson,DEN,2,62.4,38,12,23,.522,1,5,.200,13,16,.813,2,5,7,2,3,3,7,11,NBA 2023-2024 Summer_League Players Statistic
"TyTy Washington, Jr.",OKC,2,38.6,12,6,12,.500,0,3,.000,0,0,.000,0,5,5,3,0,0,3,2,NBA 2023-2024 Summer_League Players Statistic
Jordan Walsh,BOS,5,133.8,80,27,64,.422,11,27,.407,15,19,.789,3,18,21,8,5,1,9,16,NBA 2023-2024 Summer_League Players Statistic
Keaton Wallace,LAC,3,48.2,21,8,20,.400,3,10,.300,2,2,1.000,1,4,5,9,3,0,2,8,NBA 2023-2024 Summer_League Players Statistic
Cason Wallace,OKC,5,133.7,55,18,52,.346,12,31,.387,7,11,.636,4,9,13,13,7,1,14,15,NBA 2023-2024 Summer_League Players Statistic
Jordan Walker,DAL,4,62.8,52,17,44,.386,13,27,.481,5,7,.714,1,6,7,14,5,0,4,2,NBA 2023-2024 Summer_League Players Statistic
Jarace Walker,IND,4,120.4,57,24,70,.343,5,28,.179,4,9,.444,5,26,31,13,5,5,9,13,NBA 2023-2024 Summer_League Players Statistic
Jabari Walker,POR,5,116.4,60,25,44,.568,6,12,.500,4,6,.667,7,34,41,8,4,1,7,16,NBA 2023-2024 Summer_League Players Statistic
Sam Waardenburg,MIN,1,1.9,2,0,1,.000,0,0,.000,2,2,1.000,1,0,1,0,0,0,0,1,NBA 2023-2024 Summer_League Players Statistic
Tristan Vukcevic,WAS,4,91.4,47,15,39,.385,4,17,.235,13,15,.867,8,18,26,5,4,4,9,10,NBA 2023-2024 Summer_League Players Statistic
Chandler Vaudrin,DAL,2,27.3,6,3,4,.750,0,0,.000,0,0,.000,1,1,2,1,1,0,1,5,NBA 2023-2024 Summer_League Players Statistic
Dejan Vasiljevic,WAS,3,38.0,22,7,20,.350,5,13,.385,3,3,1.000,2,4,6,2,0,0,1,0,NBA 2023-2024 Summer_League Players Statistic
Vincent Valerio-Bodon,BOS,1,25.2,13,4,8,.500,2,4,.500,3,3,1.000,1,5,6,3,0,1,6,2,NBA 2023-2024 Summer_League Players Statistic
Jordan Usher,PHX,4,86.1,40,16,33,.485,4,15,.267,4,5,.800,4,10,14,10,8,0,6,12,NBA 2023-2024 Summer_League Players Statistic
Stanley Umude,DET,5,99.1,33,13,34,.382,5,21,.238,2,3,.667,4,19,23,3,3,5,8,10,NBA 2023-2024 Summer_League Players Statistic
Hunter Tyson,DEN,5,144.1,104,33,61,.541,18,36,.500,20,23,.870,4,26,30,9,4,3,7,9,NBA 2023-2024 Summer_League Players Statistic
Oscar Tshiebwe,IND,5,65.3,32,13,19,.684,0,0,.000,6,12,.500,12,22,34,4,1,2,3,12,NBA 2023-2024 Summer_League Players Statistic
Luke Travers,CLE,6,160.8,45,19,39,.487,3,12,.250,4,5,.800,10,28,38,12,5,13,10,5,NBA 2023-2024 Summer_League Players Statistic
Au'Diese Toney,ORL,3,75.0,12,4,15,.267,0,3,.000,4,4,1.000,5,11,16,4,4,6,2,5,NBA 2023-2024 Summer_League Players Statistic
Drew Timme,MIL,4,37.2,17,7,15,.467,1,3,.333,2,4,.500,5,5,10,3,1,1,5,4,NBA 2023-2024 Summer_League Players Statistic
Ethan Thompson,IND,3,40.0,25,9,20,.450,1,5,.200,6,7,.857,2,4,6,7,4,0,5,4,NBA 2023-2024 Summer_League Players Statistic
Ausar Thompson,DET,4,116.7,54,20,43,.465,3,11,.273,11,17,.647,8,32,40,14,9,7,11,10,NBA 2023-2024 Summer_League Players Statistic
Amen Thompson,HOU,1,28.4,16,6,13,.462,1,1,1.000,3,4,.750,2,2,4,5,3,4,2,4,NBA 2023-2024 Summer_League Players Statistic
Brodric Thomas,LAC,5,102.5,42,16,33,.485,5,18,.278,5,7,.714,4,8,12,6,3,3,6,17,NBA 2023-2024 Summer_League Players Statistic
Dalen Terry,CHI,5,147.2,63,22,65,.338,8,23,.348,11,15,.733,6,19,25,18,9,4,8,20,NBA 2023-2024 Summer_League Players Statistic
Anthony Tarke,MIL,2,7.9,2,1,2,.500,0,1,.000,0,2,.000,1,0,1,0,1,0,1,3,NBA 2023-2024 Summer_League Players Statistic
Amar Sylla,DET,3,26.9,6,3,6,.500,0,0,.000,0,0,.000,6,7,13,3,1,0,1,4,NBA 2023-2024 Summer_League Players Statistic
Keifer Sykes,DET,4,51.8,17,6,10,.600,2,4,.500,3,4,.750,0,5,5,9,4,0,8,10,NBA 2023-2024 Summer_League Players Statistic
Justice Sueing,OKC,2,30.6,10,5,9,.556,0,2,.000,0,0,.000,4,4,8,1,2,2,1,4,NBA 2023-2024 Summer_League Players Statistic
Julian Strawther,DEN,5,144.8,91,28,70,.400,16,47,.340,19,25,.760,2,21,23,9,4,2,3,6,NBA 2023-2024 Summer_League Players Statistic
D.J. Stewart,WAS,4,64.5,23,9,17,.529,1,5,.200,4,8,.500,2,7,9,1,1,2,0,5,NBA 2023-2024 Summer_League Players Statistic
Cassius Stanley,DEN,4,42.7,26,5,12,.417,1,4,.250,15,17,.882,1,10,11,2,4,2,4,5,NBA 2023-2024 Summer_League Players Statistic
Kai Sotto,ORL,2,21.5,6,3,10,.300,0,2,.000,0,0,.000,2,4,6,2,0,4,4,2,NBA 2023-2024 Summer_League Players Statistic
Mark Smith,DEN,4,35.1,3,1,11,.091,0,6,.000,1,2,.500,2,8,10,2,0,0,3,1,NBA 2023-2024 Summer_League Players Statistic
Malachi Smith,POR,2,18.9,1,0,3,.000,0,1,.000,1,2,.500,0,3,3,2,1,0,5,4,NBA 2023-2024 Summer_League Players Statistic
"Jabari Smith, Jr.",HOU,2,64.4,71,21,43,.488,6,18,.333,23,27,.852,3,11,14,8,1,2,5,9,NBA 2023-2024 Summer_League Players Statistic
Dmytro Skapintsev,NYK,5,86.5,37,15,30,.500,1,7,.143,6,10,.600,14,19,33,13,2,9,8,12,NBA 2023-2024 Summer_League Players Statistic
