Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Zeke Zawoluk,PHI,71,"1,795.0",592,203,540,.376,-,-,-,186,230,.809,-,-,330,99,-,-,-,220,NBA 1953-1954 Regular_Season Players Statistic
Max Zaslofsky,FWP,65,"1,881.0",811,278,756,.368,-,-,-,255,357,.714,-,-,160,154,-,-,-,142,NBA 1953-1954 Regular_Season Players Statistic
George Yardley,FWP,63,"1,489.0",564,209,492,.425,-,-,-,146,205,.712,-,-,407,99,-,-,-,166,NBA 1953-1954 Regular_Season Players Statistic
Mark Workman,BAL,14,151.0,56,25,60,.417,-,-,-,6,10,.600,-,-,37,7,-,-,-,31,NBA 1953-1954 Regular_Season Players Statistic
Bobby Wanzer,ROR,72,"2,538.0",958,322,835,.386,-,-,-,314,428,.734,-,-,392,254,-,-,-,171,NBA 1953-1954 Regular_Season Players Statistic
Isaac Walthour,MIL,4,30.0,2,1,6,.167,-,-,-,0,0,.000,-,-,1,2,-,-,-,6,NBA 1953-1954 Regular_Season Players Statistic
Paul Walther,PHI,64,"2,067.0",421,138,392,.352,-,-,-,145,206,.704,-,-,257,220,-,-,-,199,NBA 1953-1954 Regular_Season Players Statistic
Ernie Vandeweghe,NYK,15,271.0,99,37,103,.359,-,-,-,25,31,.806,-,-,20,29,-,-,-,38,NBA 1953-1954 Regular_Season Players Statistic
Hal Uplinger,BAL,23,268.0,86,33,94,.351,-,-,-,20,22,.909,-,-,31,26,-,-,-,42,NBA 1953-1954 Regular_Season Players Statistic
Bill Tosheff,MIL,71,"1,825.0",492,168,578,.291,-,-,-,156,210,.743,-,-,163,196,-,-,-,207,NBA 1953-1954 Regular_Season Players Statistic
Norm Swanson,ROR,63,611.0,100,31,137,.226,-,-,-,38,64,.594,-,-,110,33,-,-,-,91,NBA 1953-1954 Regular_Season Players Statistic
Dick Surhoff,MIL,32,358.0,133,43,129,.333,-,-,-,47,62,.758,-,-,69,23,-,-,-,53,NBA 1953-1954 Regular_Season Players Statistic
Don Sunderlage,MIL,68,"2,232.0",760,254,748,.340,-,-,-,252,337,.748,-,-,225,187,-,-,-,263,NBA 1953-1954 Regular_Season Players Statistic
Odie Spears,ROR,72,"1,633.0",551,184,505,.364,-,-,-,183,238,.769,-,-,310,109,-,-,-,211,NBA 1953-1954 Regular_Season Players Statistic
Joe Smyth,BAL,40,495.0,131,48,138,.348,-,-,-,35,65,.538,-,-,98,49,-,-,-,53,NBA 1953-1954 Regular_Season Players Statistic
Ed Smith,NYK,12,127.0,35,14,49,.286,-,-,-,7,13,.538,-,-,32,10,-,-,-,17,NBA 1953-1954 Regular_Season Players Statistic
Whitey Skoog,MIN,71,"1,877.0",496,212,530,.400,-,-,-,72,97,.742,-,-,224,179,-,-,-,234,NBA 1953-1954 Regular_Season Players Statistic
Zeke Sinicola,FWP,9,33.0,11,4,16,.250,-,-,-,3,6,.500,-,-,1,3,-,-,-,8,NBA 1953-1954 Regular_Season Players Statistic
Connie Simmons,NYK,72,"2,006.0",720,255,713,.358,-,-,-,210,305,.689,-,-,484,128,-,-,-,234,NBA 1953-1954 Regular_Season Players Statistic
Bill Sharman,BOS,72,"2,467.0","1,155",412,915,.450,-,-,-,331,392,.844,-,-,255,229,-,-,-,211,NBA 1953-1954 Regular_Season Players Statistic
Charlie Share,MIL,68,"1,576.0",564,188,493,.381,-,-,-,188,275,.684,-,-,555,80,-,-,-,210,NBA 1953-1954 Regular_Season Players Statistic
Paul Seymour,SYR,71,"2,727.0",931,316,838,.377,-,-,-,299,368,.813,-,-,291,364,-,-,-,187,NBA 1953-1954 Regular_Season Players Statistic
George Senesky,PHI,58,771.0,111,41,119,.345,-,-,-,29,53,.547,-,-,66,84,-,-,-,79,NBA 1953-1954 Regular_Season Players Statistic
Fred Scolari,FWP,64,"1,589.0",462,159,491,.324,-,-,-,144,180,.800,-,-,139,131,-,-,-,155,NBA 1953-1954 Regular_Season Players Statistic
Dick Schnittker,MIN,71,"1,040.0",330,122,307,.397,-,-,-,86,132,.652,-,-,178,59,-,-,-,178,NBA 1953-1954 Regular_Season Players Statistic
Dolph Schayes,SYR,72,"2,655.0","1,228",370,973,.380,-,-,-,488,590,.827,-,-,870,214,-,-,-,232,NBA 1953-1954 Regular_Season Players Statistic
Fred Schaus,NYK,67,"1,515.0",475,161,415,.388,-,-,-,153,195,.785,-,-,267,109,-,-,-,176,NBA 1953-1954 Regular_Season Players Statistic
Pep Saul,MIN,71,"1,805.0",452,162,467,.347,-,-,-,128,170,.753,-,-,159,139,-,-,-,149,NBA 1953-1954 Regular_Season Players Statistic
Al Roges,BAL,67,"1,937.0",570,220,614,.358,-,-,-,130,179,.726,-,-,213,160,-,-,-,177,NBA 1953-1954 Regular_Season Players Statistic
Arnie Risen,ROR,72,"2,385.0",949,321,872,.368,-,-,-,307,430,.714,-,-,728,120,-,-,-,284,NBA 1953-1954 Regular_Season Players Statistic
Frank Reddout,ROR,7,18.0,13,5,6,.833,-,-,-,3,4,.750,-,-,9,0,-,-,-,6,NBA 1953-1954 Regular_Season Players Statistic
Connie Rea,BAL,20,154.0,23,9,43,.209,-,-,-,5,16,.313,-,-,31,16,-,-,-,13,NBA 1953-1954 Regular_Season Players Statistic
George Ratkovicz,MIL,69,"2,170.0",570,197,501,.393,-,-,-,176,273,.645,-,-,523,154,-,-,-,255,NBA 1953-1954 Regular_Season Players Statistic
Jim Pollard,MIN,71,"2,483.0",831,326,882,.370,-,-,-,179,230,.778,-,-,500,214,-,-,-,161,NBA 1953-1954 Regular_Season Players Statistic
Andy Phillip,FWP,71,"2,705.0",751,255,680,.375,-,-,-,241,330,.730,-,-,265,449,-,-,-,204,NBA 1953-1954 Regular_Season Players Statistic
James Phelan,PHI,4,33.0,3,0,6,.000,-,-,-,3,6,.500,-,-,5,2,-,-,-,9,NBA 1953-1954 Regular_Season Players Statistic
Bob Peterson,MIL,8,60.0,15,3,10,.300,-,-,-,9,11,.818,-,-,12,3,-,-,-,15,NBA 1953-1954 Regular_Season Players Statistic
Wally Osterkorn,SYR,70,"2,164.0",615,203,586,.346,-,-,-,209,361,.579,-,-,487,151,-,-,-,209,NBA 1953-1954 Regular_Season Players Statistic
Mike Novak,SYR,5,24.0,1,0,7,.000,-,-,-,1,2,.500,-,-,2,2,-,-,-,9,NBA 1953-1954 Regular_Season Players Statistic
Paul Nolen,BAL,1,2.0,0,0,1,.000,-,-,-,0,0,.000,-,-,1,0,-,-,-,1,NBA 1953-1954 Regular_Season Players Statistic
Jack Nichols,BOS,75,"1,607.0",439,163,528,.309,-,-,-,113,152,.743,-,-,363,104,-,-,-,187,NBA 1953-1954 Regular_Season Players Statistic
Jim Neal,SYR,67,899.0,312,117,369,.317,-,-,-,78,132,.591,-,-,257,24,-,-,-,139,NBA 1953-1954 Regular_Season Players Statistic
Ken Murray,FWP,49,528.0,149,53,195,.272,-,-,-,43,60,.717,-,-,65,56,-,-,-,60,NBA 1953-1954 Regular_Season Players Statistic
Jack Molinas,FWP,32,958.0,370,114,292,.390,-,-,-,142,187,.759,-,-,228,51,-,-,-,83,NBA 1953-1954 Regular_Season Players Statistic
Eddie Miller,BAL,72,"1,657.0",719,244,600,.407,-,-,-,231,317,.729,-,-,537,95,-,-,-,194,NBA 1953-1954 Regular_Season Players Statistic
Vern Mikkelsen,MIN,72,"2,247.0",797,288,771,.374,-,-,-,221,298,.742,-,-,615,119,-,-,-,264,NBA 1953-1954 Regular_Season Players Statistic
George Mikan,MIN,72,"2,362.0","1,306",441,"1,160",.380,-,-,-,424,546,.777,-,-,"1,028",174,-,-,-,268,NBA 1953-1954 Regular_Season Players Statistic
Ed Mikan,BOS,9,71.0,21,8,24,.333,-,-,-,5,9,.556,-,-,20,3,-,-,-,15,NBA 1953-1954 Regular_Season Players Statistic
Monk Meineke,FWP,71,"1,466.0",406,135,393,.344,-,-,-,136,169,.805,-,-,372,81,-,-,-,214,NBA 1953-1954 Regular_Season Players Statistic
Jack McMahon,ROR,71,"1,891.0",711,250,691,.362,-,-,-,211,303,.696,-,-,211,238,-,-,-,221,NBA 1953-1954 Regular_Season Players Statistic
Dick McGuire,NYK,68,"2,343.0",622,201,493,.408,-,-,-,220,345,.638,-,-,310,354,-,-,-,199,NBA 1953-1954 Regular_Season Players Statistic
Al McGuire,NYK,64,849.0,174,58,177,.328,-,-,-,58,133,.436,-,-,121,103,-,-,-,144,NBA 1953-1954 Regular_Season Players Statistic
Al Masino,SYR,27,181.0,82,26,62,.419,-,-,-,30,49,.612,-,-,28,22,-,-,-,44,NBA 1953-1954 Regular_Season Players Statistic
Slater Martin,MIN,69,"2,472.0",684,254,654,.388,-,-,-,176,243,.724,-,-,166,253,-,-,-,198,NBA 1953-1954 Regular_Season Players Statistic
Mo Mahoney,BAL,2,11.0,0,0,2,.000,-,-,-,0,0,.000,-,-,2,1,-,-,-,0,NBA 1953-1954 Regular_Season Players Statistic
Ed Macauley,BOS,71,"2,792.0","1,344",462,950,.486,-,-,-,420,554,.758,-,-,571,271,-,-,-,168,NBA 1953-1954 Regular_Season Players Statistic
Jim Luisi,BAL,31,367.0,89,31,95,.326,-,-,-,27,41,.659,-,-,25,35,-,-,-,45,NBA 1953-1954 Regular_Season Players Statistic
Clyde Lovellette,MIN,72,"1,255.0",588,237,560,.423,-,-,-,114,164,.695,-,-,419,51,-,-,-,210,NBA 1953-1954 Regular_Season Players Statistic
Don Lofgran,MIL,21,380.0,102,35,112,.313,-,-,-,32,49,.653,-,-,64,26,-,-,-,34,NBA 1953-1954 Regular_Season Players Statistic
Earl Lloyd,SYR,72,"2,206.0",654,249,666,.374,-,-,-,156,209,.746,-,-,529,115,-,-,-,303,NBA 1953-1954 Regular_Season Players Statistic
Bob Lavoy,SYR,68,"1,277.0",364,135,356,.379,-,-,-,94,129,.729,-,-,317,78,-,-,-,215,NBA 1953-1954 Regular_Season Players Statistic
Dick Knostman,SYR,5,47.0,13,3,10,.300,-,-,-,7,11,.636,-,-,17,6,-,-,-,9,NBA 1953-1954 Regular_Season Players Statistic
George King,SYR,72,"2,370.0",817,280,744,.376,-,-,-,257,410,.627,-,-,268,272,-,-,-,179,NBA 1953-1954 Regular_Season Players Statistic
Billy Kenville,SYR,72,"1,405.0",434,149,388,.384,-,-,-,136,182,.747,-,-,247,122,-,-,-,138,NBA 1953-1954 Regular_Season Players Statistic
Neil Johnston,PHI,72,"3,296.0","1,759",591,"1,317",.449,-,-,-,577,772,.747,-,-,797,203,-,-,-,259,NBA 1953-1954 Regular_Season Players Statistic
Mel Hutchins,FWP,72,"2,934.0",741,295,736,.401,-,-,-,151,223,.677,-,-,695,210,-,-,-,229,NBA 1953-1954 Regular_Season Players Statistic
Bob Houbregs,BAL,70,"1,970.0",608,209,562,.372,-,-,-,190,266,.714,-,-,375,123,-,-,-,209,NBA 1953-1954 Regular_Season Players Statistic
Red Holzman,MIL,51,649.0,196,74,224,.330,-,-,-,48,73,.658,-,-,46,75,-,-,-,73,NBA 1953-1954 Regular_Season Players Statistic
Jim Holstein,MIN,70,"1,155.0",240,88,288,.306,-,-,-,64,112,.571,-,-,204,79,-,-,-,140,NBA 1953-1954 Regular_Season Players Statistic
Paul Hoffman,BAL,72,"2,505.0",723,253,761,.332,-,-,-,217,303,.716,-,-,486,285,-,-,-,271,NBA 1953-1954 Regular_Season Players Statistic
Lew Hitch,MIL,72,"2,452.0",575,221,603,.367,-,-,-,133,208,.639,-,-,691,141,-,-,-,176,NBA 1953-1954 Regular_Season Players Statistic
Bob Harrison,MIL,64,"1,443.0",382,144,449,.321,-,-,-,94,158,.595,-,-,130,139,-,-,-,218,NBA 1953-1954 Regular_Season Players Statistic
