Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
Ron Williams,GSW,5,83.0,32,9,31,.290,-,-,-,14,15,.933,-,-,8,10,-,-,-,12,NBA 1971-1972 Playoffs Players Statistic
Art Williams,BOS,11,173.0,65,25,64,.391,-,-,-,15,20,.750,-,-,28,33,-,-,-,30,NBA 1971-1972 Playoffs Players Statistic
Jo Jo White,BOS,11,432.0,258,109,220,.495,-,-,-,40,48,.833,-,-,59,58,-,-,-,31,NBA 1971-1972 Playoffs Players Statistic
Jerry West,LAL,15,608.0,344,128,340,.376,-,-,-,88,106,.830,-,-,73,134,-,-,-,39,NBA 1971-1972 Playoffs Players Statistic
Bob Weiss,CHI,4,119.0,55,24,49,.490,-,-,-,7,8,.875,-,-,13,12,-,-,-,15,NBA 1971-1972 Playoffs Players Statistic
Jim Washington,ATL,6,209.0,65,28,58,.483,-,-,-,9,16,.563,-,-,48,10,-,-,-,20,NBA 1971-1972 Playoffs Players Statistic
Chet Walker,CHI,4,97.0,45,16,38,.421,-,-,-,13,16,.813,-,-,14,4,-,-,-,7,NBA 1971-1972 Playoffs Players Statistic
Norm Van Lier,CHI,4,144.0,56,22,53,.415,-,-,-,12,14,.857,-,-,25,33,-,-,-,15,NBA 1971-1972 Playoffs Players Statistic
Wes Unseld,WAS,6,266.0,74,32,65,.492,-,-,-,10,19,.526,-,-,75,25,-,-,-,22,NBA 1971-1972 Playoffs Players Statistic
Bill Turner,GSW,3,9.0,4,2,2,1.000,-,-,-,0,0,.000,-,-,3,0,-,-,-,0,NBA 1971-1972 Playoffs Players Statistic
John Tresvant,WAS,6,180.0,47,20,48,.417,-,-,-,7,11,.636,-,-,58,6,-,-,-,23,NBA 1971-1972 Playoffs Players Statistic
John Q. Trapp,LAL,10,71.0,20,8,33,.242,-,-,-,4,7,.571,-,-,16,5,-,-,-,9,NBA 1971-1972 Playoffs Players Statistic
George Trapp,ATL,6,66.0,41,19,44,.432,-,-,-,3,8,.375,-,-,18,5,-,-,-,13,NBA 1971-1972 Playoffs Players Statistic
Nate Thurmond,GSW,5,230.0,127,53,122,.434,-,-,-,21,28,.750,-,-,89,26,-,-,-,12,NBA 1971-1972 Playoffs Players Statistic
Dave Stallworth,WAS,6,105.0,33,12,28,.429,-,-,-,9,13,.692,-,-,15,5,-,-,-,14,NBA 1971-1972 Playoffs Players Statistic
Garfield Smith,BOS,4,6.0,2,1,5,.200,-,-,-,0,3,.000,-,-,1,0,-,-,-,1,NBA 1971-1972 Playoffs Players Statistic
Jerry Sloan,CHI,4,170.0,63,26,64,.406,-,-,-,11,19,.579,-,-,35,10,-,-,-,18,NBA 1971-1972 Playoffs Players Statistic
Satch Sanders,BOS,11,186.0,47,17,53,.321,-,-,-,13,21,.619,-,-,26,10,-,-,-,36,NBA 1971-1972 Playoffs Players Statistic
Cazzie Russell,GSW,5,161.0,71,31,63,.492,-,-,-,9,12,.750,-,-,22,9,-,-,-,13,NBA 1971-1972 Playoffs Players Statistic
Flynn Robinson,LAL,7,72.0,45,19,41,.463,-,-,-,7,10,.700,-,-,13,5,-,-,-,13,NBA 1971-1972 Playoffs Players Statistic
Oscar Robertson,MIL,11,380.0,144,57,140,.407,-,-,-,30,36,.833,-,-,64,83,-,-,-,29,NBA 1971-1972 Playoffs Players Statistic
Mike Riordan,WAS,6,161.0,83,33,57,.579,-,-,-,17,21,.810,-,-,15,11,-,-,-,18,NBA 1971-1972 Playoffs Players Statistic
Rich Rinaldi,WAS,3,6.0,2,1,2,.500,-,-,-,0,0,.000,-,-,0,1,-,-,-,3,NBA 1971-1972 Playoffs Players Statistic
Pat Riley,LAL,15,244.0,78,33,99,.333,-,-,-,12,16,.750,-,-,29,14,-,-,-,37,NBA 1971-1972 Playoffs Players Statistic
Clifford Ray,CHI,4,161.0,61,27,51,.529,-,-,-,7,9,.778,-,-,66,16,-,-,-,15,NBA 1971-1972 Playoffs Players Statistic
Luther Rackley,NYK,11,29.0,8,2,14,.143,-,-,-,4,4,1.000,-,-,7,1,-,-,-,7,NBA 1971-1972 Playoffs Players Statistic
Bob Portman,GSW,3,22.0,5,2,12,.167,-,-,-,1,1,1.000,-,-,5,0,-,-,-,5,NBA 1971-1972 Playoffs Players Statistic
Howard Porter,CHI,4,31.0,19,9,21,.429,-,-,-,1,1,1.000,-,-,11,3,-,-,-,3,NBA 1971-1972 Playoffs Players Statistic
Curtis Perry,MIL,11,397.0,104,43,91,.473,-,-,-,18,23,.783,-,-,141,14,-,-,-,45,NBA 1971-1972 Playoffs Players Statistic
Tom Payne,ATL,1,5.0,4,1,1,1.000,-,-,-,2,5,.400,-,-,4,0,-,-,-,1,NBA 1971-1972 Playoffs Players Statistic
Charlie Paulk,NYK,7,13.0,6,3,10,.300,-,-,-,0,0,.000,-,-,5,0,-,-,-,5,NBA 1971-1972 Playoffs Players Statistic
Don Nelson,BOS,11,308.0,145,52,99,.525,-,-,-,41,48,.854,-,-,61,21,-,-,-,30,NBA 1971-1972 Playoffs Players Statistic
Barry Nelson,MIL,2,5.0,0,0,0,.000,-,-,-,0,0,.000,-,-,1,1,-,-,-,1,NBA 1971-1972 Playoffs Players Statistic
Dorie Murrey,WAS,1,1.0,0,0,0,.000,-,-,-,0,0,.000,-,-,0,0,-,-,-,0,NBA 1971-1972 Playoffs Players Statistic
Jeff Mullins,GSW,5,203.0,74,31,72,.431,-,-,-,12,13,.923,-,-,24,29,-,-,-,11,NBA 1971-1972 Playoffs Players Statistic
Rex Morgan,BOS,4,10.0,3,1,7,.143,-,-,-,1,3,.333,-,-,5,0,-,-,-,6,NBA 1971-1972 Playoffs Players Statistic
Earl Monroe,NYK,16,429.0,197,76,185,.411,-,-,-,45,57,.789,-,-,45,47,-,-,-,41,NBA 1971-1972 Playoffs Players Statistic
