Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Title
George Yardley,SYR,73,"2,402.0","1,473",546,"1,205",.453,-,-,-,381,467,.816,-,-,579,122,-,-,-,227,NBA 1959-1960 Regular_Season Players Statistic
Tony Windis,DET,9,193.0,36,16,60,.267,-,-,-,4,6,.667,-,-,47,32,-,-,-,20,NBA 1959-1960 Regular_Season Players Statistic
Win Wilfong,CIN,72,"1,992.0",727,283,764,.370,-,-,-,161,207,.778,-,-,352,265,-,-,-,229,NBA 1959-1960 Regular_Season Players Statistic
Charlie Tyra,NYK,74,"2,033.0",945,406,952,.426,-,-,-,133,189,.704,-,-,598,80,-,-,-,258,NBA 1959-1960 Regular_Season Players Statistic
Jack Twyman,CIN,75,"3,023.0","2,338",870,"2,063",.422,-,-,-,598,762,.785,-,-,664,260,-,-,-,275,NBA 1959-1960 Regular_Season Players Statistic
Wayne Stevens,CIN,8,49.0,13,3,19,.158,-,-,-,7,10,.700,-,-,16,4,-,-,-,4,NBA 1959-1960 Regular_Season Players Statistic
Larry Staverman,CIN,49,479.0,187,70,149,.470,-,-,-,47,64,.734,-,-,180,36,-,-,-,98,NBA 1959-1960 Regular_Season Players Statistic
Guy Sparrow,PHI,11,80.0,30,14,45,.311,-,-,-,2,8,.250,-,-,23,6,-,-,-,20,NBA 1959-1960 Regular_Season Players Statistic
Ron Sobiezczyk,MIN,16,234.0,105,37,108,.343,-,-,-,31,37,.838,-,-,48,21,-,-,-,32,NBA 1959-1960 Regular_Season Players Statistic
Bobby Smith,MIN,10,130.0,37,13,54,.241,-,-,-,11,16,.688,-,-,33,14,-,-,-,10,NBA 1959-1960 Regular_Season Players Statistic
Gene Shue,DET,75,"3,338.0","1,712",620,"1,501",.413,-,-,-,472,541,.872,-,-,409,295,-,-,-,146,NBA 1959-1960 Regular_Season Players Statistic
Bill Sharman,BOS,71,"1,916.0","1,370",559,"1,225",.456,-,-,-,252,291,.866,-,-,262,144,-,-,-,154,NBA 1959-1960 Regular_Season Players Statistic
Charlie Share,MIN,41,651.0,171,59,151,.391,-,-,-,53,80,.663,-,-,221,62,-,-,-,142,NBA 1959-1960 Regular_Season Players Statistic
Paul Seymour,SYR,4,7.0,0,0,4,.000,-,-,-,0,0,.000,-,-,1,0,-,-,-,1,NBA 1959-1960 Regular_Season Players Statistic
Frank Selvy,MIN,62,"1,308.0",563,205,521,.393,-,-,-,153,208,.736,-,-,175,111,-,-,-,101,NBA 1959-1960 Regular_Season Players Statistic
Kenny Sears,NYK,64,"2,099.0","1,187",412,863,.477,-,-,-,363,418,.868,-,-,876,127,-,-,-,191,NBA 1959-1960 Regular_Season Players Statistic
Dolph Schayes,SYR,75,"2,741.0","1,689",578,"1,440",.401,-,-,-,533,597,.893,-,-,959,256,-,-,-,263,NBA 1959-1960 Regular_Season Players Statistic
Woody Sauldsberry,PHI,71,"1,848.0",705,325,974,.334,-,-,-,55,103,.534,-,-,447,112,-,-,-,203,NBA 1959-1960 Regular_Season Players Statistic
Bill Russell,BOS,74,"3,146.0","1,350",555,"1,189",.467,-,-,-,240,392,.612,-,-,"1,778",277,-,-,-,210,NBA 1959-1960 Regular_Season Players Statistic
Joe Ruklick,PHI,39,384.0,196,85,214,.397,-,-,-,26,36,.722,-,-,137,24,-,-,-,70,NBA 1959-1960 Regular_Season Players Statistic
Phil Rollins,CIN,72,"1,235.0",393,158,386,.409,-,-,-,77,127,.606,-,-,180,233,-,-,-,150,NBA 1959-1960 Regular_Season Players Statistic
Guy Rodgers,PHI,68,"2,483.0",787,338,870,.389,-,-,-,111,181,.613,-,-,391,482,-,-,-,196,NBA 1959-1960 Regular_Season Players Statistic
John Richter,BOS,66,808.0,285,113,332,.340,-,-,-,59,117,.504,-,-,312,27,-,-,-,158,NBA 1959-1960 Regular_Season Players Statistic
Hub Reed,CIN,71,"1,820.0",674,270,601,.449,-,-,-,134,184,.728,-,-,614,69,-,-,-,230,NBA 1959-1960 Regular_Season Players Statistic
Jim Ray,SYR,4,21.0,2,1,6,.167,-,-,-,0,0,.000,-,-,0,2,-,-,-,3,NBA 1959-1960 Regular_Season Players Statistic
Frank Ramsey,BOS,73,"2,009.0","1,117",422,"1,062",.397,-,-,-,273,347,.787,-,-,506,137,-,-,-,251,NBA 1959-1960 Regular_Season Players Statistic
Cal Ramsey,NYK,11,195.0,97,39,96,.406,-,-,-,19,33,.576,-,-,66,9,-,-,-,25,NBA 1959-1960 Regular_Season Players Statistic
Dave Piontek,STH,77,"1,833.0",713,292,728,.401,-,-,-,129,202,.639,-,-,461,118,-,-,-,211,NBA 1959-1960 Regular_Season Players Statistic
Bob Pettit,STH,72,"2,896.0","1,882",669,"1,526",.438,-,-,-,544,722,.753,-,-,"1,221",257,-,-,-,204,NBA 1959-1960 Regular_Season Players Statistic
Med Park,CIN,74,"1,849.0",641,226,582,.388,-,-,-,189,260,.727,-,-,301,214,-,-,-,180,NBA 1959-1960 Regular_Season Players Statistic
Jim Palmer,NYK,74,"1,482.0",611,246,574,.429,-,-,-,119,174,.684,-,-,389,70,-,-,-,224,NBA 1959-1960 Regular_Season Players Statistic
Togo Palazzi,SYR,7,70.0,30,13,41,.317,-,-,-,4,8,.500,-,-,14,3,-,-,-,7,NBA 1959-1960 Regular_Season Players Statistic
Chuck Noble,DET,58,"1,621.0",653,276,774,.357,-,-,-,101,138,.732,-,-,201,265,-,-,-,172,NBA 1959-1960 Regular_Season Players Statistic
Willie Naulls,NYK,65,"2,250.0","1,388",551,"1,286",.428,-,-,-,286,342,.836,-,-,921,138,-,-,-,214,NBA 1959-1960 Regular_Season Players Statistic
Shellie McMillon,DET,75,"1,416.0",666,267,627,.426,-,-,-,132,199,.663,-,-,431,49,-,-,-,198,NBA 1959-1960 Regular_Season Players Statistic
Jack McMahon,STH,25,334.0,82,33,93,.355,-,-,-,16,29,.552,-,-,24,49,-,-,-,42,NBA 1959-1960 Regular_Season Players Statistic
Dick McGuire,DET,68,"1,466.0",482,179,402,.445,-,-,-,124,201,.617,-,-,264,358,-,-,-,112,NBA 1959-1960 Regular_Season Players Statistic
Johnny McCarthy,STH,75,"2,383.0",629,240,730,.329,-,-,-,149,226,.659,-,-,301,328,-,-,-,233,NBA 1959-1960 Regular_Season Players Statistic
Brendan McCann,NYK,4,29.0,5,1,10,.100,-,-,-,3,3,1.000,-,-,4,10,-,-,-,2,NBA 1959-1960 Regular_Season Players Statistic
Slater Martin,STH,64,"1,756.0",397,142,383,.371,-,-,-,113,155,.729,-,-,187,330,-,-,-,174,NBA 1959-1960 Regular_Season Players Statistic
Nick Mantis,MIN,10,71.0,21,10,39,.256,-,-,-,1,2,.500,-,-,6,9,-,-,-,8,NBA 1959-1960 Regular_Season Players Statistic
Clyde Lovellette,STH,68,"1,953.0","1,416",550,"1,174",.468,-,-,-,316,385,.821,-,-,721,127,-,-,-,248,NBA 1959-1960 Regular_Season Players Statistic
Jim Loscutoff,BOS,28,536.0,154,66,205,.322,-,-,-,22,36,.611,-,-,108,12,-,-,-,108,NBA 1959-1960 Regular_Season Players Statistic
Earl Lloyd,DET,68,"1,610.0",602,237,665,.356,-,-,-,128,160,.800,-,-,322,89,-,-,-,226,NBA 1959-1960 Regular_Season Players Statistic
Slick Leonard,MIN,73,"2,074.0",598,231,717,.322,-,-,-,136,193,.705,-,-,245,252,-,-,-,171,NBA 1959-1960 Regular_Season Players Statistic
Rudy LaRusso,MIN,71,"2,092.0",975,355,913,.389,-,-,-,265,357,.742,-,-,679,83,-,-,-,222,NBA 1959-1960 Regular_Season Players Statistic
Jim Krebs,MIN,75,"1,269.0",572,237,605,.392,-,-,-,98,136,.721,-,-,327,38,-,-,-,210,NBA 1959-1960 Regular_Season Players Statistic
Maury King,BOS,1,19.0,10,5,8,.625,-,-,-,0,1,.000,-,-,4,2,-,-,-,3,NBA 1959-1960 Regular_Season Players Statistic
Red Kerr,SYR,75,"2,372.0","1,105",436,"1,111",.392,-,-,-,233,310,.752,-,-,913,167,-,-,-,207,NBA 1959-1960 Regular_Season Players Statistic
Billy Kenville,DET,25,365.0,127,47,131,.359,-,-,-,33,41,.805,-,-,71,46,-,-,-,31,NBA 1959-1960 Regular_Season Players Statistic
Phil Jordon,CIN,75,"2,066.0","1,004",381,970,.393,-,-,-,242,338,.716,-,-,624,207,-,-,-,227,NBA 1959-1960 Regular_Season Players Statistic
Sam Jones,BOS,74,"1,512.0",878,355,782,.454,-,-,-,168,220,.764,-,-,375,125,-,-,-,101,NBA 1959-1960 Regular_Season Players Statistic
K.C. Jones,BOS,74,"1,274.0",466,169,414,.408,-,-,-,128,170,.753,-,-,199,189,-,-,-,109,NBA 1959-1960 Regular_Season Players Statistic
Andy Johnson,PHI,75,"1,421.0",615,245,648,.378,-,-,-,125,208,.601,-,-,282,152,-,-,-,196,NBA 1959-1960 Regular_Season Players Statistic
Hot Rod Hundley,MIN,73,"2,279.0",933,365,"1,019",.358,-,-,-,203,273,.744,-,-,390,338,-,-,-,194,NBA 1959-1960 Regular_Season Players Statistic
Bailey Howell,DET,75,"2,346.0","1,332",510,"1,119",.456,-,-,-,312,422,.739,-,-,790,63,-,-,-,282,NBA 1959-1960 Regular_Season Players Statistic
Bob Hopkins,SYR,75,"1,616.0",650,257,660,.389,-,-,-,136,174,.782,-,-,465,55,-,-,-,193,NBA 1959-1960 Regular_Season Players Statistic
Tommy Heinsohn,BOS,75,"2,420.0","1,629",673,"1,590",.423,-,-,-,283,386,.733,-,-,794,171,-,-,-,275,NBA 1959-1960 Regular_Season Players Statistic
Tom Hawkins,MIN,69,"1,467.0",546,220,579,.380,-,-,-,106,164,.646,-,-,428,54,-,-,-,188,NBA 1959-1960 Regular_Season Players Statistic
