Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Zaid Abdul-Aziz,FC,2.0574,106.59420695,24,SEA,61,2,United States,NBA 1970-1971 Players Information
Kareem Abdul-Jabbar,C,2.1844,102.05828325,23,MIL,82,1,United States,NBA 1970-1971 Players Information
Mahdi Abdul-Rahman,G,1.8796,83.91458845000001,28,ATL,82,6,United States,NBA 1970-1971 Players Information
Don Adams,SF,1.9811999999999999,95.2543977,23,SDR,82,0,United States,NBA 1970-1971 Players Information
Rick Adelman,PG,1.8541999999999998,79.37866475,24,POR,81,2,United States,NBA 1970-1971 Players Information
Lucius Allen,PG,1.8796,79.37866475,23,MIL,61,1,United States,NBA 1970-1971 Players Information
Cliff Anderson,G,1.8796,90.718474,26,"CLE, PHL",24,2,United States,NBA 1970-1971 Players Information
Tiny Archibald,PG,1.8541999999999998,68.0388555,22,CIN,82,0,United States,NBA 1970-1971 Players Information
Bob Arnzen,G,1.9558,92.98643585,23,CIN,54,0,United States,NBA 1970-1971 Players Information
Al Attles,PG,1.8288,79.37866475,34,GSW,32,10,United States,NBA 1970-1971 Players Information
Dennis Awtrey,C,2.0827999999999998,106.59420695,23,PHI,70,0,United States,NBA 1970-1971 Players Information
Jim Barnes,FC,2.032,95.2543977,29,WAS,11,6,United States,NBA 1970-1971 Players Information
Dick Barnett,SG,1.9304,86.1825503,34,NYK,82,10,United States,NBA 1970-1971 Players Information
Jim Barnett,GF,1.9304,77.1107029,26,POR,78,4,United States,NBA 1970-1971 Players Information
Moe Barr,G,1.9304,88.45051215000001,26,CIN,31,0,United States,NBA 1970-1971 Players Information
Johnny Baum,F,1.9558,90.718474,24,CHI,60,1,United States,NBA 1970-1971 Players Information
Elgin Baylor,F,1.9558,102.05828325,36,LAL,2,12,United States,NBA 1970-1971 Players Information
Walt Bellamy,C,2.1082,102.05828325,31,ATL,82,9,United States,NBA 1970-1971 Players Information
Dave Bing,G,1.905,81.6466266,27,DET,82,4,United States,NBA 1970-1971 Players Information
Tom Black,C,2.0827999999999998,99.79032140000001,29,"CIN, SEA",70,0,United States,NBA 1970-1971 Players Information
John Block,FC,2.0574,93.89362059,26,SDR,73,4,United States,NBA 1970-1971 Players Information
Tom Boerwinkle,C,2.1336,120.20197805000001,25,CHI,82,2,United States,NBA 1970-1971 Players Information
Bob Boozer,PF,2.032,97.52235955,33,MIL,80,10,United States,NBA 1970-1971 Players Information
Nate Bowman,C,2.0827999999999998,104.32624510000001,27,BUF,43,4,United States,NBA 1970-1971 Players Information
Bill Bradley,GF,1.9558,92.98643585,27,NYK,78,3,United States,NBA 1970-1971 Players Information
Bill Bridges,FC,1.9811999999999999,103.41906036,31,ATL,82,8,United States,NBA 1970-1971 Players Information
Emmette Bryant,PG,1.8541999999999998,79.37866475,32,BUF,73,6,United States,NBA 1970-1971 Players Information
Fred Carter,G,1.905,83.91458845000001,26,WAS,77,1,United States,NBA 1970-1971 Players Information
Wilt Chamberlain,C,2.159,120.20197805000001,34,LAL,82,11,United States,NBA 1970-1971 Players Information
Jerry Chambers,SF,1.9558,83.91458845000001,27,ATL,65,2,United States,NBA 1970-1971 Players Information
Don Chaney,G,1.9558,95.2543977,24,BOS,81,2,United States,NBA 1970-1971 Players Information
Len Chappell,PF,2.032,108.8621688,30,"ATL, CLE",48,8,United States,NBA 1970-1971 Players Information
Bob Christian,C,2.0827999999999998,115.66605435000001,24,ATL,53,0,United States,NBA 1970-1971 Players Information
Archie Clark,G,1.8796,79.37866475,29,PHI,82,4,United States,NBA 1970-1971 Players Information
Barry Clemens,PF,1.9811999999999999,95.2543977,27,SEA,77,5,United States,NBA 1970-1971 Players Information
Jimmy Collins,SG,1.8796,79.37866475,24,CHI,53,0,United States,NBA 1970-1971 Players Information
Joe Cooke,G,1.905,79.37866475,22,CLE,70,0,United States,NBA 1970-1971 Players Information
Mel Counts,FC,2.1336,104.32624510000001,29,PHX,80,6,United States,NBA 1970-1971 Players Information
Dave Cowens,FC,2.0574,104.32624510000001,22,BOS,81,0,United States,NBA 1970-1971 Players Information
Freddie Crawford,SG,1.9304,85.72895793,29,"BUF, PHL",51,4,United States,NBA 1970-1971 Players Information
Pete Cross,FC,2.0574,104.32624510000001,22,SEA,79,0,United States,NBA 1970-1971 Players Information
Billy Cunningham,FC,2.0065999999999997,95.2543977,27,PHI,81,5,United States,NBA 1970-1971 Players Information
Dick Cunningham,C,2.0827999999999998,111.13013065000001,24,MIL,75,2,United States,NBA 1970-1971 Players Information
Bob Dandridge,SF,1.9811999999999999,88.45051215000001,23,MIL,79,1,United States,NBA 1970-1971 Players Information
Jim Davis,C,2.0574,102.05828325,29,ATL,82,4,United States,NBA 1970-1971 Players Information
Mike Davis,G,1.905,83.91458845000001,24,BUF,73,0,United States,NBA 1970-1971 Players Information
Dave DeBusschere,F,1.9811999999999999,99.79032140000001,30,NYK,81,8,United States,NBA 1970-1971 Players Information
Connie Dierking,C,2.0574,100.69750614,34,"CIN, PHL",53,9,United States,NBA 1970-1971 Players Information
Bill Dinwiddie,F,2.0065999999999997,99.79032140000001,27,BOS,61,3,United States,NBA 1970-1971 Players Information
Terry Dischinger,GF,2.0065999999999997,85.72895793,30,DET,64,6,United States,NBA 1970-1971 Players Information
Terry Driscoll,PF,2.0065999999999997,97.52235955,23,DET,70,0,United States,NBA 1970-1971 Players Information
Johnny Egan,PG,1.8034,81.6466266,32,"CLE, SDR",58,9,United States,NBA 1970-1971 Players Information
Joe Ellis,F,1.9811999999999999,79.37866475,26,GSW,80,4,United States,NBA 1970-1971 Players Information
Leroy Ellis,FC,2.0827999999999998,95.2543977,30,POR,74,8,United States,NBA 1970-1971 Players Information
Claude English,,,,24,POR,15,0,United States,NBA 1970-1971 Players Information
Keith Erickson,GF,1.9558,88.45051215000001,26,LAL,72,5,United States,NBA 1970-1971 Players Information
Greg Fillmore,C,2.159,108.8621688,23,NYK,39,0,United States,NBA 1970-1971 Players Information
Hank Finkel,C,2.1336,108.8621688,28,BOS,80,4,United States,NBA 1970-1971 Players Information
Levi Fontaine,SG,1.9304,86.1825503,22,GSW,33,0,United States,NBA 1970-1971 Players Information
Jake Ford,PG,1.905,81.6466266,24,SEA,5,1,United States,NBA 1970-1971 Players Information
Fred Foster,SF,1.9558,95.2543977,24,"CIN, PHL",67,2,United States,NBA 1970-1971 Players Information
Jim Fox,C,2.0827999999999998,104.32624510000001,27,CHI,82,3,United States,NBA 1970-1971 Players Information
Walt Frazier,PG,1.9304,90.718474,25,NYK,80,3,United States,NBA 1970-1971 Players Information
Gary Freeman,PF,2.0574,95.2543977,22,"CLE, MIL",50,0,United States,NBA 1970-1971 Players Information
Dick Garrett,G,1.905,83.91458845000001,24,BUF,74,1,United States,NBA 1970-1971 Players Information
Herm Gilliam,G,1.905,86.1825503,24,BUF,80,1,United States,NBA 1970-1971 Players Information
Walt Gilmore,PF,1.9811999999999999,102.05828325,24,POR,22,0,United States,NBA 1970-1971 Players Information
Gail Goodrich,G,1.8541999999999998,77.1107029,27,LAL,79,5,United States,NBA 1970-1971 Players Information
Bob Greacen,F,2.0065999999999997,92.98643585,23,MIL,2,1,United States,NBA 1970-1971 Players Information
Johnny Green,SF,1.9558,90.718474,37,CIN,75,11,United States,NBA 1970-1971 Players Information
Lamar Green,FC,2.0065999999999997,95.2543977,23,PHX,68,1,United States,NBA 1970-1971 Players Information
Hal Greer,G,1.8796,79.37866475,34,PHI,81,12,United States,NBA 1970-1971 Players Information
Gary Gregor,F,2.0065999999999997,102.05828325,25,POR,44,2,United States,NBA 1970-1971 Players Information
Matt Guokas,GF,1.9558,79.37866475,27,"CHI, PHL",79,4,United States,NBA 1970-1971 Players Information
Happy Hairston,F,2.0065999999999997,102.05828325,28,LAL,80,6,United States,NBA 1970-1971 Players Information
Shaler Halimon,F,1.9558,90.26488163,25,"CHI, POR",79,2,United States,NBA 1970-1971 Players Information
Art Harris,G,1.9304,83.91458845000001,24,PHX,55,2,United States,NBA 1970-1971 Players Information
Clem Haskins,PG,1.905,88.45051215000001,27,PHX,82,3,United States,NBA 1970-1971 Players Information
John Havlicek,GF,1.9558,90.718474,30,BOS,81,6,United States,NBA 1970-1971 Players Information
Connie Hawkins,PF,2.032,95.2543977,28,PHX,71,2,United States,NBA 1970-1971 Players Information
Elvin Hayes,FC,2.0574,106.59420695,25,SDR,82,2,United States,NBA 1970-1971 Players Information
