Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Alex Acker,SG,1.9558,83.91458845000001,26,"DET, LAC",25,1,United States,NBA 2008-2009 Players Information
Hassan Adams,G,1.9304,99.79032140000001,24,TOR,12,1,United States,NBA 2008-2009 Players Information
Arron Afflalo,SG,1.9558,95.2543977,23,DET,74,1,United States,NBA 2008-2009 Players Information
Maurice Ager,F-G,1.9558,91.62565874,25,NJN,20,2,United States,NBA 2008-2009 Players Information
Blake Ahearn,G,1.905,86.1825503,24,SAS,3,1,United States,NBA 2008-2009 Players Information
Alexis Ajinca,C,2.1844,112.49090776,20,CHA,31,0,France,NBA 2008-2009 Players Information
LaMarcus Aldridge,FC,2.1082,120.20197805000001,23,POR,81,2,United States,NBA 2008-2009 Players Information
Joe Alexander,SF,2.032,104.32624510000001,22,MIL,59,0,United StatesIsrael,NBA 2008-2009 Players Information
Malik Allen,F,2.0827999999999998,115.66605435000001,30,MIL,49,8,United States,NBA 2008-2009 Players Information
Ray Allen,SG,1.9558,92.98643585,33,BOS,79,12,United States,NBA 2008-2009 Players Information
Tony Allen,SG,1.9304,96.61517481,27,BOS,46,4,United States,NBA 2008-2009 Players Information
Morris Almond,GF,1.9811999999999999,99.79032140000001,24,UTA,25,1,United States,NBA 2008-2009 Players Information
Rafer Alston,G,1.8796,79.37866475,32,"HOU, ORL",77,9,United States,NBA 2008-2009 Players Information
Lou Amundson,PF,2.0574,99.79032140000001,26,PHX,76,2,United States,NBA 2008-2009 Players Information
Chris Andersen,FC,2.0827999999999998,111.13013065000001,30,DEN,71,5,United States,NBA 2008-2009 Players Information
Ryan Anderson,PF,2.0827999999999998,108.8621688,20,NJN,66,0,United States,NBA 2008-2009 Players Information
Carmelo Anthony,F,2.032,108.8621688,24,DEN,66,5,United States,NBA 2008-2009 Players Information
Joel Anthony,C,2.0574,111.13013065000001,26,MIA,65,1,Canada,NBA 2008-2009 Players Information
Gilbert Arenas,G,1.905,86.63614267,27,WAS,2,7,United States,NBA 2008-2009 Players Information
Trevor Ariza,SF,2.032,97.52235955,23,LAL,82,4,United States,NBA 2008-2009 Players Information
Hilton Armstrong,C,2.1082,106.59420695,24,NOP,70,2,United States,NBA 2008-2009 Players Information
Darrell Arthur,PF,2.0574,106.59420695,20,MEM,76,0,United States,NBA 2008-2009 Players Information
Chucky Atkins,G,1.8034,83.91458845000001,34,"DEN, OKC",32,10,United States,NBA 2008-2009 Players Information
D.J. Augustin,G,1.8288,83.00740371,21,CHA,72,0,United States,NBA 2008-2009 Players Information
Kelenna Azubuike,F-G,1.9558,99.79032140000001,25,GSW,74,2,EnglandNigeria,NBA 2008-2009 Players Information
Renaldo Balkman,F,2.032,94.34721296000001,24,DEN,53,2,United StatesPuerto Rico,NBA 2008-2009 Players Information
Marcus Banks,G,1.8796,90.718474,27,"MIA, TOR",22,5,United States,NBA 2008-2009 Players Information
Leandro Barbosa,G,1.905,87.99691978,26,PHX,70,5,Brazil,NBA 2008-2009 Players Information
J.J. Barea,G,1.778,81.6466266,24,DAL,79,2,Puerto RicoUnited States,NBA 2008-2009 Players Information
Andrea Bargnani,FC,2.1336,111.13013065000001,23,TOR,78,2,Italy,NBA 2008-2009 Players Information
Matt Barnes,GF,2.0065999999999997,102.51187562000001,28,PHX,77,6,United States,NBA 2008-2009 Players Information
Brent Barry,G,2.0065999999999997,95.2543977,37,HOU,56,13,United States,NBA 2008-2009 Players Information
Brandon Bass,PF,2.032,113.3980925,23,DAL,81,3,United States,NBA 2008-2009 Players Information
Maceo Baston,FC,2.1082,104.32624510000001,32,IND,27,4,United States,NBA 2008-2009 Players Information
Tony Battie,PF,2.1082,104.32624510000001,33,ORL,77,11,United States,NBA 2008-2009 Players Information
Shane Battier,F,2.032,99.79032140000001,30,HOU,60,7,United States,NBA 2008-2009 Players Information
Nicolas Batum,F,2.032,104.32624510000001,20,POR,79,0,France,NBA 2008-2009 Players Information
Jerryd Bayless,G,1.905,95.2543977,20,POR,53,0,United States,NBA 2008-2009 Players Information
Michael Beasley,PF,2.0574,106.59420695,20,MIA,81,0,United States,NBA 2008-2009 Players Information
Marco Belinelli,G,1.9558,102.05828325,22,GSW,42,1,Italy,NBA 2008-2009 Players Information
Charlie Bell,G,1.905,90.718474,29,MIL,70,4,United States,NBA 2008-2009 Players Information
Raja Bell,SG,1.9558,92.53284348000001,32,"CHA, PHX",67,9,United States,NBA 2008-2009 Players Information
Mike Bibby,G,1.8796,88.45051215000001,30,ATL,79,10,United States,NBA 2008-2009 Players Information
Andris Biedrins,C,2.1336,113.3980925,22,GSW,62,4,Latvia,NBA 2008-2009 Players Information
Chauncey Billups,G,1.905,95.2543977,32,"DEN, DET",79,11,United States,NBA 2008-2009 Players Information
Steve Blake,G,1.905,78.01788764,29,POR,69,5,United States,NBA 2008-2009 Players Information
Andray Blatche,PF,2.1082,117.9340162,22,WAS,71,3,United StatesPhilippines,NBA 2008-2009 Players Information
Mark Blount,C-F,2.1336,113.3980925,33,MIA,20,9,United States,NBA 2008-2009 Players Information
Keith Bogans,GF,1.9558,97.52235955,28,"MIL, ORL",65,5,United States,NBA 2008-2009 Players Information
Andrew Bogut,C,2.1336,117.9340162,24,MIL,36,3,Australia,NBA 2008-2009 Players Information
Matt Bonner,FC,2.0827999999999998,106.59420695,28,SAS,81,4,United States,NBA 2008-2009 Players Information
Josh Boone,C,2.0827999999999998,107.50139169,24,NJN,62,2,United States,NBA 2008-2009 Players Information
Calvin Booth,C,2.1082,104.32624510000001,32,"MIN, SAC",8,9,United States,NBA 2008-2009 Players Information
Carlos Boozer,PF,2.0574,120.65557042,27,UTA,37,6,GermanyUnited States,NBA 2008-2009 Players Information
Chris Bosh,PF,2.1082,106.59420695,24,TOR,77,5,United States,NBA 2008-2009 Players Information
Bruce Bowen,F,2.0065999999999997,90.718474,37,SAS,80,13,United States,NBA 2008-2009 Players Information
