Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Alaa Abdelnaby,PF,2.0827999999999998,108.8621688,24,"BOS, MIL",75,2,Egypt,NBA 1992-1993 Players Information
Mahmoud Abdul-Rauf,PG,1.8288,73.48196394,23,DEN,81,2,United States,NBA 1992-1993 Players Information
Mark Acres,FC,2.1082,99.79032140000001,30,"HOU, WAS",18,5,United States,NBA 1992-1993 Players Information
Michael Adams,PG,1.778,73.93555631000001,30,WAS,70,7,United States,NBA 1992-1993 Players Information
Rafael Addison,SF,2.0065999999999997,97.52235955,28,NJN,68,2,United States,NBA 1992-1993 Players Information
Mark Aguirre,SF,1.9811999999999999,105.23342984,33,DET,51,11,United States,NBA 1992-1993 Players Information
Danny Ainge,G,1.9304,79.37866475,33,PHX,80,11,United States,NBA 1992-1993 Players Information
Victor Alexander,PF,2.0574,120.20197805000001,23,GSW,72,1,United States,NBA 1992-1993 Players Information
Eric Anderson,F,2.0574,99.79032140000001,22,NYK,16,0,United States,NBA 1992-1993 Players Information
Kenny Anderson,PG,1.8288,76.20351816,22,NJN,55,1,United States,NBA 1992-1993 Players Information
Nick Anderson,GF,1.9811999999999999,103.41906036,25,ORL,79,3,United States,NBA 1992-1993 Players Information
Ron Anderson,GF,2.0065999999999997,97.52235955,34,PHI,69,8,United States,NBA 1992-1993 Players Information
Willie Anderson,SF,2.0065999999999997,86.1825503,26,SAS,38,4,United States,NBA 1992-1993 Players Information
Greg Anthony,PG,1.8288,79.83225712000001,25,NYK,70,1,United States,NBA 1992-1993 Players Information
B.J. Armstrong,G,1.8796,79.37866475,25,CHI,82,3,United States,NBA 1992-1993 Players Information
Vincent Askew,GF,1.9811999999999999,95.2543977,27,"SAC, SEA",73,4,United States,NBA 1992-1993 Players Information
Keith Askins,F,2.0065999999999997,89.35769689,25,MIA,69,2,United States,NBA 1992-1993 Players Information
Stacey Augmon,SF,1.9811999999999999,92.98643585,24,ATL,73,1,United States,NBA 1992-1993 Players Information
Ike Austin,C,2.0827999999999998,115.66605435000001,23,UTA,46,1,United States,NBA 1992-1993 Players Information
Anthony Avent,F,2.0574,106.59420695,23,MIL,82,0,United States,NBA 1992-1993 Players Information
John Bagley,G,1.8288,83.91458845000001,32,BOS,10,10,United States,NBA 1992-1993 Players Information
Thurl Bailey,PF,2.1082,97.52235955,31,MIN,70,9,United States,NBA 1992-1993 Players Information
Steve Bardo,SG,1.9558,86.1825503,24,DAL,23,2,United States,NBA 1992-1993 Players Information
Charles Barkley,PF,1.9811999999999999,114.30527724000001,30,PHX,76,8,United States,NBA 1992-1993 Players Information
Dana Barros,PG,1.8034,74.84274105,25,SEA,69,3,United States,NBA 1992-1993 Players Information
Jon Barry,SG,1.9304,88.45051215000001,23,MIL,47,0,United States,NBA 1992-1993 Players Information
John Battle,G,1.8796,79.37866475,30,CLE,41,7,United States,NBA 1992-1993 Players Information
Kenny Battle,SF,1.9811999999999999,95.2543977,28,BOS,3,3,United States,NBA 1992-1993 Players Information
William Bedford,C,2.1336,102.05828325,30,SAS,16,6,United States,NBA 1992-1993 Players Information
Benoit Benjamin,C,2.1336,113.3980925,28,"LAL, SEA",59,7,United States,NBA 1992-1993 Players Information
Tony Bennett,PG,1.8288,79.37866475,23,CHA,75,0,United States,NBA 1992-1993 Players Information
David Benoit,F,2.032,99.79032140000001,24,UTA,82,1,United States,NBA 1992-1993 Players Information
Rolando Blackman,G,1.9811999999999999,86.1825503,34,NYK,60,11,PanamaUnited States,NBA 1992-1993 Players Information
Alex Blackwell,F,1.9811999999999999,113.3980925,22,LAL,27,0,United States,NBA 1992-1993 Players Information
Lance Blanks,SG,1.9304,86.1825503,26,MIN,61,2,United States,NBA 1992-1993 Players Information
Ricky Blanton,F,2.0065999999999997,97.52235955,26,CHI,2,1,United States,NBA 1992-1993 Players Information
Mookie Blaylock,PG,1.8541999999999998,86.1825503,25,ATL,80,3,United States,NBA 1992-1993 Players Information
Muggsy Bogues,PG,1.6001999999999998,61.68856232,28,CHA,81,5,United States,NBA 1992-1993 Players Information
Manute Bol,C,2.3114,90.718474,30,PHI,58,7,South Sudan,NBA 1992-1993 Players Information
Walter Bond,G,1.9558,90.718474,24,DAL,74,0,United States,NBA 1992-1993 Players Information
Anthony Bonner,F,2.032,97.52235955,24,SAC,70,2,United States,NBA 1992-1993 Players Information
Anthony Bowie,GF,1.9811999999999999,86.1825503,29,ORL,77,6,United States,NBA 1992-1993 Players Information
Sam Bowie,C,2.159,106.59420695,31,NJN,79,8,United States,NBA 1992-1993 Players Information
Terrell Brandon,PG,1.8034,81.6466266,22,CLE,82,1,United States,NBA 1992-1993 Players Information
