Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Steven Adams,C,2.1082,120.20197805000001,26,OKC,63,6,New Zealand,NBA 2019-2020 Players Information
Bam Adebayo,C,2.0574,115.66605435000001,22,MIA,72,2,United States,NBA 2019-2020 Players Information
LaMarcus Aldridge,FC,2.1082,120.20197805000001,34,SAS,53,13,United States,NBA 2019-2020 Players Information
Kyle Alexander,PF,2.0827999999999998,97.97595192,23,MIA,2,0,Canada,NBA 2019-2020 Players Information
Nickeil Alexander-Walker,SG,1.9558,92.98643585,21,NOP,47,0,Canada,NBA 2019-2020 Players Information
Grayson Allen,SG,1.9304,89.81128926000001,24,MEM,38,1,United States,NBA 2019-2020 Players Information
Jarrett Allen,C,2.0574,110.22294591,21,BRK,70,2,United States,NBA 2019-2020 Players Information
Kadeem Allen,G,1.905,90.718474,27,NYK,10,2,United States,NBA 2019-2020 Players Information
Al-Farouq Aminu,F,2.0574,99.79032140000001,29,ORL,18,9,United StatesNigeria,NBA 2019-2020 Players Information
Justin Anderson,F,1.9811999999999999,104.32624510000001,26,BRK,10,4,United States,NBA 2019-2020 Players Information
Kyle Anderson,PF,2.0574,104.32624510000001,26,MEM,67,5,United StatesChina,NBA 2019-2020 Players Information
Ryan Anderson,PF,2.0827999999999998,108.8621688,31,HOU,2,11,United States,NBA 2019-2020 Players Information
Giannis Antetokounmpo,F,2.1082,110.22294591,25,MIL,63,6,GreeceNigeria,NBA 2019-2020 Players Information
Kostas Antetokounmpo,PF,2.0827999999999998,90.718474,22,LAL,5,1,GreeceUnited States,NBA 2019-2020 Players Information
Thanasis Antetokounmpo,SF,2.0065999999999997,99.33672903,27,MIL,20,1,GreeceNigeria,NBA 2019-2020 Players Information
Carmelo Anthony,F,2.032,108.8621688,35,POR,58,16,United States,NBA 2019-2020 Players Information
OG Anunoby,SF,2.0065999999999997,108.8621688,22,TOR,69,2,EnglandUnited States,NBA 2019-2020 Players Information
Ryan Arcidiacono,G,1.905,88.45051215000001,25,CHI,58,2,United States,NBA 2019-2020 Players Information
Trevor Ariza,SF,2.032,97.52235955,34,"POR, SAC",53,15,United States,NBA 2019-2020 Players Information
D.J. Augustin,G,1.8288,83.00740371,32,ORL,57,11,United States,NBA 2019-2020 Players Information
Deandre Ayton,C,2.1336,112.03731539,21,PHX,38,1,Bahamas,NBA 2019-2020 Players Information
Dwayne Bacon,SF,1.9811999999999999,100.24391377,24,CHA,39,2,United States,NBA 2019-2020 Players Information
Marvin Bagley III,PF,2.0827999999999998,106.59420695,20,SAC,13,1,United States,NBA 2019-2020 Players Information
Lonzo Ball,PG,1.9811999999999999,86.1825503,22,NOP,63,2,United States,NBA 2019-2020 Players Information
Mohamed Bamba,C,2.1336,104.77983747,21,ORL,62,1,United States,NBA 2019-2020 Players Information
J.J. Barea,G,1.778,81.6466266,35,DAL,29,13,Puerto RicoUnited States,NBA 2019-2020 Players Information
Harrison Barnes,SF,2.032,102.05828325,27,SAC,72,7,United States,NBA 2019-2020 Players Information
R.J. Barrett,SG,1.9811999999999999,97.06876718000001,19,NYK,56,0,Canada,NBA 2019-2020 Players Information
Will Barton,GF,1.9558,82.10021897,29,DEN,58,7,United States,NBA 2019-2020 Players Information
Keita Bates-Diop,SF,2.032,103.87265273,24,"DEN, MIN",44,1,United States,NBA 2019-2020 Players Information
Nicolas Batum,F,2.032,104.32624510000001,31,CHA,22,11,France,NBA 2019-2020 Players Information
Aron Baynes,C,2.0827999999999998,117.9340162,33,PHX,42,7,New ZealandAustralia,NBA 2019-2020 Players Information
Kent Bazemore,GF,1.9304,88.45051215000001,30,"POR, SAC",68,7,United States,NBA 2019-2020 Players Information
Darius Bazley,PF,2.0574,97.97595192,19,OKC,61,0,United States,NBA 2019-2020 Players Information
Bradley Beal,SG,1.9304,93.89362059,26,WAS,57,7,United States,NBA 2019-2020 Players Information
Malik Beasley,SG,1.9304,84.82177319,23,"DEN, MIN",55,3,United States,NBA 2019-2020 Players Information
Marco Belinelli,G,1.9558,102.05828325,33,SAS,57,12,Italy,NBA 2019-2020 Players Information
Jordan Bell,PF,2.0065999999999997,97.97595192,25,"MEM, MIN",29,2,United States,NBA 2019-2020 Players Information
DeAndre' Bembry,GF,1.9558,95.2543977,25,ATL,43,3,United States,NBA 2019-2020 Players Information
Dragan Bender,PF,2.159,106.59420695,22,"GOS, MIL",16,3,Bosnia and HerzegovinaCroatia,NBA 2019-2020 Players Information
Davis Bertans,SF,2.0827999999999998,102.05828325,27,WAS,54,3,Latvia,NBA 2019-2020 Players Information
Patrick Beverley,PG,1.8796,81.6466266,31,LAC,51,7,United States,NBA 2019-2020 Players Information
Khem Birch,PF,2.032,105.68702221000001,27,ORL,48,2,Canada,NBA 2019-2020 Players Information
Goga Bitadze,C,2.0827999999999998,113.3980925,20,IND,54,0,Georgia,NBA 2019-2020 Players Information
Bismack Biyombo,PF,2.032,115.66605435000001,27,CHA,53,8,Democratic Republic of the Congo,NBA 2019-2020 Players Information
Nemanja Bjelica,PF,2.0827999999999998,106.59420695,31,SAC,72,4,Serbia,NBA 2019-2020 Players Information
Eric Bledsoe,PG,1.8541999999999998,97.06876718000001,30,MIL,61,9,United States,NBA 2019-2020 Players Information
Bogdan Bogdanovic,SG,1.9558,102.05828325,27,SAC,61,2,Serbia,NBA 2019-2020 Players Information
Bojan Bogdanovic,F,2.0065999999999997,102.51187562000001,30,UTA,63,5,Bosnia and HerzegovinaCroatia,NBA 2019-2020 Players Information
Bol Bol,C,2.2098,99.79032140000001,20,DEN,7,0,United States,NBA 2019-2020 Players Information
Jonah Bolden,SF,2.0827999999999998,99.79032140000001,24,"PHL, PHX",7,1,Australia,NBA 2019-2020 Players Information
Marques Bolden,C,2.0827999999999998,112.94450013000001,21,CLE,1,0,United StatesIndonesia,NBA 2019-2020 Players Information
Jordan Bone,SG,1.8796,81.6466266,22,DET,10,0,United States,NBA 2019-2020 Players Information
Isaac Bonga,SG,2.032,81.6466266,20,WAS,66,1,Germany,NBA 2019-2020 Players Information
Devin Booker,SG,1.9811999999999999,93.44002822,23,PHX,70,4,United States,NBA 2019-2020 Players Information
Chris Boucher,PF,2.0574,90.718474,27,TOR,62,2,Saint LuciaCanada,NBA 2019-2020 Players Information
Brian Bowen II,SF,1.9811999999999999,86.1825503,21,IND,6,0,United States,NBA 2019-2020 Players Information
Ky Bowman,SG,1.8796,86.1825503,22,GSW,45,0,United States,NBA 2019-2020 Players Information
Avery Bradley,PG,1.905,81.6466266,29,LAL,49,9,United States,NBA 2019-2020 Players Information
Tony Bradley,C,2.1082,112.49090776,22,UTA,58,2,United States,NBA 2019-2020 Players Information
Jarrell Brantley,SF,1.9558,113.3980925,23,UTA,9,0,United States,NBA 2019-2020 Players Information
Ignas Brazdeikis,SF,2.0065999999999997,100.24391377,21,NYK,9,0,LithuaniaCanada,NBA 2019-2020 Players Information
Corey Brewer,GF,2.0574,84.36818082,33,SAC,5,12,United States,NBA 2019-2020 Players Information
Mikal Bridges,SG,1.9811999999999999,94.80080533,23,PHX,73,1,United States,NBA 2019-2020 Players Information
Miles Bridges,SF,2.0065999999999997,102.05828325,21,CHA,65,1,United States,NBA 2019-2020 Players Information
Oshae Brissett,PF,2.0065999999999997,95.2543977,21,TOR,19,0,Canada,NBA 2019-2020 Players Information
Ryan Broekhoff,SF,2.0065999999999997,97.52235955,29,DAL,17,1,Australia,NBA 2019-2020 Players Information
Malcolm Brogdon,SG,1.9304,103.87265273,27,IND,54,3,United States,NBA 2019-2020 Players Information
Dillon Brooks,F,1.9811999999999999,102.05828325,24,MEM,73,2,Canada,NBA 2019-2020 Players Information
Jaylen Brown,SF,1.9811999999999999,101.15109851000001,23,BOS,57,3,United States,NBA 2019-2020 Players Information
"Bruce Brown, Jr.",SG,1.9304,91.62565874,23,DET,58,1,United States,NBA 2019-2020 Players Information
"Charlie Brown, Jr.",SG,1.9811999999999999,90.26488163,23,ATL,10,0,United States,NBA 2019-2020 Players Information
"Troy Brown, Jr.",SF,2.0065999999999997,97.52235955,20,WAS,69,1,United States,NBA 2019-2020 Players Information
Moses Brown,C,2.1844,117.02683146000001,20,POR,9,0,United States,NBA 2019-2020 Players Information
Sterling Brown,G,1.9558,99.33672903,25,MIL,52,2,United States,NBA 2019-2020 Players Information
Jalen Brunson,PG,1.8796,86.1825503,23,DAL,57,1,United States,NBA 2019-2020 Players Information
Thomas Bryant,C,2.0827999999999998,112.49090776,22,WAS,46,2,United States,NBA 2019-2020 Players Information
Reggie Bullock,SG,1.9811999999999999,92.98643585,28,NYK,29,6,United States,NBA 2019-2020 Players Information
Trey Burke,G,1.8288,83.91458845000001,27,"DAL, PHL",33,6,United States,NBA 2019-2020 Players Information
Alec Burks,SG,1.9558,97.06876718000001,28,"GOS, PHL",66,8,United States,NBA 2019-2020 Players Information
Deonte Burton,F,1.9304,108.8621688,26,OKC,39,1,United States,NBA 2019-2020 Players Information
Jimmy Butler,GF,2.0065999999999997,104.32624510000001,30,MIA,58,8,United States,NBA 2019-2020 Players Information
Bruno Caboclo,PF,2.0574,98.88313666,24,"HOU, MEM",30,5,Brazil,NBA 2019-2020 Players Information
Devontae Cacok,PF,2.0065999999999997,108.8621688,23,LAL,1,0,United States,NBA 2019-2020 Players Information
Kentavious Caldwell-Pope,SG,1.9558,92.53284348000001,27,LAL,69,6,United States,NBA 2019-2020 Players Information
Vlatko Cancar,SF,2.032,107.04779932000001,22,DEN,14,0,Slovenia,NBA 2019-2020 Players Information
