Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Stacey Arceneaux,GF,1.9304,95.2543977,26,STH,7,0,United States,NBA 1961-1962 Players Information
Paul Arizin,GF,1.9304,86.1825503,33,PHI,78,9,United States,NBA 1961-1962 Players Information
Al Attles,PG,1.8288,79.37866475,25,PHI,75,1,United States,NBA 1961-1962 Players Information
Elgin Baylor,F,1.9558,102.05828325,27,LAL,48,3,United States,NBA 1961-1962 Players Information
Walt Bellamy,C,2.1082,102.05828325,22,CHI,79,0,United States,NBA 1961-1962 Players Information
Al Bianchi,G,1.905,83.91458845000001,29,SYR,80,5,United States,NBA 1961-1962 Players Information
George Blaney,G,1.8541999999999998,79.37866475,22,NYK,36,0,United States,NBA 1961-1962 Players Information
Bucky Bockhorn,G,1.9304,88.45051215000001,28,CIN,80,3,United States,NBA 1961-1962 Players Information
George Bon Salle,C,2.032,99.79032140000001,26,CHI,3,0,United States,NBA 1961-1962 Players Information
Bob Boozer,PF,2.032,97.52235955,24,CIN,79,1,United States,NBA 1961-1962 Players Information
Carl Braun,SG,1.9558,81.6466266,34,BOS,48,12,United States,NBA 1961-1962 Players Information
Joe Buckhalter,PF,2.0065999999999997,95.2543977,24,CIN,60,0,United States,NBA 1961-1962 Players Information
Cleveland Buckner,FC,2.0574,95.2543977,23,NYK,60,0,United States,NBA 1961-1962 Players Information
Dave Budd,SF,1.9811999999999999,92.98643585,23,NYK,78,1,United States,NBA 1961-1962 Players Information
Ed Burton,F,1.9811999999999999,102.05828325,22,NYK,8,0,United States,NBA 1961-1962 Players Information
Donnie Butcher,G,1.8796,90.718474,26,NYK,43,0,United States,NBA 1961-1962 Players Information
Al Butler,G,1.8796,79.37866475,23,NYK,55,0,United States,NBA 1961-1962 Players Information
Barney Cable,F,2.0065999999999997,79.37866475,26,"CHI, STH",67,3,United States,NBA 1961-1962 Players Information
Howie Carl,PG,1.7526,72.57477920000001,23,CHI,29,0,United States,NBA 1961-1962 Players Information
Wilt Chamberlain,C,2.159,120.20197805000001,25,PHI,80,2,United States,NBA 1961-1962 Players Information
Ed Conlin,F,1.9558,90.718474,28,PHI,64,6,United States,NBA 1961-1962 Players Information
Larry Costello,PG,1.8541999999999998,84.36818082,30,SYR,62,6,United States,NBA 1961-1962 Players Information
Bob Cousy,PG,1.8541999999999998,79.37866475,33,BOS,75,11,United States,NBA 1961-1962 Players Information
Jimmy Darrow,G,1.778,77.1107029,24,STH,4,0,United States,NBA 1961-1962 Players Information
Ralph Davis,SG,1.9304,81.6466266,23,CHI,76,1,United States,NBA 1961-1962 Players Information
Archie Dees,FC,2.032,92.98643585,26,"CHI, STH",21,3,United States,NBA 1961-1962 Players Information
Walter Dukes,C,2.1336,99.79032140000001,31,DET,77,6,United States,NBA 1961-1962 Players Information
Johnny Egan,PG,1.8034,81.6466266,23,DET,56,0,United States,NBA 1961-1962 Players Information
Dick Eichhorst,G,1.905,90.718474,28,STH,1,0,United States,NBA 1961-1962 Players Information
Wayne Embry,C,2.032,108.8621688,24,CIN,75,3,United States,NBA 1961-1962 Players Information
Ray Felix,C,2.1082,99.79032140000001,31,LAL,80,8,United States,NBA 1961-1962 Players Information
Al Ferrari,G,1.8796,86.1825503,28,STH,78,4,United States,NBA 1961-1962 Players Information
Bob Ferry,FC,2.032,104.32624510000001,24,DET,80,2,United States,NBA 1961-1962 Players Information
Larry Foust,FC,2.0574,97.52235955,33,STH,55,11,United States,NBA 1961-1962 Players Information
Dave Gambee,F,1.9811999999999999,97.52235955,24,SYR,80,3,United States,NBA 1961-1962 Players Information
Tom Gola,GF,1.9811999999999999,92.98643585,29,PHI,60,5,United States,NBA 1961-1962 Players Information
Joe Graboski,FC,2.0065999999999997,88.45051215000001,32,"CHI, STH, SYR",36,12,United States,NBA 1961-1962 Players Information
Johnny Green,SF,1.9558,90.718474,28,NYK,80,2,United States,NBA 1961-1962 Players Information
Si Green,G,1.8796,83.91458845000001,28,"CHI, STH",71,4,United States,NBA 1961-1962 Players Information
Hal Greer,G,1.8796,79.37866475,25,SYR,71,3,United States,NBA 1961-1962 Players Information
Gene Guarilia,F,1.9811999999999999,97.52235955,24,BOS,43,2,United States,NBA 1961-1962 Players Information
Richie Guerin,SG,1.9304,88.45051215000001,29,NYK,78,5,United States,NBA 1961-1962 Players Information
Cliff Hagan,GF,1.9304,95.2543977,30,STH,76,5,United States,NBA 1961-1962 Players Information
Swede Halbrook,C,2.2098,108.8621688,29,SYR,63,1,United States,NBA 1961-1962 Players Information
Vern Hatton,G,1.905,88.45051215000001,26,"CHI, STH",40,3,United States,NBA 1961-1962 Players Information
Tom Hawkins,F,1.9558,95.2543977,25,LAL,79,2,United States,NBA 1961-1962 Players Information
Tommy Heinsohn,PF,2.0065999999999997,98.88313666,27,BOS,79,5,United States,NBA 1961-1962 Players Information
Cleo Hill,G,1.8541999999999998,83.91458845000001,23,STH,58,0,United States,NBA 1961-1962 Players Information
Ron Horn,F,2.0065999999999997,99.79032140000001,23,STH,3,0,United States,NBA 1961-1962 Players Information
Bailey Howell,SF,2.0065999999999997,95.2543977,25,DET,79,2,United States,NBA 1961-1962 Players Information
Hot Rod Hundley,G,1.9304,83.91458845000001,27,LAL,77,4,United States,NBA 1961-1962 Players Information
Darrall Imhoff,C,2.0827999999999998,99.79032140000001,23,NYK,73,1,United States,NBA 1961-1962 Players Information
Andy Johnson,F,1.9558,97.52235955,29,CHI,71,3,United States,NBA 1961-1962 Players Information
