Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Leo Gottlieb,G,1.8034,77.1107029,27,NYK,24,1,United States,NBA 1947-1948 Players Information
Wyndol Gray,GF,1.8541999999999998,79.37866475,25,"PRO, STB",12,1,United States,NBA 1947-1948 Players Information
Chick Halbert,PF,2.0574,102.05828325,29,"CHI, PHI",45,1,United States,NBA 1947-1948 Players Information
Cecil Hankins,G,1.8541999999999998,78.92507238,26,BOS,25,1,United States,NBA 1947-1948 Players Information
Kleggie Hermsen,FC,2.0574,102.05828325,24,BAL,45,1,United States,NBA 1947-1948 Players Information
Sonny Hertzberg,G,1.778,81.6466266,25,"NYK, WAS",39,1,United States,NBA 1947-1948 Players Information
Jack Hewson,F,1.9811999999999999,88.45051215000001,23,BOS,22,0,United States,NBA 1947-1948 Players Information
Nat Hickey,G,1.8034,79.37866475,46,PRO,2,0,United States,NBA 1947-1948 Players Information
Art Hillhouse,C,2.0065999999999997,99.79032140000001,31,PHI,10,1,United States,NBA 1947-1948 Players Information
Charlie Hoefer,G,1.7526,71.66759446,30,BOS,7,1,United States,NBA 1947-1948 Players Information
Paul Hoffman,GF,1.8796,88.45051215000001,22,BAL,37,0,United States,NBA 1947-1948 Players Information
Dick Holub,FC,1.9811999999999999,92.98643585,26,NYK,45,0,United States,NBA 1947-1948 Players Information
Bob Hubbard,F,1.9811999999999999,97.52235955,25,PRO,27,0,United States,NBA 1947-1948 Players Information
Paul Huston,G,1.905,79.37866475,22,CHI,44,0,United States,NBA 1947-1948 Players Information
John Janisch,G,1.905,90.718474,27,"BOS, PRO",9,1,United States,NBA 1947-1948 Players Information
Buddy Jeannette,PG,1.8034,79.37866475,30,BAL,43,0,United States,NBA 1947-1948 Players Information
Johnny Jorgensen,G,1.8796,83.91458845000001,26,"BAL, CHI",3,0,United States,NBA 1947-1948 Players Information
Ralph Kaplowitz,G,1.8796,77.1107029,28,PHI,47,1,United States,NBA 1947-1948 Players Information
Jerry Kelly,G,1.8796,78.92507238,29,PRO,3,1,United States,NBA 1947-1948 Players Information
Herm Klotz,G,1.7018,68.0388555,26,BAL,10,0,United States,NBA 1947-1948 Players Information
Lee Knorek,F,2.0065999999999997,97.97595192,26,NYK,45,1,United States,NBA 1947-1948 Players Information
Ray Kuka,G,1.905,90.718474,26,NYK,42,0,United States,NBA 1947-1948 Players Information
Grady Lewis,C,2.0065999999999997,97.52235955,30,"BAL, STB",45,1,United States,NBA 1947-1948 Players Information
Johnny Logan,G,1.8796,79.37866475,27,STB,48,1,United States,NBA 1947-1948 Players Information
John Mahnken,C,2.032,99.79032140000001,25,WAS,47,1,United States,NBA 1947-1948 Players Information
Saul Mariaschin,G,1.8034,74.84274105,23,BOS,43,0,United States,NBA 1947-1948 Players Information
Dino Martin,G,1.7271999999999998,72.57477920000001,27,PRO,27,1,United States,NBA 1947-1948 Players Information
Don Martin,FC,2.0065999999999997,95.2543977,28,STB,39,1,United States,NBA 1947-1948 Players Information
Ariel Maughan,G,1.9304,85.27536556,24,"PRO, STB",41,1,United States,NBA 1947-1948 Players Information
Bones McKinney,FC,1.9811999999999999,83.91458845000001,29,WAS,42,1,United States,NBA 1947-1948 Players Information
Chet McNabb,G,1.8796,90.718474,27,BAL,2,0,United States,NBA 1947-1948 Players Information
George Mearns,G,1.905,79.37866475,25,PRO,20,1,United States,NBA 1947-1948 Players Information
Carl Meinhold,G,1.8796,83.91458845000001,21,BAL,44,0,United States,NBA 1947-1948 Players Information
Stan Miasek,F,1.9558,95.2543977,23,CHI,47,1,United States,NBA 1947-1948 Players Information
Wat Misaka,G,1.7018,68.0388555,24,NYK,3,0,United States,NBA 1947-1948 Players Information
George Munroe,G,1.8034,77.1107029,26,BOS,22,1,United States,NBA 1947-1948 Players Information
Angelo Musi,G,1.7526,65.77089365,29,PHI,42,1,United States,NBA 1947-1948 Players Information
Paul Noel,GF,1.9304,83.91458845000001,23,NYK,28,0,United States,NBA 1947-1948 Players Information
Johnny Norlander,GF,1.905,79.37866475,26,WAS,47,1,United States,NBA 1947-1948 Players Information
George Nostrand,FC,2.032,99.79032140000001,24,PRO,42,1,United States,NBA 1947-1948 Players Information
Stan Noszka,G,1.8541999999999998,83.91458845000001,27,BOS,22,1,United States,NBA 1947-1948 Players Information
Bob O'Brien,GF,1.9304,86.1825503,21,PHI,19,0,United States,NBA 1947-1948 Players Information
Buddy O'Grady,G,1.8034,77.1107029,28,STB,44,1,United States,NBA 1947-1948 Players Information
Dick O'Keefe,G,1.8796,83.91458845000001,24,WAS,37,0,United States,NBA 1947-1948 Players Information
Bud Palmer,GF,1.9304,86.1825503,26,NYK,45,1,United States,NBA 1947-1948 Players Information
Andy Phillip,GF,1.8796,88.45051215000001,25,CHI,31,0,United States,NBA 1947-1948 Players Information
Don Putman,G,1.8541999999999998,77.1107029,25,STB,42,1,United States,NBA 1947-1948 Players Information
Chick Reiser,G,1.8034,74.84274105,33,BAL,44,0,United States,NBA 1947-1948 Players Information
Mel Riebe,G,1.8034,81.6466266,31,BOS,48,1,United States,NBA 1947-1948 Players Information
Lee Robbins,GF,1.905,79.37866475,26,PRO,28,0,United States,NBA 1947-1948 Players Information
Red Rocha,FC,2.0574,83.91458845000001,24,STB,48,0,United States,NBA 1947-1948 Players Information
Gene Rock,G,1.7526,70.30681735,26,CHI,11,0,United States,NBA 1947-1948 Players Information
Jack Rocker,GF,1.9558,83.91458845000001,25,PHI,8,0,United States,NBA 1947-1948 Players Information
Irv Rothenberg,F,2.0065999999999997,97.52235955,26,"BAL, STB, WAS",47,1,United States,NBA 1947-1948 Players Information
Mickey Rottner,G,1.778,82.10021897,28,CHI,42,1,United States,NBA 1947-1948 Players Information
Giff Roux,GF,1.9558,87.99691978,24,STB,46,1,United States,NBA 1947-1948 Players Information
Jerry Rullo,G,1.778,74.84274105,24,BAL,2,1,United States,NBA 1947-1948 Players Information
Ed Sadowski,C,1.9558,108.8621688,30,BOS,47,1,United States,NBA 1947-1948 Players Information
Kenny Sailors,PG,1.778,79.37866475,26,"CHI, PHI, PRO",41,1,United States,NBA 1947-1948 Players Information
Ben Schadler,G,1.8288,83.91458845000001,23,CHI,35,0,United States,NBA 1947-1948 Players Information
Dick Schulz,G,1.8796,87.08973504000001,31,BAL,45,1,United States,NBA 1947-1948 Players Information
Fred Scolari,PG,1.778,81.6466266,26,WAS,46,1,United States,NBA 1947-1948 Players Information
Jim Seminoff,GF,1.8796,86.1825503,25,CHI,46,1,United States,NBA 1947-1948 Players Information
George Senesky,G,1.8796,81.19303423000001,25,PHI,45,1,United States,NBA 1947-1948 Players Information
Paul Seymour,GF,1.8541999999999998,81.6466266,20,BAL,20,0,United States,NBA 1947-1948 Players Information
Earl Shannon,G,1.8034,77.1107029,26,PRO,42,1,United States,NBA 1947-1948 Players Information
Connie Simmons,F,2.032,100.69750614,22,"BAL, BOS",45,1,United States,NBA 1947-1948 Players Information
Belus Smawley,G,1.8541999999999998,81.6466266,29,STB,48,1,United States,NBA 1947-1948 Players Information
Art Spector,GF,1.9304,91.17206637000001,27,BOS,48,1,United States,NBA 1947-1948 Players Information
Gene Stump,G,1.8796,83.91458845000001,24,BOS,43,0,United States,NBA 1947-1948 Players Information
Stan Stutz,G,1.778,77.1107029,27,NYK,44,1,United States,NBA 1947-1948 Players Information
Sid Tanenbaum,GF,1.8288,79.37866475,22,NYK,24,0,United States,NBA 1947-1948 Players Information
Mel Thurston,G,1.8288,79.37866475,29,PRO,14,0,United States,NBA 1947-1948 Players Information
Jack Tingle,GF,1.9304,92.98643585,23,WAS,36,0,United States,NBA 1947-1948 Players Information
Jack Toomay,GF,1.9811999999999999,97.52235955,25,"CHI, PRO",32,0,United States,NBA 1947-1948 Players Information
Irv Torgoff,GF,1.8796,81.6466266,30,WAS,46,1,United States,NBA 1947-1948 Players Information
Butch Van Breda Kolff,G,1.905,83.91458845000001,25,NYK,41,1,United States,NBA 1947-1948 Players Information
Gene Vance,GF,1.905,88.45051215000001,25,CHI,47,0,United States,NBA 1947-1948 Players Information
Ray Wertis,G,1.8034,79.37866475,26,PRO,7,1,United States,NBA 1947-1948 Players Information
Max Zaslofsky,SG,1.8796,77.1107029,22,CHI,47,1,United States,NBA 1947-1948 Players Information
