Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Mahmoud Abdul-Rauf,PG,1.8288,73.48196394,27,SAC,75,6,United States,NBA 1996-1997 Players Information
Shareef Abdur-Rahim,F,2.0574,102.05828325,20,VAN,80,0,United States,NBA 1996-1997 Players Information
Rafael Addison,SF,2.0065999999999997,97.52235955,32,CHA,41,5,United States,NBA 1996-1997 Players Information
Cory Alexander,G,1.8541999999999998,83.91458845000001,23,SAS,80,1,United States,NBA 1996-1997 Players Information
Jerome Allen,G,1.9304,83.91458845000001,24,"DEN, IND",76,1,United States,NBA 1996-1997 Players Information
Ray Allen,SG,1.9558,92.98643585,21,MIL,82,0,United States,NBA 1996-1997 Players Information
Derrick Alston,FC,2.1082,102.05828325,24,ATL,2,2,United States,NBA 1996-1997 Players Information
Andrew Amaya,F,2.0065999999999997,104.32624510000001,25,WAS,31,2,United States,NBA 1996-1997 Players Information
Cadillac Anderson,PF,2.0827999999999998,104.32624510000001,32,SAS,82,8,United States,NBA 1996-1997 Players Information
Kenny Anderson,PG,1.8288,76.20351816,26,POR,82,5,United States,NBA 1996-1997 Players Information
Nick Anderson,GF,1.9811999999999999,103.41906036,29,ORL,63,7,United States,NBA 1996-1997 Players Information
Shandon Anderson,GF,1.9811999999999999,94.34721296000001,23,UTA,65,0,United States,NBA 1996-1997 Players Information
Willie Anderson,SF,2.0065999999999997,86.1825503,30,MIA,28,8,United States,NBA 1996-1997 Players Information
Greg Anthony,PG,1.8288,79.83225712000001,29,VAN,65,5,United States,NBA 1996-1997 Players Information
B.J. Armstrong,G,1.8796,79.37866475,29,GSW,49,7,United States,NBA 1996-1997 Players Information
Darrell Armstrong,PG,1.8288,77.1107029,28,ORL,67,2,United States,NBA 1996-1997 Players Information
Vincent Askew,GF,1.9811999999999999,95.2543977,31,"DEN, IND, NJN",43,8,United States,NBA 1996-1997 Players Information
Keith Askins,F,2.0065999999999997,89.35769689,29,MIA,78,6,United States,NBA 1996-1997 Players Information
Stacey Augmon,SF,1.9811999999999999,92.98643585,28,"DET, POR",60,5,United States,NBA 1996-1997 Players Information
Ike Austin,C,2.0827999999999998,115.66605435000001,27,MIA,82,3,United States,NBA 1996-1997 Players Information
Vin Baker,PF,2.1082,108.8621688,25,MIL,78,3,United States,NBA 1996-1997 Players Information
Charles Barkley,PF,1.9811999999999999,114.30527724000001,34,HOU,53,12,United States,NBA 1996-1997 Players Information
Dana Barros,PG,1.8034,74.84274105,29,BOS,24,7,United States,NBA 1996-1997 Players Information
Brent Barry,G,2.0065999999999997,95.2543977,25,LAC,59,1,United States,NBA 1996-1997 Players Information
Jon Barry,SG,1.9304,88.45051215000001,27,ATL,58,4,United States,NBA 1996-1997 Players Information
Benoit Benjamin,C,2.1336,113.3980925,32,TOR,4,11,United States,NBA 1996-1997 Players Information
Elmer Bennett,PG,1.8288,77.56429527,27,"DEN, HOU",9,3,United States,NBA 1996-1997 Players Information
Travis Best,PG,1.8034,82.55381134000001,24,IND,76,1,United States,NBA 1996-1997 Players Information
Mookie Blaylock,PG,1.8541999999999998,86.1825503,29,ATL,78,7,United States,NBA 1996-1997 Players Information
