Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Kareem Abdul-Jabbar,C,2.1844,102.05828325,37,LAL,79,15,United States,NBA 1984-1985 Players Information
Alvan Adams,FC,2.0574,95.2543977,30,PHX,82,9,United States,NBA 1984-1985 Players Information
Mark Aguirre,SF,1.9811999999999999,105.23342984,25,DAL,80,3,United States,NBA 1984-1985 Players Information
Danny Ainge,G,1.9304,79.37866475,25,BOS,75,3,United States,NBA 1984-1985 Players Information
Chuck Aleksinas,C,2.1082,117.9340162,26,GSW,74,0,United States,NBA 1984-1985 Players Information
J.J. Anderson,F,2.032,88.45051215000001,24,UTA,43,2,United States,NBA 1984-1985 Players Information
Ron Anderson,GF,2.0065999999999997,97.52235955,26,CLE,36,0,United States,NBA 1984-1985 Players Information
John Bagley,G,1.8288,83.91458845000001,24,CLE,81,2,United States,NBA 1984-1985 Players Information
James Bailey,FC,2.0574,99.79032140000001,27,NYK,74,5,United States,NBA 1984-1985 Players Information
Thurl Bailey,PF,2.1082,97.52235955,23,UTA,80,1,United States,NBA 1984-1985 Players Information
Greg Ballard,F,2.0065999999999997,97.52235955,30,WAS,82,7,United States,NBA 1984-1985 Players Information
Gene Banks,GF,2.0065999999999997,97.52235955,25,SAS,82,3,United States,NBA 1984-1985 Players Information
Ken Bannister,FC,2.0574,106.59420695,24,NYK,75,0,United States,NBA 1984-1985 Players Information
Charles Barkley,PF,1.9811999999999999,114.30527724000001,22,PHI,82,0,United States,NBA 1984-1985 Players Information
Kent Benson,C,2.0827999999999998,106.59420695,30,DET,72,7,United States,NBA 1984-1985 Players Information
Larry Bird,SF,2.0574,99.79032140000001,28,BOS,80,5,United States,NBA 1984-1985 Players Information
Otis Birdsong,GF,1.905,86.1825503,29,NJN,56,7,United States,NBA 1984-1985 Players Information
Rolando Blackman,G,1.9811999999999999,86.1825503,26,DAL,81,3,PanamaUnited States,NBA 1984-1985 Players Information
Cory Blackwell,F,1.9811999999999999,95.2543977,21,SEA,60,0,United States,NBA 1984-1985 Players Information
Sam Bowie,C,2.159,106.59420695,23,POR,76,0,United States,NBA 1984-1985 Players Information
Dudley Bradley,GF,1.9811999999999999,88.45051215000001,27,WAS,73,5,United States,NBA 1984-1985 Players Information
Mike Bratz,G,1.8796,83.91458845000001,29,GSW,56,7,United States,NBA 1984-1985 Players Information
Randy Breuer,C,2.2098,104.32624510000001,24,MIL,78,1,United States,NBA 1984-1985 Players Information
Ron Brewer,G,1.9304,81.6466266,29,"NJN, SAN",20,6,United States,NBA 1984-1985 Players Information
Frank Brickowski,PF,2.0574,108.8621688,25,SEA,78,0,United States,NBA 1984-1985 Players Information
Junior Bridgeman,GF,1.9558,95.2543977,31,LAC,80,9,United States,NBA 1984-1985 Players Information
Rickey Brown,FC,2.0827999999999998,97.52235955,26,ATL,68,4,United States,NBA 1984-1985 Players Information
Tony Brown,GF,1.9811999999999999,83.91458845000001,24,IND,82,2,United States,NBA 1984-1985 Players Information
Wallace Bryant,C,2.1336,111.13013065000001,25,DAL,56,1,United States,NBA 1984-1985 Players Information
Quinn Buckner,G,1.905,86.1825503,30,BOS,75,8,United States,NBA 1984-1985 Players Information
Steve Burtt,G,1.8796,83.91458845000001,22,GSW,47,0,United States,NBA 1984-1985 Players Information
Don Buse,G,1.9304,86.1825503,34,KCK,64,8,United States,NBA 1984-1985 Players Information
Michael Cage,PF,2.0574,101.60469088,23,LAC,75,0,United States,NBA 1984-1985 Players Information
Tony Campbell,GF,2.0065999999999997,97.52235955,22,DET,56,0,United States,NBA 1984-1985 Players Information
Rick Carlisle,G,1.9558,95.2543977,25,BOS,38,0,United States,NBA 1984-1985 Players Information
Antoine Carr,PF,2.0574,102.05828325,23,ATL,62,0,United States,NBA 1984-1985 Players Information
Kenny Carr,GF,2.0065999999999997,99.79032140000001,29,POR,48,7,United States,NBA 1984-1985 Players Information
M.L. Carr,GF,1.9811999999999999,92.98643585,34,BOS,47,10,United States,NBA 1984-1985 Players Information
Butch Carter,G,1.9558,81.6466266,26,NYK,69,4,United States,NBA 1984-1985 Players Information
Howard Carter,GF,1.9558,97.52235955,23,DAL,11,1,United States,NBA 1984-1985 Players Information
Harvey Catchings,FC,2.0574,98.88313666,33,LAC,70,10,United States,NBA 1984-1985 Players Information
Ron Cavenall,C,2.159,104.32624510000001,25,NYK,53,0,United States,NBA 1984-1985 Players Information
Tom Chambers,PF,2.0827999999999998,99.79032140000001,25,SEA,81,3,United States,NBA 1984-1985 Players Information
Mo Cheeks,PG,1.8541999999999998,81.6466266,28,PHI,78,6,United States,NBA 1984-1985 Players Information
Carlos Clark,G,1.9304,95.2543977,24,BOS,63,1,United States,NBA 1984-1985 Players Information
Don Collins,GF,1.9811999999999999,86.1825503,26,WAS,11,4,United States,NBA 1984-1985 Players Information
Steve Colter,G,1.905,74.84274105,22,POR,78,0,United States,NBA 1984-1985 Players Information
Lester Conner,G,1.9304,81.6466266,25,GSW,78,2,United States,NBA 1984-1985 Players Information
Darwin Cook,G,1.905,83.46099608,26,NJN,58,0,United States,NBA 1984-1985 Players Information
Jeff Cook,FC,2.0827999999999998,97.52235955,28,"CLE, SAN",72,6,United States,NBA 1984-1985 Players Information
Joe Cooper,FC,2.0827999999999998,104.32624510000001,27,SEA,3,2,United States,NBA 1984-1985 Players Information
Michael Cooper,SG,1.9558,77.1107029,28,LAL,82,6,United States,NBA 1984-1985 Players Information
Wayne Cooper,FC,2.0827999999999998,99.79032140000001,28,DEN,80,6,United States,NBA 1984-1985 Players Information
Dave Corzine,C,2.1082,113.3980925,28,CHI,82,6,United States,NBA 1984-1985 Players Information
Charlie Criss,G,1.7271999999999998,74.84274105,36,ATL,4,7,United States,NBA 1984-1985 Players Information
Pat Cummings,FC,2.0574,104.32624510000001,28,NYK,63,6,United States,NBA 1984-1985 Players Information
Terry Cummings,PF,2.0574,99.79032140000001,23,MIL,79,2,United States,NBA 1984-1985 Players Information
Earl Cureton,PF,2.0574,95.2543977,27,DET,81,4,United States,NBA 1984-1985 Players Information
Quintin Dailey,G,1.905,81.6466266,24,CHI,79,2,United States,NBA 1984-1985 Players Information
Adrian Dantley,SF,1.9558,94.34721296000001,29,UTA,55,8,United States,NBA 1984-1985 Players Information
Brad Davis,G,1.905,81.6466266,29,DAL,82,7,United States,NBA 1984-1985 Players Information
Charles Davis,F,2.0065999999999997,97.52235955,26,"MIL, WAS",61,3,United States,NBA 1984-1985 Players Information
