Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Paul Arizin,GF,1.9304,86.1825503,30,PHI,70,6,United States,NBA 1958-1959 Players Information
Elgin Baylor,F,1.9558,102.05828325,24,MIN,70,0,United States,NBA 1958-1959 Players Information
Ernie Beck,GF,1.9304,86.1825503,27,PHI,70,4,United States,NBA 1958-1959 Players Information
Al Bianchi,G,1.905,83.91458845000001,26,SYR,72,2,United States,NBA 1958-1959 Players Information
Jerry Bird,F,1.9811999999999999,90.718474,24,NYK,11,0,United States,NBA 1958-1959 Players Information
Bucky Bockhorn,G,1.9304,88.45051215000001,25,CIN,71,0,United States,NBA 1958-1959 Players Information
Carl Braun,SG,1.9558,81.6466266,31,NYK,72,9,United States,NBA 1958-1959 Players Information
Pete Brennan,F,1.9811999999999999,92.98643585,22,NYK,16,0,United States,NBA 1958-1959 Players Information
Barney Cable,F,2.0065999999999997,79.37866475,23,DET,32,0,United States,NBA 1958-1959 Players Information
Gene Conley,PF,2.032,102.05828325,28,BOS,50,1,United States,NBA 1958-1959 Players Information
Ed Conlin,F,1.9558,90.718474,25,"DET, SYR",72,3,United States,NBA 1958-1959 Players Information
Larry Costello,PG,1.8541999999999998,84.36818082,27,SYR,70,3,United States,NBA 1958-1959 Players Information
Bob Cousy,PG,1.8541999999999998,79.37866475,30,BOS,65,8,United States,NBA 1958-1959 Players Information
Archie Dees,FC,2.032,92.98643585,23,CIN,68,0,United States,NBA 1958-1959 Players Information
George Dempsey,PG,1.8796,86.1825503,29,"PHI, SYR",57,4,United States,NBA 1958-1959 Players Information
Connie Dierking,C,2.0574,100.69750614,22,SYR,64,0,United States,NBA 1958-1959 Players Information
Walter Dukes,C,2.1336,99.79032140000001,28,DET,72,3,United States,NBA 1958-1959 Players Information
Boo Ellis,F,1.9558,88.45051215000001,23,MIN,72,0,United States,NBA 1958-1959 Players Information
Wayne Embry,C,2.032,108.8621688,21,CIN,66,0,United States,NBA 1958-1959 Players Information
Dick Farley,GF,1.9304,86.1825503,26,DET,70,2,United States,NBA 1958-1959 Players Information
Mike Farmer,F,2.0065999999999997,95.2543977,22,NYK,71,0,United States,NBA 1958-1959 Players Information
Ray Felix,C,2.1082,99.79032140000001,28,NYK,72,5,United States,NBA 1958-1959 Players Information
Al Ferrari,G,1.8796,86.1825503,25,STH,72,1,United States,NBA 1958-1959 Players Information
Ed Fleming,G,1.8796,81.6466266,25,MIN,71,3,United States,NBA 1958-1959 Players Information
Larry Foust,FC,2.0574,97.52235955,30,MIN,72,8,United States,NBA 1958-1959 Players Information
Dave Gambee,F,1.9811999999999999,97.52235955,21,STH,2,0,United States,NBA 1958-1959 Players Information
Dick Garmaker,GF,1.905,90.718474,26,MIN,72,3,United States,NBA 1958-1959 Players Information
Jack George,G,1.8796,86.1825503,30,"NYK, PHI",71,5,United States,NBA 1958-1959 Players Information
Tom Gola,GF,1.9811999999999999,92.98643585,26,PHI,64,2,United States,NBA 1958-1959 Players Information
Joe Graboski,FC,2.0065999999999997,88.45051215000001,29,PHI,72,9,United States,NBA 1958-1959 Players Information
Si Green,G,1.8796,83.91458845000001,25,"CIN, STH",46,1,United States,NBA 1958-1959 Players Information
Hal Greer,G,1.8796,79.37866475,22,SYR,68,0,United States,NBA 1958-1959 Players Information
Richie Guerin,SG,1.9304,88.45051215000001,26,NYK,70,2,United States,NBA 1958-1959 Players Information
Cliff Hagan,GF,1.9304,95.2543977,27,STH,72,2,United States,NBA 1958-1959 Players Information
Steve Hamilton,F,1.9811999999999999,86.1825503,23,MIN,67,0,United States,NBA 1958-1959 Players Information
Vern Hatton,G,1.905,88.45051215000001,23,"CIN, PHI",65,0,United States,NBA 1958-1959 Players Information
Tommy Heinsohn,PF,2.0065999999999997,98.88313666,24,BOS,66,2,United States,NBA 1958-1959 Players Information
Joe Holup,F,1.9811999999999999,97.52235955,25,DET,68,2,United States,NBA 1958-1959 Players Information
Bob Hopkins,F,2.0065999999999997,92.98643585,24,SYR,67,2,United States,NBA 1958-1959 Players Information
