Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Alaa Abdelnaby,PF,2.0827999999999998,108.8621688,22,POR,43,0,Egypt,NBA 1990-1991 Players Information
Mahmoud Abdul-Rauf,PG,1.8288,73.48196394,21,DEN,67,0,United States,NBA 1990-1991 Players Information
Mark Acres,FC,2.1082,99.79032140000001,28,ORL,68,3,United States,NBA 1990-1991 Players Information
Michael Adams,PG,1.778,73.93555631000001,28,DEN,66,5,United States,NBA 1990-1991 Players Information
Mark Aguirre,SF,1.9811999999999999,105.23342984,31,DET,78,9,United States,NBA 1990-1991 Players Information
Danny Ainge,G,1.9304,79.37866475,31,POR,80,9,United States,NBA 1990-1991 Players Information
Mark Alarie,F,2.032,98.42954429000001,27,WAS,42,4,United States,NBA 1990-1991 Players Information
Steve Alford,G,1.8796,83.00740371,26,DAL,34,3,United States,NBA 1990-1991 Players Information
Cadillac Anderson,PF,2.0827999999999998,104.32624510000001,26,"DEN, MIL, NJN",68,3,United States,NBA 1990-1991 Players Information
Nick Anderson,GF,1.9811999999999999,103.41906036,23,ORL,70,1,United States,NBA 1990-1991 Players Information
Ron Anderson,GF,2.0065999999999997,97.52235955,32,PHI,82,6,United States,NBA 1990-1991 Players Information
Willie Anderson,SF,2.0065999999999997,86.1825503,24,SAS,75,2,United States,NBA 1990-1991 Players Information
Michael Ansley,F,2.0065999999999997,102.05828325,24,ORL,67,1,United States,NBA 1990-1991 Players Information
B.J. Armstrong,G,1.8796,79.37866475,23,CHI,82,1,United States,NBA 1990-1991 Players Information
Vincent Askew,GF,1.9811999999999999,95.2543977,25,GSW,7,2,United States,NBA 1990-1991 Players Information
Keith Askins,F,2.0065999999999997,89.35769689,23,MIA,39,0,United States,NBA 1990-1991 Players Information
Milos Babic,C,2.1336,108.8621688,22,CLE,12,0,Serbia,NBA 1990-1991 Players Information
Thurl Bailey,PF,2.1082,97.52235955,29,UTA,82,7,United States,NBA 1990-1991 Players Information
Cedric Ball,F,2.032,95.2543977,22,LAC,7,0,United States,NBA 1990-1991 Players Information
Ken Bannister,FC,2.0574,106.59420695,30,LAC,47,4,United States,NBA 1990-1991 Players Information
Charles Barkley,PF,1.9811999999999999,114.30527724000001,28,PHI,67,6,United States,NBA 1990-1991 Players Information
Dana Barros,PG,1.8034,74.84274105,23,SEA,66,1,United States,NBA 1990-1991 Players Information
John Battle,G,1.8796,79.37866475,28,ATL,79,5,United States,NBA 1990-1991 Players Information
Kenny Battle,SF,1.9811999999999999,95.2543977,26,"DEN, PHX",56,1,United States,NBA 1990-1991 Players Information
William Bedford,C,2.1336,102.05828325,28,DET,60,4,United States,NBA 1990-1991 Players Information
