Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Kareem Abdul-Jabbar,C,2.1844,102.05828325,31,LAL,80,9,United States,NBA 1978-1979 Players Information
Tom Abernethy,PF,2.0065999999999997,99.79032140000001,24,GSW,70,2,United States,NBA 1978-1979 Players Information
Alvan Adams,FC,2.0574,95.2543977,24,PHX,77,3,United States,NBA 1978-1979 Players Information
Lucius Allen,PG,1.8796,79.37866475,31,KCK,31,9,United States,NBA 1978-1979 Players Information
Kim Anderson,SF,2.0065999999999997,90.718474,23,POR,21,0,United States,NBA 1978-1979 Players Information
Tiny Archibald,PG,1.8541999999999998,68.0388555,30,BOS,69,8,United States,NBA 1978-1979 Players Information
Tate Armstrong,SG,1.905,79.37866475,23,CHI,25,1,United States,NBA 1978-1979 Players Information
Dennis Awtrey,C,2.0827999999999998,106.59420695,31,"BOS, SEA",62,8,United States,NBA 1978-1979 Players Information
Gus Bailey,GF,1.9558,83.91458845000001,28,NOJ,2,4,United States,NBA 1978-1979 Players Information
Greg Ballard,F,2.0065999999999997,97.52235955,24,WAS,82,1,United States,NBA 1978-1979 Players Information
Mike Bantom,FC,2.0574,90.718474,27,IND,81,5,United States,NBA 1978-1979 Players Information
Tom Barker,C,2.1082,102.05828325,23,"BOS, HOU, NYK",39,2,United States,NBA 1978-1979 Players Information
Marvin Barnes,FC,2.032,95.2543977,26,BOS,38,2,United States,NBA 1978-1979 Players Information
Rick Barry,F,2.0065999999999997,92.98643585,34,HOU,80,8,United States,NBA 1978-1979 Players Information
Tim Bassett,FC,2.032,102.05828325,27,NJN,82,2,United States,NBA 1978-1979 Players Information
Butch Beard,G,1.905,83.91458845000001,31,NYK,7,8,United States,NBA 1978-1979 Players Information
Ron Behagen,FC,2.0574,83.91458845000001,28,"DET, KCK, NYK",15,5,United States,NBA 1978-1979 Players Information
Kent Benson,C,2.0827999999999998,106.59420695,24,MIL,82,1,United States,NBA 1978-1979 Players Information
Delmer Beshore,G,1.8034,74.84274105,22,MIL,1,0,United States,NBA 1978-1979 Players Information
Henry Bibby,G,1.8541999999999998,83.91458845000001,29,PHI,82,6,United States,NBA 1978-1979 Players Information
Bob Bigelow,GF,2.0065999999999997,97.52235955,25,SDC,29,3,United States,NBA 1978-1979 Players Information
Otis Birdsong,GF,1.905,86.1825503,23,KCK,82,1,United States,NBA 1978-1979 Players Information
Ron Boone,GF,1.8796,90.718474,32,LAL,82,2,United States,NBA 1978-1979 Players Information
Tom Boswell,FC,2.0574,99.79032140000001,25,DEN,79,3,United States,NBA 1978-1979 Players Information
Dennis Boyd,G,1.8541999999999998,79.83225712000001,24,DET,5,1,United States,NBA 1978-1979 Players Information
Winford Boynes,SG,1.9811999999999999,83.91458845000001,21,NJN,68,0,United States,NBA 1978-1979 Players Information
Alonzo Bradley,SF,1.9811999999999999,86.1825503,25,HOU,34,0,United States,NBA 1978-1979 Players Information
Mike Bratz,G,1.8796,83.91458845000001,23,PHX,77,1,United States,NBA 1978-1979 Players Information
Jim Brewer,PF,2.0574,95.2543977,27,"CLE, DET",79,5,United States,NBA 1978-1979 Players Information
Ron Brewer,G,1.9304,81.6466266,23,POR,81,0,United States,NBA 1978-1979 Players Information
Junior Bridgeman,GF,1.9558,95.2543977,25,MIL,82,3,United States,NBA 1978-1979 Players Information
Allan Bristow,GF,2.0065999999999997,95.2543977,27,SAS,74,5,United States,NBA 1978-1979 Players Information
Fred Brown,G,1.905,82.55381134000001,30,SEA,77,7,United States,NBA 1978-1979 Players Information
John Brown,SF,2.0065999999999997,99.79032140000001,27,CHI,77,5,GermanyUnited States,NBA 1978-1979 Players Information
Joe Bryant,PF,2.0574,83.91458845000001,24,PHI,70,3,United States,NBA 1978-1979 Players Information
Quinn Buckner,G,1.905,86.1825503,24,MIL,80,2,United States,NBA 1978-1979 Players Information
Greg Bunch,SF,1.9811999999999999,86.1825503,22,NYK,12,0,United States,NBA 1978-1979 Players Information
Tom Burleson,C,2.1844,102.05828325,27,KCK,56,4,United States,NBA 1978-1979 Players Information
Don Buse,G,1.9304,86.1825503,28,PHX,82,2,United States,NBA 1978-1979 Players Information
Marty Byrnes,SF,2.0065999999999997,97.52235955,22,"NOJ, PHX",78,0,United States,NBA 1978-1979 Players Information
Corky Calhoun,F,2.0065999999999997,95.2543977,28,IND,81,6,United States,NBA 1978-1979 Players Information
Austin Carr,G,1.9304,90.718474,30,CLE,82,7,United States,NBA 1978-1979 Players Information
Kenny Carr,GF,2.0065999999999997,99.79032140000001,23,LAL,72,1,United States,NBA 1978-1979 Players Information
M.L. Carr,GF,1.9811999999999999,92.98643585,28,DET,80,4,United States,NBA 1978-1979 Players Information
Ron Carter,SG,1.9558,86.1825503,22,LAL,45,0,United States,NBA 1978-1979 Players Information
Harvey Catchings,FC,2.0574,98.88313666,27,"NJN, PHL",55,4,United States,NBA 1978-1979 Players Information
Don Chaney,G,1.9558,95.2543977,32,BOS,65,9,United States,NBA 1978-1979 Players Information
Mo Cheeks,PG,1.8541999999999998,81.6466266,22,PHI,81,0,United States,NBA 1978-1979 Players Information
Phil Chenier,PG,1.905,81.6466266,28,WAS,27,7,United States,NBA 1978-1979 Players Information
Jim Chones,FC,2.1082,99.79032140000001,29,CLE,82,4,United States,NBA 1978-1979 Players Information
Jim Cleamons,SG,1.905,83.91458845000001,29,NYK,79,7,United States,NBA 1978-1979 Players Information
E.C. Coleman,PF,2.032,102.05828325,28,HOU,6,5,United States,NBA 1978-1979 Players Information
Doug Collins,GF,1.9811999999999999,81.6466266,27,PHI,47,5,United States,NBA 1978-1979 Players Information
Michael Cooper,SG,1.9558,77.1107029,22,LAL,3,0,United States,NBA 1978-1979 Players Information
Wayne Cooper,FC,2.0827999999999998,99.79032140000001,22,GSW,65,0,United States,NBA 1978-1979 Players Information
Dave Corzine,C,2.1082,113.3980925,22,WAS,57,0,United States,NBA 1978-1979 Players Information
