Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Tariq Abdul-Wahad,SF,1.9811999999999999,101.15109851000001,28,DAL,14,5,France,NBA 2002-2003 Players Information
Shareef Abdur-Rahim,F,2.0574,102.05828325,26,ATL,81,6,United States,NBA 2002-2003 Players Information
Courtney Alexander,SG,1.9558,92.98643585,25,NOP,66,2,United States,NBA 2002-2003 Players Information
Malik Allen,F,2.0827999999999998,115.66605435000001,24,MIA,80,2,United States,NBA 2002-2003 Players Information
Ray Allen,SG,1.9558,92.98643585,27,"MIL, SEA",76,6,United States,NBA 2002-2003 Players Information
Rafer Alston,G,1.8796,79.37866475,26,TOR,47,3,United States,NBA 2002-2003 Players Information
John Amaechi,C,2.0827999999999998,122.4699399,32,UTA,50,4,United States,NBA 2002-2003 Players Information
Chris Andersen,FC,2.0827999999999998,111.13013065000001,24,DEN,59,1,United States,NBA 2002-2003 Players Information
Derek Anderson,G,1.9558,87.99691978,28,POR,76,5,United States,NBA 2002-2003 Players Information
Kenny Anderson,PG,1.8288,76.20351816,32,"NOP, SEA",61,11,United States,NBA 2002-2003 Players Information
Shandon Anderson,GF,1.9811999999999999,94.34721296000001,29,NYK,82,6,United States,NBA 2002-2003 Players Information
Robert Archibald,PF,2.1082,113.3980925,22,MEM,12,0,Scotland,NBA 2002-2003 Players Information
Gilbert Arenas,G,1.905,86.63614267,21,GSW,82,1,United States,NBA 2002-2003 Players Information
Brandon Armstrong,SG,1.9558,83.91458845000001,22,NJN,17,1,United States,NBA 2002-2003 Players Information
Darrell Armstrong,PG,1.8288,77.1107029,34,ORL,82,8,United States,NBA 2002-2003 Players Information
Carlos Arroyo,PG,1.8796,91.62565874,23,UTA,44,1,Puerto RicoUnited States,NBA 2002-2003 Players Information
Chucky Atkins,G,1.8034,83.91458845000001,28,DET,65,4,United States,NBA 2002-2003 Players Information
Stacey Augmon,SF,1.9811999999999999,92.98643585,34,NOP,70,11,United States,NBA 2002-2003 Players Information
Dalibor Bagaric,C,2.159,115.66605435000001,23,CHI,10,2,Croatia,NBA 2002-2003 Players Information
Vin Baker,PF,2.1082,108.8621688,31,BOS,52,9,United States,NBA 2002-2003 Players Information
Brent Barry,G,2.0065999999999997,95.2543977,31,SEA,75,7,United States,NBA 2002-2003 Players Information
Jon Barry,SG,1.9304,88.45051215000001,33,DET,80,10,United States,NBA 2002-2003 Players Information
