Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Alaa Abdelnaby,PF,2.0827999999999998,108.8621688,25,BOS,13,3,Egypt,NBA 1993-1994 Players Information
Mahmoud Abdul-Rauf,PG,1.8288,73.48196394,24,DEN,80,3,United States,NBA 1993-1994 Players Information
Michael Adams,PG,1.778,73.93555631000001,31,WAS,70,8,United States,NBA 1993-1994 Players Information
Mark Aguirre,SF,1.9811999999999999,105.23342984,34,LAC,39,12,United States,NBA 1993-1994 Players Information
Danny Ainge,G,1.9304,79.37866475,34,PHX,68,12,United States,NBA 1993-1994 Players Information
Gary Alexander,F,2.0065999999999997,108.8621688,24,"CLE, MIA",11,0,United States,NBA 1993-1994 Players Information
Victor Alexander,PF,2.0574,120.20197805000001,24,GSW,69,2,United States,NBA 1993-1994 Players Information
Cadillac Anderson,PF,2.0827999999999998,104.32624510000001,29,DET,77,5,United States,NBA 1993-1994 Players Information
Eric Anderson,F,2.0574,99.79032140000001,23,NYK,11,1,United States,NBA 1993-1994 Players Information
Kenny Anderson,PG,1.8288,76.20351816,23,NJN,82,2,United States,NBA 1993-1994 Players Information
Nick Anderson,GF,1.9811999999999999,103.41906036,26,ORL,81,4,United States,NBA 1993-1994 Players Information
Ron Anderson,GF,2.0065999999999997,97.52235955,35,"NJN, WAS",21,9,United States,NBA 1993-1994 Players Information
Willie Anderson,SF,2.0065999999999997,86.1825503,27,SAS,80,5,United States,NBA 1993-1994 Players Information
Greg Anthony,PG,1.8288,79.83225712000001,26,NYK,80,2,United States,NBA 1993-1994 Players Information
B.J. Armstrong,G,1.8796,79.37866475,26,CHI,82,4,United States,NBA 1993-1994 Players Information
Vincent Askew,GF,1.9811999999999999,95.2543977,28,SEA,80,5,United States,NBA 1993-1994 Players Information
Keith Askins,F,2.0065999999999997,89.35769689,26,MIA,37,3,United States,NBA 1993-1994 Players Information
Stacey Augmon,SF,1.9811999999999999,92.98643585,25,ATL,82,2,United States,NBA 1993-1994 Players Information
Ike Austin,C,2.0827999999999998,115.66605435000001,24,PHI,14,2,United States,NBA 1993-1994 Players Information
Anthony Avent,F,2.0574,106.59420695,24,"MIL, ORL",74,1,United States,NBA 1993-1994 Players Information
John Bagley,G,1.8288,83.91458845000001,33,ATL,3,11,United States,NBA 1993-1994 Players Information
Thurl Bailey,PF,2.1082,97.52235955,32,MIN,79,10,United States,NBA 1993-1994 Players Information
Vin Baker,PF,2.1082,108.8621688,22,MIL,82,0,United States,NBA 1993-1994 Players Information
Charles Barkley,PF,1.9811999999999999,114.30527724000001,31,PHX,65,9,United States,NBA 1993-1994 Players Information
Dana Barros,PG,1.8034,74.84274105,26,PHI,81,4,United States,NBA 1993-1994 Players Information
Jon Barry,SG,1.9304,88.45051215000001,24,MIL,72,1,United States,NBA 1993-1994 Players Information
John Battle,G,1.8796,79.37866475,31,CLE,51,8,United States,NBA 1993-1994 Players Information
Benoit Benjamin,C,2.1336,113.3980925,29,NJN,77,8,United States,NBA 1993-1994 Players Information
Tony Bennett,PG,1.8288,79.37866475,24,CHA,74,1,United States,NBA 1993-1994 Players Information
David Benoit,F,2.032,99.79032140000001,25,UTA,55,2,United States,NBA 1993-1994 Players Information
Rolando Blackman,G,1.9811999999999999,86.1825503,35,NYK,55,12,PanamaUnited States,NBA 1993-1994 Players Information
Mookie Blaylock,PG,1.8541999999999998,86.1825503,26,ATL,81,4,United States,NBA 1993-1994 Players Information
Corie Blount,PF,2.0574,108.8621688,25,CHI,67,0,United States,NBA 1993-1994 Players Information
Muggsy Bogues,PG,1.6001999999999998,61.68856232,29,CHA,77,6,United States,NBA 1993-1994 Players Information
Manute Bol,C,2.3114,90.718474,31,"MIA, PHL, WAS",14,8,South Sudan,NBA 1993-1994 Players Information
Walter Bond,G,1.9558,90.718474,25,UTA,56,1,United States,NBA 1993-1994 Players Information
