Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Kareem Abdul-Jabbar,C,2.1844,102.05828325,36,LAL,80,14,United States,NBA 1983-1984 Players Information
Alvan Adams,FC,2.0574,95.2543977,29,PHX,70,8,United States,NBA 1983-1984 Players Information
Mark Aguirre,SF,1.9811999999999999,105.23342984,24,DAL,79,2,United States,NBA 1983-1984 Players Information
Danny Ainge,G,1.9304,79.37866475,24,BOS,71,2,United States,NBA 1983-1984 Players Information
J.J. Anderson,F,2.032,88.45051215000001,23,UTA,48,1,United States,NBA 1983-1984 Players Information
Richard Anderson,FC,2.0827999999999998,108.8621688,23,DEN,78,1,United States,NBA 1983-1984 Players Information
Tiny Archibald,PG,1.8541999999999998,68.0388555,35,MIL,46,13,United States,NBA 1983-1984 Players Information
Ken Austin,SF,2.0574,92.98643585,22,DET,6,0,United States,NBA 1983-1984 Players Information
John Bagley,G,1.8288,83.91458845000001,23,CLE,76,1,United States,NBA 1983-1984 Players Information
James Bailey,FC,2.0574,99.79032140000001,26,HOU,73,4,United States,NBA 1983-1984 Players Information
Thurl Bailey,PF,2.1082,97.52235955,22,UTA,81,0,United States,NBA 1983-1984 Players Information
Greg Ballard,F,2.0065999999999997,97.52235955,29,WAS,82,6,United States,NBA 1983-1984 Players Information
Gene Banks,GF,2.0065999999999997,97.52235955,24,SAS,80,2,United States,NBA 1983-1984 Players Information
Dave Batton,C,2.0827999999999998,108.8621688,27,SAS,4,1,United States,NBA 1983-1984 Players Information
Kent Benson,C,2.0827999999999998,106.59420695,29,DET,82,6,United States,NBA 1983-1984 Players Information
Larry Bird,SF,2.0574,99.79032140000001,27,BOS,79,4,United States,NBA 1983-1984 Players Information
Otis Birdsong,GF,1.905,86.1825503,28,NJN,69,6,United States,NBA 1983-1984 Players Information
Rolando Blackman,G,1.9811999999999999,86.1825503,25,DAL,81,2,PanamaUnited States,NBA 1983-1984 Players Information
Tom Boswell,FC,2.0574,99.79032140000001,30,UTA,38,5,United States,NBA 1983-1984 Players Information
Charles Bradley,SG,1.9558,97.52235955,24,SEA,8,2,United States,NBA 1983-1984 Players Information
Mike Bratz,G,1.8796,83.91458845000001,28,GSW,81,6,United States,NBA 1983-1984 Players Information
Randy Breuer,C,2.2098,104.32624510000001,23,MIL,57,0,United States,NBA 1983-1984 Players Information
Ron Brewer,G,1.9304,81.6466266,28,"GOS, SAN",52,5,United States,NBA 1983-1984 Players Information
Junior Bridgeman,GF,1.9558,95.2543977,30,MIL,81,8,United States,NBA 1983-1984 Players Information
Michael Brooks,F,2.0065999999999997,99.79032140000001,25,SDC,47,3,United States,NBA 1983-1984 Players Information
Fred Brown,G,1.905,82.55381134000001,35,SEA,71,12,United States,NBA 1983-1984 Players Information
Rickey Brown,FC,2.0827999999999998,97.52235955,25,ATL,68,3,United States,NBA 1983-1984 Players Information
Wallace Bryant,C,2.1336,111.13013065000001,24,CHI,29,0,United States,NBA 1983-1984 Players Information
Quinn Buckner,G,1.905,86.1825503,29,BOS,78,7,United States,NBA 1983-1984 Players Information
Don Buse,G,1.9304,86.1825503,33,KCK,76,7,United States,NBA 1983-1984 Players Information
Kenny Carr,GF,2.0065999999999997,99.79032140000001,28,POR,82,6,United States,NBA 1983-1984 Players Information
M.L. Carr,GF,1.9811999999999999,92.98643585,33,BOS,60,9,United States,NBA 1983-1984 Players Information
Joe Barry Carroll,FC,2.1336,102.05828325,25,GSW,80,3,United States,NBA 1983-1984 Players Information
Butch Carter,G,1.9558,81.6466266,25,IND,73,3,United States,NBA 1983-1984 Players Information
Howard Carter,GF,1.9558,97.52235955,22,DEN,55,0,United States,NBA 1983-1984 Players Information
Bill Cartwright,C,2.159,111.13013065000001,26,NYK,77,4,United States,NBA 1983-1984 Players Information
Harvey Catchings,FC,2.0574,98.88313666,32,MIL,69,9,United States,NBA 1983-1984 Players Information
Tom Chambers,PF,2.0827999999999998,99.79032140000001,24,SEA,82,2,United States,NBA 1983-1984 Players Information
Mo Cheeks,PG,1.8541999999999998,81.6466266,27,PHI,75,5,United States,NBA 1983-1984 Players Information
Carlos Clark,G,1.9304,95.2543977,23,BOS,29,0,United States,NBA 1983-1984 Players Information
Don Collins,GF,1.9811999999999999,86.1825503,25,GSW,60,3,United States,NBA 1983-1984 Players Information
Leroy Combs,SF,2.032,95.2543977,23,IND,48,0,United States,NBA 1983-1984 Players Information
Lester Conner,G,1.9304,81.6466266,24,GSW,82,1,United States,NBA 1983-1984 Players Information
Darwin Cook,G,1.905,83.46099608,25,NJN,82,0,United States,NBA 1983-1984 Players Information
Jeff Cook,FC,2.0827999999999998,97.52235955,27,CLE,81,5,United States,NBA 1983-1984 Players Information
Michael Cooper,SG,1.9558,77.1107029,27,LAL,82,5,United States,NBA 1983-1984 Players Information
Wayne Cooper,FC,2.0827999999999998,99.79032140000001,27,POR,81,5,United States,NBA 1983-1984 Players Information
Dave Corzine,C,2.1082,113.3980925,27,CHI,82,5,United States,NBA 1983-1984 Players Information
Charlie Criss,G,1.7271999999999998,74.84274105,35,"ATL, MIL",15,6,United States,NBA 1983-1984 Players Information
Geff Crompton,C,2.1082,127.00586360000001,28,CLE,7,4,United States,NBA 1983-1984 Players Information
Russell Cross,C,2.0827999999999998,97.52235955,22,GSW,44,0,United States,NBA 1983-1984 Players Information
Pat Cummings,FC,2.0574,104.32624510000001,27,DAL,80,5,United States,NBA 1983-1984 Players Information
Terry Cummings,PF,2.0574,99.79032140000001,22,SDC,81,1,United States,NBA 1983-1984 Players Information
Earl Cureton,PF,2.0574,95.2543977,26,DET,73,3,United States,NBA 1983-1984 Players Information
Quintin Dailey,G,1.905,81.6466266,23,CHI,82,1,United States,NBA 1983-1984 Players Information
Adrian Dantley,SF,1.9558,94.34721296000001,28,UTA,79,7,United States,NBA 1983-1984 Players Information
Brad Davis,G,1.905,81.6466266,28,DAL,81,6,United States,NBA 1983-1984 Players Information
Charles Davis,F,2.0065999999999997,97.52235955,25,WAS,46,2,United States,NBA 1983-1984 Players Information
Johnny Davis,G,1.8796,77.1107029,28,ATL,75,7,United States,NBA 1983-1984 Players Information
