Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Mike Dunleavy,GF,2.0574,104.32624510000001,29,IND,67,7,United States,NBA 2009-2010 Players Information
Kevin Durant,SF,2.1082,108.8621688,21,OKC,82,2,United States,NBA 2009-2010 Players Information
Wayne Ellington,SG,1.9304,93.89362059,22,MIN,76,0,United States,NBA 2009-2010 Players Information
Monta Ellis,G,1.905,83.91458845000001,24,GSW,64,4,United States,NBA 2009-2010 Players Information
Francisco Elson,C-F,2.1336,106.59420695,34,"MIL, PHL",12,6,NetherlandsSouth Sudan,NBA 2009-2010 Players Information
Maurice Evans,G-F,1.9558,99.79032140000001,31,ATL,79,7,United States,NBA 2009-2010 Players Information
Reggie Evans,PF,2.032,111.13013065000001,29,TOR,28,7,United States,NBA 2009-2010 Players Information
Tyreke Evans,G,1.9811999999999999,99.79032140000001,20,SAC,72,0,United States,NBA 2009-2010 Players Information
Jordan Farmar,PG,1.8796,81.6466266,23,LAL,82,3,United States,NBA 2009-2010 Players Information
Raymond Felton,PG,1.8541999999999998,92.98643585,25,CHA,80,4,United States,NBA 2009-2010 Players Information
Rudy Fernandez,SG,1.9811999999999999,83.91458845000001,24,POR,62,1,Spain,NBA 2009-2010 Players Information
Kyrylo Fesenko,C,2.159,127.00586360000001,23,UTA,49,2,Ukraine,NBA 2009-2010 Players Information
Michael Finley,G-F,2.0065999999999997,102.05828325,36,"BOS, SAN",46,14,United States,NBA 2009-2010 Players Information
Derek Fisher,G,1.8541999999999998,95.2543977,35,LAL,82,13,United States,NBA 2009-2010 Players Information
Jonny Flynn,PG,1.778,88.90410452,21,MIN,81,0,United States,NBA 2009-2010 Players Information
T.J. Ford,PG,1.8288,74.84274105,26,IND,47,6,United States,NBA 2009-2010 Players Information
Jeff Foster,C,2.1082,107.04779932000001,33,IND,16,10,United States,NBA 2009-2010 Players Information
Randy Foye,G,1.9304,98.88313666,26,WAS,70,3,United States,NBA 2009-2010 Players Information
Channing Frye,FC,2.1336,115.66605435000001,26,PHX,81,4,United States,NBA 2009-2010 Players Information
Dan Gadzuric,FC,2.1082,108.8621688,32,MIL,32,7,NetherlandsUnited States,NBA 2009-2010 Players Information
Sundiata Gaines,G,1.8541999999999998,88.45051215000001,23,UTA,32,0,United States,NBA 2009-2010 Players Information
Danilo Gallinari,SF,2.0827999999999998,107.04779932000001,21,NYK,81,1,Italy,NBA 2009-2010 Players Information
Francisco Garcia,GF,2.0065999999999997,88.45051215000001,28,SAC,25,4,Dominican Republic,NBA 2009-2010 Players Information
Kevin Garnett,PF,2.1082,108.8621688,33,BOS,69,14,United States,NBA 2009-2010 Players Information
Marc Gasol,C,2.159,115.66605435000001,25,MEM,69,1,Spain,NBA 2009-2010 Players Information
Pau Gasol,FC,2.1336,113.3980925,29,LAL,65,8,Spain,NBA 2009-2010 Players Information
Rudy Gay,SF,2.0065999999999997,113.3980925,23,MEM,80,3,United States,NBA 2009-2010 Players Information
Alonzo Gee,SF,1.9811999999999999,102.05828325,22,WAS,11,0,United States,NBA 2009-2010 Players Information
Devean George,F-G,2.032,106.59420695,32,GSW,45,10,United States,NBA 2009-2010 Players Information
Daniel Gibson,G,1.8796,90.718474,24,CLE,56,3,United States,NBA 2009-2010 Players Information
Taj Gibson,F,2.0574,105.23342984,24,CHI,82,0,United States,NBA 2009-2010 Players Information
J.R. Giddens,GF,1.9558,95.2543977,25,"BOS, NYK",32,1,United States,NBA 2009-2010 Players Information
Trey Gilder,F,2.0574,83.91458845000001,25,MEM,2,0,United States,NBA 2009-2010 Players Information
Manu Ginobili,SG,1.9811999999999999,92.98643585,32,SAS,75,7,Argentina,NBA 2009-2010 Players Information
Ryan Gomes,F,2.0065999999999997,111.13013065000001,27,MIN,76,4,United States,NBA 2009-2010 Players Information
Drew Gooden,FC,2.0827999999999998,113.3980925,28,"DAL, LAC",70,7,United States,NBA 2009-2010 Players Information
Ben Gordon,SG,1.905,90.718474,26,DET,62,5,EnglandUnited States,NBA 2009-2010 Players Information
Eric Gordon,G,1.905,97.52235955,21,LAC,62,1,United StatesBahamas,NBA 2009-2010 Players Information
Marcin Gortat,FC,2.1082,108.8621688,26,ORL,81,2,Poland,NBA 2009-2010 Players Information
Joey Graham,G,2.0065999999999997,102.05828325,27,DEN,63,4,United States,NBA 2009-2010 Players Information
Stephen Graham,GF,1.9811999999999999,97.52235955,27,CHA,70,4,United States,NBA 2009-2010 Players Information
Danny Granger,GF,2.0574,100.69750614,26,IND,62,4,United States,NBA 2009-2010 Players Information
Aaron Gray,C,2.1336,122.4699399,25,"CHI, NOP",32,2,United States,NBA 2009-2010 Players Information
Danny Green,SF,1.9811999999999999,97.52235955,22,CLE,20,0,United States,NBA 2009-2010 Players Information
Jeff Green,F,2.032,106.59420695,23,OKC,82,2,United States,NBA 2009-2010 Players Information
Willie Green,SG,1.905,91.17206637000001,28,PHI,73,6,United States,NBA 2009-2010 Players Information
Donte Greene,F,2.1082,102.51187562000001,22,SAC,76,1,United StatesGermany,NBA 2009-2010 Players Information
Taylor Griffin,F,2.032,106.59420695,23,PHX,8,0,United States,NBA 2009-2010 Players Information
Hamed Haddadi,C,2.1844,120.20197805000001,24,MEM,36,1,Iran,NBA 2009-2010 Players Information
Malik Hairston,SF,1.9811999999999999,99.79032140000001,23,SAS,47,1,United States,NBA 2009-2010 Players Information
Marcus Haislip,FC,2.0827999999999998,104.32624510000001,29,SAS,10,3,United States,NBA 2009-2010 Players Information
Richard Hamilton,SG,2.0065999999999997,87.54332741,32,DET,46,10,United States,NBA 2009-2010 Players Information
Tyler Hansbrough,PF,2.0574,113.3980925,24,IND,29,0,United States,NBA 2009-2010 Players Information
James Harden,SG,1.9558,99.79032140000001,20,OKC,76,0,United States,NBA 2009-2010 Players Information
Al Harrington,F,2.0574,111.13013065000001,30,NYK,72,11,United States,NBA 2009-2010 Players Information
Devin Harris,G,1.905,83.91458845000001,27,NJN,64,5,United States,NBA 2009-2010 Players Information
Mike Harris,F,1.9811999999999999,109.76935354000001,26,"HOU, WAS",13,1,United States,NBA 2009-2010 Players Information
Jason Hart,G,1.905,81.6466266,31,"MIN, NOP",5,8,United States,NBA 2009-2010 Players Information
Udonis Haslem,FC,2.0065999999999997,106.59420695,29,MIA,78,6,United States,NBA 2009-2010 Players Information
Trenton Hassell,F,1.9558,102.96546799000001,30,NJN,52,8,United States,NBA 2009-2010 Players Information
Spencer Hawes,C,2.159,111.13013065000001,21,SAC,72,2,United States,NBA 2009-2010 Players Information
Chuck Hayes,PF,1.9811999999999999,108.8621688,26,HOU,82,4,United States,NBA 2009-2010 Players Information
Jarvis Hayes,SF,1.9811999999999999,99.79032140000001,28,NJN,45,6,United StatesQatar,NBA 2009-2010 Players Information
Brendan Haywood,C,2.1336,119.29479331,30,"DAL, WAS",77,8,United States,NBA 2009-2010 Players Information
Luther Head,G,1.905,83.91458845000001,27,IND,47,4,United States,NBA 2009-2010 Players Information
Gerald Henderson,SG,1.9558,97.52235955,22,CHA,43,0,United States,NBA 2009-2010 Players Information
Roy Hibbert,C,2.1844,122.4699399,23,IND,81,1,United States,NBA 2009-2010 Players Information
J.J. Hickson,PF,2.0574,109.76935354000001,21,CLE,81,1,United States,NBA 2009-2010 Players Information
George Hill,G,1.905,85.27536556,23,SAS,78,1,United States,NBA 2009-2010 Players Information
Grant Hill,SF,2.032,102.05828325,37,PHX,81,15,United States,NBA 2009-2010 Players Information
Jordan Hill,PF,2.0827999999999998,108.8621688,22,"HOU, NYK",47,0,United States,NBA 2009-2010 Players Information
Kirk Hinrich,G,1.9304,86.1825503,29,CHI,74,6,United States,NBA 2009-2010 Players Information
Jrue Holiday,G,1.9304,92.98643585,19,PHI,73,0,United States,NBA 2009-2010 Players Information
Ryan Hollins,C,2.1336,104.32624510000001,25,MIN,73,3,United States,NBA 2009-2010 Players Information
Al Horford,FC,2.0574,108.8621688,23,ATL,81,2,Dominican RepublicUnited States,NBA 2009-2010 Players Information
Eddie House,G,1.8541999999999998,86.1825503,31,"BOS, NYK",68,9,United States,NBA 2009-2010 Players Information
Dwight Howard,C,2.1082,120.20197805000001,24,ORL,82,5,United States,NBA 2009-2010 Players Information
Josh Howard,GF,2.0065999999999997,95.2543977,29,"DAL, WAS",35,6,United States,NBA 2009-2010 Players Information
Juwan Howard,PF,2.0574,108.8621688,37,POR,73,15,United States,NBA 2009-2010 Players Information
Lester Hudson,G,1.905,86.1825503,25,"BOS, MEM",25,0,United States,NBA 2009-2010 Players Information
Larry Hughes,G,1.9558,83.46099608,31,"CHA, NYK",45,11,United States,NBA 2009-2010 Players Information
Kris Humphries,PF,2.0574,106.59420695,25,"DAL, NJN",69,5,United States,NBA 2009-2010 Players Information
Chris Hunter,F-C,2.1082,108.8621688,25,GSW,60,1,United States,NBA 2009-2010 Players Information
Lindsey Hunter,G,1.8796,88.45051215000001,39,CHI,13,16,United States,NBA 2009-2010 Players Information
Othello Hunter,FC,2.032,102.05828325,23,ATL,7,1,United States,NBA 2009-2010 Players Information
Steven Hunter,F-C,2.1336,108.8621688,28,MEM,21,8,United States,NBA 2009-2010 Players Information
Serge Ibaka,C,2.0827999999999998,106.59420695,20,OKC,73,0,Republic of the CongoSpain,NBA 2009-2010 Players Information
Andre Iguodala,SF,1.9811999999999999,97.52235955,26,PHI,82,5,United States,NBA 2009-2010 Players Information
Zydrunas Ilgauskas,C,2.2098,117.9340162,34,CLE,64,13,Lithuania,NBA 2009-2010 Players Information
Ersan Ilyasova,F,2.0827999999999998,106.59420695,22,MIL,81,2,Turkey,NBA 2009-2010 Players Information
Allen Iverson,G,1.8288,74.84274105,34,"MEM, PHL",28,13,United States,NBA 2009-2010 Players Information
Royal Ivey,G,1.9304,97.52235955,28,"MIL, PHL",44,5,United States,NBA 2009-2010 Players Information
Jarrett Jack,G,1.905,90.718474,26,TOR,82,4,United States,NBA 2009-2010 Players Information
Cedric Jackson,PG,1.905,86.1825503,23,"CLE, SAN, WAS",12,0,United States,NBA 2009-2010 Players Information
Darnell Jackson,F,2.032,109.31576117,24,"CLE, MIL",28,1,United States,NBA 2009-2010 Players Information
Stephen Jackson,GF,2.032,99.79032140000001,31,"CHA, GOS",81,12,United States,NBA 2009-2010 Players Information
LeBron James,F,2.0574,113.3980925,25,CLE,76,6,United States,NBA 2009-2010 Players Information
Mike James,G,1.8796,85.27536556,34,WAS,4,8,United States,NBA 2009-2010 Players Information
Antawn Jamison,F,2.0574,106.59420695,33,"CLE, WAS",66,11,United States,NBA 2009-2010 Players Information
Nathan Jawai,C,2.0827999999999998,127.00586360000001,23,MIN,39,1,Australia,NBA 2009-2010 Players Information
Othyus Jeffers,GF,1.9558,95.2543977,24,UTA,14,0,United States,NBA 2009-2010 Players Information
Al Jefferson,FC,2.0827999999999998,131.08819493000001,25,MIN,76,5,United States,NBA 2009-2010 Players Information
Richard Jefferson,SF,2.0065999999999997,105.68702221000001,29,SAS,81,8,United States,NBA 2009-2010 Players Information
Jared Jeffries,PF,2.1082,108.8621688,28,"HOU, NYK",70,7,United States,NBA 2009-2010 Players Information
Brandon Jennings,G,1.8541999999999998,77.1107029,20,MIL,82,0,United States,NBA 2009-2010 Players Information
Jonas Jerebko,F,2.0827999999999998,104.77983747,22,DET,80,0,Sweden,NBA 2009-2010 Players Information
Amir Johnson,PF,2.0574,108.8621688,22,TOR,82,4,United States,NBA 2009-2010 Players Information
Anthony Johnson,G,1.905,88.45051215000001,35,ORL,31,12,United States,NBA 2009-2010 Players Information
James Johnson,F,2.0065999999999997,108.8621688,23,CHI,65,0,United States,NBA 2009-2010 Players Information
Joe Johnson,SG,2.0065999999999997,108.8621688,28,ATL,76,8,United States,NBA 2009-2010 Players Information
Dahntay Jones,GF,1.9811999999999999,102.05828325,29,IND,76,6,United States,NBA 2009-2010 Players Information
Dwayne Jones,C,2.1082,112.49090776,26,PHX,2,4,United States,NBA 2009-2010 Players Information
James Jones,SF,2.032,98.88313666,29,MIA,36,6,United States,NBA 2009-2010 Players Information
Solomon Jones,C,2.0827999999999998,104.32624510000001,25,IND,52,3,United States,NBA 2009-2010 Players Information
DeAndre Jordan,C,2.1082,120.20197805000001,21,LAC,70,1,United States,NBA 2009-2010 Players Information
Chris Kaman,C,2.1336,120.20197805000001,27,LAC,76,6,United StatesGermany,NBA 2009-2010 Players Information
Jason Kapono,SF,2.032,96.61517481,29,PHI,57,6,United States,NBA 2009-2010 Players Information
Coby Karl,SF,1.9558,97.52235955,26,"CLE, GOS",7,1,United States,NBA 2009-2010 Players Information
Jason Kidd,PG,1.9304,95.2543977,36,DAL,80,15,United States,NBA 2009-2010 Players Information
Andrei Kirilenko,PF,2.0574,106.59420695,29,UTA,58,8,Russia,NBA 2009-2010 Players Information
Kyle Korver,SF,2.0065999999999997,96.16158244,28,UTA,52,6,United States,NBA 2009-2010 Players Information
Kosta Koufos,C,2.1336,120.20197805000001,21,UTA,36,1,United StatesGreece,NBA 2009-2010 Players Information
Nenad Krstic,C,2.0827999999999998,115.66605435000001,26,OKC,76,5,Serbia,NBA 2009-2010 Players Information
Oliver Lafayette,PG,1.905,86.1825503,25,BOS,1,0,United StatesCroatia,NBA 2009-2010 Players Information
Carl Landry,F,2.0574,112.49090776,26,"HOU, SAC",80,2,United States,NBA 2009-2010 Players Information
Marcus Landry,F,2.0065999999999997,104.32624510000001,24,"BOS, NYK",18,0,United States,NBA 2009-2010 Players Information
Acie Law,SG,1.905,91.62565874,25,"CHA, CHI, GOS",26,2,United States,NBA 2009-2010 Players Information
Ty Lawson,PG,1.8034,88.45051215000001,22,DEN,65,0,United States,NBA 2009-2010 Players Information
Courtney Lee,SG,1.9558,97.52235955,24,NJN,71,1,United States,NBA 2009-2010 Players Information
David Lee,FC,2.0574,111.13013065000001,26,NYK,81,4,United States,NBA 2009-2010 Players Information
Rashard Lewis,F,2.0827999999999998,106.59420695,30,ORL,72,11,United States,NBA 2009-2010 Players Information
Shaun Livingston,G,2.0065999999999997,87.08973504000001,24,"OKC, WAS",36,5,United States,NBA 2009-2010 Players Information
Brook Lopez,C,2.159,127.91304834,21,NJN,82,1,United States,NBA 2009-2010 Players Information
Robin Lopez,FC,2.159,127.45945597000001,21,PHX,51,1,United States,NBA 2009-2010 Players Information
Kevin Love,FC,2.032,113.85168487,21,MIN,60,1,United States,NBA 2009-2010 Players Information
Kyle Lowry,PG,1.8288,88.90410452,23,HOU,68,3,United States,NBA 2009-2010 Players Information
Corey Maggette,GF,1.9811999999999999,102.05828325,30,GSW,70,10,United States,NBA 2009-2010 Players Information
Jamaal Magloire,C,2.1082,117.48042383,31,MIA,36,9,Canada,NBA 2009-2010 Players Information
Ian Mahinmi,C,2.1082,118.84120094000001,23,SAS,26,2,France,NBA 2009-2010 Players Information
Shawn Marion,F,2.0065999999999997,103.41906036,31,DAL,75,10,United States,NBA 2009-2010 Players Information
