Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Shareef Abdur-Rahim,F,2.0574,102.05828325,31,SAC,6,11,United States,NBA 2007-2008 Players Information
Arron Afflalo,SG,1.9558,95.2543977,22,DET,75,0,United States,NBA 2007-2008 Players Information
Maurice Ager,F-G,1.9558,91.62565874,24,"DAL, NJN",26,1,United States,NBA 2007-2008 Players Information
Blake Ahearn,G,1.905,86.1825503,23,MIA,12,0,United States,NBA 2007-2008 Players Information
LaMarcus Aldridge,FC,2.1082,120.20197805000001,22,POR,76,1,United States,NBA 2007-2008 Players Information
Malik Allen,F,2.0827999999999998,115.66605435000001,29,"DAL, NJN",73,7,United States,NBA 2007-2008 Players Information
Ray Allen,SG,1.9558,92.98643585,32,BOS,73,11,United States,NBA 2007-2008 Players Information
Tony Allen,SG,1.9304,96.61517481,26,BOS,75,3,United States,NBA 2007-2008 Players Information
Lance Allred,C,2.1082,113.3980925,27,CLE,3,0,United States,NBA 2007-2008 Players Information
Morris Almond,GF,1.9811999999999999,99.79032140000001,23,UTA,9,0,United States,NBA 2007-2008 Players Information
Rafer Alston,G,1.8796,79.37866475,31,HOU,74,8,United States,NBA 2007-2008 Players Information
Lou Amundson,PF,2.0574,99.79032140000001,25,PHI,16,1,United States,NBA 2007-2008 Players Information
Chris Andersen,FC,2.0827999999999998,111.13013065000001,29,NOP,5,4,United States,NBA 2007-2008 Players Information
Derek Anderson,G,1.9558,87.99691978,33,CHA,28,10,United States,NBA 2007-2008 Players Information
Carmelo Anthony,F,2.032,108.8621688,23,DEN,77,4,United States,NBA 2007-2008 Players Information
Joel Anthony,C,2.0574,111.13013065000001,25,MIA,24,0,Canada,NBA 2007-2008 Players Information
Gilbert Arenas,G,1.905,86.63614267,26,WAS,13,6,United States,NBA 2007-2008 Players Information
Trevor Ariza,SF,2.032,97.52235955,22,"LAL, ORL",35,3,United States,NBA 2007-2008 Players Information
Darrell Armstrong,PG,1.8288,77.1107029,39,NJN,50,13,United States,NBA 2007-2008 Players Information
Hilton Armstrong,C,2.1082,106.59420695,23,NOP,65,1,United States,NBA 2007-2008 Players Information
Carlos Arroyo,PG,1.8796,91.62565874,28,ORL,62,6,Puerto RicoUnited States,NBA 2007-2008 Players Information
Chucky Atkins,G,1.8034,83.91458845000001,33,DEN,24,9,United States,NBA 2007-2008 Players Information
James Augustine,FC,2.0827999999999998,106.59420695,24,ORL,25,1,United States,NBA 2007-2008 Players Information
Kelenna Azubuike,F-G,1.9558,99.79032140000001,24,GSW,81,1,EnglandNigeria,NBA 2007-2008 Players Information
Renaldo Balkman,F,2.032,94.34721296000001,23,NYK,65,1,United StatesPuerto Rico,NBA 2007-2008 Players Information
Marcus Banks,G,1.8796,90.718474,26,"MIA, PHX",36,4,United States,NBA 2007-2008 Players Information
Leandro Barbosa,G,1.905,87.99691978,25,PHX,82,4,Brazil,NBA 2007-2008 Players Information
J.J. Barea,G,1.778,81.6466266,23,DAL,44,1,Puerto RicoUnited States,NBA 2007-2008 Players Information
Andrea Bargnani,FC,2.1336,111.13013065000001,22,TOR,78,1,Italy,NBA 2007-2008 Players Information
Matt Barnes,GF,2.0065999999999997,102.51187562000001,27,GSW,73,5,United States,NBA 2007-2008 Players Information
Andre Barrett,PG,1.778,78.47148001000001,26,LAC,4,3,United States,NBA 2007-2008 Players Information
Earl Barron,C,2.1336,113.3980925,26,MIA,46,3,United States,NBA 2007-2008 Players Information
Brent Barry,G,2.0065999999999997,95.2543977,36,SAS,31,12,United States,NBA 2007-2008 Players Information
Brandon Bass,PF,2.032,113.3980925,22,DAL,79,2,United States,NBA 2007-2008 Players Information
Maceo Baston,FC,2.1082,104.32624510000001,31,TOR,15,3,United States,NBA 2007-2008 Players Information
Shane Battier,F,2.032,99.79032140000001,29,HOU,80,6,United States,NBA 2007-2008 Players Information
