Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Mark Acres,FC,2.1082,99.79032140000001,27,ORL,80,2,United States,NBA 1989-1990 Players Information
Michael Adams,PG,1.778,73.93555631000001,27,DEN,79,4,United States,NBA 1989-1990 Players Information
Mark Aguirre,SF,1.9811999999999999,105.23342984,30,DET,78,8,United States,NBA 1989-1990 Players Information
Danny Ainge,G,1.9304,79.37866475,30,SAC,75,8,United States,NBA 1989-1990 Players Information
Mark Alarie,F,2.032,98.42954429000001,26,WAS,82,3,United States,NBA 1989-1990 Players Information
Steve Alford,G,1.8796,83.00740371,25,DAL,41,2,United States,NBA 1989-1990 Players Information
Randy Allen,F,2.032,99.79032140000001,25,SAC,63,1,United States,NBA 1989-1990 Players Information
Cadillac Anderson,PF,2.0827999999999998,104.32624510000001,25,MIL,60,2,United States,NBA 1989-1990 Players Information
Nick Anderson,GF,1.9811999999999999,103.41906036,22,ORL,81,0,United States,NBA 1989-1990 Players Information
Richard Anderson,FC,2.0827999999999998,108.8621688,29,CHA,54,5,United States,NBA 1989-1990 Players Information
Ron Anderson,GF,2.0065999999999997,97.52235955,31,PHI,78,5,United States,NBA 1989-1990 Players Information
Willie Anderson,SF,2.0065999999999997,86.1825503,23,SAS,82,1,United States,NBA 1989-1990 Players Information
Michael Ansley,F,2.0065999999999997,102.05828325,23,ORL,72,0,United States,NBA 1989-1990 Players Information
B.J. Armstrong,G,1.8796,79.37866475,22,CHI,81,0,United States,NBA 1989-1990 Players Information
John Bagley,G,1.8288,83.91458845000001,29,BOS,54,7,United States,NBA 1989-1990 Players Information
Thurl Bailey,PF,2.1082,97.52235955,28,UTA,82,6,United States,NBA 1989-1990 Players Information
Ken Bannister,FC,2.0574,106.59420695,29,LAC,52,3,United States,NBA 1989-1990 Players Information
Charles Barkley,PF,1.9811999999999999,114.30527724000001,27,PHI,79,5,United States,NBA 1989-1990 Players Information
Dana Barros,PG,1.8034,74.84274105,22,SEA,81,0,United States,NBA 1989-1990 Players Information
John Battle,G,1.8796,79.37866475,27,ATL,60,4,United States,NBA 1989-1990 Players Information
Kenny Battle,SF,1.9811999999999999,95.2543977,25,PHX,59,0,United States,NBA 1989-1990 Players Information
William Bedford,C,2.1336,102.05828325,27,DET,42,3,United States,NBA 1989-1990 Players Information
Benoit Benjamin,C,2.1336,113.3980925,25,LAC,71,4,United States,NBA 1989-1990 Players Information
Winston Bennett,F,2.0065999999999997,95.2543977,25,CLE,55,0,United States,NBA 1989-1990 Players Information
Larry Bird,SF,2.0574,99.79032140000001,33,BOS,75,10,United States,NBA 1989-1990 Players Information
Uwe Blab,C,2.1844,110.22294591,27,"GOS, SAN",47,4,Germany,NBA 1989-1990 Players Information
Rolando Blackman,G,1.9811999999999999,86.1825503,31,DAL,80,8,PanamaUnited States,NBA 1989-1990 Players Information
Mookie Blaylock,PG,1.8541999999999998,86.1825503,22,NJN,50,0,United States,NBA 1989-1990 Players Information
Muggsy Bogues,PG,1.6001999999999998,61.68856232,25,CHA,81,2,United States,NBA 1989-1990 Players Information
Manute Bol,C,2.3114,90.718474,27,GSW,75,4,South Sudan,NBA 1989-1990 Players Information
Anthony Bowie,GF,1.9811999999999999,86.1825503,26,HOU,66,3,United States,NBA 1989-1990 Players Information
Sam Bowie,C,2.159,106.59420695,28,NJN,68,5,United States,NBA 1989-1990 Players Information
Adrian Branch,GF,2.0065999999999997,83.91458845000001,26,MIN,11,4,United States,NBA 1989-1990 Players Information
Randy Breuer,C,2.2098,104.32624510000001,29,"MIL, MIN",81,6,United States,NBA 1989-1990 Players Information
Frank Brickowski,PF,2.0574,108.8621688,30,SAS,78,5,United States,NBA 1989-1990 Players Information
Scott Brooks,PG,1.8034,74.84274105,24,PHI,72,2,United States,NBA 1989-1990 Players Information
Chucky Brown,SF,2.0065999999999997,97.06876718000001,22,CLE,75,0,United States,NBA 1989-1990 Players Information
Mike Brown,PF,2.0574,116.57323909,26,UTA,82,3,United States,NBA 1989-1990 Players Information
Raymond Brown,PF,2.032,99.79032140000001,24,UTA,16,0,United States,NBA 1989-1990 Players Information
Tony Brown,GF,1.9811999999999999,83.91458845000001,29,MIL,61,7,United States,NBA 1989-1990 Players Information
Stanley Brundy,F,1.9811999999999999,95.2543977,22,NJN,16,0,United States,NBA 1989-1990 Players Information
Mark Bryant,PF,2.0574,111.13013065000001,24,POR,58,1,United States,NBA 1989-1990 Players Information
Torgeir Bryn,FC,2.0574,113.3980925,25,LAC,3,0,Norway,NBA 1989-1990 Players Information
Steve Bucknall,GF,1.9811999999999999,97.52235955,23,LAL,18,0,England,NBA 1989-1990 Players Information
Greg Butler,C,2.1082,108.8621688,23,NYK,13,1,United States,NBA 1989-1990 Players Information
Michael Cage,PF,2.0574,101.60469088,28,SEA,82,5,United States,NBA 1989-1990 Players Information
Adrian Caldwell,PF,2.032,120.20197805000001,23,HOU,51,0,United States,NBA 1989-1990 Players Information
Tony Campbell,GF,2.0065999999999997,97.52235955,27,MIN,82,5,United States,NBA 1989-1990 Players Information
Rick Carlisle,G,1.9558,95.2543977,30,NJN,5,5,United States,NBA 1989-1990 Players Information
Antoine Carr,PF,2.0574,102.05828325,28,"ATL, SAC",77,5,United States,NBA 1989-1990 Players Information
Joe Barry Carroll,FC,2.1336,102.05828325,31,"DEN, NJN",76,8,United States,NBA 1989-1990 Players Information
Bill Cartwright,C,2.159,111.13013065000001,32,CHI,71,10,United States,NBA 1989-1990 Players Information
Terry Catledge,F,2.032,99.79032140000001,26,ORL,74,4,United States,NBA 1989-1990 Players Information
Tom Chambers,PF,2.0827999999999998,99.79032140000001,30,PHX,81,8,United States,NBA 1989-1990 Players Information
Rex Chapman,SG,1.9304,83.91458845000001,22,CHA,54,1,United States,NBA 1989-1990 Players Information
Mo Cheeks,PG,1.8541999999999998,81.6466266,33,"NYK, SAN",81,11,United States,NBA 1989-1990 Players Information
Derrick Chievous,F,2.0065999999999997,83.91458845000001,22,"CLE, HOU",55,1,United States,NBA 1989-1990 Players Information
Ben Coleman,F,2.0574,106.59420695,28,MIL,22,4,United States,NBA 1989-1990 Players Information
Steve Colter,G,1.905,74.84274105,27,WAS,73,5,United States,NBA 1989-1990 Players Information
Lester Conner,G,1.9304,81.6466266,30,NJN,82,6,United States,NBA 1989-1990 Players Information
Michael Cooper,SG,1.9558,77.1107029,33,LAL,80,11,United States,NBA 1989-1990 Players Information
Wayne Cooper,FC,2.0827999999999998,99.79032140000001,33,POR,79,11,United States,NBA 1989-1990 Players Information
Lanard Copeland,G,1.9811999999999999,86.1825503,24,PHI,23,0,United StatesAustralia,NBA 1989-1990 Players Information
Tyrone Corbin,F,1.9811999999999999,95.2543977,27,MIN,82,4,United States,NBA 1989-1990 Players Information
Dave Corzine,C,2.1082,113.3980925,33,ORL,6,11,United States,NBA 1989-1990 Players Information
Pat Cummings,FC,2.0574,104.32624510000001,33,MIA,37,11,United States,NBA 1989-1990 Players Information
Terry Cummings,PF,2.0574,99.79032140000001,28,SAS,81,7,United States,NBA 1989-1990 Players Information
Dell Curry,SG,1.9304,86.1825503,25,CHA,67,3,United States,NBA 1989-1990 Players Information
Quintin Dailey,G,1.905,81.6466266,29,SEA,30,7,United States,NBA 1989-1990 Players Information
Adrian Dantley,SF,1.9558,94.34721296000001,34,DAL,45,13,United States,NBA 1989-1990 Players Information
Brad Daugherty,C,2.1336,111.13013065000001,24,CLE,41,3,United States,NBA 1989-1990 Players Information
Brad Davis,G,1.905,81.6466266,34,DAL,73,12,United States,NBA 1989-1990 Players Information
Charles Davis,F,2.0065999999999997,97.52235955,31,CHI,53,7,United States,NBA 1989-1990 Players Information
