Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Mahdi Abdul-Rahman,G,1.8796,83.91458845000001,23,LAL,80,1,United States,NBA 1965-1966 Players Information
Jay Arnette,G,1.8796,79.37866475,27,CIN,3,2,United States,NBA 1965-1966 Players Information
Al Attles,PG,1.8288,79.37866475,29,GSW,79,5,United States,NBA 1965-1966 Players Information
Jim Barnes,FC,2.032,95.2543977,24,"NYK, WAS",74,1,United States,NBA 1965-1966 Players Information
Dick Barnett,SG,1.9304,86.1825503,29,NYK,75,5,United States,NBA 1965-1966 Players Information
John Barnhill,G,1.8541999999999998,81.6466266,27,"DET, STH",76,3,United States,NBA 1965-1966 Players Information
Rick Barry,F,2.0065999999999997,92.98643585,21,GSW,80,0,United States,NBA 1965-1966 Players Information
Elgin Baylor,F,1.9558,102.05828325,31,LAL,65,7,United States,NBA 1965-1966 Players Information
Zelmo Beaty,FC,2.0574,102.05828325,26,STH,80,3,United States,NBA 1965-1966 Players Information
Walt Bellamy,C,2.1082,102.05828325,26,"NYK, WAS",80,4,United States,NBA 1965-1966 Players Information
Al Bianchi,G,1.905,83.91458845000001,33,PHI,78,9,United States,NBA 1965-1966 Players Information
Ron Bonham,F,1.9558,87.08973504000001,23,BOS,38,1,United States,NBA 1965-1966 Players Information
Bob Boozer,PF,2.032,97.52235955,28,LAL,77,5,United States,NBA 1965-1966 Players Information
Gary Bradds,C,2.032,95.2543977,23,WAS,3,1,United States,NBA 1965-1966 Players Information
Jesse Branson,F,2.0065999999999997,88.45051215000001,24,PHI,5,0,United States,NBA 1965-1966 Players Information
Bill Bridges,FC,1.9811999999999999,103.41906036,26,STH,78,3,United States,NBA 1965-1966 Players Information
Emmette Bryant,PG,1.8541999999999998,79.37866475,27,NYK,71,1,United States,NBA 1965-1966 Players Information
Bill Buntin,FC,2.0065999999999997,113.3980925,23,DET,41,0,United States,NBA 1965-1966 Players Information
Donnie Butcher,G,1.8796,90.718474,30,DET,15,4,United States,NBA 1965-1966 Players Information
Joe Caldwell,GF,1.9558,88.45051215000001,24,"DET, STH",79,1,United States,NBA 1965-1966 Players Information
Wilt Chamberlain,C,2.159,120.20197805000001,29,PHI,79,6,United States,NBA 1965-1966 Players Information
Len Chappell,PF,2.032,108.8621688,25,NYK,45,3,United States,NBA 1965-1966 Players Information
Barry Clemens,PF,1.9811999999999999,95.2543977,22,NYK,66,0,United States,NBA 1965-1966 Players Information
Mel Counts,FC,2.1336,104.32624510000001,24,BOS,67,1,United States,NBA 1965-1966 Players Information
Billy Cunningham,FC,2.0065999999999997,95.2543977,22,PHI,80,0,United States,NBA 1965-1966 Players Information
Dave DeBusschere,F,1.9811999999999999,99.79032140000001,25,DET,79,3,United States,NBA 1965-1966 Players Information
Connie Dierking,C,2.0574,100.69750614,29,CIN,56,4,United States,NBA 1965-1966 Players Information
Johnny Egan,PG,1.8034,81.6466266,27,"NYK, WAS",76,4,United States,NBA 1965-1966 Players Information
Leroy Ellis,FC,2.0827999999999998,95.2543977,25,LAL,80,3,United States,NBA 1965-1966 Players Information
Wayne Embry,C,2.032,108.8621688,28,CIN,80,7,United States,NBA 1965-1966 Players Information
Keith Erickson,GF,1.9558,88.45051215000001,21,GSW,59,0,United States,NBA 1965-1966 Players Information
John Fairchild,FC,2.032,92.98643585,22,LAL,24,0,United States,NBA 1965-1966 Players Information
Mike Farmer,F,2.0065999999999997,95.2543977,29,STH,8,6,United States,NBA 1965-1966 Players Information
Bob Ferry,FC,2.032,104.32624510000001,28,WAS,65,6,United States,NBA 1965-1966 Players Information
Will Frazier,F,2.0065999999999997,95.2543977,23,GSW,2,0,United States,NBA 1965-1966 Players Information
Dave Gambee,F,1.9811999999999999,97.52235955,28,PHI,72,7,United States,NBA 1965-1966 Players Information
Tom Gola,GF,1.9811999999999999,92.98643585,33,NYK,74,9,United States,NBA 1965-1966 Players Information
Gail Goodrich,G,1.8541999999999998,77.1107029,22,LAL,64,0,United States,NBA 1965-1966 Players Information
Johnny Green,SF,1.9558,90.718474,32,"NYK, WAS",79,6,United States,NBA 1965-1966 Players Information
Si Green,G,1.8796,83.91458845000001,32,BOS,10,8,United States,NBA 1965-1966 Players Information
Hal Greer,G,1.8796,79.37866475,29,PHI,80,7,United States,NBA 1965-1966 Players Information
Richie Guerin,SG,1.9304,88.45051215000001,33,STH,80,9,United States,NBA 1965-1966 Players Information
Cliff Hagan,GF,1.9304,95.2543977,34,STH,74,9,United States,NBA 1965-1966 Players Information
Happy Hairston,F,2.0065999999999997,102.05828325,23,CIN,72,1,United States,NBA 1965-1966 Players Information
John Havlicek,GF,1.9558,90.718474,25,BOS,71,1,United States,NBA 1965-1966 Players Information
Tom Hawkins,F,1.9558,95.2543977,29,CIN,79,6,United States,NBA 1965-1966 Players Information
Fred Hetzel,F,2.032,99.79032140000001,23,GSW,53,0,United States,NBA 1965-1966 Players Information
Art Heyman,GF,1.9558,92.98643585,24,"CIN, PHL",17,2,United States,NBA 1965-1966 Players Information
Wayne Hightower,F,2.032,104.32624510000001,26,WAS,24,3,United States,NBA 1965-1966 Players Information
Bailey Howell,SF,2.0065999999999997,95.2543977,29,WAS,78,6,United States,NBA 1965-1966 Players Information
Darrall Imhoff,C,2.0827999999999998,99.79032140000001,27,LAL,77,5,United States,NBA 1965-1966 Players Information
Luke Jackson,FC,2.0574,108.8621688,24,PHI,78,1,United States,NBA 1965-1966 Players Information
Gus Johnson,FC,1.9811999999999999,104.32624510000001,27,WAS,41,2,United States,NBA 1965-1966 Players Information
K.C. Jones,G,1.8541999999999998,90.718474,33,BOS,80,7,United States,NBA 1965-1966 Players Information
Sam Jones,GF,1.9304,89.81128926000001,32,BOS,67,8,United States,NBA 1965-1966 Players Information
Wali Jones,G,1.8796,81.6466266,24,PHI,80,1,United States,NBA 1965-1966 Players Information
Red Kerr,FC,2.0574,104.32624510000001,33,WAS,71,11,United States,NBA 1965-1966 Players Information
Jim King,G,1.8796,79.37866475,25,LAL,76,2,United States,NBA 1965-1966 Players Information
Don Kojis,SF,1.905,91.62565874,27,DET,60,2,United States,NBA 1965-1966 Players Information
Howard Komives,PG,1.8541999999999998,83.91458845000001,24,NYK,80,1,United States,NBA 1965-1966 Players Information
Rudy LaRusso,FC,2.0065999999999997,99.79032140000001,28,LAL,76,6,United States,NBA 1965-1966 Players Information
Kevin Loughery,SG,1.905,86.1825503,25,WAS,74,3,United States,NBA 1965-1966 Players Information
Jerry Lucas,FC,2.032,104.32624510000001,25,CIN,79,2,United States,NBA 1965-1966 Players Information
Jon McGlocklin,GF,1.9558,92.98643585,22,CIN,72,0,United States,NBA 1965-1966 Players Information
McCoy McLemore,SF,2.0065999999999997,104.32624510000001,23,GSW,80,1,United States,NBA 1965-1966 Players Information
Thales McReynolds,G,1.905,83.91458845000001,22,WAS,5,0,United States,NBA 1965-1966 Players Information
Tom Meschery,F,1.9811999999999999,97.52235955,27,GSW,80,4,China,NBA 1965-1966 Players Information
Eddie Miles,SG,1.9304,88.45051215000001,25,DET,80,2,United States,NBA 1965-1966 Players Information
Jeff Mullins,GF,1.9304,86.1825503,23,STH,43,1,United States,NBA 1965-1966 Players Information
Willie Naulls,F,1.9811999999999999,102.05828325,31,BOS,71,9,United States,NBA 1965-1966 Players Information
Don Nelson,F,1.9811999999999999,95.2543977,25,BOS,75,3,United States,NBA 1965-1966 Players Information
Paul Neumann,PG,1.8541999999999998,77.1107029,28,GSW,66,4,United States,NBA 1965-1966 Players Information
Don Ohl,SG,1.905,86.1825503,29,WAS,73,5,United States,NBA 1965-1966 Players Information
Bud Olsen,PF,2.032,99.79032140000001,25,"CIN, GOS",56,3,United States,NBA 1965-1966 Players Information
Gary Phillips,G,1.905,85.72895793,26,GSW,63,4,United States,NBA 1965-1966 Players Information
Ron Reed,F,1.9558,92.98643585,23,DET,57,0,United States,NBA 1965-1966 Players Information
Willis Reed,FC,2.0574,108.8621688,23,NYK,76,1,United States,NBA 1965-1966 Players Information
Oscar Robertson,G,1.9558,99.79032140000001,27,CIN,76,5,United States,NBA 1965-1966 Players Information
Guy Rodgers,PG,1.8288,83.91458845000001,30,GSW,79,7,United States,NBA 1965-1966 Players Information
Bill Russell,C,2.0827999999999998,97.52235955,32,BOS,78,9,United States,NBA 1965-1966 Players Information
Satch Sanders,PF,1.9811999999999999,95.2543977,27,BOS,72,5,United States,NBA 1965-1966 Players Information
Woody Sauldsberry,FC,2.0065999999999997,99.79032140000001,31,BOS,39,6,United States,NBA 1965-1966 Players Information
Ray Scott,FC,2.0574,97.52235955,27,DET,79,4,United States,NBA 1965-1966 Players Information
Larry Siegfried,G,1.905,86.1825503,26,BOS,71,2,United States,NBA 1965-1966 Players Information
Paul Silas,PF,2.0065999999999997,102.05828325,22,STH,46,1,United States,NBA 1965-1966 Players Information
Jerry Sloan,GF,1.9558,88.45051215000001,23,WAS,58,0,United States,NBA 1965-1966 Players Information
Adrian Smith,PG,1.8541999999999998,81.6466266,29,CIN,80,4,United States,NBA 1965-1966 Players Information
Willie Somerset,PG,1.7271999999999998,77.1107029,23,WAS,7,0,United States,NBA 1965-1966 Players Information
Dave Stallworth,SF,2.0065999999999997,90.718474,24,NYK,78,0,United States,NBA 1965-1966 Players Information
Joe Strawder,C,2.0827999999999998,106.59420695,25,DET,79,0,United States,NBA 1965-1966 Players Information
Tom Thacker,G,1.8796,77.1107029,26,CIN,50,2,United States,NBA 1965-1966 Players Information
John Thompson,C,2.0827999999999998,102.05828325,24,BOS,10,1,United States,NBA 1965-1966 Players Information
Rod Thorn,G,1.9304,88.45051215000001,24,"DET, STH",73,2,United States,NBA 1965-1966 Players Information
Nate Thurmond,FC,2.1082,102.05828325,24,GSW,72,3,United States,NBA 1965-1966 Players Information
Gene Tormohlen,FC,2.032,104.32624510000001,28,STH,70,2,United States,NBA 1965-1966 Players Information
John Tresvant,PF,2.0065999999999997,97.52235955,26,"DET, STH",61,1,United States,NBA 1965-1966 Players Information
Jack Twyman,F,1.9811999999999999,95.2543977,31,CIN,72,10,United States,NBA 1965-1966 Players Information
Dick Van Arsdale,GF,1.9558,95.2543977,23,NYK,79,0,United States,NBA 1965-1966 Players Information
Tom Van Arsdale,GF,1.9558,91.62565874,23,DET,79,0,United States,NBA 1965-1966 Players Information
Chico Vaughn,G,1.8796,86.1825503,26,"DET, STH",54,3,United States,NBA 1965-1966 Players Information
Chet Walker,F,1.9811999999999999,96.16158244,26,PHI,80,3,United States,NBA 1965-1966 Players Information
Gerry Ward,G,1.9304,88.45051215000001,24,PHI,65,2,United States,NBA 1965-1966 Players Information
Ben Warley,F,1.9558,90.718474,29,"PHL, WAS",55,3,United States,NBA 1965-1966 Players Information
Bob Warlick,SG,1.9558,90.718474,24,DET,10,0,United States,NBA 1965-1966 Players Information
Jim Washington,PF,1.9811999999999999,95.2543977,22,STH,64,0,United States,NBA 1965-1966 Players Information
Ronnie Watts,SF,1.9811999999999999,95.2543977,22,BOS,1,0,United States,NBA 1965-1966 Players Information
Bob Weiss,SG,1.8796,81.6466266,23,PHI,7,0,United States,NBA 1965-1966 Players Information
Jerry West,SG,1.8796,83.91458845000001,27,LAL,79,5,United States,NBA 1965-1966 Players Information
Gene Wiley,FC,2.0827999999999998,95.2543977,28,LAL,66,3,United States,NBA 1965-1966 Players Information
Lenny Wilkens,PG,1.8541999999999998,81.6466266,28,STH,69,5,United States,NBA 1965-1966 Players Information
Jiff Wilson,FC,2.032,102.05828325,23,CIN,47,1,United States,NBA 1965-1966 Players Information
