Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Quincy Acy,F,2.0065999999999997,108.8621688,23,"SAC, TOR",63,1,United States,NBA 2013-2014 Players Information
Steven Adams,C,2.1082,120.20197805000001,20,OKC,81,0,New Zealand,NBA 2013-2014 Players Information
Jeff Adrien,SF,2.0065999999999997,111.13013065000001,28,"CHA, MIL",53,3,United States,NBA 2013-2014 Players Information
Arron Afflalo,SG,1.9558,95.2543977,28,ORL,73,6,United States,NBA 2013-2014 Players Information
Alexis Ajinca,C,2.1844,112.49090776,25,NOP,56,3,France,NBA 2013-2014 Players Information
Cole Aldrich,C,2.1082,114.75886961,25,NYK,46,3,United States,NBA 2013-2014 Players Information
LaMarcus Aldridge,FC,2.1082,120.20197805000001,28,POR,69,7,United States,NBA 2013-2014 Players Information
Lavoy Allen,PF,2.0574,117.9340162,25,"IND, PHL",65,2,United States,NBA 2013-2014 Players Information
Ray Allen,SG,1.9558,92.98643585,38,MIA,73,17,United States,NBA 2013-2014 Players Information
Tony Allen,SG,1.9304,96.61517481,32,MEM,55,9,United States,NBA 2013-2014 Players Information
Al-Farouq Aminu,F,2.0574,99.79032140000001,23,NOP,80,3,United StatesNigeria,NBA 2013-2014 Players Information
Lou Amundson,PF,2.0574,99.79032140000001,31,"CHI, NOP",19,7,United States,NBA 2013-2014 Players Information
Chris Andersen,FC,2.0827999999999998,111.13013065000001,35,MIA,72,10,United States,NBA 2013-2014 Players Information
Alan Anderson,GF,1.9811999999999999,99.79032140000001,31,BRK,78,4,United States,NBA 2013-2014 Players Information
James Anderson,GF,1.9811999999999999,95.2543977,24,PHI,80,3,United States,NBA 2013-2014 Players Information
Ryan Anderson,PF,2.0827999999999998,108.8621688,25,NOP,22,5,United States,NBA 2013-2014 Players Information
Giannis Antetokounmpo,F,2.1082,110.22294591,19,MIL,77,0,GreeceNigeria,NBA 2013-2014 Players Information
Carmelo Anthony,F,2.032,108.8621688,29,NYK,77,10,United States,NBA 2013-2014 Players Information
Joel Anthony,C,2.0574,111.13013065000001,31,"BOS, MIA",33,6,Canada,NBA 2013-2014 Players Information
Pero Antic,C,2.1082,117.9340162,31,ATL,50,0,North Macedonia,NBA 2013-2014 Players Information
Trevor Ariza,SF,2.032,97.52235955,28,WAS,77,9,United States,NBA 2013-2014 Players Information
Hilton Armstrong,C,2.1082,106.59420695,29,GSW,15,5,United States,NBA 2013-2014 Players Information
Darrell Arthur,PF,2.0574,106.59420695,25,DEN,68,5,United States,NBA 2013-2014 Players Information
Omer Asik,C,2.1336,115.66605435000001,27,HOU,48,3,Turkey,NBA 2013-2014 Players Information
D.J. Augustin,G,1.8288,83.00740371,26,"CHI, TOR",71,5,United States,NBA 2013-2014 Players Information
Gustavo Ayon,C,2.0827999999999998,113.3980925,28,ATL,26,2,Mexico,NBA 2013-2014 Players Information
Jeff Ayres,FC,2.0827999999999998,108.8621688,26,SAS,73,3,United States,NBA 2013-2014 Players Information
Chris Babb,G,1.9558,102.05828325,24,BOS,14,0,United States,NBA 2013-2014 Players Information
Luke Babbitt,SF,2.0574,102.05828325,24,NOP,27,3,United States,NBA 2013-2014 Players Information
