Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Shareef Abdur-Rahim,F,2.0574,102.05828325,30,SAC,80,10,United States,NBA 2006-2007 Players Information
Hassan Adams,G,1.9304,99.79032140000001,22,NJN,60,0,United States,NBA 2006-2007 Players Information
Maurice Ager,F-G,1.9558,91.62565874,23,DAL,32,0,United States,NBA 2006-2007 Players Information
LaMarcus Aldridge,FC,2.1082,120.20197805000001,21,POR,63,0,United States,NBA 2006-2007 Players Information
Malik Allen,F,2.0827999999999998,115.66605435000001,28,CHI,60,6,United States,NBA 2006-2007 Players Information
Ray Allen,SG,1.9558,92.98643585,31,SEA,55,10,United States,NBA 2006-2007 Players Information
Tony Allen,SG,1.9304,96.61517481,25,BOS,33,2,United States,NBA 2006-2007 Players Information
Rafer Alston,G,1.8796,79.37866475,30,HOU,82,7,United States,NBA 2006-2007 Players Information
Lou Amundson,PF,2.0574,99.79032140000001,24,"PHL, UTH",11,0,United States,NBA 2006-2007 Players Information
Alan Anderson,GF,1.9811999999999999,99.79032140000001,24,CHA,17,1,United States,NBA 2006-2007 Players Information
Derek Anderson,G,1.9558,87.99691978,32,CHA,50,9,United States,NBA 2006-2007 Players Information
Carmelo Anthony,F,2.032,108.8621688,22,DEN,65,3,United States,NBA 2006-2007 Players Information
Babby Araujo,C,2.1082,127.00586360000001,26,UTA,28,2,Brazil,NBA 2006-2007 Players Information
Gilbert Arenas,G,1.905,86.63614267,25,WAS,74,5,United States,NBA 2006-2007 Players Information
Trevor Ariza,SF,2.032,97.52235955,21,ORL,57,2,United States,NBA 2006-2007 Players Information
Darrell Armstrong,PG,1.8288,77.1107029,38,IND,81,12,United States,NBA 2006-2007 Players Information
Hilton Armstrong,C,2.1082,106.59420695,22,NOP,56,0,United States,NBA 2006-2007 Players Information
Carlos Arroyo,PG,1.8796,91.62565874,27,ORL,72,5,Puerto RicoUnited States,NBA 2006-2007 Players Information
Chucky Atkins,G,1.8034,83.91458845000001,32,MEM,75,8,United States,NBA 2006-2007 Players Information
James Augustine,FC,2.0827999999999998,106.59420695,23,ORL,2,0,United States,NBA 2006-2007 Players Information
Kelenna Azubuike,F-G,1.9558,99.79032140000001,23,GSW,41,0,EnglandNigeria,NBA 2006-2007 Players Information
Renaldo Balkman,F,2.032,94.34721296000001,22,NYK,68,0,United StatesPuerto Rico,NBA 2006-2007 Players Information
Marcus Banks,G,1.8796,90.718474,25,PHX,45,3,United States,NBA 2006-2007 Players Information
Leandro Barbosa,G,1.905,87.99691978,24,PHX,80,3,Brazil,NBA 2006-2007 Players Information
J.J. Barea,G,1.778,81.6466266,22,DAL,33,0,Puerto RicoUnited States,NBA 2006-2007 Players Information
Andrea Bargnani,FC,2.1336,111.13013065000001,21,TOR,65,0,Italy,NBA 2006-2007 Players Information
Matt Barnes,GF,2.0065999999999997,102.51187562000001,26,GSW,76,4,United States,NBA 2006-2007 Players Information
Andre Barrett,PG,1.778,78.47148001000001,25,CHI,6,2,United States,NBA 2006-2007 Players Information
Earl Barron,C,2.1336,113.3980925,25,MIA,28,2,United States,NBA 2006-2007 Players Information
Brent Barry,G,2.0065999999999997,95.2543977,35,SAS,75,11,United States,NBA 2006-2007 Players Information
Brandon Bass,PF,2.032,113.3980925,21,NOP,21,1,United States,NBA 2006-2007 Players Information
Maceo Baston,FC,2.1082,104.32624510000001,30,IND,47,2,United States,NBA 2006-2007 Players Information
Esteban Batista,FC,2.0827999999999998,122.4699399,23,ATL,13,1,Uruguay,NBA 2006-2007 Players Information
Tony Battie,PF,2.1082,104.32624510000001,31,ORL,66,9,United States,NBA 2006-2007 Players Information
Shane Battier,F,2.032,99.79032140000001,28,HOU,82,5,United States,NBA 2006-2007 Players Information
Charlie Bell,G,1.905,90.718474,27,MIL,82,2,United States,NBA 2006-2007 Players Information
Raja Bell,SG,1.9558,92.53284348000001,30,PHX,78,7,United States,NBA 2006-2007 Players Information
Mike Bibby,G,1.8796,88.45051215000001,28,SAC,82,8,United States,NBA 2006-2007 Players Information
Andris Biedrins,C,2.1336,113.3980925,20,GSW,82,2,Latvia,NBA 2006-2007 Players Information
Chauncey Billups,G,1.905,95.2543977,30,DET,70,9,United States,NBA 2006-2007 Players Information
Steve Blake,G,1.905,78.01788764,27,"DEN, MIL",82,3,United States,NBA 2006-2007 Players Information
Will Blalock,G,1.8541999999999998,90.718474,23,DET,14,0,United States,NBA 2006-2007 Players Information
Andray Blatche,PF,2.1082,117.9340162,20,WAS,56,1,United StatesPhilippines,NBA 2006-2007 Players Information
Mark Blount,C-F,2.1336,113.3980925,31,MIN,82,7,United States,NBA 2006-2007 Players Information
Keith Bogans,GF,1.9558,97.52235955,26,ORL,59,3,United States,NBA 2006-2007 Players Information
Andrew Bogut,C,2.1336,117.9340162,22,MIL,66,1,Australia,NBA 2006-2007 Players Information
Matt Bonner,FC,2.0827999999999998,106.59420695,26,SAS,56,2,United States,NBA 2006-2007 Players Information
Josh Boone,C,2.0827999999999998,107.50139169,22,NJN,61,0,United States,NBA 2006-2007 Players Information
Calvin Booth,C,2.1082,104.32624510000001,30,WAS,44,7,United States,NBA 2006-2007 Players Information
Carlos Boozer,PF,2.0574,120.65557042,25,UTA,74,4,GermanyUnited States,NBA 2006-2007 Players Information
Chris Bosh,PF,2.1082,106.59420695,22,TOR,69,3,United States,NBA 2006-2007 Players Information
Bruce Bowen,F,2.0065999999999997,90.718474,35,SAS,82,11,United States,NBA 2006-2007 Players Information
Earl Boykins,G,1.651,61.23496995,30,"DEN, MIL",66,8,United States,NBA 2006-2007 Players Information
Cedric Bozeman,G,1.9811999999999999,97.52235955,23,ATL,23,0,United States,NBA 2006-2007 Players Information
Elton Brand,PF,2.0574,115.21246198,27,LAC,80,7,United States,NBA 2006-2007 Players Information
Ronnie Brewer,GF,2.0065999999999997,106.59420695,21,UTA,56,0,United States,NBA 2006-2007 Players Information
Primoz Brezec,C,2.1844,114.30527724000001,27,CHA,58,5,Slovenia,NBA 2006-2007 Players Information
Andre Brown,FC,2.0574,111.13013065000001,25,SEA,38,1,United States,NBA 2006-2007 Players Information
Dee Brown,G,1.8288,83.91458845000001,22,UTA,49,0,United States,NBA 2006-2007 Players Information
Devin Brown,SF,1.9558,99.79032140000001,28,NOP,58,4,United States,NBA 2006-2007 Players Information
Kwame Brown,C,2.1082,131.5417873,24,LAL,41,5,United States,NBA 2006-2007 Players Information
P.J. Brown,C,2.1082,102.05828325,37,CHI,72,13,United States,NBA 2006-2007 Players Information
Shannon Brown,G,1.9304,95.2543977,21,CLE,23,0,United States,NBA 2006-2007 Players Information
Kobe Bryant,SG,1.9811999999999999,96.16158244,28,LAL,77,10,United States,NBA 2006-2007 Players Information
Greg Buckner,G-F,1.9304,95.2543977,30,DAL,76,8,United States,NBA 2006-2007 Players Information
Pat Burke,C,2.1082,113.3980925,33,PHX,23,2,Ireland,NBA 2006-2007 Players Information
Caron Butler,SF,2.0065999999999997,103.41906036,26,WAS,63,4,United States,NBA 2006-2007 Players Information
Jackie Butler,C,2.0827999999999998,113.3980925,21,SAS,11,2,United States,NBA 2006-2007 Players Information
Rasual Butler,GF,2.0065999999999997,97.52235955,27,NOP,81,4,United States,NBA 2006-2007 Players Information
Andrew Bynum,C,2.1336,129.27382545,19,LAL,82,1,United States,NBA 2006-2007 Players Information
Jose Calderon,G,1.905,90.718474,25,TOR,77,1,Spain,NBA 2006-2007 Players Information
Marcus Camby,C,2.1082,108.8621688,32,DEN,70,10,United States,NBA 2006-2007 Players Information
Brian Cardinal,PF,2.032,111.13013065000001,29,MEM,28,6,United States,NBA 2006-2007 Players Information
Rodney Carney,F,2.0065999999999997,92.98643585,22,PHI,67,0,United States,NBA 2006-2007 Players Information
Matt Carroll,GF,1.9811999999999999,96.16158244,26,CHA,72,3,United States,NBA 2006-2007 Players Information
Anthony Carter,PG,1.8541999999999998,86.1825503,31,DEN,2,8,United States,NBA 2006-2007 Players Information
Vince Carter,SF,1.9811999999999999,99.79032140000001,30,NJN,82,8,United States,NBA 2006-2007 Players Information
Sam Cassell,G,1.905,83.91458845000001,37,LAC,58,13,United States,NBA 2006-2007 Players Information
Kelvin Cato,C,2.1082,115.66605435000001,32,NYK,18,9,United States,NBA 2006-2007 Players Information
Tyson Chandler,C,2.159,108.8621688,24,NOP,73,5,United States,NBA 2006-2007 Players Information
Josh Childress,SF,2.032,95.2543977,23,ATL,55,2,United States,NBA 2006-2007 Players Information
Doug Christie,SG,1.9811999999999999,90.718474,36,LAC,7,14,United States,NBA 2006-2007 Players Information
Speedy Claxton,G,1.8034,77.1107029,28,ATL,42,6,United States,NBA 2006-2007 Players Information
Jarron Collins,C,2.1082,112.49090776,28,UTA,82,5,United States,NBA 2006-2007 Players Information
Jason Collins,C,2.1336,115.66605435000001,28,NJN,80,5,United States,NBA 2006-2007 Players Information
Mardy Collins,G,1.9811999999999999,99.79032140000001,22,NYK,52,0,United States,NBA 2006-2007 Players Information
Nick Collison,FC,2.0827999999999998,115.66605435000001,26,SEA,82,3,United States,NBA 2006-2007 Players Information
Will Conroy,G,1.8796,88.45051215000001,24,"LAC, MEM",7,0,United States,NBA 2006-2007 Players Information
Brian Cook,PF,2.0574,106.14061458,26,LAL,65,3,United States,NBA 2006-2007 Players Information
Jamal Crawford,SG,1.9558,88.45051215000001,26,NYK,59,6,United States,NBA 2006-2007 Players Information
Austin Croshere,F,2.0574,106.59420695,31,DAL,61,9,United States,NBA 2006-2007 Players Information
Eddy Curry,C,2.1336,133.80974915000002,24,NYK,81,5,United States,NBA 2006-2007 Players Information
Samuel Dalembert,C,2.1082,113.3980925,25,PHI,82,5,CanadaHaiti,NBA 2006-2007 Players Information
Erick Dampier,C,2.1082,120.20197805000001,31,DAL,76,10,United States,NBA 2006-2007 Players Information
Antonio Daniels,G,1.9304,88.45051215000001,31,WAS,80,9,United States,NBA 2006-2007 Players Information
Marquis Daniels,SF,1.9811999999999999,90.718474,26,IND,45,3,United States,NBA 2006-2007 Players Information
Baron Davis,G,1.905,97.52235955,27,GSW,63,7,United States,NBA 2006-2007 Players Information
Dale Davis,C-F,2.1082,114.30527724000001,37,DET,46,15,United States,NBA 2006-2007 Players Information
Paul Davis,FC,2.1082,122.4699399,22,LAC,31,0,United States,NBA 2006-2007 Players Information
Ricky Davis,GF,2.0065999999999997,88.45051215000001,27,MIN,81,8,United States,NBA 2006-2007 Players Information
Carlos Delfino,SG,1.9811999999999999,104.32624510000001,24,DET,82,2,Argentina,NBA 2006-2007 Players Information
Luol Deng,GF,2.0574,99.79032140000001,21,CHI,82,2,EnglandSouth Sudan,NBA 2006-2007 Players Information
Boris Diaw,PF,2.032,113.3980925,24,PHX,73,3,France,NBA 2006-2007 Players Information
Yakhouba Diawara,SF,2.0065999999999997,102.05828325,24,DEN,64,0,France,NBA 2006-2007 Players Information
Dan Dickau,G,1.8288,86.1825503,28,POR,50,4,United States,NBA 2006-2007 Players Information
Travis Diener,PG,1.8541999999999998,78.92507238,24,ORL,26,1,United StatesItaly,NBA 2006-2007 Players Information
Ike Diogu,PF,2.032,115.66605435000001,23,"GOS, IND",59,1,United StatesNigeria,NBA 2006-2007 Players Information
DeSagana Diop,C,2.1336,127.00586360000001,25,DAL,81,5,Senegal,NBA 2006-2007 Players Information
