Player,Pos,HT,WT,Age,Teams,GP,YOS,Nationality,Title
Jay Arnette,G,1.8796,79.37866475,25,CIN,48,0,United States,NBA 1963-1964 Players Information
Al Attles,PG,1.8288,79.37866475,27,GSW,70,3,United States,NBA 1963-1964 Players Information
Dick Barnett,SG,1.9304,86.1825503,27,LAL,78,3,United States,NBA 1963-1964 Players Information
John Barnhill,G,1.8541999999999998,81.6466266,25,STH,73,1,United States,NBA 1963-1964 Players Information
Elgin Baylor,F,1.9558,102.05828325,29,LAL,78,5,United States,NBA 1963-1964 Players Information
Zelmo Beaty,FC,2.0574,102.05828325,24,STH,59,1,United States,NBA 1963-1964 Players Information
Walt Bellamy,C,2.1082,102.05828325,24,WAS,80,2,United States,NBA 1963-1964 Players Information
Al Bianchi,G,1.905,83.91458845000001,31,PHI,78,7,United States,NBA 1963-1964 Players Information
Bucky Bockhorn,G,1.9304,88.45051215000001,30,CIN,70,5,United States,NBA 1963-1964 Players Information
Bob Boozer,PF,2.032,97.52235955,26,"CIN, NYK",81,3,United States,NBA 1963-1964 Players Information
Bill Bridges,FC,1.9811999999999999,103.41906036,24,STH,80,1,United States,NBA 1963-1964 Players Information
Dave Budd,SF,1.9811999999999999,92.98643585,25,NYK,73,3,United States,NBA 1963-1964 Players Information
Donnie Butcher,G,1.8796,90.718474,28,"DET, NYK",78,2,United States,NBA 1963-1964 Players Information
Al Butler,G,1.8796,79.37866475,25,NYK,76,2,United States,NBA 1963-1964 Players Information
Barney Cable,F,2.0065999999999997,79.37866475,28,WAS,70,5,United States,NBA 1963-1964 Players Information
Wilt Chamberlain,C,2.159,120.20197805000001,27,GSW,80,4,United States,NBA 1963-1964 Players Information
Len Chappell,PF,2.032,108.8621688,23,"NYK, PHL",79,1,United States,NBA 1963-1964 Players Information
Larry Comley,F,1.9558,95.2543977,24,WAS,12,0,United States,NBA 1963-1964 Players Information
Gene Conley,PF,2.032,102.05828325,33,NYK,46,5,United States,NBA 1963-1964 Players Information
Larry Costello,PG,1.8541999999999998,84.36818082,32,PHI,45,8,United States,NBA 1963-1964 Players Information
Dave DeBusschere,F,1.9811999999999999,99.79032140000001,23,DET,15,1,United States,NBA 1963-1964 Players Information
Connie Dierking,C,2.0574,100.69750614,27,PHI,76,2,United States,NBA 1963-1964 Players Information
Terry Dischinger,GF,2.0065999999999997,85.72895793,23,WAS,80,1,United States,NBA 1963-1964 Players Information
Bob Duffy,G,1.905,74.84274105,23,"DET, NYK, STH",48,1,United States,NBA 1963-1964 Players Information
Johnny Egan,PG,1.8034,81.6466266,25,"DET, NYK",66,2,United States,NBA 1963-1964 Players Information
Leroy Ellis,FC,2.0827999999999998,95.2543977,23,LAL,78,1,United States,NBA 1963-1964 Players Information
Wayne Embry,C,2.032,108.8621688,26,CIN,80,5,United States,NBA 1963-1964 Players Information
Mike Farmer,F,2.0065999999999997,95.2543977,27,STH,76,4,United States,NBA 1963-1964 Players Information
Bob Ferry,FC,2.032,104.32624510000001,26,DET,74,4,United States,NBA 1963-1964 Players Information
Dave Gambee,F,1.9811999999999999,97.52235955,26,PHI,41,5,United States,NBA 1963-1964 Players Information
Mel Gibson,G,1.905,81.6466266,23,LAL,9,0,United States,NBA 1963-1964 Players Information
Tom Gola,GF,1.9811999999999999,92.98643585,31,NYK,74,7,United States,NBA 1963-1964 Players Information
Johnny Green,SF,1.9558,90.718474,30,NYK,80,4,United States,NBA 1963-1964 Players Information
Si Green,G,1.8796,83.91458845000001,30,WAS,75,6,United States,NBA 1963-1964 Players Information
Jerry Greenspan,F,1.9811999999999999,99.79032140000001,22,PHI,20,0,United States,NBA 1963-1964 Players Information
Hal Greer,G,1.8796,79.37866475,27,PHI,80,5,United States,NBA 1963-1964 Players Information
Richie Guerin,SG,1.9304,88.45051215000001,31,"NYK, STH",80,7,United States,NBA 1963-1964 Players Information
Cliff Hagan,GF,1.9304,95.2543977,32,STH,77,7,United States,NBA 1963-1964 Players Information
Reggie Harding,C,2.1336,112.94450013000001,21,DET,39,0,United States,NBA 1963-1964 Players Information
Charlie Hardnett,F,2.032,102.05828325,25,WAS,65,1,United States,NBA 1963-1964 Players Information
Jerry Harkness,G,1.8796,79.37866475,23,NYK,5,0,United States,NBA 1963-1964 Players Information
John Havlicek,GF,1.9558,90.718474,23,BOS,80,0,United States,NBA 1963-1964 Players Information
Tom Hawkins,F,1.9558,95.2543977,27,CIN,73,4,United States,NBA 1963-1964 Players Information
Tommy Heinsohn,PF,2.0065999999999997,98.88313666,29,BOS,76,7,United States,NBA 1963-1964 Players Information
Art Heyman,GF,1.9558,92.98643585,22,NYK,74,0,United States,NBA 1963-1964 Players Information
Wayne Hightower,F,2.032,104.32624510000001,24,GSW,79,1,United States,NBA 1963-1964 Players Information
Gary Hill,G,1.9304,83.91458845000001,22,GSW,67,0,United States,NBA 1963-1964 Players Information
Paul Hogue,C,2.0574,108.8621688,23,"NYK, WAS",16,1,United States,NBA 1963-1964 Players Information
Tom Hoover,FC,2.0574,104.32624510000001,23,NYK,59,0,United States,NBA 1963-1964 Players Information
Bailey Howell,SF,2.0065999999999997,95.2543977,27,DET,77,4,United States,NBA 1963-1964 Players Information
Darrall Imhoff,C,2.0827999999999998,99.79032140000001,25,DET,58,3,United States,NBA 1963-1964 Players Information
Gus Johnson,FC,1.9811999999999999,104.32624510000001,25,WAS,78,0,United States,NBA 1963-1964 Players Information
K.C. Jones,G,1.8541999999999998,90.718474,31,BOS,80,5,United States,NBA 1963-1964 Players Information
Sam Jones,GF,1.9304,89.81128926000001,30,BOS,75,6,United States,NBA 1963-1964 Players Information
Willie Jones,G,1.905,83.91458845000001,27,DET,77,3,United States,NBA 1963-1964 Players Information
Red Kerr,FC,2.0574,104.32624510000001,31,PHI,80,9,United States,NBA 1963-1964 Players Information
Jim King,G,1.8796,79.37866475,23,LAL,57,0,United States,NBA 1963-1964 Players Information
Don Kojis,SF,1.905,91.62565874,25,WAS,77,0,United States,NBA 1963-1964 Players Information
Jim Krebs,C,2.032,104.32624510000001,28,LAL,66,6,United States,NBA 1963-1964 Players Information
Rudy LaRusso,FC,2.0065999999999997,99.79032140000001,26,LAL,79,4,United States,NBA 1963-1964 Players Information
George Lee,G,1.905,,27,GSW,54,3,United States,NBA 1963-1964 Players Information
Jim Loscutoff,F,1.9558,90.718474,34,BOS,52,8,United States,NBA 1963-1964 Players Information
Kevin Loughery,SG,1.905,86.1825503,23,"DET, WAS",66,1,United States,NBA 1963-1964 Players Information
Clyde Lovellette,FC,2.0827999999999998,106.14061458,34,BOS,45,10,United States,NBA 1963-1964 Players Information
